horizon,component,fold,train_rows,valid_rows,best_round,rmse,mae
osi_target_t01h,P_t,0,27313,6864,103,0.010861628136995968,0.004344135213368147
osi_target_t01h,P_t,1,27456,6721,374,0.017108975190292745,0.0059936964441444085
osi_target_t01h,P_t,2,27313,6864,225,0.021114117047652464,0.0064206407026414156
osi_target_t01h,P_t,3,27313,6864,365,0.025818668128865838,0.006508911511092385
osi_target_t01h,P_t,4,27313,6864,171,0.017252682737376783,0.005138193360735344
osi_target_t01h,N_t,0,27313,6864,20,0.001821312201547593,0.0007110383817081962
osi_target_t01h,N_t,1,27456,6721,210,0.0031884389490734,0.0009160537287574649
osi_target_t01h,N_t,2,27313,6864,136,0.005752641288538489,0.0010135200573676757
osi_target_t01h,N_t,3,27313,6864,190,0.005672127952264903,0.0009839642248880961
osi_target_t01h,N_t,4,27313,6864,151,0.0036170657190335172,0.0008472437655996329
osi_target_t01h,D_t,0,27313,6864,145,0.010091839552797301,0.004189180221569366
osi_target_t01h,D_t,1,27456,6721,615,0.015561047917581868,0.005682142704653082
osi_target_t01h,D_t,2,27313,6864,515,0.018556412649259783,0.0062003097510557725
osi_target_t01h,D_t,3,27313,6864,571,0.022842568756897844,0.005807272918872962
osi_target_t01h,D_t,4,27313,6864,162,0.017728935852095336,0.005141351533019713
osi_target_t01h,R_t,0,27313,6864,38,0.00237993452132031,0.0009428274221500531
osi_target_t01h,R_t,1,27456,6721,180,0.003166494051301016,0.0010740457800928276
osi_target_t01h,R_t,2,27313,6864,142,0.0052894878561574885,0.0011963370527639668
osi_target_t01h,R_t,3,27313,6864,143,0.004853423972922085,0.0013266733350290546
osi_target_t01h,R_t,4,27313,6864,160,0.003978791279648755,0.001076621350690139
osi_target_t06h,P_t,0,26358,6624,220,0.010239188254178945,0.004098059997289001
osi_target_t06h,P_t,1,26496,6486,35,0.016182268874635333,0.006201624900173455
osi_target_t06h,P_t,2,26358,6624,369,0.020882414379721905,0.006250454475234916
osi_target_t06h,P_t,3,26358,6624,114,0.019620459185757604,0.006133402581978799
osi_target_t06h,P_t,4,26358,6624,384,0.014226946586731204,0.004725718191174786
osi_target_t06h,N_t,0,26358,6624,29,0.0018114792734710717,0.0006615076658346022
osi_target_t06h,N_t,1,26496,6486,81,0.0030907293075631624,0.0008445957868935732
osi_target_t06h,N_t,2,26358,6624,499,0.0058062895161118755,0.0010278747059815495
osi_target_t06h,N_t,3,26358,6624,24,0.0031598079922739494,0.0008410746776640536
osi_target_t06h,N_t,4,26358,6624,64,0.003579944994340393,0.0008259436390362194
osi_target_t06h,D_t,0,26358,6624,97,0.009946098311415321,0.0041211133309783515
osi_target_t06h,D_t,1,26496,6486,89,0.015523631905250228,0.005527288968855453
