horizon,component,rank,feature,importance,importance_fraction
osi_target_t01h,P_t,1,hours_since_obs,81.72519627859583,0.26123440841098095
osi_target_t01h,P_t,2,last_P_t,48.572206934855785,0.1552609515991585
osi_target_t01h,P_t,3,last_osi,45.411255885788705,0.1451569785905874
osi_target_t01h,P_t,4,gust_x_hso,17.474296394444536,0.05585654961830197
osi_target_t01h,P_t,5,last_outage_pct,10.305933740746696,0.032942894315101764
osi_target_t01h,P_t,6,cumul_gust_since_onset,9.233582270622719,0.02951512522230546
osi_target_t01h,P_t,7,t2m_at_t48h,6.858156867412617,0.021922083196237795
osi_target_t01h,P_t,8,N_t_mean_72h,6.029759489640128,0.019274112817875035
osi_target_t01h,P_t,9,last_N_t,5.925901987153338,0.018942132541820512
osi_target_t01h,P_t,10,min_t2m_next_24h,5.152840562514029,0.016471043414759075
osi_target_t01h,P_t,11,pct_forest,5.0433923870150466,0.01612119256483672
osi_target_t01h,P_t,12,osi_trend_last6h,4.540447317820508,0.014513529768085924
osi_target_t01h,P_t,13,pressure_change_6h,3.015954862057697,0.009640493018800015
osi_target_t01h,P_t,14,last_R_t,2.7659391624329146,0.008841318390178864
osi_target_t01h,P_t,15,gust_gt30_since_onset,2.605848751292797,0.008329589746494804
osi_target_t01h,P_t,16,last_D_t,2.5030555170378648,0.008001011401479907
osi_target_t01h,P_t,17,min_t2m_next_48h,1.9561235500732437,0.0062527445836921955
osi_target_t01h,P_t,18,wind_sin_t,1.9278015790623613,0.0061622134662527315
osi_target_t01h,P_t,19,log_customers,1.8997585008910391,0.006072573829155562
osi_target_t01h,P_t,20,pre_event_mean_osi,1.8467061701230705,0.005902992171673221
osi_target_t01h,P_t,21,pop_density,1.794354433688568,0.005735649962421939
osi_target_t01h,P_t,22,R_t_max_72h,1.7761022959311958,0.005677307044614452
osi_target_t01h,P_t,23,total_tp_next_24h,1.6010033351485617,0.0051176036053287525
osi_target_t01h,P_t,24,pressure_change_3h,1.4930578003404662,0.004772555943037787
osi_target_t01h,P_t,25,t2m_at_t24h,1.4218836461368483,0.004545047917187946
osi_target_t01h,P_t,26,mcc_t,1.3241379522078205,0.0042326040236153354
osi_target_t01h,P_t,27,gust_peak4h_mean_next_48h,1.3038291953271255,0.004167687127347442
osi_target_t01h,P_t,28,cumul_tp_since_onset,1.2756551016063895,0.004077628699337529
osi_target_t01h,P_t,29,pre_event_max_outage_pct,1.227994888991816,0.003925282935557815
osi_target_t01h,P_t,30,gust_mean_next_24h,1.2031534399429802,0.0038458772988405644
osi_target_t01h,P_t,31,total_tp_next_6h,1.181638513400685,0.0037771048839280023
osi_target_t01h,P_t,32,gust_last_obs,1.1176899730344303,0.0035726935166628063
osi_target_t01h,P_t,33,t2m_at_t6h,1.1104322187311482,0.003549494121150229
osi_target_t01h,P_t,34,gust_max_last6h_obs,1.0016294197994284,0.0032017062159918927
osi_target_t01h,P_t,35,min_t2m_next_6h,0.9911638922640122,0.003168253180466552
osi_target_t01h,P_t,36,pct_developed,0.9624038930633105,0.0030763219068910943
osi_target_t01h,P_t,37,wind_speed_at_t48h,0.9454989347432274,0.0030222852451631146
osi_target_t01h,P_t,38,soil_moist_x_gust,0.8691455298103392,0.00277822175585913
osi_target_t01h,P_t,39,gust_max_next_6h,0.8373961737961508,0.0026767350098680608
osi_target_t01h,P_t,40,gust_x_phase,0.7777523191762157,0.0024860835610312224
osi_target_t01h,P_t,41,tree_canopy_std,0.7565895702282432,0.002418436881016804
osi_target_t01h,P_t,42,osi_mean_72h,0.7448142943903804,0.002380797237951354
osi_target_t01h,P_t,43,sp_t,0.7424772437661886,0.0023733268608211963
osi_target_t01h,P_t,44,wind_speed_max_next_24h,0.7205700036138296,0.0023033004163253066
osi_target_t01h,P_t,45,mslma_t,0.711250935215503,0.0022735120348856414
osi_target_t01h,P_t,46,total_tp_next_48h,0.7013006974593736,0.0022417061219954467
osi_target_t01h,P_t,47,R_t_mean_72h,0.6436926053720526,0.002057561983573132
osi_target_t01h,P_t,48,temp_change_6h,0.6319312268169597,0.002019966763141193
osi_target_t01h,P_t,49,wind_speed_max_next_6h,0.6312831152172294,0.002017895075851967
osi_target_t01h,P_t,50,gust_trend_last6h_obs,0.6302097538136877,0.002014464078509244
osi_target_t01h,P_t,51,soil_moist_t,0.6264433028991334,0.002002424626525324
osi_target_t01h,P_t,52,pct_wetland,0.6247737500525545,0.0019970879045589415
osi_target_t01h,P_t,53,sdwe_t,0.624134020821657,0.0019950430114930745
osi_target_t01h,P_t,54,gust_mean_next_48h,0.6219093855470419,0.0019879319697781892
osi_target_t01h,P_t,55,outage_pct_max_72h,0.6175576217356138,0.0019740215664192625
osi_target_t01h,P_t,56,blh_t,0.5461511880566832,0.001745771059742426
