D_reference,domain,mode,horizon,comparison,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
B,OSI,v18_rule,osi_target_t01h,E2_minus_E0,34177,0.012475381943844085,0.0035790543880305126,5.319142680295023,-0.00017340290005889454,0.01146318981783242,0.0033958411805940203,4.491019142769874,-0.00019275390274444765,-0.001012192126011665,-8.1135161277457,0.8281235375251494,17146
B,OSI,v18_rule,osi_target_t01h,E1_minus_E0,34177,0.012475381943844085,0.0035790543880305126,5.319142680295023,-0.00017340290005889454,0.012478692430767203,0.0035784131526377322,5.321966046943706,-0.00018381665367751192,3.31048692311757e-06,0.02653615687293609,-0.002823366648682324,13254
B,OSI,C0_direct_osi,osi_target_t06h,E2_minus_E1,32982,0.010952654068962227,0.0034380841791316467,3.9565415367329306,-0.00015486075676127798,0.010952654068962227,0.0034380841791316467,3.9565415367329306,-0.00015486075676127798,0.0,0.0,0.0,0
B,OSI,C0_direct_osi,osi_target_t06h,E2_minus_E0,32982,0.010952654068962227,0.0034380841791316467,3.9565415367329306,-0.00015486075676127798,0.010952654068962227,0.0034380841791316467,3.9565415367329306,-0.00015486075676127798,0.0,0.0,0.0,0
B,OSI,C0_direct_osi,osi_target_t06h,E1_minus_E0,32982,0.010952654068962227,0.0034380841791316467,3.9565415367329306,-0.00015486075676127798,0.010952654068962227,0.0034380841791316467,3.9565415367329306,-0.00015486075676127798,0.0,0.0,0.0,0
B,OSI,C1_component_osi,osi_target_t06h,E2_minus_E1,32982,0.010966347987999515,0.003422562010786772,3.966441316211243,-0.00014707171468243395,0.010966347987999515,0.003422562010786772,3.966441316211243,-0.00014707171468243395,0.0,0.0,0.0,0
B,OSI,C1_component_osi,osi_target_t06h,E2_minus_E0,32982,0.010966347987999515,0.003422562010786772,3.966441316211243,-0.00014707171468243395,0.010966347987999515,0.003422562010786772,3.966441316211243,-0.00014707171468243395,0.0,0.0,0.0,0
B,OSI,C1_component_osi,osi_target_t06h,E1_minus_E0,32982,0.010966347987999515,0.003422562010786772,3.966441316211243,-0.00014707171468243395,0.010966347987999515,0.003422562010786772,3.966441316211243,-0.00014707171468243395,0.0,0.0,0.0,0
B,OSI,C2_equal_blend,osi_target_t06h,E2_minus_E1,32982,0.010939154506346983,0.003405799143069776,3.946794371529492,-0.00016643418141634906,0.010939154506346983,0.003405799143069776,3.946794371529492,-0.00016643418141634906,0.0,0.0,0.0,0
B,OSI,C2_equal_blend,osi_target_t06h,E2_minus_E0,32982,0.010939154506346983,0.003405799143069776,3.946794371529492,-0.00016643418141634906,0.010939154506346983,0.003405799143069776,3.946794371529492,-0.00016643418141634906,0.0,0.0,0.0,0
B,OSI,C2_equal_blend,osi_target_t06h,E1_minus_E0,32982,0.010939154506346983,0.003405799143069776,3.946794371529492,-0.00016643418141634906,0.010939154506346983,0.003405799143069776,3.946794371529492,-0.00016643418141634906,0.0,0.0,0.0,0
B,OSI,C3_aligned_component,osi_target_t06h,E2_minus_E1,32982,0.010866399917108627,0.003345800011090789,3.894469940582913,-0.0001834511842665933,0.01043484686574168,0.0032513279861607985,3.5912790121548,-0.00017562574910613557,-0.0004315530513669466,-3.971444587526063,0.3031909284281129,16259
B,OSI,C3_aligned_component,osi_target_t06h,E2_minus_E0,32982,0.010870630226386284,0.003348082840773493,3.897502779293824,-0.0001761207036780813,0.01043484686574168,0.0032513279861607985,3.5912790121548,-0.00017562574910613557,-0.0004357833606446031,-4.008814131004346,0.306223767139024,16261
B,OSI,C3_aligned_component,osi_target_t06h,E1_minus_E0,32982,0.010870630226386284,0.003348082840773493,3.897502779293824,-0.0001761207036780813,0.010866399917108627,0.003345800011090789,3.894469940582913,-0.0001834511842665933,-4.230309277656469e-06,-0.03891503242735572,0.00303283871091109,12568
B,OSI,v18_rule,osi_target_t06h,E2_minus_E1,32982,0.010866399917108627,0.003345800011090789,3.894469940582913,-0.0001834511842665933,0.01043484686574168,0.0032513279861607985,3.5912790121548,-0.00017562574910613557,-0.0004315530513669466,-3.971444587526063,0.3031909284281129,16259
B,OSI,v18_rule,osi_target_t06h,E2_minus_E0,32982,0.010870630226386284,0.003348082840773493,3.897502779293824,-0.0001761207036780813,0.01043484686574168,0.0032513279861607985,3.5912790121548,-0.00017562574910613557,-0.0004357833606446031,-4.008814131004346,0.306223767139024,16261
B,OSI,v18_rule,osi_target_t06h,E1_minus_E0,32982,0.010870630226386284,0.003348082840773493,3.897502779293824,-0.0001761207036780813,0.010866399917108627,0.003345800011090789,3.894469940582913,-0.0001834511842665933,-4.230309277656469e-06,-0.03891503242735572,0.00303283871091109,12568
B,OSI,C0_direct_osi,osi_target_t24h,E2_minus_E1,28680,0.00865942183518786,0.0029175849835404396,2.150586621385807,-0.00012945774455302454,0.00865942183518786,0.0029175849835404396,2.150586621385807,-0.00012945774455302454,0.0,0.0,0.0,0
B,OSI,C0_direct_osi,osi_target_t24h,E2_minus_E0,28680,0.00865942183518786,0.0029175849835404396,2.150586621385807,-0.00012945774455302454,0.00865942183518786,0.0029175849835404396,2.150586621385807,-0.00012945774455302454,0.0,0.0,0.0,0
B,OSI,C0_direct_osi,osi_target_t24h,E1_minus_E0,28680,0.00865942183518786,0.0029175849835404396,2.150586621385807,-0.00012945774455302454,0.00865942183518786,0.0029175849835404396,2.150586621385807,-0.00012945774455302454,0.0,0.0,0.0,0
B,OSI,C1_component_osi,osi_target_t24h,E2_minus_E1,28680,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.0,0.0,0.0,0
B,OSI,C1_component_osi,osi_target_t24h,E2_minus_E0,28680,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.0,0.0,0.0,0
B,OSI,C1_component_osi,osi_target_t24h,E1_minus_E0,28680,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.0,0.0,0.0,0
B,OSI,C2_equal_blend,osi_target_t24h,E2_minus_E1,28680,0.00866343794071386,0.0029172561365550147,2.1525819014005796,-0.00012246009912659733,0.00866343794071386,0.0029172561365550147,2.1525819014005796,-0.00012246009912659733,0.0,0.0,0.0,0
B,OSI,C2_equal_blend,osi_target_t24h,E2_minus_E0,28680,0.00866343794071386,0.0029172561365550147,2.1525819014005796,-0.00012246009912659733,0.00866343794071386,0.0029172561365550147,2.1525819014005796,-0.00012246009912659733,0.0,0.0,0.0,0
B,OSI,C2_equal_blend,osi_target_t24h,E1_minus_E0,28680,0.00866343794071386,0.0029172561365550147,2.1525819014005796,-0.00012246009912659733,0.00866343794071386,0.0029172561365550147,2.1525819014005796,-0.00012246009912659733,0.0,0.0,0.0,0
B,OSI,C3_aligned_component,osi_target_t24h,E2_minus_E1,28680,0.008411190768946692,0.002757627734160241,2.0290563727482906,-0.0001932360406625732,0.008448385469916156,0.002744728452506925,2.0470412249449694,-0.00017786912634180097,3.719470096946384e-05,0.44220493853002196,-0.01798485219667878,13468
B,OSI,C3_aligned_component,osi_target_t24h,E2_minus_E0,28680,0.008410169280340137,0.0027594718016332926,2.028563569251658,-0.0001881983710133386,0.008448385469916156,0.002744728452506925,2.0470412249449694,-0.00017786912634180097,3.8216189576018716e-05,0.4544045226931859,-0.0184776556933115,13455
B,OSI,C3_aligned_component,osi_target_t24h,E1_minus_E0,28680,0.008410169280340137,0.0027594718016332926,2.028563569251658,-0.0001881983710133386,0.008411190768946692,0.002757627734160241,2.0290563727482906,-0.0001932360406625732,1.0214886065548767e-06,0.012145874506264143,-0.000492803496632721,10386
B,OSI,v18_rule,osi_target_t24h,E2_minus_E1,28680,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.0,0.0,0.0,0
B,OSI,v18_rule,osi_target_t24h,E2_minus_E0,28680,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.0,0.0,0.0,0
B,OSI,v18_rule,osi_target_t24h,E1_minus_E0,28680,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.0,0.0,0.0,0
B,OSI,C0_direct_osi,osi_target_t48h,E2_minus_E1,22944,0.007941008803189471,0.0022665477750623154,1.4468399399181604,-0.0002814420207812377,0.007941008803189471,0.0022665477750623154,1.4468399399181604,-0.0002814420207812377,0.0,0.0,0.0,0
B,OSI,C0_direct_osi,osi_target_t48h,E2_minus_E0,22944,0.007941008803189471,0.0022665477750623154,1.4468399399181604,-0.0002814420207812377,0.007941008803189471,0.0022665477750623154,1.4468399399181604,-0.0002814420207812377,0.0,0.0,0.0,0
B,OSI,C0_direct_osi,osi_target_t48h,E1_minus_E0,22944,0.007941008803189471,0.0022665477750623154,1.4468399399181604,-0.0002814420207812377,0.007941008803189471,0.0022665477750623154,1.4468399399181604,-0.0002814420207812377,0.0,0.0,0.0,0
B,OSI,C1_component_osi,osi_target_t48h,E2_minus_E1,22944,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.0,0.0,0.0,0
B,OSI,C1_component_osi,osi_target_t48h,E2_minus_E0,22944,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.0,0.0,0.0,0
B,OSI,C1_component_osi,osi_target_t48h,E1_minus_E0,22944,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.0,0.0,0.0,0
B,OSI,C2_equal_blend,osi_target_t48h,E2_minus_E1,22944,0.007904265788718098,0.002243387831819192,1.4334818707611976,-0.00029383923575625377,0.007904265788718098,0.002243387831819192,1.4334818707611976,-0.00029383923575625377,0.0,0.0,0.0,0
B,OSI,C2_equal_blend,osi_target_t48h,E2_minus_E0,22944,0.007904265788718098,0.002243387831819192,1.4334818707611976,-0.00029383923575625377,0.007904265788718098,0.002243387831819192,1.4334818707611976,-0.00029383923575625377,0.0,0.0,0.0,0
B,OSI,C2_equal_blend,osi_target_t48h,E1_minus_E0,22944,0.007904265788718098,0.002243387831819192,1.4334818707611976,-0.00029383923575625377,0.007904265788718098,0.002243387831819192,1.4334818707611976,-0.00029383923575625377,0.0,0.0,0.0,0
B,OSI,C3_aligned_component,osi_target_t48h,E2_minus_E1,22944,0.007938362135991,0.0022739005136613805,1.4458756630185992,-0.00020438671951400096,0.007997256713663211,0.0022688310906422214,1.467409101280443,-0.0002030595842999163,5.889457767221072e-05,0.7418983496002785,-0.02153343826184395,9406
B,OSI,C3_aligned_component,osi_target_t48h,E2_minus_E0,22944,0.007935473406747247,0.0022771103343947638,1.4448235610128388,-0.00019870820671576606,0.007997256713663211,0.0022688310906422214,1.467409101280443,-0.0002030595842999163,6.178330691596415e-05,0.7785711544749496,-0.022585540267604287,9390
B,OSI,C3_aligned_component,osi_target_t48h,E1_minus_E0,22944,0.007935473406747247,0.0022771103343947638,1.4448235610128388,-0.00019870820671576606,0.007938362135991,0.0022739005136613805,1.4458756630185992,-0.00020438671951400096,2.8887292437534268e-06,0.03640273359490909,-0.0010521020057603359,7193
B,OSI,v18_rule,osi_target_t48h,E2_minus_E1,22944,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.0,0.0,0.0,0
B,OSI,v18_rule,osi_target_t48h,E2_minus_E0,22944,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.0,0.0,0.0,0
B,OSI,v18_rule,osi_target_t48h,E1_minus_E0,22944,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.0,0.0,0.0,0
