case,horizon,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
B0,osi_target_t01h,34177,0.010683002911169644,0.0032883188402159907,3.9005031403644193,-6.38801247473866e-05,0.010683002911169644,0.0,0.0,0.0
B0,osi_target_t06h,32982,0.009696165799144481,0.003157640544858214,3.1008235483867903,-4.462224350760196e-05,0.009696165799144481,0.0,0.0,0.0
B0,osi_target_t24h,28680,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.008094958237266874,0.0,0.0,0.0
B0,osi_target_t48h,22944,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.007386039443917857,0.0,0.0,0.0
AB_P06,osi_target_t01h,34177,0.010568981397635607,0.003237175185704826,3.8176860007389863,-5.9808134210907505e-05,0.010683002911169644,-0.00011402151353403708,-1.0673170688254796,0.08281713962543291
AB_P06,osi_target_t06h,32982,0.009565806358452486,0.0031046438593865,3.0180064087613574,-4.0402717082119965e-05,0.009696165799144481,-0.00013035944069199508,-1.344443189116018,0.08281713962543291
AB_P06,osi_target_t24h,28680,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.008094958237266874,0.0,0.0,0.0
AB_P06,osi_target_t48h,22944,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.007386039443917857,0.0,0.0,0.0
