domain,space,case,horizon,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction,ci_low,ci_high,replicates,bootstrap_seed,unit
OSI,v18_rule,AB_P06,osi_target_t01h,34177,0.010568981397635607,0.003237175185704826,3.8176860007389863,-5.9808134210907505e-05,0.010683002911169644,-0.00011402151353403708,-1.0673170688254796,0.08281713962543291,-0.00025453732859590514,2.2318199469032548e-05,2000,20260910,county_full_trajectory
OSI,v18_rule,AB_P06,osi_target_t06h,32982,0.009565806358452486,0.0031046438593865,3.0180064087613574,-4.0402717082119965e-05,0.009696165799144481,-0.00013035944069199508,-1.344443189116018,0.08281713962543291,-0.00027808006590739493,2.3892518957277702e-05,2000,20260910,county_full_trajectory
P,component_clipped,AB_P06,osi_target_t06h,32982,0.015738825755532856,0.005142157394340469,8.16999220192887,0.00032586158348856464,0.01597101889395984,-0.00023219313842698375,-1.4538404842461161,0.24284014494025996,-0.0010984254653544831,0.0007063208444925081,2000,20260910,county_full_trajectory
P,aligned,AB_P06,osi_target_t06h,32982,0.015239133997470343,0.00489131274812478,7.659449603074391,0.0002433910260515448,0.015158442817872252,8.069117959809066e-05,0.5323183955475486,-0.08089878820112517,-0.00039230352933956045,0.0007233747925850892,2000,20260910,county_full_trajectory
OSI,v18_rule,AB_P06,osi_target_t24h,28680,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.008094958237266874,0.0,0.0,0.0,0.0,0.0,2000,20260910,county_full_trajectory
OSI,v18_rule,AB_P06,osi_target_t48h,22944,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.007386039443917857,0.0,0.0,0.0,0.0,0.0,2000,20260910,county_full_trajectory
