case,horizon,fipsCode,countyName,stateAbbr,fold,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
B0,osi_target_t01h,18009,Blackford County,IN,1,143,0.0061818488746660846,0.0038701306973031088,0.0054647815378170775,0.002528005366572132,0.0061818488746660846,0.0,0.0,0.0
B0,osi_target_t01h,18013,Brown County,IN,2,143,0.028799781886791043,0.012649124321319193,0.11860812345192345,-0.00974571835854355,0.028799781886791043,0.0,0.0,0.0
B0,osi_target_t01h,18023,Clinton County,IN,1,143,0.0024143791465062324,0.0008946860960850927,0.0008335794128210354,0.0008485322499312466,0.0024143791465062324,0.0,0.0,0.0
B0,osi_target_t01h,18025,Crawford County,IN,2,143,0.012688265865936571,0.002213856437998842,0.023021868967910832,-0.0017123291404046344,0.012688265865936571,0.0,0.0,0.0
B0,osi_target_t01h,18027,Daviess County,IN,1,143,0.003960370413690951,0.001783035245535725,0.0022428883353503245,0.001780238042738522,0.003960370413690951,0.0,0.0,0.0
B0,osi_target_t01h,18029,Dearborn County,IN,0,143,0.0016501120997140127,0.0005526394541406517,0.00038937040165203004,3.316669994673188e-05,0.0016501120997140127,0.0,0.0,0.0
B0,osi_target_t01h,18033,DeKalb County,IN,2,143,0.0033626870282694554,0.0013495878445849467,0.0016169959591631074,-0.0009276603719145439,0.0033626870282694554,0.0,0.0,0.0
B0,osi_target_t01h,18035,Delaware County,IN,2,143,0.0017321084201816488,0.0008799921438947502,0.000429028539834776,-0.00022256785703853623,0.0017321084201816488,0.0,0.0,0.0
B0,osi_target_t01h,18037,Dubois County,IN,4,143,0.0027173400798464822,0.0011229506781182134,0.0010559030066642325,0.0007558508742990639,0.0027173400798464822,0.0,0.0,0.0
B0,osi_target_t01h,18039,Elkhart County,IN,2,143,0.001609707946469979,0.0011604124875332095,0.00037053583322878937,0.001085116538383159,0.001609707946469979,0.0,0.0,0.0
B0,osi_target_t01h,18041,Fayette County,IN,3,143,0.0051325372976830765,0.0019240187827840242,0.0037670402930314296,-0.0017827187835390411,0.0051325372976830765,0.0,0.0,0.0
