horizon,rank,feature,importance,importance_fraction
osi_target_t01h,1,last_P_t,22.935993632723868,0.2293599363272386
osi_target_t01h,2,hours_since_obs,18.59378574195494,0.18593785741954932
osi_target_t01h,3,min_t2m_next_48h,17.169808148310025,0.1716980814831002
osi_target_t01h,4,min_t2m_next_24h,5.845785977699154,0.05845785977699152
osi_target_t01h,5,last_osi,4.287777769352341,0.0428777776935234
osi_target_t01h,6,t2m_at_t48h,3.993880510729839,0.03993880510729838
osi_target_t01h,7,pop_density,3.5030346184953713,0.0350303461849537
osi_target_t01h,8,tree_canopy_pct,3.371371177747931,0.0337137117774793
osi_target_t01h,9,last_outage_pct,2.4459570397875265,0.024459570397875257
osi_target_t01h,10,last_D_t,2.276195012476337,0.022761950124763362
osi_target_t01h,11,cumul_gust_since_onset,1.7819604763684689,0.017819604763684684
osi_target_t01h,12,days_since_onset,1.6962028935827236,0.016962028935827232
osi_target_t01h,13,storm_phase,1.4996627827211186,0.014996627827211182
osi_target_t01h,14,pct_forest,1.0703672119779335,0.010703672119779331
osi_target_t01h,15,pressure_change_6h,0.8809893385450097,0.008809893385450095
osi_target_t01h,16,gust_x_hso,0.5581120822219585,0.005581120822219583
osi_target_t01h,17,pct_forest_classified,0.4936640567541196,0.0049366405675411945
osi_target_t01h,18,gust_gt30_next_48h,0.4717058929346962,0.004717058929346961
osi_target_t01h,19,gust_gt30_since_onset,0.3700341304177618,0.003700341304177617
osi_target_t01h,20,t2m_at_t1h,0.36207508704057156,0.003620750870405715
osi_target_t01h,21,tp_rate_next_6h,0.32308693551713574,0.0032308693551713567
osi_target_t01h,22,min_t2m_next_6h,0.3183785749924067,0.0031837857499240657
osi_target_t01h,23,osi_trend_last6h,0.26598305522465787,0.002659830552246578
osi_target_t01h,24,forest_x_customers,0.2545712917617751,0.0025457129176177503
osi_target_t01h,25,soil_gust_x_phase,0.22815584113995074,0.002281558411399507
osi_target_t01h,26,gust_last_obs,0.20254773837208145,0.002025477383720814
osi_target_t01h,27,t2m_at_t24h,0.2024636006595729,0.0020246360065957285
osi_target_t01h,28,gust_max_last6h_obs,0.185304279504897,0.0018530427950489694
osi_target_t01h,29,pre_event_mean_osi,0.18462506224881153,0.0018462506224881149
osi_target_t01h,30,pct_wetland,0.1813209239598149,0.0018132092395981485
osi_target_t01h,31,mslma_t,0.17788122147506158,0.0017788122147506154
