model,reference,horizon,metric,difference,change_pct,ci_2_5,ci_97_5,improvement_probability,replicates,unit
C1_component_osi,C0_direct_osi,osi_target_t01h,rmse,-0.00020153358616414353,-1.5794329077709168,-0.00039403080077798496,-5.2596914833514115e-05,0.996,2000,county_full_trajectory
C1_component_osi,C0_direct_osi,osi_target_t01h,mae,-8.135606627031377e-05,-2.201651029550944,-0.00014073354616164028,-2.081686117534295e-05,0.994,2000,county_full_trajectory
C2_equal_blend,C0_direct_osi,osi_target_t01h,rmse,-0.00012446196439819084,-0.9754171802222933,-0.00022495676818185396,-4.804144061931259e-05,0.9995,2000,county_full_trajectory
C2_equal_blend,C0_direct_osi,osi_target_t01h,mae,-6.628567737348642e-05,-1.793817431498279,-9.591051195515897e-05,-3.600165886390886e-05,1.0,2000,county_full_trajectory
C2_equal_blend,C1_component_osi,osi_target_t01h,rmse,7.70716217659527e-05,0.6137088470366203,4.567242512068223e-06,0.00017048195858492142,0.0185,2000,county_full_trajectory
C2_equal_blend,C1_component_osi,osi_target_t01h,mae,1.5070388896827342e-05,0.41701480888587383,-1.4846664147619961e-05,4.4308767251674103e-05,0.161,2000,county_full_trajectory
C3_aligned_component,C0_direct_osi,osi_target_t01h,rmse,-0.0002561775884618641,-2.00768180208194,-0.0004896035506011995,-6.757288603985962e-05,0.9965,2000,county_full_trajectory
C3_aligned_component,C0_direct_osi,osi_target_t01h,mae,-0.00011443737239810389,-3.096894556359908,-0.0001847016816792155,-4.068437375931833e-05,0.999,2000,county_full_trajectory
C3_aligned_component,C1_component_osi,osi_target_t01h,rmse,-5.464400229772057e-05,-0.43512134400700564,-0.00016167931570026446,3.700101297113474e-05,0.8685,2000,county_full_trajectory
C3_aligned_component,C1_component_osi,osi_target_t01h,mae,-3.308130612779013e-05,-0.9153973827098705,-7.88343542299243e-05,1.221998877351973e-05,0.9235,2000,county_full_trajectory
v18_rule,C0_direct_osi,osi_target_t01h,rmse,-0.0002561775884618641,-2.00768180208194,-0.0004896035506011995,-6.757288603985962e-05,0.9965,2000,county_full_trajectory
v18_rule,C0_direct_osi,osi_target_t01h,mae,-0.00011443737239810389,-3.096894556359908,-0.0001847016816792155,-4.068437375931833e-05,0.999,2000,county_full_trajectory
v18_rule,C1_component_osi,osi_target_t01h,rmse,-5.464400229772057e-05,-0.43512134400700564,-0.00016167931570026446,3.700101297113474e-05,0.8685,2000,county_full_trajectory
v18_rule,C1_component_osi,osi_target_t01h,mae,-3.308130612779013e-05,-0.9153973827098705,-7.88343542299243e-05,1.221998877351973e-05,0.9235,2000,county_full_trajectory
C1_component_osi,C0_direct_osi,osi_target_t06h,rmse,1.3693919037289365e-05,0.12502831689074068,-0.00011090221518317697,0.0001510226925744846,0.4325,2000,county_full_trajectory
C1_component_osi,C0_direct_osi,osi_target_t06h,mae,-1.5522168344875385e-05,-0.4514772628050001,-5.9272462708220776e-05,3.229367105795695e-05,0.7315,2000,county_full_trajectory
C2_equal_blend,C0_direct_osi,osi_target_t06h,rmse,-1.3499562615246208e-05,-0.12325380250528539,-7.692045917190556e-05,5.6168098043209613e-05,0.679,2000,county_full_trajectory
C2_equal_blend,C0_direct_osi,osi_target_t06h,mae,-3.2285036061871324e-05,-0.939041465529955,-5.427860052064914e-05,-7.836647551061262e-06,0.996,2000,county_full_trajectory
C2_equal_blend,C1_component_osi,osi_target_t06h,rmse,-2.7193481652535573e-05,-0.247972084072956,-9.490624568664518e-05,3.3434957574650424e-05,0.8035,2000,county_full_trajectory
C2_equal_blend,C1_component_osi,osi_target_t06h,mae,-1.676286771699594e-05,-0.4897754274185484,-4.10284478928871e-05,5.574223697258102e-06,0.9195,2000,county_full_trajectory
C3_aligned_component,C0_direct_osi,osi_target_t06h,rmse,-8.202384257594356e-05,-0.7488946702734256,-0.0002589532632312763,0.00011854159986685167,0.814,2000,county_full_trajectory
C3_aligned_component,C0_direct_osi,osi_target_t06h,mae,-9.000133835815414e-05,-2.617775879498263,-0.00015330547845454046,-2.0965821033221824e-05,0.998,2000,county_full_trajectory
C3_aligned_component,C1_component_osi,osi_target_t06h,rmse,-9.571776161323292e-05,-0.8728317003798947,-0.0001970456469675118,3.0787996392487e-05,0.9435,2000,county_full_trajectory
C3_aligned_component,C1_component_osi,osi_target_t06h,mae,-7.447917001327875e-05,-2.1761233186877393,-0.00012656963749500515,-2.023690257324847e-05,0.9955,2000,county_full_trajectory
v18_rule,C0_direct_osi,osi_target_t06h,rmse,-8.202384257594356e-05,-0.7488946702734256,-0.0002589532632312763,0.00011854159986685167,0.814,2000,county_full_trajectory
v18_rule,C0_direct_osi,osi_target_t06h,mae,-9.000133835815414e-05,-2.617775879498263,-0.00015330547845454046,-2.0965821033221824e-05,0.998,2000,county_full_trajectory
v18_rule,C1_component_osi,osi_target_t06h,rmse,-9.571776161323292e-05,-0.8728317003798947,-0.0001970456469675118,3.0787996392487e-05,0.9435,2000,county_full_trajectory
v18_rule,C1_component_osi,osi_target_t06h,mae,-7.447917001327875e-05,-2.1761233186877393,-0.00012656963749500515,-2.023690257324847e-05,0.9955,2000,county_full_trajectory
C1_component_osi,C0_direct_osi,osi_target_t24h,rmse,5.09896830716821e-05,0.5888347287169138,-5.988508012023368e-05,0.00015519602941984687,0.192,2000,county_full_trajectory
C1_component_osi,C0_direct_osi,osi_target_t24h,mae,3.869385002266924e-05,1.3262287213898105,-7.746349872677229e-06,8.810139868339995e-05,0.0585,2000,county_full_trajectory
C2_equal_blend,C0_direct_osi,osi_target_t24h,rmse,4.016105526003649e-06,0.046378448843831244,-5.192960657499795e-05,5.633000354483221e-05,0.452,2000,county_full_trajectory
C2_equal_blend,C0_direct_osi,osi_target_t24h,mae,-3.288469854253323e-07,-0.011271205030205511,-2.3184460519727665e-05,2.4167122999425018e-05,0.523,2000,county_full_trajectory
C2_equal_blend,C1_component_osi,osi_target_t24h,rmse,-4.697357754567845e-05,-0.5392808071950195,-0.00010068100005839766,8.720716140536723e-06,0.951,2000,county_full_trajectory
C2_equal_blend,C1_component_osi,osi_target_t24h,mae,-3.902269700809457e-05,-1.319993789660967,-6.433178591658002e-05,-1.5621441066011014e-05,0.999,2000,county_full_trajectory
C3_aligned_component,C0_direct_osi,osi_target_t24h,rmse,-0.00024925255484772174,-2.878397190847959,-0.0004920272499557142,-7.353451128210845e-05,0.9995,2000,county_full_trajectory
C3_aligned_component,C0_direct_osi,osi_target_t24h,mae,-0.000158113181907147,-5.419317099558119,-0.00023521537053744412,-8.25518003741315e-05,1.0,2000,county_full_trajectory
