model,reference,horizon,metric,difference,change_pct,ci_2_5,ci_97_5,improvement_probability,replicates,unit
C3_aligned_component,C1_component_osi,osi_target_t24h,rmse,-0.00030024223791940384,-3.446935168218046,-0.0005242944402567848,-0.00012130809919479433,1.0,2000,county_full_trajectory
C3_aligned_component,C1_component_osi,osi_target_t24h,mae,-0.00019680703192981623,-6.657255387936834,-0.00027683956169260575,-0.00012708910447411717,1.0,2000,county_full_trajectory
v18_rule,C0_direct_osi,osi_target_t24h,rmse,5.09896830716821e-05,0.5888347287169138,-5.988508012023368e-05,0.00015519602941984687,0.192,2000,county_full_trajectory
v18_rule,C0_direct_osi,osi_target_t24h,mae,3.869385002266924e-05,1.3262287213898105,-7.746349872677229e-06,8.810139868339995e-05,0.0585,2000,county_full_trajectory
v18_rule,C1_component_osi,osi_target_t24h,rmse,0.0,0.0,0.0,0.0,0.0,2000,county_full_trajectory
v18_rule,C1_component_osi,osi_target_t24h,mae,0.0,0.0,0.0,0.0,0.0,2000,county_full_trajectory
C1_component_osi,C0_direct_osi,osi_target_t48h,rmse,-4.52165323434478e-05,-0.5694053924897635,-0.0001535466686921741,5.878882383602499e-05,0.7795,2000,county_full_trajectory
C1_component_osi,C0_direct_osi,osi_target_t48h,mae,-1.6611739541657223e-05,-0.7329093048215385,-5.416478425815284e-05,1.952621048591043e-05,0.805,2000,county_full_trajectory
C2_equal_blend,C0_direct_osi,osi_target_t48h,rmse,-3.674301447137429e-05,-0.46269958114913967,-8.965931015910665e-05,1.4820320755733218e-05,0.9035,2000,county_full_trajectory
C2_equal_blend,C0_direct_osi,osi_target_t48h,mae,-2.3159943243123392e-05,-1.0218157983670428,-4.218928318706986e-05,-4.561264728076197e-06,0.995,2000,county_full_trajectory
C2_equal_blend,C1_component_osi,osi_target_t48h,rmse,8.47351787207351e-06,0.10731687943918988,-4.5381396176851895e-05,6.176887089479654e-05,0.417,2000,county_full_trajectory
C2_equal_blend,C1_component_osi,osi_target_t48h,mae,-6.548203701466169e-06,-0.29103954948438426,-2.46277097215819e-05,1.1744590475487055e-05,0.76,2000,county_full_trajectory
C3_aligned_component,C0_direct_osi,osi_target_t48h,rmse,-5.53539644222549e-06,-0.06970646399487856,-0.0001456186703712637,0.0001156457713127196,0.562,2000,county_full_trajectory
C3_aligned_component,C0_direct_osi,osi_target_t48h,mae,1.0562559332448398e-05,0.4660197084157103,-5.8476183406272476e-05,7.981462047770919e-05,0.387,2000,county_full_trajectory
C3_aligned_component,C1_component_osi,osi_target_t48h,rmse,3.968113590122231e-05,0.5025605352833251,-0.00010049394080340185,0.00013908696906821732,0.287,2000,county_full_trajectory
C3_aligned_component,C1_component_osi,osi_target_t48h,mae,2.717429887410562e-05,1.2077809522179184,-2.981666095078629e-05,8.51274379274392e-05,0.184,2000,county_full_trajectory
v18_rule,C0_direct_osi,osi_target_t48h,rmse,-4.52165323434478e-05,-0.5694053924897635,-0.0001535466686921741,5.878882383602499e-05,0.7795,2000,county_full_trajectory
v18_rule,C0_direct_osi,osi_target_t48h,mae,-1.6611739541657223e-05,-0.7329093048215385,-5.416478425815284e-05,1.952621048591043e-05,0.805,2000,county_full_trajectory
v18_rule,C1_component_osi,osi_target_t48h,rmse,0.0,0.0,0.0,0.0,0.0,2000,county_full_trajectory
v18_rule,C1_component_osi,osi_target_t48h,mae,0.0,0.0,0.0,0.0,0.0,2000,county_full_trajectory
