model,horizon,fipsCode,rmse,mae,n
C0_direct_osi,osi_target_t01h,18009,0.005696219466464528,0.0038056987366034017,143
C0_direct_osi,osi_target_t01h,18013,0.029531566918603206,0.0142684569780201,143
C0_direct_osi,osi_target_t01h,18023,0.002035973178617826,0.0009122182121623688,143
C0_direct_osi,osi_target_t01h,18025,0.011856533733168478,0.0021602397259759933,143
C0_direct_osi,osi_target_t01h,18027,0.0022602410387038583,0.0008146538818404411,143
C0_direct_osi,osi_target_t01h,18029,0.0017008826246304027,0.0005322996024121566,143
C0_direct_osi,osi_target_t01h,18033,0.0029741171710157208,0.0012577646196849208,143
C0_direct_osi,osi_target_t01h,18035,0.0021155183410179862,0.0009777862733424333,143
C0_direct_osi,osi_target_t01h,18037,0.0023340423014459534,0.0009013399020866772,143
C0_direct_osi,osi_target_t01h,18039,0.0014265647044793108,0.0008957413638315888,143
C0_direct_osi,osi_target_t01h,18041,0.00559188523623981,0.0021947352451410873,143
C0_direct_osi,osi_target_t01h,18043,0.0017424063150849403,0.0006885319627654675,143
C0_direct_osi,osi_target_t01h,18045,0.0027256875887605677,0.0010666075109149148,143
C0_direct_osi,osi_target_t01h,18047,0.003175385390354221,0.0015177533995847812,143
C0_direct_osi,osi_target_t01h,18051,0.0011517579756322458,0.0004282015559129254,143
C0_direct_osi,osi_target_t01h,18059,0.0012075984836802589,0.0005338791910409864,143
C0_direct_osi,osi_target_t01h,18061,0.0037627816765807343,0.001503360377020233,143
C0_direct_osi,osi_target_t01h,18065,0.0022480756451692023,0.0009434995146014701,143
C0_direct_osi,osi_target_t01h,18067,0.0015631846155425237,0.0006312118722944679,143
C0_direct_osi,osi_target_t01h,18069,0.0010072013610376784,0.0005506601238854937,143
C0_direct_osi,osi_target_t01h,18071,0.004306966717068398,0.0016021829961112557,143
C0_direct_osi,osi_target_t01h,18073,0.0038156440480486367,0.0027836068166148553,143
C0_direct_osi,osi_target_t01h,18077,0.0055782000460142395,0.0017020441762527103,143
C0_direct_osi,osi_target_t01h,18083,0.0014846077951194898,0.0005595870168363056,143
C0_direct_osi,osi_target_t01h,18085,0.001768623511721528,0.001058834166879277,143
C0_direct_osi,osi_target_t01h,18087,0.0013164073723472192,0.0009683579913851054,143
C0_direct_osi,osi_target_t01h,18089,0.002588797263789807,0.0015564255129083952,143
C0_direct_osi,osi_target_t01h,18091,0.0016691769928854818,0.0010061098984939277,143
C0_direct_osi,osi_target_t01h,18093,0.007462800340324916,0.002463578055916789,143
C0_direct_osi,osi_target_t01h,18095,0.0015467257612107061,0.0007536438943782142,143
C0_direct_osi,osi_target_t01h,18097,0.0010792746142491514,0.00047827315067103677,143
C0_direct_osi,osi_target_t01h,18099,0.008758583776038062,0.0025288520387652664,143
C0_direct_osi,osi_target_t01h,18101,0.0026672872835409893,0.0012881912030702901,143
C0_direct_osi,osi_target_t01h,18103,0.0034703116813264295,0.0019341891859411403,143
C0_direct_osi,osi_target_t01h,18105,0.002154548091095339,0.0008266565425809749,143
C0_direct_osi,osi_target_t01h,18107,0.0009854301923385863,0.00048429583187333534,143
C0_direct_osi,osi_target_t01h,18109,0.0020313401597682446,0.0009849202943670416,143
C0_direct_osi,osi_target_t01h,18111,0.004412145464999219,0.0028970903495153227,143
C0_direct_osi,osi_target_t01h,18113,0.001333644822500471,0.0006807585085187539,143
C0_direct_osi,osi_target_t01h,18117,0.012598564043226202,0.003494271446714664,143
C0_direct_osi,osi_target_t01h,18121,0.023024465361552542,0.00955399864784311,143
C0_direct_osi,osi_target_t01h,18123,0.005167416574990761,0.002122038793915018,143
C0_direct_osi,osi_target_t01h,18125,0.0024895741709793496,0.0008243262886191218,143
C0_direct_osi,osi_target_t01h,18127,0.0037453851496460342,0.0028106008734067357,143
C0_direct_osi,osi_target_t01h,18129,0.0009360529142928525,0.0004401318819850972,143
