horizon,candidate,fold,candidate_rmse,baseline_rmse,rmse_difference,rmse_change_pct,candidate_mae,baseline_mae
osi_target_t24h,PD__tweedie_p13__tweedie_p17,3,0.005775369082278796,0.00582143408872206,-4.606500644326484e-05,-0.7912999742195392,0.0024032007052425595,0.0024798964271421945
osi_target_t24h,PD__tweedie_p13__tweedie_p17,4,0.00752222836762965,0.007334385371080194,0.00018784299654945637,2.5611279888581917,0.00226523678116309,0.002321535491945628
osi_target_t24h,PD__tweedie_p13__quantile_q50,0,0.004486983743821316,0.004547115912935345,-6.013216911402927e-05,-1.3224243732817387,0.0018000864756223694,0.001882336260677331
osi_target_t24h,PD__tweedie_p13__quantile_q50,1,0.008272377246934779,0.008263032601321604,9.34464561317544e-06,0.11308978269892744,0.002503577676462269,0.0025469453473298403
osi_target_t24h,PD__tweedie_p13__quantile_q50,2,0.012647332912433168,0.012661692112489091,-1.4359200055923463e-05,-0.11340664366463749,0.0036053161925436892,0.0036515297094518776
osi_target_t24h,PD__tweedie_p13__quantile_q50,3,0.005797529097293588,0.00582143408872206,-2.3904991428472244e-05,-0.410637500384714,0.002423178302608659,0.0024798964271421945
osi_target_t24h,PD__tweedie_p13__quantile_q50,4,0.007440182815851684,0.007334385371080194,0.00010579744477148996,1.4424854901769146,0.0022632462232431423,0.002321535491945628
osi_target_t24h,PD__tweedie_p13__quantile_q90,0,0.0045097611133729865,0.004547115912935345,-3.735479956235889e-05,-0.8215053294791663,0.001856350692934676,0.001882336260677331
osi_target_t24h,PD__tweedie_p13__quantile_q90,1,0.008240746467832405,0.008263032601321604,-2.2286133489198695e-05,-0.26970888975597074,0.002555677419632174,0.0025469453473298403
osi_target_t24h,PD__tweedie_p13__quantile_q90,2,0.012638864593388024,0.012661692112489091,-2.2827519101067256e-05,-0.18028806022341026,0.003631519293521663,0.0036515297094518776
osi_target_t24h,PD__tweedie_p13__quantile_q90,3,0.005980320839119199,0.00582143408872206,0.00015888675039713897,2.7293403648587677,0.0026613255678935217,0.0024798964271421945
osi_target_t24h,PD__tweedie_p13__quantile_q90,4,0.007385453510458436,0.007334385371080194,5.1068139378242054e-05,0.6962838301298735,0.00235231962052303,0.002321535491945628
osi_target_t24h,PD__tweedie_p15__dart_huber,0,0.004515632351768102,0.004547115912935345,-3.1483561167243435e-05,-0.6923852782745432,0.0018505182257089426,0.001882336260677331
osi_target_t24h,PD__tweedie_p15__dart_huber,1,0.008243064211622013,0.008263032601321604,-1.9968389699590722e-05,-0.24165933577942056,0.0025152739987282435,0.0025469453473298403
osi_target_t24h,PD__tweedie_p15__dart_huber,2,0.01265131854702087,0.012661692112489091,-1.037356546822188e-05,-0.08192874519503679,0.0035575335965705515,0.0036515297094518776
osi_target_t24h,PD__tweedie_p15__dart_huber,3,0.005826054524763665,0.00582143408872206,4.620436041604184e-06,0.07936937825261392,0.002454217396963333,0.0024798964271421945
osi_target_t24h,PD__tweedie_p15__dart_huber,4,0.007461799015278162,0.007334385371080194,0.00012741364419796824,1.7372095649673014,0.002260852366756396,0.002321535491945628
osi_target_t24h,PD__tweedie_p15__tweedie_p13,0,0.004509726324861916,0.004547115912935345,-3.7389588073429014e-05,-0.8222703970898415,0.0018381195408538331,0.001882336260677331
osi_target_t24h,PD__tweedie_p15__tweedie_p13,1,0.008248406420540897,0.008263032601321604,-1.4626180780706599e-05,-0.1770074195080351,0.0025058578570613856,0.0025469453473298403
osi_target_t24h,PD__tweedie_p15__tweedie_p13,2,0.012637166826174237,0.012661692112489091,-2.4525286314854705e-05,-0.19369675156343247,0.0035142821956756195,0.0036515297094518776
osi_target_t24h,PD__tweedie_p15__tweedie_p13,3,0.005791815898280032,0.00582143408872206,-2.961819044202882e-05,-0.5087782493219062,0.00241213601057869,0.0024798964271421945
osi_target_t24h,PD__tweedie_p15__tweedie_p13,4,0.0075024855555281275,0.007334385371080194,0.0001681001844479335,2.2919464405396495,0.0022492888400800336,0.002321535491945628
osi_target_t24h,PD__tweedie_p15__tweedie_p15,0,0.004503665517117314,0.004547115912935345,-4.345039581803156e-05,-0.9555594502094533,0.001834708442652687,0.001882336260677331
osi_target_t24h,PD__tweedie_p15__tweedie_p15,1,0.008249191555560195,0.008263032601321604,-1.3841045761409099e-05,-0.16750564144204505,0.002495578380365837,0.0025469453473298403
osi_target_t24h,PD__tweedie_p15__tweedie_p15,2,0.012641911381459694,0.012661692112489091,-1.978073102939723e-05,-0.15622501995515847,0.0035148387156092057,0.0036515297094518776
osi_target_t24h,PD__tweedie_p15__tweedie_p15,3,0.005794808587543688,0.00582143408872206,-2.662550117837198e-05,-0.4573701389139484,0.002416911606584468,0.0024798964271421945
osi_target_t24h,PD__tweedie_p15__tweedie_p15,4,0.0073998647719079845,0.007334385371080194,6.547940082779046e-05,0.8927728434611426,0.002269036497160368,0.002321535491945628
osi_target_t24h,PD__tweedie_p15__tweedie_p17,0,0.004450628168107728,0.004547115912935345,-9.648774482761725e-05,-2.121954809929849,0.0017684336984581143,0.001882336260677331
osi_target_t24h,PD__tweedie_p15__tweedie_p17,1,0.008240619657669045,0.008263032601321604,-2.2412943652558304e-05,-0.27124355831505964,0.0025035969424015347,0.0025469453473298403
osi_target_t24h,PD__tweedie_p15__tweedie_p17,2,0.012632846214070253,0.012661692112489091,-2.884589841883889e-05,-0.22782024837253445,0.0035057383111278054,0.0036515297094518776
osi_target_t24h,PD__tweedie_p15__tweedie_p17,3,0.005788367042707509,0.00582143408872206,-3.3067046014551016e-05,-0.5680223379770366,0.002404507546320422,0.0024798964271421945
osi_target_t24h,PD__tweedie_p15__tweedie_p17,4,0.007519851678323532,0.007334385371080194,0.000185466307243338,2.5287232380049263,0.0022477926228754125,0.002321535491945628
osi_target_t24h,PD__tweedie_p15__quantile_q50,0,0.004475739265404469,0.004547115912935345,-7.137664753087674e-05,-1.5697125144276347,0.0017968671243686414,0.001882336260677331
osi_target_t24h,PD__tweedie_p15__quantile_q50,1,0.008264552222565181,0.008263032601321604,1.5196212435775874e-06,0.01839059963693046,0.0025006908018464975,0.0025469453473298403
osi_target_t24h,PD__tweedie_p15__quantile_q50,2,0.012629365021463845,0.012661692112489091,-3.2327091025246765e-05,-0.25531414551899223,0.003537344302931156,0.0036515297094518776
osi_target_t24h,PD__tweedie_p15__quantile_q50,3,0.0058104657828902655,0.00582143408872206,-1.0968305831794874e-05,-0.18841243694649457,0.0024245127222295815,0.0024798964271421945
osi_target_t24h,PD__tweedie_p15__quantile_q50,4,0.007434225976345169,0.007334385371080194,9.984060526497477e-05,1.3612675120488138,0.0022348420976955026,0.002321535491945628
osi_target_t24h,PD__tweedie_p15__quantile_q90,0,0.004498522576294416,0.004547115912935345,-4.8593336640929095e-05,-1.0686628089399242,0.0018520546896000744,0.001882336260677331
osi_target_t24h,PD__tweedie_p15__quantile_q90,1,0.008238001780867884,0.008263032601321604,-2.503082045371939e-05,-0.3029253503092355,0.0025546005453157216,0.0025469453473298403
osi_target_t24h,PD__tweedie_p15__quantile_q90,2,0.012636479899591761,0.012661692112489091,-2.5212212897330125e-05,-0.19912198680349658,0.003624443766035467,0.0036515297094518776
osi_target_t24h,PD__tweedie_p15__quantile_q90,3,0.006121876354331024,0.00582143408872206,0.00030044226560896337,5.160966542436918,0.0028019833343046795,0.0024798964271421945
osi_target_t24h,PD__tweedie_p15__quantile_q90,4,0.007380374659878989,0.007334385371080194,4.598928879879453e-05,0.6270367109442176,0.0023277160955288453,0.002321535491945628
osi_target_t24h,PD__tweedie_p17__dart_huber,0,0.004512251872700335,0.004547115912935345,-3.486404023501054e-05,-0.7667286452019306,0.0018449577749300348,0.001882336260677331
osi_target_t24h,PD__tweedie_p17__dart_huber,1,0.008259544881539726,0.008263032601321604,-3.487719781878132e-06,-0.04220871379982949,0.002514626846512263,0.0025469453473298403
osi_target_t24h,PD__tweedie_p17__dart_huber,2,0.01264924642601365,0.012661692112489091,-1.2445686475440546e-05,-0.0982940223539619,0.0035484340265264764,0.0036515297094518776
osi_target_t24h,PD__tweedie_p17__dart_huber,3,0.0057878140237645455,0.00582143408872206,-3.362006495751489e-05,-0.5775220408773096,0.002415924152124764,0.0024798964271421945
osi_target_t24h,PD__tweedie_p17__dart_huber,4,0.007461146879437468,0.007334385371080194,0.00012676150835727422,1.7283180790731434,0.002255758748588316,0.002321535491945628
osi_target_t24h,PD__tweedie_p17__tweedie_p13,0,0.004462393324204863,0.004547115912935345,-8.472258873048252e-05,-1.8632159450668317,0.0017688494156539623,0.001882336260677331
osi_target_t24h,PD__tweedie_p17__tweedie_p13,1,0.008265575411363149,0.008263032601321604,2.542810041545468e-06,0.030773326988198235,0.0025053124240546993,0.0025469453473298403
osi_target_t24h,PD__tweedie_p17__tweedie_p13,2,0.012635118410853349,0.012661692112489091,-2.6573701635742783e-05,-0.20987480503914524,0.0035043107206213014,0.0036515297094518776
osi_target_t24h,PD__tweedie_p17__tweedie_p13,3,0.005755124028443592,0.00582143408872206,-6.631006027846883e-05,-1.139067440563013,0.0023744476294159534,0.0024798964271421945
osi_target_t24h,PD__tweedie_p17__tweedie_p13,4,0.007501974311996108,0.007334385371080194,0.0001675889409159144,2.284975937816469,0.0022449807095184077,0.002321535491945628
osi_target_t24h,PD__tweedie_p17__tweedie_p15,0,0.004500355342419979,0.004547115912935345,-4.676057051536658e-05,-1.0283566860995408,0.0018294079692671257,0.001882336260677331
osi_target_t24h,PD__tweedie_p17__tweedie_p15,1,0.008267014174664442,0.008263032601321604,3.981573342838607e-06,0.04818537618018759,0.0024968534195800303,0.0025469453473298403
osi_target_t24h,PD__tweedie_p17__tweedie_p15,2,0.012640042351520846,0.012661692112489091,-2.1649760968245335e-05,-0.17098631664633768,0.0035057005749773175,0.0036515297094518776
osi_target_t24h,PD__tweedie_p17__tweedie_p15,3,0.005790388597370461,0.00582143408872206,-3.104549135159954e-05,-0.5332962785191464,0.002437494071148125,0.0024798964271421945
