horizon,candidate,fold,candidate_rmse,baseline_rmse,rmse_difference,rmse_change_pct,candidate_mae,baseline_mae
osi_target_t24h,P__dart_huber,0,0.004548252742141926,0.004547115912935345,1.136829206580675e-06,0.0250011046198928,0.0018856848871447519,0.001882336260677331
osi_target_t24h,P__dart_huber,1,0.008269215310207302,0.008263032601321604,6.182708885698815e-06,0.0748237261548601,0.0025532622378300744,0.0025469453473298403
osi_target_t24h,P__dart_huber,2,0.012669570993658034,0.012661692112489091,7.878881168942725e-06,0.06222613138073818,0.0036532444047636886,0.0036515297094518776
osi_target_t24h,P__dart_huber,3,0.0058340769479016796,0.00582143408872206,1.2642859179619152e-05,0.21717774326626138,0.002494040625873445,0.0024798964271421945
osi_target_t24h,P__dart_huber,4,0.007344149323799838,0.007334385371080194,9.763952719643934e-06,0.1331257116396367,0.0023193543170404256,0.002321535491945628
osi_target_t24h,P__tweedie_p13,0,0.0045217800479153206,0.004547115912935345,-2.533586502002482e-05,-0.5571853787133763,0.0018558209634800093,0.001882336260677331
osi_target_t24h,P__tweedie_p13,1,0.008270642961277637,0.008263032601321604,7.610359956033638e-06,0.0921012940795718,0.002522366454509303,0.0025469453473298403
osi_target_t24h,P__tweedie_p13,2,0.012652155173910468,0.012661692112489091,-9.536938578623769e-06,-0.07532120109930984,0.0035839211353309833,0.0036515297094518776
osi_target_t24h,P__tweedie_p13,3,0.005809388905226133,0.00582143408872206,-1.2045183495927245e-05,-0.20691093143633266,0.0024692800026643352,0.0024798964271421945
osi_target_t24h,P__tweedie_p13,4,0.007421383231236373,0.007334385371080194,8.699786015617904e-05,1.186164289910585,0.0022931275315339348,0.002321535491945628
osi_target_t24h,P__tweedie_p15,0,0.004517031304737137,0.004547115912935345,-3.0084608198208476e-05,-0.6616195578526107,0.0018535117211804404,0.001882336260677331
osi_target_t24h,P__tweedie_p15,1,0.008263905130695276,0.008263032601321604,8.725293736723538e-07,0.010559432786605427,0.002519649734032146,0.0025469453473298403
osi_target_t24h,P__tweedie_p15,2,0.01265020152829371,0.012661692112489091,-1.1490584195380724e-05,-0.09075077875292381,0.0035764907833630917,0.0036515297094518776
osi_target_t24h,P__tweedie_p15,3,0.005805543720372035,0.00582143408872206,-1.5890368350025136e-05,-0.272963123997394,0.0024529623884981134,0.0024798964271421945
osi_target_t24h,P__tweedie_p15,4,0.007416542153413795,0.007334385371080194,8.215678233360058e-05,1.1201590614197565,0.0022702147105404117,0.002321535491945628
osi_target_t24h,P__tweedie_p17,0,0.004471547270539061,0.004547115912935345,-7.556864239628442e-05,-1.6619027058736635,0.0018022707192914009,0.001882336260677331
osi_target_t24h,P__tweedie_p17,1,0.00831106853249818,0.008263032601321604,4.803593117657691e-05,0.581335370368663,0.002502831918598691,0.0025469453473298403
osi_target_t24h,P__tweedie_p17,2,0.012647724634440652,0.012661692112489091,-1.3967478048439522e-05,-0.1103128864953451,0.0035665370833508304,0.0036515297094518776
osi_target_t24h,P__tweedie_p17,3,0.00576961468037017,0.00582143408872206,-5.181940835189032e-05,-0.8901485022785094,0.0024152652589162845,0.0024798964271421945
osi_target_t24h,P__tweedie_p17,4,0.007418159417081415,0.007334385371080194,8.377404600122106e-05,1.1422094935390925,0.0022644118661409337,0.002321535491945628
osi_target_t24h,P__quantile_q50,0,0.004530595992561825,0.004547115912935345,-1.6519920373520014e-05,-0.3633054597646179,0.0018638679178542825,0.001882336260677331
osi_target_t24h,P__quantile_q50,1,0.008390309929566868,0.008263032601321604,0.0001272773282452646,1.5403222326014765,0.0025589015873000442,0.0025469453473298403
osi_target_t24h,P__quantile_q50,2,0.01265431962110279,0.012661692112489091,-7.372491386301722e-06,-0.058226746637046745,0.003630598195328135,0.0036515297094518776
osi_target_t24h,P__quantile_q50,3,0.0058290506699700114,0.00582143408872206,7.616581247951032e-06,0.13083685449100102,0.0024757699780272894,0.0024798964271421945
osi_target_t24h,P__quantile_q50,4,0.007329334045282788,0.007334385371080194,-5.0513257974062545e-06,-0.06887183508687,0.0023072358112455342,0.002321535491945628
osi_target_t24h,P__quantile_q90,0,0.004578021016066234,0.004547115912935345,3.090510313088872e-05,0.6796638511671116,0.001927768445680297,0.001882336260677331
osi_target_t24h,P__quantile_q90,1,0.008256210226528258,0.008263032601321604,-6.822374793345742e-06,-0.08256502330941107,0.002584140372969318,0.0025469453473298403
osi_target_t24h,P__quantile_q90,2,0.012667107111999006,0.012661692112489091,5.414999509914531e-06,0.04276679184587184,0.0037039044849688217,0.0036515297094518776
osi_target_t24h,P__quantile_q90,3,0.006080283036640219,0.00582143408872206,0.0002588489479181588,4.446480780734596,0.00269614359408415,0.0024798964271421945
osi_target_t24h,P__quantile_q90,4,0.0073375318028942775,0.007334385371080194,3.1464318140835e-06,0.0428997339912085,0.0023485029728824948,0.002321535491945628
osi_target_t24h,D__dart_huber,0,0.004551808298949534,0.004547115912935345,4.692386014188213e-06,0.1031947745347761,0.0018891474180411786,0.001882336260677331
osi_target_t24h,D__dart_huber,1,0.008278752193081853,0.008263032601321604,1.5719591760249285e-05,0.19023998232483574,0.0025530398739647304,0.0025469453473298403
osi_target_t24h,D__dart_huber,2,0.012673238309730708,0.012661692112489091,1.1546197241616568e-05,0.09119000161303958,0.0036535132856002177,0.0036515297094518776
osi_target_t24h,D__dart_huber,3,0.005831659784997817,0.00582143408872206,1.022569627575666e-05,0.17565596586530674,0.0024912940007356917,0.0024798964271421945
osi_target_t24h,D__dart_huber,4,0.0073434140964563025,0.007334385371080194,9.028725376108472e-06,0.12310132232360438,0.0023202941498900067,0.002321535491945628
osi_target_t24h,D__tweedie_p13,0,0.004546438540397801,0.004547115912935345,-6.773725375443587e-07,-0.014896751050863521,0.0018785813206833159,0.001882336260677331
osi_target_t24h,D__tweedie_p13,1,0.008279786189643845,0.008263032601321604,1.6753588322241178e-05,0.2027535062558261,0.0025490810440215632,0.0025469453473298403
osi_target_t24h,D__tweedie_p13,2,0.01266590937013081,0.012661692112489091,4.217257641717792e-06,0.03330721995331576,0.003634673121256932,0.0036515297094518776
osi_target_t24h,D__tweedie_p13,3,0.00581354711248795,0.00582143408872206,-7.886976234110395e-06,-0.1354816719369878,0.002472428860711418,0.0024798964271421945
osi_target_t24h,D__tweedie_p13,4,0.00734698050301982,0.007334385371080194,1.2595131939625685e-05,0.17172716325064563,0.002317201070360396,0.002321535491945628
osi_target_t24h,D__tweedie_p15,0,0.00453908475401518,0.004547115912935345,-8.03115892016558e-06,-0.17662094114027083,0.001874331157647678,0.001882336260677331
osi_target_t24h,D__tweedie_p15,1,0.008279190052519706,0.008263032601321604,1.6157451198102468e-05,0.19553899854538592,0.0025453336830431605,0.0025469453473298403
osi_target_t24h,D__tweedie_p15,2,0.012667563149299507,0.012661692112489091,5.871036810415134e-06,0.046368500815341385,0.0036346024654765326,0.0036515297094518776
osi_target_t24h,D__tweedie_p15,3,0.005814288410604006,0.00582143408872206,-7.145678118054832e-06,-0.12274772863782868,0.0024733218030622444,0.0024798964271421945
osi_target_t24h,D__tweedie_p15,4,0.007346808740375634,0.007334385371080194,1.2423369295439836e-05,0.16938528134102793,0.0023162442148831923,0.002321535491945628
osi_target_t24h,D__tweedie_p17,0,0.004539162855511308,0.004547115912935345,-7.953057424037527e-06,-0.17490333601158925,0.0018727311882912679,0.001882336260677331
osi_target_t24h,D__tweedie_p17,1,0.008276054878168628,0.008263032601321604,1.3022276847024158e-05,0.1575968228050062,0.0025482031962922396,0.0025469453473298403
osi_target_t24h,D__tweedie_p17,2,0.012663876461653244,0.012661692112489091,2.1843491641530127e-06,0.017251637022508426,0.0036304762894318054,0.0036515297094518776
osi_target_t24h,D__tweedie_p17,3,0.005811762952028827,0.00582143408872206,-9.67113669323328e-06,-0.1661297980160792,0.002469207882286524,0.0024798964271421945
osi_target_t24h,D__tweedie_p17,4,0.00734922015540394,0.007334385371080194,1.4834784323745735e-05,0.2022634968465109,0.0023149939794538535,0.002321535491945628
osi_target_t24h,D__quantile_q50,0,0.004551801597455641,0.004547115912935345,4.685684520295413e-06,0.10304739553628206,0.0018842558614684654,0.001882336260677331
osi_target_t24h,D__quantile_q50,1,0.008286948070931577,0.008263032601321604,2.3915469609973525e-05,0.2894272691862376,0.002548701262436745,0.0025469453473298403
osi_target_t24h,D__quantile_q50,2,0.012664032572429212,0.012661692112489091,2.3404599401206927e-06,0.018484574726085334,0.003643865140211792,0.0036515297094518776
osi_target_t24h,D__quantile_q50,3,0.005826810539917726,0.00582143408872206,5.376451195665544e-06,0.092356129326987,0.002479075082252618,0.0024798964271421945
osi_target_t24h,D__quantile_q50,4,0.007338898596196898,0.007334385371080194,4.513225116704184e-06,0.06153515105027374,0.0023178576676243035,0.002321535491945628
osi_target_t24h,D__quantile_q90,0,0.004553542192228716,0.004547115912935345,6.426279293370897e-06,0.14132648950271332,0.0019052410468557777,0.001882336260677331
osi_target_t24h,D__quantile_q90,1,0.00827583002421609,0.008263032601321604,1.2797422894486946e-05,0.15487561906073477,0.0025777950762367395,0.0025469453473298403
osi_target_t24h,D__quantile_q90,2,0.012668008075885633,0.012661692112489091,6.315963396541155e-06,0.04988245915655831,0.0036796292326686034,0.0036515297094518776
osi_target_t24h,D__quantile_q90,3,0.00587336930846882,0.00582143408872206,5.193521974675933e-05,0.8921378985871309,0.0025378167415493168,0.0024798964271421945
osi_target_t24h,D__quantile_q90,4,0.007333194696796805,0.007334385371080194,-1.1906742833894118e-06,-0.01623413855623701,0.002332517440233132,0.002321535491945628
osi_target_t24h,PD__dart_huber__dart_huber,0,0.0045466137947301165,0.004547115912935345,-5.021182052289061e-07,-0.011042564448393577,0.0018838716249045197,0.001882336260677331
osi_target_t24h,PD__dart_huber__dart_huber,1,0.00826090156412824,0.008263032601321604,-2.1310371933636746e-06,-0.02579001313661733,0.002549517438651324,0.0025469453473298403
osi_target_t24h,PD__dart_huber__dart_huber,2,0.012669289525654567,0.012661692112489091,7.597413165475603e-06,0.06000314253402639,0.0036439768105464804,0.0036515297094518776
osi_target_t24h,PD__dart_huber__dart_huber,3,0.005843655719102518,0.00582143408872206,2.2221630380457255e-05,0.3817208962909602,0.0024939740318262126,0.0024798964271421945
osi_target_t24h,PD__dart_huber__dart_huber,4,0.007351781276993806,0.007334385371080194,1.7395905913612265e-05,0.23718287263994053,0.0023165588937972084,0.002321535491945628
osi_target_t24h,PD__dart_huber__tweedie_p13,0,0.0045408438230085165,0.004547115912935345,-6.272089926828879e-06,-0.13793556282536423,0.001872737184337007,0.001882336260677331
osi_target_t24h,PD__dart_huber__tweedie_p13,1,0.008261309843961648,0.008263032601321604,-1.7227573599551405e-06,-0.02084897207932368,0.002545413720848976,0.0025469453473298403
osi_target_t24h,PD__dart_huber__tweedie_p13,2,0.012662184056771126,0.012661692112489091,4.919442820345427e-07,0.0038852965122293526,0.00362453339240377,0.0036515297094518776
osi_target_t24h,PD__dart_huber__tweedie_p13,3,0.005826127331317118,0.00582143408872206,4.693242595057816e-06,0.08062004178919224,0.0024747765222152386,0.0024798964271421945
osi_target_t24h,PD__dart_huber__tweedie_p13,4,0.007355507497669582,0.007334385371080194,2.1122126589387565e-05,0.2879876843214779,0.0023135253353006365,0.002321535491945628
osi_target_t24h,PD__dart_huber__tweedie_p15,0,0.004534744079214269,0.004547115912935345,-1.2371833721076288e-05,-0.27208089606605146,0.001869072713375542,0.001882336260677331
osi_target_t24h,PD__dart_huber__tweedie_p15,1,0.00826068501540773,0.008263032601321604,-2.3475859138744753e-06,-0.028410706179460288,0.002540703053408074,0.0025469453473298403
osi_target_t24h,PD__dart_huber__tweedie_p15,2,0.012663832598889514,0.012661692112489091,2.1404864004228447e-06,0.01690521599646555,0.0036244655569535084,0.0036515297094518776
osi_target_t24h,PD__dart_huber__tweedie_p15,3,0.005827107786539559,0.00582143408872206,5.6736978174985395e-06,0.09746220142714535,0.0024762067533778843,0.0024798964271421945
osi_target_t24h,PD__dart_huber__tweedie_p15,4,0.007355189747288786,0.007334385371080194,2.080437620859219e-05,0.28365534609926524,0.002312080254990827,0.002321535491945628
osi_target_t24h,PD__dart_huber__tweedie_p17,0,0.00453357977808497,0.004547115912935345,-1.3536134850375414e-05,-0.2976861621642124,0.0018670528595202676,0.001882336260677331
osi_target_t24h,PD__dart_huber__tweedie_p17,1,0.008257552601551315,0.008263032601321604,-5.479999770288332e-06,-0.06631947415300932,0.00254371493007104,0.0025469453473298403
osi_target_t24h,PD__dart_huber__tweedie_p17,2,0.012660175092366199,0.012661692112489091,-1.5170201228924263e-06,-0.011981179998810099,0.0036204635653645056,0.0036515297094518776
osi_target_t24h,PD__dart_huber__tweedie_p17,3,0.0058245539190201435,0.00582143408872206,3.119830298083104e-06,0.05359212610733799,0.0024715639267971377,0.0024798964271421945
osi_target_t24h,PD__dart_huber__tweedie_p17,4,0.007396560801391551,0.007334385371080194,6.217543031135711e-05,0.8477251625816917,0.002296196314406742,0.002321535491945628
osi_target_t24h,PD__dart_huber__quantile_q50,0,0.004545568925565068,0.004547115912935345,-1.5469873702773917e-06,-0.034021287336805095,0.001880044088218034,0.001882336260677331
osi_target_t24h,PD__dart_huber__quantile_q50,1,0.008268497362777866,0.008263032601321604,5.46476145626279e-06,0.06613505863923841,0.0025435027921895826,0.0025469453473298403
osi_target_t24h,PD__dart_huber__quantile_q50,2,0.012660028240880623,0.012661692112489091,-1.663871608468398e-06,-0.013140989321858143,0.00363499370142138,0.0036515297094518776
osi_target_t24h,PD__dart_huber__quantile_q50,3,0.00583636637872966,0.00582143408872206,1.4932290007600019e-05,0.2565053521180971,0.002480706994467052,0.0024798964271421945
osi_target_t24h,PD__dart_huber__quantile_q50,4,0.007346962758609877,0.007334385371080194,1.257738752968255e-05,0.17148522873198235,0.002313443166115947,0.002321535491945628
osi_target_t24h,PD__dart_huber__quantile_q90,0,0.004557648589796814,0.004547115912935345,1.0532676861468512e-05,0.23163422844589832,0.0019015986905414623,0.001882336260677331
osi_target_t24h,PD__dart_huber__quantile_q90,1,0.008246883538510772,0.008263032601321604,-1.6149062810831213e-05,-0.195437481491334,0.002571709516917807,0.0025469453473298403
osi_target_t24h,PD__dart_huber__quantile_q90,2,0.012664027170312135,0.012661692112489091,2.3350578230441066e-06,0.01844190967761339,0.003670357551027371,0.0036515297094518776
osi_target_t24h,PD__dart_huber__quantile_q90,3,0.005871548257689239,0.00582143408872206,5.011416896717833e-05,0.8608560743522897,0.00253590758129765,0.0024798964271421945
osi_target_t24h,PD__dart_huber__quantile_q90,4,0.007338990514369228,0.007334385371080194,4.605143289033824e-06,0.0627884008821189,0.0023298174435110444,0.002321535491945628
osi_target_t24h,PD__tweedie_p13__dart_huber,0,0.004520498049239514,0.004547115912935345,-2.661786369583148e-05,-0.5853790447723273,0.0018530453457636493,0.001882336260677331
osi_target_t24h,PD__tweedie_p13__dart_huber,1,0.008250325247196478,0.008263032601321604,-1.2707354125125747e-05,-0.15378559831765726,0.0025191350225572022,0.0025469453473298403
osi_target_t24h,PD__tweedie_p13__dart_huber,2,0.012656561906919396,0.012661692112489091,-5.130205569695706e-06,-0.04051753528768742,0.0036133255029760503,0.0036515297094518776
osi_target_t24h,PD__tweedie_p13__dart_huber,3,0.005815805664084613,0.00582143408872206,-5.62842463744731e-06,-0.09668450336578482,0.002467865697416922,0.0024798964271421945
osi_target_t24h,PD__tweedie_p13__dart_huber,4,0.0074628538866279796,0.007334385371080194,0.00012846851554778552,1.7515921109673593,0.0022820247034726184,0.002321535491945628
osi_target_t24h,PD__tweedie_p13__tweedie_p13,0,0.004514462113204552,0.004547115912935345,-3.2653799730793416e-05,-0.7181211202006543,0.0018398932551548545,0.001882336260677331
osi_target_t24h,PD__tweedie_p13__tweedie_p13,1,0.008256679388465422,0.008263032601321604,-6.353212856181206e-06,-0.07688718128940897,0.0025084535115362954,0.0025469453473298403
osi_target_t24h,PD__tweedie_p13__tweedie_p13,2,0.012649672408450684,0.012661692112489091,-1.20197040384077e-05,-0.09492968184364736,0.003594790950275385,0.0036515297094518776
osi_target_t24h,PD__tweedie_p13__tweedie_p13,3,0.005800488054127669,0.00582143408872206,-2.0946034594391573e-05,-0.35980884220557785,0.0024501290987101816,0.0024798964271421945
osi_target_t24h,PD__tweedie_p13__tweedie_p13,4,0.00750507188927974,0.007334385371080194,0.00017068651819954553,2.3272095692240313,0.0022712926468598806,0.002321535491945628
osi_target_t24h,PD__tweedie_p13__tweedie_p15,0,0.00450876546783711,0.004547115912935345,-3.835044509823554e-05,-0.8434015281893026,0.0018364310204647433,0.001882336260677331
osi_target_t24h,PD__tweedie_p13__tweedie_p15,1,0.008257716569378824,0.008263032601321604,-5.3160319427800196e-06,-0.06433512003728437,0.0024975680700906745,0.0025469453473298403
osi_target_t24h,PD__tweedie_p13__tweedie_p15,2,0.012651350039130907,0.012661692112489091,-1.03420733581841e-05,-0.08168002559454379,0.003594796313496154,0.0036515297094518776
osi_target_t24h,PD__tweedie_p13__tweedie_p15,3,0.005801650393192787,0.00582143408872206,-1.9783695529273712e-05,-0.3398423005011919,0.002452103414980507,0.0024798964271421945
osi_target_t24h,PD__tweedie_p13__tweedie_p15,4,0.007403280744164881,0.007334385371080194,6.889537308468665e-05,0.9393476017274027,0.0022814283615819634,0.002321535491945628
osi_target_t24h,PD__tweedie_p13__tweedie_p17,0,0.0045076891533356225,0.004547115912935345,-3.942675959972292e-05,-0.8670717957192209,0.0018348033609546545,0.001882336260677331
osi_target_t24h,PD__tweedie_p13__tweedie_p17,1,0.008249313252744061,0.008263032601321604,-1.3719348577542409e-05,-0.16603285064309414,0.002506053984384669,0.0025469453473298403
osi_target_t24h,PD__tweedie_p13__tweedie_p17,2,0.012634263123334055,0.012661692112489091,-2.7428989155036873e-05,-0.2166297277753415,0.0035096361103283008,0.0036515297094518776
