horizon,candidate,actual_top5_threshold,candidate_rmse,baseline_rmse,rmse_change_pct,candidate_mae,baseline_mae,mae_change_pct,n
osi_target_t24h,P__dart_huber,0.0154,0.03387939827940908,0.033843886578561355,0.10492796317966846,0.022722025663580038,0.02266599901186152,0.24718368552472114,1440
osi_target_t24h,P__tweedie_p13,0.0154,0.034073400750909366,0.033843886578561355,0.6781554825721514,0.02306799582397428,0.02266599901186152,1.7735675886264124,1440
osi_target_t24h,P__tweedie_p15,0.0154,0.03408732323144687,0.033843886578561355,0.7192928398469522,0.02313595771450481,0.02266599901186152,2.073408290529577,1440
osi_target_t24h,P__tweedie_p17,0.0154,0.03417612937378929,0.033843886578561355,0.9816922015050134,0.02328131142260824,0.02266599901186152,2.7146935390966576,1440
osi_target_t24h,P__quantile_q50,0.0154,0.033988897688625695,0.033843886578561355,0.42847061825399546,0.022854872824424406,0.02266599901186152,0.8332913650267226,1440
osi_target_t24h,P__quantile_q90,0.0154,0.03373431626593076,0.033843886578561355,-0.32375215646777145,0.02247522821832711,0.02266599901186152,-0.8416606452447906,1440
osi_target_t24h,D__dart_huber,0.0154,0.03389245583309062,0.033843886578561355,0.14350968354808202,0.022735201428034778,0.02266599901186152,0.3053137703616926,1440
osi_target_t24h,D__tweedie_p13,0.0154,0.0339184088797191,0.033843886578561355,0.22019427640131983,0.022787159923157357,0.02266599901186152,0.5345491775254674,1440
osi_target_t24h,D__tweedie_p15,0.0154,0.033921207430725395,0.033843886578561355,0.22846327647552123,0.0227942322303588,0.02266599901186152,0.5657514519001428,1440
osi_target_t24h,D__tweedie_p17,0.0154,0.03391743030373693,0.033843886578561355,0.2173028354910178,0.022795883312816567,0.02266599901186152,0.573035853778503,1440
osi_target_t24h,D__quantile_q50,0.0154,0.03389558510612018,0.033843886578561355,0.15275588233290005,0.022737301109403953,0.02266599901186152,0.3145773433816723,1440
osi_target_t24h,D__quantile_q90,0.0154,0.03379829292304006,0.033843886578561355,-0.13471755206204694,0.022590378770086107,0.02266599901186152,-0.33362854086351756,1440
osi_target_t24h,PD__dart_huber__dart_huber,0.0154,0.03388339935838174,0.033843886578561355,0.1167501248081182,0.02272626663365957,0.02266599901186152,0.2658943987710938,1440
osi_target_t24h,PD__dart_huber__tweedie_p13,0.0154,0.03390941107081383,0.033843886578561355,0.19360806005648268,0.02277828820682153,0.02266599901186152,0.4954080995999588,1440
osi_target_t24h,PD__dart_huber__tweedie_p15,0.0154,0.03391281416192949,0.033843886578561355,0.20366332101997564,0.022786734558277427,0.02266599901186152,0.5326725124832343,1440
osi_target_t24h,PD__dart_huber__tweedie_p17,0.0154,0.03396038058661635,0.033843886578561355,0.34420989972465676,0.022863445134685106,0.02266599901186152,0.8711114948882548,1440
osi_target_t24h,PD__dart_huber__quantile_q50,0.0154,0.033883878682847396,0.033843886578561355,0.11816640560240455,0.02272431733181457,0.02266599901186152,0.25729428437073487,1440
osi_target_t24h,PD__dart_huber__quantile_q90,0.0154,0.03379578399437738,0.033843886578561355,-0.14213079243222682,0.02258569172919592,0.02266599901186152,-0.354307271537313,1440
osi_target_t24h,PD__tweedie_p13__dart_huber,0.0154,0.034063079253688504,0.033843886578561355,0.6476581069326581,0.023034047926675946,0.02266599901186152,1.6237930418236513,1440
osi_target_t24h,PD__tweedie_p13__tweedie_p13,0.0154,0.034143407258602945,0.033843886578561355,0.8850067481059432,0.02317587342717866,0.02266599901186152,2.2495122101183984,1440
osi_target_t24h,PD__tweedie_p13__tweedie_p15,0.0154,0.03403226144148326,0.033843886578561355,0.556599380170586,0.02301417451047249,0.02266599901186152,1.5361136230031658,1440
osi_target_t24h,PD__tweedie_p13__tweedie_p17,0.0154,0.034211321826094036,0.033843886578561355,1.0856768671640538,0.023320554216824056,0.02266599901186152,2.887828613333987,1440
osi_target_t24h,PD__tweedie_p13__quantile_q50,0.0154,0.034095821807897504,0.033843886578561355,0.74440395239872,0.02309375890723249,0.02266599901186152,1.8872315980738907,1440
osi_target_t24h,PD__tweedie_p13__quantile_q90,0.0154,0.033863756838641235,0.033843886578561355,0.05871151953471543,0.02271926662429369,0.02266599901186152,0.2350110948310391,1440
osi_target_t24h,PD__tweedie_p15__dart_huber,0.0154,0.03411995096797617,0.033843886578561355,0.8156994285333896,0.023160968577994892,0.02266599901186152,2.1837535855990575,1440
osi_target_t24h,PD__tweedie_p15__tweedie_p13,0.0154,0.03420806969200779,0.033843886578561355,1.0760676454846907,0.023326080238382958,0.02266599901186152,2.9122088383397804,1440
osi_target_t24h,PD__tweedie_p15__tweedie_p15,0.0154,0.03410001175498172,0.033843886578561355,0.7567841708304712,0.02317020489626449,0.02266599901186152,2.224503248849108,1440
osi_target_t24h,PD__tweedie_p15__tweedie_p17,0.0154,0.03423237658790058,0.033843886578561355,1.1478882853404704,0.02340058818003535,0.02266599901186152,3.2409300282304265,1440
osi_target_t24h,PD__tweedie_p15__quantile_q50,0.0154,0.03412594455443406,0.033843886578561355,0.8334089384739229,0.023178355210272762,0.02266599901186152,2.260461575698103,1440
osi_target_t24h,PD__tweedie_p15__quantile_q90,0.0154,0.033868914721681666,0.033843886578561355,0.07395174033044682,0.022769614197865332,0.02266599901186152,0.45713928580684016,1440
osi_target_t24h,PD__tweedie_p17__dart_huber,0.0154,0.03414373428255506,0.033843886578561355,0.8859730199652693,0.023188457241139403,0.02266599901186152,2.305030671732,1440
osi_target_t24h,PD__tweedie_p17__tweedie_p13,0.0154,0.034253755448979135,0.033843886578561355,1.2110573336970631,0.02340480642568289,0.02266599901186152,3.259540483676604,1440
osi_target_t24h,PD__tweedie_p17__tweedie_p15,0.0154,0.03410254316923573,0.033843886578561355,0.7642638503528865,0.02313598415346097,0.02266599901186152,2.07352493641908,1440
osi_target_t24h,PD__tweedie_p17__tweedie_p17,0.0154,0.03426394019266746,0.033843886578561355,1.24115063774084,0.023438707531712063,0.02266599901186152,3.4091085923288356,1440
osi_target_t24h,PD__tweedie_p17__quantile_q50,0.0154,0.034195701445169334,0.033843886578561355,1.0395226499513077,0.023283995875303717,0.02266599901186152,2.7265370616083917,1440
osi_target_t24h,PD__tweedie_p17__quantile_q90,0.0154,0.03386948884063283,0.033843886578561355,0.07564811450375686,0.022801954028749332,0.02266599901186152,0.5998192129835767,1440
osi_target_t24h,PD__quantile_q50__dart_huber,0.0154,0.03391290976825863,0.033843886578561355,0.2039458131885885,0.022747724226830964,0.02266599901186152,0.3605630394966308,1440
osi_target_t24h,PD__quantile_q50__tweedie_p13,0.0154,0.033992309680382964,0.033843886578561355,0.43855217832939886,0.022890475601737577,0.02266599901186152,0.9903670681295829,1440
osi_target_t24h,PD__quantile_q50__tweedie_p15,0.0154,0.03399719377050105,0.033843886578561355,0.45298341129889064,0.022906124964429935,0.02266599901186152,1.0594104078216482,1440
osi_target_t24h,PD__quantile_q50__tweedie_p17,0.0154,0.03406334771014443,0.033843886578561355,0.6484513268700365,0.023012818263899358,0.02266599901186152,1.5301300059897605,1440
osi_target_t24h,PD__quantile_q50__quantile_q50,0.0154,0.03393554937652557,0.033843886578561355,0.2708400459605631,0.022774295313306023,0.02266599901186152,0.47779187402166023,1440
osi_target_t24h,PD__quantile_q50__quantile_q90,0.0154,0.033765905387693404,0.033843886578561355,-0.23041440789294265,0.02249301696674184,0.02266599901186152,-0.7631785611088904,1440
osi_target_t24h,PD__quantile_q90__dart_huber,0.0154,0.03373871467756245,0.033843886578561355,-0.31075597879332006,0.02249573511261616,0.02266599901186152,-0.7511863878413627,1440
osi_target_t24h,PD__quantile_q90__tweedie_p13,0.0154,0.033744125727474594,0.033843886578561355,-0.2947677148580019,0.022498640204835378,0.02266599901186152,-0.7383694269931018,1440
osi_target_t24h,PD__quantile_q90__tweedie_p15,0.0154,0.033747153959948664,0.033843886578561355,-0.2858200649861753,0.022509588401883305,0.02266599901186152,-0.6900671349026499,1440
osi_target_t24h,PD__quantile_q90__tweedie_p17,0.0154,0.03374442875381883,0.033843886578561355,-0.29387234977181764,0.022514983199318963,0.02266599901186152,-0.6662658569054458,1440
osi_target_t24h,PD__quantile_q90__quantile_q50,0.0154,0.03376322347517307,0.033843886578561355,-0.2383387711722862,0.02251901956175633,0.02266599901186152,-0.64845785102291,1440
osi_target_t24h,PD__quantile_q90__quantile_q90,0.0154,0.03361558166252267,0.033843886578561355,-0.6745824404910672,0.022294111867127642,0.02266599901186152,-1.640726907908463,1440
osi_target_t48h,P__dart_huber,0.0099,0.03173067466713441,0.031718291702869085,0.03904045142570922,0.019682658396116246,0.019650486973729564,0.16371819400553544,1156
osi_target_t48h,P__tweedie_p13,0.0099,0.031936102029420564,0.031718291702869085,0.6867025771497559,0.02007103306120167,0.019650486973729564,2.1401306137315057,1156
osi_target_t48h,P__tweedie_p15,0.0099,0.03193772605958864,0.031718291702869085,0.6918227462411108,0.020069253405798883,0.019650486973729564,2.1310740676766082,1156
osi_target_t48h,P__tweedie_p17,0.0099,0.031966725528617033,0.031718291702869085,0.7832509646964247,0.020097178897135852,0.019650486973729564,2.2731850055597302,1156
osi_target_t48h,P__quantile_q50,0.0099,0.032691818004789645,0.031718291702869085,3.069289831370403,0.020249646477835184,0.019650486973729564,3.049082218199617,1156
osi_target_t48h,P__quantile_q90,0.0099,0.03099490584740792,0.031718291702869085,-2.2806583098412214,0.018737264928621038,0.019650486973729564,-4.64732526135051,1156
osi_target_t48h,D__dart_huber,0.0099,0.03172894669038571,0.031718291702869085,0.033592564241602396,0.019672015952560636,0.019650486973729564,0.10955951809159536,1156
osi_target_t48h,D__tweedie_p13,0.0099,0.032264510387517,0.031718291702869085,1.7220936416273203,0.0200692298606836,0.019650486973729564,2.1309542481763977,1156
osi_target_t48h,D__tweedie_p15,0.0099,0.0325037112486893,0.031718291702869085,2.476235331895804,0.020154792206659305,0.019650486973729564,2.5663752435445497,1156
osi_target_t48h,D__tweedie_p17,0.0099,0.0321176041571814,0.031718291702869085,1.2589343021780497,0.01993718700534072,0.019650486973729564,1.4589970823341014,1156
osi_target_t48h,D__quantile_q50,0.0099,0.03265897079226406,0.031718291702869085,2.9657306207001355,0.02017758011591648,0.019650486973729564,2.682341373481356,1156
osi_target_t48h,D__quantile_q90,0.0099,0.031494003819515844,0.031718291702869085,-0.7071247261811187,0.019415853089418168,0.019650486973729564,-1.19403597796367,1156
osi_target_t48h,PD__dart_huber__dart_huber,0.0099,0.03174657787477791,0.031718291702869085,0.08917936745711508,0.019706505436522755,0.019650486973729564,0.285074170772881,1156
osi_target_t48h,PD__dart_huber__tweedie_p13,0.0099,0.03189217311435593,0.031718291702869085,0.5482054743544573,0.019938994254215248,0.019650486973729564,1.4681940497015988,1156
osi_target_t48h,PD__dart_huber__tweedie_p15,0.0099,0.03187315308617591,0.031718291702869085,0.4882399870634213,0.01993451257409856,0.019650486973729564,1.4453870825120285,1156
osi_target_t48h,PD__dart_huber__tweedie_p17,0.0099,0.031875245116371055,0.031718291702869085,0.4948356455394265,0.019925872185212502,0.019650486973729564,1.4014167274892353,1156
osi_target_t48h,PD__dart_huber__quantile_q50,0.0099,0.03208843039764474,0.031718291702869085,1.1669565884665056,0.019852923962251908,0.019650486973729564,1.0301881515352829,1156
osi_target_t48h,PD__dart_huber__quantile_q90,0.0099,0.031676193924967865,0.031718291702869085,-0.13272397610686326,0.01960219055713203,0.019650486973729564,-0.24577719962920463,1156
osi_target_t48h,PD__tweedie_p13__dart_huber,0.0099,0.031947996775292364,0.031718291702869085,0.7242037956366465,0.020047717643306096,0.019650486973729564,2.0214800279890532,1156
osi_target_t48h,PD__tweedie_p13__tweedie_p13,0.0099,0.03248581849175092,0.031718291702869085,2.419823854550174,0.02030034036312732,0.019650486973729564,3.3070599739667195,1156
osi_target_t48h,PD__tweedie_p13__tweedie_p15,0.0099,0.032561985326874245,0.031718291702869085,2.6599592181972387,0.02026678991000408,0.019650486973729564,3.1363239857538527,1156
osi_target_t48h,PD__tweedie_p13__tweedie_p17,0.0099,0.0319113425035848,0.031718291702869085,0.6086418604260846,0.020010865425125687,0.019650486973729564,1.8339415805720627,1156
osi_target_t48h,PD__tweedie_p13__quantile_q50,0.0099,0.0324564161630719,0.031718291702869085,2.327125518352058,0.02025746762255561,0.019650486973729564,3.0888834950375976,1156
osi_target_t48h,PD__tweedie_p13__quantile_q90,0.0099,0.03224154001444989,0.031718291702869085,1.64967368508524,0.020006853237251453,0.019650486973729564,1.8135238276705712,1156
osi_target_t48h,PD__tweedie_p15__dart_huber,0.0099,0.03195088522983112,0.031718291702869085,0.7333103848748301,0.020048223380619075,0.019650486973729564,2.0240536909911677,1156
osi_target_t48h,PD__tweedie_p15__tweedie_p13,0.0099,0.031947980837535264,0.031718291702869085,0.7241535477946481,0.020071129464006205,0.019650486973729564,2.1406212010877557,1156
osi_target_t48h,PD__tweedie_p15__tweedie_p15,0.0099,0.031903258351268865,0.031718291702869085,0.5831545094941104,0.019991614969884903,0.019650486973729564,1.7359773150221969,1156
osi_target_t48h,PD__tweedie_p15__tweedie_p17,0.0099,0.03191128330002648,0.031718291702869085,0.6084552061167203,0.020009665431591547,0.019650486973729564,1.8278348945863998,1156
osi_target_t48h,PD__tweedie_p15__quantile_q50,0.0099,0.03256324484744826,0.031718291702869085,2.6639301778750735,0.02028505265174581,0.019650486973729564,3.229261844068243,1156
osi_target_t48h,PD__tweedie_p15__quantile_q90,0.0099,0.03176186851614003,0.031718291702869085,0.1373870121353482,0.019802938096000727,0.019650486973729564,0.7758134568113917,1156
osi_target_t48h,PD__tweedie_p17__dart_huber,0.0099,0.031953826117147956,0.031718291702869085,0.7425822818117433,0.020045629457852206,0.019650486973729564,2.0108533933581585,1156
osi_target_t48h,PD__tweedie_p17__tweedie_p13,0.0099,0.03260530191368357,0.031718291702869085,2.7965258000772097,0.02030483647099033,0.019650486973729564,3.329940362982131,1156
osi_target_t48h,PD__tweedie_p17__tweedie_p15,0.0099,0.03272917090818509,0.031718291702869085,3.1870543810673446,0.020361068655628534,0.019650486973729564,3.616102149778455,1156
osi_target_t48h,PD__tweedie_p17__tweedie_p17,0.0099,0.03193846645556447,0.031718291702869085,0.6941570332914981,0.020057294613719766,0.019650486973729564,2.070216583100759,1156
osi_target_t48h,PD__tweedie_p17__quantile_q50,0.0099,0.03257827300372837,0.031718291702869085,2.7113102714213744,0.02025926617503779,0.019650486973729564,3.098036207052246,1156
osi_target_t48h,PD__tweedie_p17__quantile_q90,0.0099,0.032577304431065116,0.031718291702869085,2.708256599198644,0.020202946505300533,0.019650486973729564,2.811429214500105,1156
osi_target_t48h,PD__quantile_q50__dart_huber,0.0099,0.031822422017507346,0.031718291702869085,0.32829736107395924,0.019836281708132304,0.019650486973729564,0.9454968451984236,1156
osi_target_t48h,PD__quantile_q50__tweedie_p13,0.0099,0.0325091276521021,0.031718291702869085,2.4933119243665924,0.020225189361325013,0.019650486973729564,2.9246216053768093,1156
osi_target_t48h,PD__quantile_q50__tweedie_p15,0.0099,0.03262647972087062,0.031718291702869085,2.863294235733971,0.020261908394182057,0.019650486973729564,3.111482281685407,1156
osi_target_t48h,PD__quantile_q50__tweedie_p17,0.0099,0.032629003893194085,0.031718291702869085,2.871252332428176,0.020281579339473443,0.019650486973729564,3.211586392681154,1156
osi_target_t48h,PD__quantile_q50__quantile_q50,0.0099,0.0324749147768123,0.031718291702869085,2.3854471137068733,0.02014472241739086,0.019650486973729564,2.5151307665913336,1156
osi_target_t48h,PD__quantile_q50__quantile_q90,0.0099,0.03234914095212173,0.031718291702869085,1.9889130699796809,0.019915960985979815,0.019650486973729564,1.350979304508626,1156
osi_target_t48h,PD__quantile_q90__dart_huber,0.0099,0.03147759187431202,0.031718291702869085,-0.7588675670552991,0.019113509416794173,0.019650486973729564,-2.7326424920322223,1156
osi_target_t48h,PD__quantile_q90__tweedie_p13,0.0099,0.03129700736310923,0.031718291702869085,-1.32820627197191,0.01930331915139089,0.019650486973729564,-1.7667135822272417,1156
osi_target_t48h,PD__quantile_q90__tweedie_p15,0.0099,0.03155264214702034,0.031718291702869085,-0.5222524510478666,0.019462766752428702,0.019650486973729564,-0.9552955178760869,1156
osi_target_t48h,PD__quantile_q90__tweedie_p17,0.0099,0.0316639317189712,0.031718291702869085,-0.17138370630775945,0.019574122461901752,0.019650486973729564,-0.388613839086549,1156
osi_target_t48h,PD__quantile_q90__quantile_q50,0.0099,0.03116298157522736,0.031718291702869085,-1.7507567331928264,0.01909307920575201,0.019650486973729564,-2.8366104551136195,1156
osi_target_t48h,PD__quantile_q90__quantile_q90,0.0099,0.030839000053585936,0.031718291702869085,-2.772191067287566,0.018684106674139264,0.019650486973729564,-4.917844025352847,1156
