horizon,candidate,fipsCode,candidate_rmse,baseline_rmse,rmse_difference,candidate_mae,baseline_mae
osi_target_t24h,P__dart_huber,18093,0.009349960852727804,0.009344857334033695,5.103518694109591e-06,0.0032181894621519814,0.003214092408253409
osi_target_t24h,P__dart_huber,18095,0.0015127798102356571,0.0015003388464026857,1.2440963832971398e-05,0.000560183696934034,0.0005554687026095739
osi_target_t24h,P__dart_huber,18097,0.0007603575345508993,0.0007567865685004869,3.5709660504124573e-06,0.0003303265004590717,0.00032756941813681727
osi_target_t24h,P__dart_huber,18099,0.009559724462538713,0.009552560563225393,7.163899313319261e-06,0.0030507243311399712,0.0030472964780636678
osi_target_t24h,P__dart_huber,18101,0.003967089095853625,0.003977904865682319,-1.0815769828693804e-05,0.0018454432169174126,0.0018538084773500687
osi_target_t24h,P__dart_huber,18103,0.0015378334096495072,0.0014518449782654462,8.598843138406102e-05,0.0006372786650921806,0.0006041125299608613
osi_target_t24h,P__dart_huber,18105,0.002899484185759034,0.0028922373706763674,7.2468150826665405e-06,0.0010980219239542651,0.0010925801337275836
osi_target_t24h,P__dart_huber,18107,0.0012751931361531011,0.0012961011753553522,-2.0908039202251075e-05,0.0007058708899951125,0.0007112955007824406
osi_target_t24h,P__dart_huber,18109,0.003488271560064982,0.0034894055419791435,-1.1339819141614749e-06,0.0016962651565617171,0.0017032017796362296
osi_target_t24h,P__dart_huber,18111,0.003730235356231295,0.0036895591638023586,4.067619242893641e-05,0.0025620671049794447,0.0025480672422936524
osi_target_t24h,P__dart_huber,18113,0.0009821575432322506,0.0009824428153672328,-2.852721349821258e-07,0.0005465292024965428,0.0005466429017040825
osi_target_t24h,P__dart_huber,18117,0.014735382969836312,0.014699568309781212,3.581466005509945e-05,0.004659077387048254,0.004635949707900344
osi_target_t24h,P__dart_huber,18121,0.02718380405051646,0.027186437451490332,-2.6334009738705755e-06,0.009486156214802454,0.009486191545502983
osi_target_t24h,P__dart_huber,18123,0.002550386770046712,0.0024125033259916576,0.00013788344405505455,0.001352717775412342,0.0012950889713377923
osi_target_t24h,P__dart_huber,18125,0.003290294422982017,0.003282080084651905,8.214338330112068e-06,0.0013449110634356004,0.0013382808911369785
osi_target_t24h,P__dart_huber,18127,0.002037441963494769,0.0019660254547924547,7.141650870231414e-05,0.0012952735534816435,0.001246773678723306
osi_target_t24h,P__dart_huber,18129,0.0013908418927156736,0.0013962918735360636,-5.4499808203900026e-06,0.0007159299107011537,0.0007136058256750129
osi_target_t24h,P__dart_huber,18131,0.019624655996179564,0.019645766540244504,-2.11105440649402e-05,0.005153130314059869,0.005170221145769618
osi_target_t24h,P__dart_huber,18133,0.0011427593106196165,0.0011332384905685625,9.52082005105403e-06,0.0005012255309331387,0.000500387498565236
osi_target_t24h,P__dart_huber,18135,0.0017079895312614327,0.0017334007108998671,-2.5411179638434476e-05,0.0009755128097282954,0.0009900499836049965
osi_target_t24h,P__dart_huber,18137,0.0038846483977884455,0.0038407036370845574,4.394476070388809e-05,0.0014530058085230099,0.001448885072842847
osi_target_t24h,P__dart_huber,18139,0.003236677957053786,0.00323411667272544,2.5612843283459065e-06,0.001031497834764091,0.0010276404434183357
osi_target_t24h,P__dart_huber,18141,0.0014521732269672891,0.001441077939553492,1.1095287413797218e-05,0.0008427466214585495,0.0008356331248023743
osi_target_t24h,P__dart_huber,18143,0.004409528332856827,0.0044159711555173025,-6.442822660475064e-06,0.0021388778237275553,0.0021424701462898405
osi_target_t24h,P__dart_huber,18145,0.0014233422531793748,0.0014231810258699996,1.6122730937514e-07,0.0005434158661392804,0.0005458933663394748
osi_target_t24h,P__dart_huber,18147,0.001465689630476275,0.001457002100407611,8.687530068663936e-06,0.0006051403169291521,0.0006007961368538063
osi_target_t24h,P__dart_huber,18149,0.0031073141057350695,0.003046456266626271,6.08578391087986e-05,0.00194430057205041,0.0019179180741397109
osi_target_t24h,P__dart_huber,18151,0.011645522367586777,0.01168760940710926,-4.208703952248219e-05,0.008541160974164456,0.008572373373602381
osi_target_t24h,P__dart_huber,18153,0.0020078844084462817,0.002040431820026826,-3.2547411580544344e-05,0.0009113987822933736,0.0009331076678119109
osi_target_t24h,P__dart_huber,18155,0.0023438993135121615,0.002375157672671219,-3.125835915905768e-05,0.0007966090540104689,0.0008001864048755284
osi_target_t24h,P__dart_huber,18157,0.001012754825268878,0.0010168517605905355,-4.096935321657455e-06,0.0004632754315726826,0.0004666222841416068
osi_target_t24h,P__dart_huber,18159,0.004194356719872695,0.004127509460089772,6.684725978292269e-05,0.0013662779491124745,0.0013208817066148453
osi_target_t24h,P__dart_huber,18161,0.002131564201041651,0.002131262183633563,3.0201740808819336e-07,0.001000811601151944,0.0009895831388761875
osi_target_t24h,P__dart_huber,18163,0.0005765797787488722,0.0005758808850221324,6.988937267397898e-07,0.00021936390874922158,0.00021913628597003808
osi_target_t24h,P__dart_huber,18165,0.014707262798839786,0.014712709374086055,-5.446575246268251e-06,0.0038416275227113623,0.003868607962858632
osi_target_t24h,P__dart_huber,18167,0.001687923096293586,0.0016807356788868673,7.187417406718643e-06,0.0006991397631385868,0.0006953708910010322
osi_target_t24h,P__dart_huber,18169,0.0014805308053540828,0.0014827531130727643,-2.2223077186815567e-06,0.0005354729574797015,0.000537514741848049
osi_target_t24h,P__dart_huber,18171,0.004552962147903068,0.004512436155652538,4.052599225053046e-05,0.0018927637554805436,0.0018443012751460275
osi_target_t24h,P__dart_huber,18173,0.0016279457059663555,0.0016475873962374932,-1.9641690271137704e-05,0.000743860711530806,0.0007513664119986506
osi_target_t24h,P__dart_huber,18175,0.0045252579723449515,0.004593339486998584,-6.808151465363243e-05,0.0018739492604019534,0.0019040329063527918
osi_target_t24h,P__dart_huber,18177,0.0016253255128889812,0.0016429079325318856,-1.7582419642904338e-05,0.0008676757823495152,0.0008766969454819149
osi_target_t24h,P__dart_huber,18179,0.004957584065111172,0.004944395665274879,1.3188399836292462e-05,0.0014886617609696368,0.001481177716875757
osi_target_t24h,P__dart_huber,18181,0.001814849941214553,0.001821061535325833,-6.211594111280028e-06,0.0007624728481778962,0.0007644629660840763
osi_target_t24h,P__dart_huber,18183,0.0031072013201738475,0.0031131596375259377,-5.958317352090271e-06,0.0008023013160778509,0.0008069656447503716
osi_target_t24h,P__dart_huber,39017,0.0007794494341884004,0.0007866527080549752,-7.203273866574823e-06,0.00030973782058565865,0.0003111018906882013
osi_target_t24h,P__dart_huber,39023,0.000964703505393238,0.000969904483906558,-5.200978513319977e-06,0.0006674837335182524,0.0006712577875169073
osi_target_t24h,P__dart_huber,39025,0.0018274008233183957,0.0018142627252951116,1.3138098023284146e-05,0.0007111512763372555,0.0007097305399032722
osi_target_t24h,P__dart_huber,39027,0.0012653745854822641,0.0012823006122481412,-1.6926026765877065e-05,0.0005756937607240286,0.0005794334870776387
osi_target_t24h,P__dart_huber,39029,0.0034036531767691744,0.0034284501605387828,-2.4796983769608417e-05,0.001970026158478157,0.001983877005776643
osi_target_t24h,P__dart_huber,39031,0.011426437357315652,0.011450339704887819,-2.3902347572166485e-05,0.006826490731938871,0.006875998534079448
osi_target_t24h,P__dart_huber,39033,0.002495876286938255,0.0023540173479370346,0.00014185893900122044,0.0013699608477163634,0.001309162713071998
osi_target_t24h,P__dart_huber,39035,0.006187642829013253,0.006120153240558258,6.748958845499524e-05,0.0038591683450677145,0.0038050695872490926
osi_target_t24h,P__dart_huber,39037,0.0011887130879561874,0.0012350764631969603,-4.636337524077292e-05,0.0005572722048916077,0.0005920690359854357
osi_target_t24h,P__dart_huber,39039,0.00490750743572682,0.004913980289912956,-6.4728541861354405e-06,0.0022829959769242484,0.0022903047074182403
osi_target_t24h,P__dart_huber,39045,0.0027024240992290943,0.0027041738112550803,-1.7497120259860229e-06,0.0015847236318582657,0.0015809238483662392
osi_target_t24h,P__dart_huber,39049,0.0015906862106407388,0.0015742583953072102,1.642781533352862e-05,0.000997376073048038,0.0009883403268300464
osi_target_t24h,P__dart_huber,39051,0.002073347025284171,0.0020606721417666934,1.2674883517477774e-05,0.0011275696732231727,0.0011122148039824818
osi_target_t24h,P__dart_huber,39053,0.003072028715206607,0.0030556848898034275,1.634382540317966e-05,0.0012274227149112998,0.0012155895917255557
osi_target_t24h,P__dart_huber,39055,0.0037088127706726708,0.0037041475976479395,4.665173024731312e-06,0.0022671005438781268,0.0022708617399892863
osi_target_t24h,P__dart_huber,39059,0.012703026683812011,0.012702342842446677,6.838413653346281e-07,0.0064581494813332075,0.006440149976912818
osi_target_t24h,P__dart_huber,39061,0.0017327854688232106,0.0017630606489031375,-3.0275180079926845e-05,0.0008186384813976331,0.0008456805049386095
osi_target_t24h,P__dart_huber,39063,0.0017538202386878589,0.0016961575850080184,5.76626536798405e-05,0.00084308582281944,0.0008038301874786652
osi_target_t24h,P__dart_huber,39065,0.0015868018762267189,0.0015827560415087125,4.0458347180063504e-06,0.0009506687142039641,0.0009692423120178469
osi_target_t24h,P__dart_huber,39069,0.0030132597568051558,0.003038127109539465,-2.486735273430924e-05,0.0012686101171959787,0.0012846368466675083
osi_target_t24h,P__dart_huber,39073,0.0030094135425971615,0.0029451981223145582,6.421542028260327e-05,0.0021109717141827764,0.0020581965702901133
osi_target_t24h,P__dart_huber,39075,0.014506430150696567,0.014501461954065507,4.968196631059685e-06,0.006692622019089081,0.006657722103440178
osi_target_t24h,P__dart_huber,39077,0.002406905238210635,0.0024388962171326732,-3.199097892203845e-05,0.0015099031909020083,0.0015255652520456667
osi_target_t24h,P__dart_huber,39081,0.007249061223897564,0.007262271124978694,-1.3209901081129988e-05,0.0035927854641743806,0.003637161296773227
osi_target_t24h,P__dart_huber,39085,0.00219743560052094,0.002111030177831482,8.640542268945799e-05,0.0012322432456965962,0.0011824620855599827
osi_target_t24h,P__dart_huber,39087,0.0038985236081912045,0.0039196905862838695,-2.1166978092665e-05,0.0013558866518644703,0.0013883865108972702
osi_target_t24h,P__dart_huber,39089,0.007940367126673896,0.007888079886977992,5.228723969590357e-05,0.003797854697496235,0.003787330323677563
osi_target_t24h,P__dart_huber,39091,0.010438164050333463,0.010392864669063561,4.529938126990145e-05,0.00705116024946561,0.007025337342995786
osi_target_t24h,P__dart_huber,39093,0.001505991079500649,0.0014892108890226972,1.6780190477951864e-05,0.0009265868971722881,0.0009137795428451107
osi_target_t24h,P__dart_huber,39095,0.0012660776809325692,0.00125984610108397,6.231579848599246e-06,0.0007026807338781354,0.0006985415438681389
osi_target_t24h,P__dart_huber,39097,0.002343201415759292,0.0023147497272587247,2.8451688500567406e-05,0.0010355682037317252,0.001020215724353262
osi_target_t24h,P__dart_huber,39099,0.0009319517372025937,0.0009613237652012331,-2.9372027998639488e-05,0.0005013645128488276,0.0005156762532467965
osi_target_t24h,P__dart_huber,39101,0.007088902976708896,0.007114314040069992,-2.5411063361095373e-05,0.005017657198571496,0.005030612319324287
osi_target_t24h,P__dart_huber,39103,0.004002406339726717,0.004041090237642508,-3.8683897915790626e-05,0.0025072119808400286,0.0025213464189176213
osi_target_t24h,P__dart_huber,39105,0.0036621704814646864,0.00367593450844849,-1.3764026983803523e-05,0.0016127020724407096,0.0016201220089106206
osi_target_t24h,P__dart_huber,39107,0.00929003790693087,0.009279716882538876,1.0321024391994268e-05,0.006279791876063345,0.006287867625313728
osi_target_t24h,P__dart_huber,39109,0.0016974366680445336,0.0017188073932516068,-2.1370725207073152e-05,0.0010293609433062593,0.0010407642213886281
osi_target_t24h,P__dart_huber,39111,0.008481161380595601,0.008481771697391949,-6.103167963476819e-07,0.004654668560249233,0.004651718564282803
osi_target_t24h,P__dart_huber,39113,0.0013902742293695472,0.00137474769620708,1.5526533162467165e-05,0.0006803020584590486,0.0006656386710645075
osi_target_t24h,P__dart_huber,39115,0.03452835898620285,0.03452840670951879,-4.772331593794199e-08,0.007300631117863169,0.007303248970683833
osi_target_t24h,P__dart_huber,39117,0.010474322227214816,0.01046376478667987,1.0557440534946644e-05,0.006800910818667313,0.006774781038764938
osi_target_t24h,P__dart_huber,39119,0.008605072250833871,0.008451126818190421,0.00015394543264344966,0.005599556876711274,0.0054642731070388955
osi_target_t24h,P__dart_huber,39121,0.007974799285378642,0.007859388530693304,0.00011541075468533835,0.003916868310660918,0.0038635905888438756
osi_target_t24h,P__dart_huber,39123,0.0015306033449079678,0.0015309669125710146,-3.635676630467464e-07,0.00048224738142084374,0.0004845905202927778
osi_target_t24h,P__dart_huber,39125,0.012649216439027947,0.012657708899161858,-8.49246013391071e-06,0.005091923929331522,0.005161648140568698
osi_target_t24h,P__dart_huber,39127,0.008772487583698177,0.008818310129579766,-4.5822545881589113e-05,0.004898885021712928,0.004934483668134569
osi_target_t24h,P__dart_huber,39129,0.0005406378121837262,0.000540666526994151,-2.871481042483401e-08,0.0002577569468314169,0.00025815418566217066
osi_target_t24h,P__dart_huber,39131,0.0059374591403108115,0.00593037752016155,7.081620149261732e-06,0.0021336404118347894,0.0021275739947973263
osi_target_t24h,P__dart_huber,39133,0.0044325798046646655,0.004429362276721095,3.2175279435706083e-06,0.0023146642615161266,0.002313432411944527
osi_target_t24h,P__dart_huber,39135,0.006028072850720821,0.006043496799701455,-1.5423948980634178e-05,0.0030024727948525704,0.0030094550080042182
osi_target_t24h,P__dart_huber,39137,0.003156430021852631,0.00312618002669806,3.0249995154570716e-05,0.002031466347640013,0.0020132377962724414
osi_target_t24h,P__dart_huber,39139,0.012945592551154064,0.012850535206956637,9.505734419742659e-05,0.00882238326843087,0.008754187630095393
osi_target_t24h,P__dart_huber,39141,0.0013797573193340814,0.0013631797883247563,1.6577531009325094e-05,0.0008381841158754189,0.0008294156292521402
osi_target_t24h,P__dart_huber,39143,0.001068801599531663,0.001092454656191144,-2.3653056659481142e-05,0.0006618840803083371,0.0006729720713534223
osi_target_t24h,P__dart_huber,39145,0.001244427549755083,0.0012581687696925849,-1.3741219937501862e-05,0.0006897181050952587,0.0006995466061869156
osi_target_t24h,P__dart_huber,39147,0.0025322028520567883,0.0026696186975976514,-0.00013741584554086313,0.001383343822653104,0.001477991397324189
osi_target_t24h,P__dart_huber,39149,0.011736452041368512,0.011682960549716981,5.349149165153125e-05,0.007720376753907743,0.007704910377737457
osi_target_t24h,P__dart_huber,39151,0.0017372135476574199,0.001699944464312284,3.7269083345135845e-05,0.0010508119349442045,0.0010319000075864992
osi_target_t24h,P__dart_huber,39153,0.001527921761075367,0.0015469400876366116,-1.9018326561244612e-05,0.0009992615677405225,0.0010116076930477287
osi_target_t24h,P__dart_huber,39155,0.004518932603654583,0.004501003564869407,1.7929038785175454e-05,0.0012322255673538221,0.0012136289752047958
osi_target_t24h,P__dart_huber,39157,0.024532595181289158,0.024353280352544547,0.000179314828744611,0.016108422743576364,0.015978447097774812
osi_target_t24h,P__dart_huber,39159,0.001833839409110383,0.0016479227767433684,0.0001859166323670146,0.0012578110427051306,0.0011398688458580616
osi_target_t24h,P__dart_huber,39161,0.003938593177280271,0.003928913280038289,9.679897241982385e-06,0.002011962358997,0.0020015726357737688
osi_target_t24h,P__dart_huber,39163,0.00344427291283941,0.003463863589241059,-1.9590676401648986e-05,0.002139299502237384,0.0021466866545965125
osi_target_t24h,P__dart_huber,39165,0.0010802704923009252,0.0010870310872660147,-6.760594965089534e-06,0.0005531360272321683,0.0005629920338911079
osi_target_t24h,P__dart_huber,39167,0.0033054733301638613,0.00328728737502856,1.8185955135301135e-05,0.0012856616823222246,0.0012815204087986713
osi_target_t24h,P__dart_huber,39169,0.0029591144305472217,0.0028748298833891806,8.42845471580411e-05,0.0017645755111038888,0.0017358058687593548
osi_target_t24h,P__dart_huber,39171,0.004227252634823682,0.004143118734679593,8.41339001440896e-05,0.002715065993438399,0.002651403902154163
osi_target_t24h,P__dart_huber,39173,0.0022143748377104282,0.002210399275038328,3.975562672100131e-06,0.0014828796590329514,0.0014794607538926774
osi_target_t24h,P__dart_huber,39175,0.0038685606383850614,0.003832002785000059,3.655785338500242e-05,0.0021552251158723926,0.00212406492970107
osi_target_t24h,P__dart_huber,42005,0.009873586672460126,0.009849255758478923,2.4330913981202712e-05,0.00599327744377656,0.00597241180039676
osi_target_t24h,P__dart_huber,42007,0.0047625444214100185,0.0047464604831282085,1.6083938281809956e-05,0.0026263215764569395,0.0026217662966730366
osi_target_t24h,P__dart_huber,42009,0.003960469182318099,0.003973840486747605,-1.3371304429505779e-05,0.0027649806895784727,0.0027568616975521014
osi_target_t24h,P__dart_huber,42013,0.0010221112529264736,0.0010277538581818578,-5.642605255384153e-06,0.0005921949577370932,0.0006083124156571369
osi_target_t24h,P__dart_huber,42015,0.003647325091775546,0.0036700583344262947,-2.2733242650748928e-05,0.002258825728767598,0.00227592228958927
osi_target_t24h,P__dart_huber,42019,0.004176333523992649,0.004127160167419621,4.917335657302763e-05,0.0024032798170228885,0.0023676397097422974
osi_target_t24h,P__dart_huber,42021,0.003859501896955772,0.0038212332559569373,3.826864099883446e-05,0.001294991438222643,0.0013069547508548145
osi_target_t24h,P__dart_huber,42023,0.009725407085737959,0.009785367120814936,-5.996003507697731e-05,0.0048189187973940156,0.004842646042048602
osi_target_t24h,P__dart_huber,42025,0.0009661244107392016,0.0009622667596871693,3.857651052032287e-06,0.0005196528804205243,0.0005134954566206371
osi_target_t24h,P__dart_huber,42027,0.001293878549222362,0.0013203259152701281,-2.6447366047766072e-05,0.0007445156623867458,0.0007578438002688541
osi_target_t24h,P__dart_huber,42029,0.01183445310438347,0.011818613878641143,1.583922574232774e-05,0.005419308379642398,0.0054088169760047565
osi_target_t24h,P__dart_huber,42031,0.00413841917005644,0.004048337327987681,9.008184206875901e-05,0.0028455424272729513,0.0027838318046188855
osi_target_t24h,P__dart_huber,42033,0.003201568632697005,0.003204689804453916,-3.121171756910804e-06,0.0020135144501890116,0.0019985013130380622
osi_target_t24h,P__dart_huber,42035,0.005300254135270134,0.005231499492256021,6.875464301411317e-05,0.0033602388280114296,0.003314605670860793
osi_target_t24h,P__dart_huber,42039,0.012493291237795422,0.012496044501939455,-2.7532641440324718e-06,0.0053512126652981735,0.005349342081981236
osi_target_t24h,P__dart_huber,42041,0.0017062476605799333,0.001669503544144829,3.674411643510441e-05,0.0007644921661986296,0.0007634043219999162
osi_target_t24h,P__dart_huber,42043,0.0013641557884037452,0.0013451158011900484,1.903998721369685e-05,0.000736486874407138,0.0007194370453730436
osi_target_t24h,P__dart_huber,42045,0.003082839475260036,0.0031986636499784053,-0.00011582417471836916,0.0013825461464288204,0.0014455613706638429
osi_target_t24h,P__dart_huber,42047,0.014265378223554795,0.014222615828445804,4.276239510899067e-05,0.004894021087371209,0.004874427677550613
osi_target_t24h,P__dart_huber,42049,0.007805701374227005,0.007784735591774014,2.0965782452990814e-05,0.004226102789979028,0.004224778122962911
osi_target_t24h,P__dart_huber,42051,0.0032383034133357117,0.0032589211825408385,-2.0617769205126795e-05,0.00229942121870434,0.0023062459693585762
osi_target_t24h,P__dart_huber,42053,0.009592560640464586,0.009623600812877409,-3.104017241282314e-05,0.005591395627543128,0.005625411116887051
osi_target_t24h,P__dart_huber,42055,0.0007446898250179637,0.0006942647016146571,5.0425123403306554e-05,0.00038929283629454686,0.0003529930031818555
osi_target_t24h,P__dart_huber,42057,0.0026187141760521788,0.0026176530427848067,1.0611332673720816e-06,0.0015397560693146755,0.0015460714064896432
osi_target_t24h,P__dart_huber,42059,0.012521570177712514,0.012527034181256575,-5.464003544061041e-06,0.006153903873993437,0.006143601091551755
osi_target_t24h,P__dart_huber,42061,0.0008145057845032878,0.0008322299584872117,-1.7724173983923834e-05,0.00044956105848711436,0.00046681403331024797
osi_target_t24h,P__dart_huber,42063,0.005214934285432818,0.0052377530198020284,-2.2818734369210378e-05,0.003217418257690358,0.003264623139386677
osi_target_t24h,P__dart_huber,42065,0.003690479163141128,0.0036775936193722283,1.288554376889994e-05,0.0017928048290146677,0.0017780611731163418
osi_target_t24h,P__dart_huber,42067,0.0019706340592054207,0.0019781325359786326,-7.498476773211936e-06,0.000818457454859173,0.0008280363804704493
osi_target_t24h,P__dart_huber,42069,0.0005280716601646871,0.0005601521380210459,-3.2080477856358844e-05,0.0002580171420142336,0.0002730167679875769
osi_target_t24h,P__dart_huber,42075,0.006980386024326299,0.006985204221173513,-4.81819684721406e-06,0.00270644328140869,0.0027068099794994157
osi_target_t24h,P__dart_huber,42077,0.0038595402595134553,0.0037641955711093496,9.534468840410567e-05,0.001850968903716793,0.0017983695926131148
osi_target_t24h,P__dart_huber,42079,0.001955737877011268,0.001941035125915189,1.4702751096078897e-05,0.0011758776991217463,0.0011657605826445204
osi_target_t24h,P__dart_huber,42081,0.0019010231201171944,0.0019260962977656697,-2.507317764847538e-05,0.0011458493207491616,0.0011625452644211105
osi_target_t24h,P__dart_huber,42083,0.004676518622829819,0.0046539973761944905,2.2521246635328653e-05,0.0033227177408834425,0.0032955806849122296
osi_target_t24h,P__dart_huber,42085,0.002069699490808706,0.0020655422024383687,4.15728837033745e-06,0.0010959967380181946,0.0010768099589326143
osi_target_t24h,P__dart_huber,42089,0.006069853235920021,0.00607186507752237,-2.011841602348255e-06,0.0028251201009379203,0.00282703731582881
osi_target_t24h,P__dart_huber,42091,0.003290867900788687,0.003219569483692222,7.129841709646503e-05,0.0014284180960918108,0.0014072879292447566
osi_target_t24h,P__dart_huber,42095,0.0043709679270022795,0.004344395660311317,2.6572266690962597e-05,0.002000827351548303,0.001983201462750252
osi_target_t24h,P__dart_huber,42097,0.002107854173317141,0.002099852959161531,8.001214155610014e-06,0.0011003280740245456,0.0010950646571117784
osi_target_t24h,P__dart_huber,42101,0.0052040100432323745,0.005229995928700151,-2.598588546777643e-05,0.0026652941568382957,0.002684262842357535
osi_target_t24h,P__dart_huber,42103,0.003524633157023087,0.0035147018445986604,9.931312424426523e-06,0.0016708885290695858,0.001667716086236237
osi_target_t24h,P__dart_huber,42109,0.006705122566607659,0.006701731447742539,3.3911188651201615e-06,0.0015755020068050568,0.0015823199235106328
osi_target_t24h,P__dart_huber,42113,0.004692561471377506,0.004759032091959827,-6.647062058232067e-05,0.0028746820483294606,0.002904603622971404
osi_target_t24h,P__dart_huber,42115,0.004609301654777338,0.004605432937692557,3.868717084781065e-06,0.0021676177592244764,0.0021749830837279197
osi_target_t24h,P__dart_huber,42119,0.003861956819073591,0.003907697706445256,-4.5740887371665574e-05,0.0015457081910532826,0.00156621521366168
osi_target_t24h,P__dart_huber,42121,0.003883881202819414,0.003844788278732354,3.909292408706003e-05,0.0020367434483896827,0.0020156230401453096
osi_target_t24h,P__dart_huber,42125,0.00532056553276594,0.005338851051608283,-1.828551884234305e-05,0.0029795237959049383,0.0030093627213824536
osi_target_t24h,P__dart_huber,42127,0.003680568581768435,0.0036889944280464404,-8.425846278005411e-06,0.001437608546721609,0.0014327713649514864
osi_target_t24h,P__dart_huber,42129,0.001961717114234647,0.001925345520674562,3.6371593560084866e-05,0.0011352857516487942,0.0010929990830155782
osi_target_t24h,P__dart_huber,42131,0.0029478792492850345,0.002938247592568852,9.631656716182699e-06,0.0014190910060003267,0.0014239393713317945
osi_target_t24h,P__dart_huber,42133,0.0013236312842877128,0.0013108179773035124,1.2813306984200403e-05,0.0006439539980431871,0.0006397732934846048
osi_target_t24h,P__dart_huber,54007,0.024217876415364905,0.024142064059151883,7.581235621302237e-05,0.013494985101056092,0.013397437194662425
osi_target_t24h,P__dart_huber,54009,0.0056524833784677,0.005726458918590187,-7.39755401224871e-05,0.0035995925562365746,0.003636001375519777
osi_target_t24h,P__dart_huber,54013,0.04608111225783971,0.046077439783804484,3.6724740352239715e-06,0.02535926994542991,0.025399785852775143
osi_target_t24h,P__dart_huber,54015,0.05019544286652549,0.05019906122141272,-3.618354887227615e-06,0.027685059698383616,0.0276865063206767
