horizon,model,rmse,mae,n,fold,v112_rmse,improved_vs_v1.12,rmse_change_pct_vs_v1.12
osi_target_t24h,v1.8,0.004676006104653076,0.002068686988798557,5760,0,0.004547115912935345,False,2.8345481880299506
osi_target_t24h,v1.12,0.004547115912935345,0.001882336260677331,5760,0,0.004547115912935345,False,0.0
osi_target_t24h,v1.12+ExtraTrees,0.004546996460532467,0.0018941124020011965,5760,0,0.004547115912935345,True,-0.002626992695264896
osi_target_t24h,v1.12+RandomForest,0.004547115912935345,0.001882336260677331,5760,0,0.004547115912935345,False,0.0
osi_target_t24h,v1.12+ExtraTrees+RandomForest,0.004546996460532467,0.0018941124020011965,5760,0,0.004547115912935345,True,-0.002626992695264896
osi_target_t24h,v1.8,0.008690387584105909,0.003610778243058664,5640,1,0.008263032601321604,False,5.171890314410144
osi_target_t24h,v1.12,0.008263032601321604,0.0025469453473298403,5640,1,0.008263032601321604,False,0.0
osi_target_t24h,v1.12+ExtraTrees,0.008256129879193582,0.0025494923984730375,5640,1,0.008263032601321604,True,-0.08353739433289986
osi_target_t24h,v1.12+RandomForest,0.008263032601321604,0.0025469453473298403,5640,1,0.008263032601321604,False,0.0
osi_target_t24h,v1.12+ExtraTrees+RandomForest,0.008256129879193582,0.0025494923984730375,5640,1,0.008263032601321604,True,-0.08353739433289986
osi_target_t24h,v1.8,0.012820869372120618,0.0038387573473299555,5760,2,0.012661692112489091,False,1.2571562964678318
osi_target_t24h,v1.12,0.012661692112489091,0.0036515297094518776,5760,2,0.012661692112489091,False,0.0
osi_target_t24h,v1.12+ExtraTrees,0.012645496122051379,0.0036430897244114895,5760,2,0.012661692112489091,True,-0.1279133175394298
osi_target_t24h,v1.12+RandomForest,0.012662972071148294,0.003654784616852252,5760,2,0.012661692112489091,False,0.010108906833550257
osi_target_t24h,v1.12+ExtraTrees+RandomForest,0.012645496122051379,0.0036430897244114895,5760,2,0.012661692112489091,True,-0.1279133175394298
osi_target_t24h,v1.8,0.005827216074762783,0.0026500630695669306,5760,3,0.00582143408872206,False,0.09932236546188467
osi_target_t24h,v1.12,0.00582143408872206,0.0024798964271421945,5760,3,0.00582143408872206,False,0.0
osi_target_t24h,v1.12+ExtraTrees,0.006265341112089367,0.002883054345074489,5760,3,0.00582143408872206,False,7.625389493411827
osi_target_t24h,v1.12+RandomForest,0.005822281502634098,0.0024821663759220765,5760,3,0.00582143408872206,False,0.014556789600672637
osi_target_t24h,v1.12+ExtraTrees+RandomForest,0.006265341112089367,0.002883054345074489,5760,3,0.00582143408872206,False,7.625389493411827
osi_target_t24h,v1.8,0.007410450047646712,0.0024700706125642463,5760,4,0.007334385371080194,False,1.0370968079540077
osi_target_t24h,v1.12,0.007334385371080194,0.002321535491945628,5760,4,0.007334385371080194,False,0.0
osi_target_t24h,v1.12+ExtraTrees,0.0073273057931902376,0.002313071090113845,5760,4,0.007334385371080194,True,-0.09652585093048449
osi_target_t24h,v1.12+RandomForest,0.007334385371080194,0.002321535491945628,5760,4,0.007334385371080194,False,0.0
osi_target_t24h,v1.12+ExtraTrees+RandomForest,0.0073273057931902376,0.002313071090113845,5760,4,0.007334385371080194,True,-0.09652585093048449
osi_target_t48h,v1.8,0.003637505972180902,0.0016125080878000183,4608,0,0.003539081885677486,False,2.78106270730083
osi_target_t48h,v1.12,0.003539081885677486,0.0014438742657880853,4608,0,0.003539081885677486,False,0.0
osi_target_t48h,v1.12+ExtraTrees,0.0035273234712206105,0.0014462121178551203,4608,0,0.003539081885677486,True,-0.33224476959579086
osi_target_t48h,v1.12+RandomForest,0.003566649375071485,0.00150664921199779,4608,0,0.003539081885677486,False,0.7789446609179462
osi_target_t48h,v1.12+ExtraTrees+RandomForest,0.0035296848004651186,0.0014582060895260546,4608,0,0.003539081885677486,True,-0.2655232491341031
osi_target_t48h,v1.8,0.005771282327149259,0.0025272190094480502,4512,1,0.005640082137699659,False,2.3262106162005303
osi_target_t48h,v1.12,0.005640082137699659,0.001741807681507056,4512,1,0.005640082137699659,False,0.0
osi_target_t48h,v1.12+ExtraTrees,0.005616739674585632,0.0017827155671590882,4512,1,0.005640082137699659,True,-0.41386743214253396
osi_target_t48h,v1.12+RandomForest,0.005634944389688916,0.0017465853633333898,4512,1,0.005640082137699659,True,-0.0910934962525034
osi_target_t48h,v1.12+ExtraTrees+RandomForest,0.005616739674585632,0.0017827155671590882,4512,1,0.005640082137699659,True,-0.41386743214253396
osi_target_t48h,v1.8,0.012997021644656546,0.00326727110669638,4608,2,0.01296807009821058,False,0.22325254433934738
osi_target_t48h,v1.12,0.01296807009821058,0.003224491123350797,4608,2,0.01296807009821058,False,0.0
