horizon,model,reference,counties,replicates,rmse_delta,rmse_ci_low,rmse_ci_high,rmse_probability_improved,mae_delta,mae_ci_low,mae_ci_high,mae_probability_improved
osi_target_t24h,v1.12,v1.12,239,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osi_target_t24h,v1.12+ExtraTrees,v1.12,239,2000,5.7767712376560754e-05,1.0342022265592572e-05,0.00012062063698399151,0.003,8.043989823498625e-05,3.643222577955147e-05,0.00013268124069892997,0.0
osi_target_t24h,v1.12+RandomForest,v1.12,239,2000,5.172040861717991e-07,-3.919278984667197e-07,1.7442502712874215e-06,0.158,1.1095945466623423e-06,3.4035552574081076e-07,1.9130596885512074e-06,0.0005
osi_target_t24h,v1.12+ExtraTrees+RandomForest,v1.12,239,2000,5.7767712376560754e-05,1.1252952547002697e-05,0.00011978340885062895,0.0035,8.043989823498625e-05,3.729913136300824e-05,0.0001301414925267383,0.0
osi_target_t48h,v1.12,v1.12,239,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osi_target_t48h,v1.12+ExtraTrees,v1.12,239,2000,3.0538392887782297e-05,-7.402991372664532e-06,8.488148689053497e-05,0.06,6.725814004605955e-05,3.06563182308326e-05,0.00010985426329317492,0.0
osi_target_t48h,v1.12+RandomForest,v1.12,239,2000,9.110099815716997e-06,-1.3673589899958378e-06,2.3139654299065066e-05,0.0475,3.3534168699111966e-05,1.6737275210225986e-05,5.379453719536278e-05,0.0
osi_target_t48h,v1.12+ExtraTrees+RandomForest,v1.12,239,2000,3.3037233175235714e-05,-5.797280853372206e-06,8.87542873532143e-05,0.05,7.347506635220534e-05,3.640448123700225e-05,0.00011361717159119886,0.0
