horizon,pearson_error_correlation_C0_C1,sign_disagreement_pct
osi_target_t01h,0.9920293703359682,9.863358398923253
osi_target_t06h,0.9905782313547277,10.71493541931963
osi_target_t24h,0.9906894796654936,9.10739191073919
osi_target_t48h,0.9919685052535676,9.492677824267783
