model,horizon,fipsCode,rmse,mae,n
C1_component_osi,osi_target_t01h,54107,0.001227559530996875,0.0006706780174585904,143
C1_component_osi,osi_target_t01h,54109,0.011510328212680953,0.006657110373689947,143
C1_component_osi,osi_target_t06h,18009,0.006108709862965122,0.003717885993639264,138
C1_component_osi,osi_target_t06h,18013,0.029542467760225094,0.013182660677912236,138
C1_component_osi,osi_target_t06h,18023,0.002443301079772331,0.0010543288098437107,138
C1_component_osi,osi_target_t06h,18025,0.012597661784730825,0.0022618408776891364,138
C1_component_osi,osi_target_t06h,18027,0.003060808308667307,0.0013452498187885291,138
C1_component_osi,osi_target_t06h,18029,0.0015262081623288195,0.0004930107325453342,138
C1_component_osi,osi_target_t06h,18033,0.003322744992127009,0.0013002629521681834,138
C1_component_osi,osi_target_t06h,18035,0.00221549773789971,0.0010666327968217625,138
C1_component_osi,osi_target_t06h,18037,0.002496454940560256,0.0010619889073285934,138
C1_component_osi,osi_target_t06h,18039,0.0025016504343236433,0.0019672667423141768,138
C1_component_osi,osi_target_t06h,18041,0.005180360681431569,0.0021400508973277582,138
C1_component_osi,osi_target_t06h,18043,0.0023121397388469298,0.0009743969128270461,138
C1_component_osi,osi_target_t06h,18045,0.002739773218193436,0.0011988693320226123,138
C1_component_osi,osi_target_t06h,18047,0.0031034498188627236,0.001305100181174715,138
C1_component_osi,osi_target_t06h,18051,0.0015826151064737956,0.000497408165623378,138
C1_component_osi,osi_target_t06h,18059,0.0012447696909737504,0.0004276444537245192,138
C1_component_osi,osi_target_t06h,18061,0.004476972042054773,0.001887217717208599,138
C1_component_osi,osi_target_t06h,18065,0.0019869264537028483,0.0008967948883100393,138
C1_component_osi,osi_target_t06h,18067,0.0016939957580024694,0.0005095061993513066,138
C1_component_osi,osi_target_t06h,18069,0.0009833821690657541,0.000518175331396994,138
C1_component_osi,osi_target_t06h,18071,0.0033874977018994758,0.0012942865598522815,138
C1_component_osi,osi_target_t06h,18073,0.0030430138804603524,0.001705536585661884,138
C1_component_osi,osi_target_t06h,18077,0.004943336250013489,0.0015385849964636902,138
C1_component_osi,osi_target_t06h,18083,0.00454661270019825,0.002240268456935643,138
C1_component_osi,osi_target_t06h,18085,0.009448034526476015,0.00873314692375891,138
C1_component_osi,osi_target_t06h,18087,0.0021014396433016273,0.001548461750770094,138
C1_component_osi,osi_target_t06h,18089,0.002902385581307291,0.0021886064783003096,138
C1_component_osi,osi_target_t06h,18091,0.0015376634829215757,0.0007712792282107884,138
C1_component_osi,osi_target_t06h,18093,0.00814390559076702,0.0026027747199565882,138
C1_component_osi,osi_target_t06h,18095,0.0014698611584115435,0.0006362639142186284,138
C1_component_osi,osi_target_t06h,18097,0.000750971039219803,0.0003396981974847964,138
C1_component_osi,osi_target_t06h,18099,0.009048018558487407,0.0028742925341108077,138
C1_component_osi,osi_target_t06h,18101,0.004981629292284898,0.0030518617222515727,138
C1_component_osi,osi_target_t06h,18103,0.0017325289589738447,0.000851293834463347,138
C1_component_osi,osi_target_t06h,18105,0.002414594539875713,0.0008355443308113469,138
C1_component_osi,osi_target_t06h,18107,0.001028084343651977,0.0006012715966496095,138
C1_component_osi,osi_target_t06h,18109,0.0034506743509696725,0.0013018821870071165,138
C1_component_osi,osi_target_t06h,18111,0.0038074022779397473,0.002504999205289051,138
C1_component_osi,osi_target_t06h,18113,0.0010113184324677615,0.0006198613673208741,138
C1_component_osi,osi_target_t06h,18117,0.013881924486538579,0.004072282243017787,138
C1_component_osi,osi_target_t06h,18121,0.024190361052388816,0.008454983571304973,138
C1_component_osi,osi_target_t06h,18123,0.004999043286793692,0.0021209001704515507,138
C1_component_osi,osi_target_t06h,18125,0.003175142848981639,0.0010842484533405306,138
C1_component_osi,osi_target_t06h,18127,0.0032241807717426187,0.002185430396318926,138
C1_component_osi,osi_target_t06h,18129,0.001061957178681769,0.0005383608269862628,138
C1_component_osi,osi_target_t06h,18131,0.01779548495112601,0.004799517560497682,138
C1_component_osi,osi_target_t06h,18133,0.0013572883981007604,0.0005929560803060572,138
C1_component_osi,osi_target_t06h,18135,0.004732028829313543,0.0029702245552498093,138
