horizon,model,counties,replicates,rmse_delta,rmse_ci_low,rmse_ci_high,rmse_probability_improved,mae_delta,mae_ci_low,mae_ci_high,mae_probability_improved
osi_target_t24h,RF,239,2000,0.0005002232231353515,0.00014364282573554147,0.0009121506226251752,0.002,7.151664206195242e-05,-8.423844559938271e-05,0.00023839394984636646,0.1775
osi_target_t48h,RF,239,2000,0.00034378362017983746,5.991792594146374e-05,0.000672884789717044,0.008,8.020690772699403e-05,-4.887082186262349e-05,0.00021183588077107994,0.119
