horizon,model,rmse,mae,n,rmse_change_pct_vs_v1.8,mae_change_pct_vs_v1.8
osi_target_t24h,v1.8_rule,0.008372823768376926,0.0029248130640176667,28680,0.0,0.0
osi_target_t24h,v1.12,0.008208972775349635,0.002576572092079163,28680,-1.9569382750671882,-11.906435191456055
osi_target_t24h,RF,0.008873046991512278,0.002996329706079619,28680,5.974367035224493,2.4451696739795636
osi_target_t48h,v1.8_rule,0.007593428433818521,0.0023066625802577725,22944,0.0,0.0
osi_target_t48h,v1.12,0.007550371388803473,0.0020489713484549915,22944,-0.5670303656683862,-11.171604984981531
osi_target_t48h,RF,0.007937212053998359,0.0023868694879847665,22944,4.5273834233920285,3.4771842407063547
