case,reference,pair,horizon,fold,n,rmse,sse,mae,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
NR_both,N_only,NR_both_minus_N_only,24,1,5640,0.00870754418220506,0.4276322768636999,0.002810650932593464,-0.0005143658614579066,0.00870754418220506,0.0,0.0,0.0
NR_both,N_only,NR_both_minus_N_only,24,2,5760,0.01297325098916932,0.9694381894731805,0.00381108437623181,-0.000954410874588216,0.01297325098916932,0.0,0.0,0.0
NR_both,N_only,NR_both_minus_N_only,24,3,5760,0.006039680323082008,0.21011177321293814,0.0027556539418766286,0.0010092013127519961,0.006039680323082008,0.0,0.0,0.0
NR_both,N_only,NR_both_minus_N_only,24,4,5760,0.0073615990907342655,0.31215249315474947,0.0024693018439742496,-0.00032135511036152857,0.0073615990907342655,0.0,0.0,0.0
NR_both,R_only,NR_both_minus_R_only,24,0,5760,0.0045851814325180325,0.12109759931006277,0.0020526524421694164,0.00030927361909837347,0.0045851814325180325,0.0,0.0,0.0
NR_both,R_only,NR_both_minus_R_only,24,1,5640,0.00870754418220506,0.4276322768636999,0.002810650932593464,-0.0005143658614579066,0.00870754418220506,0.0,0.0,0.0
NR_both,R_only,NR_both_minus_R_only,24,2,5760,0.01297325098916932,0.9694381894731805,0.00381108437623181,-0.000954410874588216,0.01297325098916932,0.0,0.0,0.0
NR_both,R_only,NR_both_minus_R_only,24,3,5760,0.006039680323082008,0.21011177321293814,0.0027556539418766286,0.0010092013127519961,0.006039680323082008,0.0,0.0,0.0
NR_both,R_only,NR_both_minus_R_only,24,4,5760,0.0073615990907342655,0.31215249315474947,0.0024693018439742496,-0.00032135511036152857,0.0073615990907342655,0.0,0.0,0.0
N_only,B0,N_only_minus_B0,48,0,4608,0.0036632306388987446,0.06183594415303605,0.0015956445257807718,0.0004560453424232713,0.0036632306388987446,0.0,0.0,0.0
N_only,B0,N_only_minus_B0,48,1,4512,0.005855181393125153,0.15468556894855234,0.0019970723373512436,-0.00027187300705922685,0.005855181393125153,0.0,0.0,0.0
N_only,B0,N_only_minus_B0,48,2,4608,0.013066410316828946,0.7867288100401179,0.0032591786642496433,-0.001280845725181886,0.013066410316828946,0.0,0.0,0.0
N_only,B0,N_only_minus_B0,48,3,4608,0.0053724652793763,0.13300246968470258,0.002168728024357481,0.0005056889175742389,0.0053724652793763,0.0,0.0,0.0
N_only,B0,N_only_minus_B0,48,4,4608,0.006925166870368426,0.22099016992872228,0.0021494377477357354,-0.00019436995091425306,0.006925166870368426,0.0,0.0,0.0
R_only,B0,R_only_minus_B0,48,0,4608,0.0036632306388987446,0.06183594415303605,0.0015956445257807718,0.0004560453424232713,0.0036632306388987446,0.0,0.0,0.0
R_only,B0,R_only_minus_B0,48,1,4512,0.005855181393125153,0.15468556894855234,0.0019970723373512436,-0.00027187300705922685,0.005855181393125153,0.0,0.0,0.0
R_only,B0,R_only_minus_B0,48,2,4608,0.013066410316828946,0.7867288100401179,0.0032591786642496433,-0.001280845725181886,0.013066410316828946,0.0,0.0,0.0
R_only,B0,R_only_minus_B0,48,3,4608,0.0053724652793763,0.13300246968470258,0.002168728024357481,0.0005056889175742389,0.0053724652793763,0.0,0.0,0.0
R_only,B0,R_only_minus_B0,48,4,4608,0.006925166870368426,0.22099016992872228,0.0021494377477357354,-0.00019436995091425306,0.006925166870368426,0.0,0.0,0.0
NR_both,B0,NR_both_minus_B0,48,0,4608,0.0036632306388987446,0.06183594415303605,0.0015956445257807718,0.0004560453424232713,0.0036632306388987446,0.0,0.0,0.0
NR_both,B0,NR_both_minus_B0,48,1,4512,0.005855181393125153,0.15468556894855234,0.0019970723373512436,-0.00027187300705922685,0.005855181393125153,0.0,0.0,0.0
NR_both,B0,NR_both_minus_B0,48,2,4608,0.013066410316828946,0.7867288100401179,0.0032591786642496433,-0.001280845725181886,0.013066410316828946,0.0,0.0,0.0
NR_both,B0,NR_both_minus_B0,48,3,4608,0.0053724652793763,0.13300246968470258,0.002168728024357481,0.0005056889175742389,0.0053724652793763,0.0,0.0,0.0
NR_both,B0,NR_both_minus_B0,48,4,4608,0.006925166870368426,0.22099016992872228,0.0021494377477357354,-0.00019436995091425306,0.006925166870368426,0.0,0.0,0.0
NR_both,N_only,NR_both_minus_N_only,48,0,4608,0.0036632306388987446,0.06183594415303605,0.0015956445257807718,0.0004560453424232713,0.0036632306388987446,0.0,0.0,0.0
NR_both,N_only,NR_both_minus_N_only,48,1,4512,0.005855181393125153,0.15468556894855234,0.0019970723373512436,-0.00027187300705922685,0.005855181393125153,0.0,0.0,0.0
NR_both,N_only,NR_both_minus_N_only,48,2,4608,0.013066410316828946,0.7867288100401179,0.0032591786642496433,-0.001280845725181886,0.013066410316828946,0.0,0.0,0.0
NR_both,N_only,NR_both_minus_N_only,48,3,4608,0.0053724652793763,0.13300246968470258,0.002168728024357481,0.0005056889175742389,0.0053724652793763,0.0,0.0,0.0
NR_both,N_only,NR_both_minus_N_only,48,4,4608,0.006925166870368426,0.22099016992872228,0.0021494377477357354,-0.00019436995091425306,0.006925166870368426,0.0,0.0,0.0
NR_both,R_only,NR_both_minus_R_only,48,0,4608,0.0036632306388987446,0.06183594415303605,0.0015956445257807718,0.0004560453424232713,0.0036632306388987446,0.0,0.0,0.0
NR_both,R_only,NR_both_minus_R_only,48,1,4512,0.005855181393125153,0.15468556894855234,0.0019970723373512436,-0.00027187300705922685,0.005855181393125153,0.0,0.0,0.0
NR_both,R_only,NR_both_minus_R_only,48,2,4608,0.013066410316828946,0.7867288100401179,0.0032591786642496433,-0.001280845725181886,0.013066410316828946,0.0,0.0,0.0
NR_both,R_only,NR_both_minus_R_only,48,3,4608,0.0053724652793763,0.13300246968470258,0.002168728024357481,0.0005056889175742389,0.0053724652793763,0.0,0.0,0.0
NR_both,R_only,NR_both_minus_R_only,48,4,4608,0.006925166870368426,0.22099016992872228,0.0021494377477357354,-0.00019436995091425306,0.006925166870368426,0.0,0.0,0.0
