case,reference,pair,horizon,component,space,group,n,rmse,sse,mae,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction,baseline_group_sse,baseline_group_sse_share
R_only,B0,R_only_minus_B0,24,R_t,source,small_positive,13195,0.001710070796846581,0.03858669440835188,0.000952213588109283,0.00016311360149707081,0.001710070796846581,0.0,0.0,0.0,0.03858669440835188,0.1104332032191946
R_only,B0,R_only_minus_B0,24,R_t,source,tail_gt_001,357,0.02888615917014086,0.29788443840216855,0.020589238268320754,-0.020589238268320754,0.02888615917014086,0.0,0.0,0.0,0.29788443840216855,0.8525304700571112
R_only,B0,R_only_minus_B0,24,R_t,source,positive,13552,0.0049827856915112805,0.33647113281052043,0.0014695112423917134,-0.00038356508928841937,0.0049827856915112805,0.0,0.0,0.0,0.33647113281052043,0.9629636732763059
R_only,B0,R_only_minus_B0,24,R_t,aligned,all,28680,0.0034466001939035774,0.34069123707495197,0.0008855263020758872,2.463584759881187e-05,0.0034605923896103333,-1.399219570675592e-05,-0.40432949424394904,0.0027718299490384624,0.34346306702399043,1.0
R_only,B0,R_only_minus_B0,24,R_t,aligned,zero,15128,0.0007991005175535467,0.009660160446870951,0.00040470265179028207,0.00040470265179028207,0.0008406448708539153,-4.154435330036858e-05,-4.94196238396939,0.0010305520627822938,0.010690712509653245,0.03112623608204871
R_only,B0,R_only_minus_B0,24,R_t,aligned,small_positive,13195,0.001591713190209155,0.03343020386009321,0.0009029909489922499,0.00014731348602886387,0.00161866242720898,-2.6949236999825e-05,-1.6649077996017336,0.001141594102646984,0.034571797962740194,0.1006565225842038
R_only,B0,R_only_minus_B0,24,R_t,aligned,tail_gt_001,357,0.02887240707156936,0.2976008727679878,0.020615089790757206,-0.020615089790757206,0.028901482256367364,-2.9075184798003223e-05,-0.10060101603127647,0.000599683783609195,0.298200556551597,0.8682172413337476
R_only,B0,R_only_minus_B0,24,R_t,aligned,positive,13552,0.004942340775056171,0.331031076628081,0.0014222662800511406,-0.0003996299887211823,0.004955322488471698,-1.2981713415526758e-05,-0.2619751478481591,0.0017412778862562206,0.33277235451433723,0.9688737639179514
NR_both,B0,NR_both_minus_B0,24,N_t,source,all,28680,0.003795218919999953,0.4130977331428105,0.0008733654239528911,6.412097927692928e-05,0.003795218919999953,0.0,0.0,0.0,0.4130977331428105,1.0
NR_both,B0,NR_both_minus_B0,24,N_t,source,zero,17383,0.0009666006503833618,0.016241229235500296,0.0004016509214385142,0.0004016509214385142,0.0009666006503833618,0.0,0.0,0.0,0.016241229235500296,0.039315706508332736
NR_both,B0,NR_both_minus_B0,24,N_t,source,small_positive,10931,0.0018448414688122172,0.037203003132433014,0.0009354982904442652,0.00024491725044125463,0.0018448414688122172,0.0,0.0,0.0,0.037203003132433014,0.09005859908597393
NR_both,B0,NR_both_minus_B0,24,N_t,source,tail_gt_001,366,0.03134740560529251,0.3596535007748772,0.02142155895835236,-0.021366390017149493,0.03134740560529251,0.0,0.0,0.0,0.3596535007748772,0.8706256944056933
NR_both,B0,NR_both_minus_B0,24,N_t,source,positive,11297,0.005927003541018186,0.3968565039073102,0.001599205310401277,-0.00045524548833348325,0.005927003541018186,0.0,0.0,0.0,0.3968565039073102,0.9606842934916672
NR_both,B0,NR_both_minus_B0,24,N_t,aligned,all,28680,0.0037555222490158278,0.40450121036662123,0.0008419300225488983,3.606284159193089e-05,0.003751278596995849,4.243652019978936e-06,0.11312548269215572,-0.000913637266455436,0.4035875731001658,1.0
NR_both,B0,NR_both_minus_B0,24,N_t,aligned,zero,17383,0.0008146116052508966,0.011535220907778341,0.00038258407144121665,0.00038258407144121665,0.0008396591383791716,-2.504753312827497e-05,-2.9830596706927115,0.0007202715800019369,0.012255492487780278,0.030366377224252655
NR_both,B0,NR_both_minus_B0,24,N_t,aligned,small_positive,10931,0.0016696098748513728,0.030471224273953504,0.0008779897606379207,0.0002084378536251555,0.0017097851604683794,-4.017528561700654e-05,-2.3497271204530157,0.0014840817652311059,0.03195530603918461,0.07917812184780444
NR_both,B0,NR_both_minus_B0,24,N_t,aligned,tail_gt_001,366,0.03147098434584497,0.3624947651848893,0.021581388140182015,-0.021569974849679416,0.031335343554275634,0.00013564079156933723,0.4328683722085058,-0.0031179906116883815,0.35937677457320094,0.890455500927943
NR_both,B0,NR_both_minus_B0,24,N_t,aligned,positive,11297,0.005897879808171791,0.392965989458843,0.0015487380838133775,-0.000497138764008683,0.005885605672359578,1.2274135812212657e-05,0.20854499087248346,-0.0016339088464574214,0.39133208061238556,0.9696336227757475
NR_both,B0,NR_both_minus_B0,24,R_t,source,all,28680,0.0034904335913754463,0.34941207248840406,0.0009168035247756344,4.117972955495236e-05,0.0034904335913754463,0.0,0.0,0.0,0.34941207248840406,1.0
NR_both,B0,NR_both_minus_B0,24,R_t,source,zero,15128,0.0009248943969720083,0.01294093967788365,0.0004216756169799506,0.0004216756169799506,0.0009248943969720083,0.0,0.0,0.0,0.01294093967788365,0.03703632672369419
NR_both,B0,NR_both_minus_B0,24,R_t,source,small_positive,13195,0.001710070796846581,0.03858669440835188,0.000952213588109283,0.00016311360149707081,0.001710070796846581,0.0,0.0,0.0,0.03858669440835188,0.1104332032191946
NR_both,B0,NR_both_minus_B0,24,R_t,source,tail_gt_001,357,0.02888615917014086,0.29788443840216855,0.020589238268320754,-0.020589238268320754,0.02888615917014086,0.0,0.0,0.0,0.29788443840216855,0.8525304700571112
NR_both,B0,NR_both_minus_B0,24,R_t,source,positive,13552,0.0049827856915112805,0.33647113281052043,0.0014695112423917134,-0.00038356508928841937,0.0049827856915112805,0.0,0.0,0.0,0.33647113281052043,0.9629636732763059
NR_both,B0,NR_both_minus_B0,24,R_t,aligned,all,28680,0.0034466001939035774,0.34069123707495197,0.0008855263020758872,2.463584759881187e-05,0.0034605923896103333,-1.399219570675592e-05,-0.40432949424394904,0.0027718299490384624,0.34346306702399043,1.0
NR_both,B0,NR_both_minus_B0,24,R_t,aligned,zero,15128,0.0007991005175535467,0.009660160446870951,0.00040470265179028207,0.00040470265179028207,0.0008406448708539153,-4.154435330036858e-05,-4.94196238396939,0.0010305520627822938,0.010690712509653245,0.03112623608204871
NR_both,B0,NR_both_minus_B0,24,R_t,aligned,small_positive,13195,0.001591713190209155,0.03343020386009321,0.0009029909489922499,0.00014731348602886387,0.00161866242720898,-2.6949236999825e-05,-1.6649077996017336,0.001141594102646984,0.034571797962740194,0.1006565225842038
NR_both,B0,NR_both_minus_B0,24,R_t,aligned,tail_gt_001,357,0.02887240707156936,0.2976008727679878,0.020615089790757206,-0.020615089790757206,0.028901482256367364,-2.9075184798003223e-05,-0.10060101603127647,0.000599683783609195,0.298200556551597,0.8682172413337476
NR_both,B0,NR_both_minus_B0,24,R_t,aligned,positive,13552,0.004942340775056171,0.331031076628081,0.0014222662800511406,-0.0003996299887211823,0.004955322488471698,-1.2981713415526758e-05,-0.2619751478481591,0.0017412778862562206,0.33277235451433723,0.9688737639179514
NR_both,N_only,NR_both_minus_N_only,24,N_t,source,all,28680,0.003795218919999953,0.4130977331428105,0.0008733654239528911,6.412097927692928e-05,0.003795218919999953,0.0,0.0,0.0,0.4130977331428105,1.0
NR_both,N_only,NR_both_minus_N_only,24,N_t,source,zero,17383,0.0009666006503833618,0.016241229235500296,0.0004016509214385142,0.0004016509214385142,0.0009666006503833618,0.0,0.0,0.0,0.016241229235500296,0.039315706508332736
NR_both,N_only,NR_both_minus_N_only,24,N_t,source,small_positive,10931,0.0018448414688122172,0.037203003132433014,0.0009354982904442652,0.00024491725044125463,0.0018448414688122172,0.0,0.0,0.0,0.037203003132433014,0.09005859908597393
NR_both,N_only,NR_both_minus_N_only,24,N_t,source,tail_gt_001,366,0.03134740560529251,0.3596535007748772,0.02142155895835236,-0.021366390017149493,0.03134740560529251,0.0,0.0,0.0,0.3596535007748772,0.8706256944056933
NR_both,N_only,NR_both_minus_N_only,24,N_t,source,positive,11297,0.005927003541018186,0.3968565039073102,0.001599205310401277,-0.00045524548833348325,0.005927003541018186,0.0,0.0,0.0,0.3968565039073102,0.9606842934916672
NR_both,N_only,NR_both_minus_N_only,24,N_t,aligned,all,28680,0.0037555222490158278,0.40450121036662123,0.0008419300225488983,3.606284159193089e-05,0.0037555222490158278,0.0,0.0,0.0,0.40450121036662123,1.0
NR_both,N_only,NR_both_minus_N_only,24,N_t,aligned,zero,17383,0.0008146116052508966,0.011535220907778341,0.00038258407144121665,0.00038258407144121665,0.0008146116052508966,0.0,0.0,0.0,0.011535220907778341,0.02851714806322421
NR_both,N_only,NR_both_minus_N_only,24,N_t,aligned,small_positive,10931,0.0016696098748513728,0.030471224273953504,0.0008779897606379207,0.0002084378536251555,0.0016696098748513728,0.0,0.0,0.0,0.030471224273953504,0.07533036612260267
NR_both,N_only,NR_both_minus_N_only,24,N_t,aligned,tail_gt_001,366,0.03147098434584497,0.3624947651848893,0.021581388140182015,-0.021569974849679416,0.03147098434584497,0.0,0.0,0.0,0.3624947651848893,0.896152485814173
NR_both,N_only,NR_both_minus_N_only,24,N_t,aligned,positive,11297,0.005897879808171791,0.392965989458843,0.0015487380838133775,-0.000497138764008683,0.005897879808171791,0.0,0.0,0.0,0.392965989458843,0.971482851936776
NR_both,N_only,NR_both_minus_N_only,24,R_t,source,all,28680,0.0034904335913754463,0.34941207248840406,0.0009168035247756344,4.117972955495236e-05,0.0034904335913754463,0.0,0.0,0.0,0.34941207248840406,1.0
NR_both,N_only,NR_both_minus_N_only,24,R_t,source,zero,15128,0.0009248943969720083,0.01294093967788365,0.0004216756169799506,0.0004216756169799506,0.0009248943969720083,0.0,0.0,0.0,0.01294093967788365,0.03703632672369419
NR_both,N_only,NR_both_minus_N_only,24,R_t,source,small_positive,13195,0.001710070796846581,0.03858669440835188,0.000952213588109283,0.00016311360149707081,0.001710070796846581,0.0,0.0,0.0,0.03858669440835188,0.1104332032191946
NR_both,N_only,NR_both_minus_N_only,24,R_t,source,tail_gt_001,357,0.02888615917014086,0.29788443840216855,0.020589238268320754,-0.020589238268320754,0.02888615917014086,0.0,0.0,0.0,0.29788443840216855,0.8525304700571112
NR_both,N_only,NR_both_minus_N_only,24,R_t,source,positive,13552,0.0049827856915112805,0.33647113281052043,0.0014695112423917134,-0.00038356508928841937,0.0049827856915112805,0.0,0.0,0.0,0.33647113281052043,0.9629636732763059
NR_both,N_only,NR_both_minus_N_only,24,R_t,aligned,all,28680,0.0034466001939035774,0.34069123707495197,0.0008855263020758872,2.463584759881187e-05,0.0034605923896103333,-1.399219570675592e-05,-0.40432949424394904,0.0027718299490384624,0.34346306702399043,1.0
NR_both,N_only,NR_both_minus_N_only,24,R_t,aligned,zero,15128,0.0007991005175535467,0.009660160446870951,0.00040470265179028207,0.00040470265179028207,0.0008406448708539153,-4.154435330036858e-05,-4.94196238396939,0.0010305520627822938,0.010690712509653245,0.03112623608204871
NR_both,N_only,NR_both_minus_N_only,24,R_t,aligned,small_positive,13195,0.001591713190209155,0.03343020386009321,0.0009029909489922499,0.00014731348602886387,0.00161866242720898,-2.6949236999825e-05,-1.6649077996017336,0.001141594102646984,0.034571797962740194,0.1006565225842038
NR_both,N_only,NR_both_minus_N_only,24,R_t,aligned,tail_gt_001,357,0.02887240707156936,0.2976008727679878,0.020615089790757206,-0.020615089790757206,0.028901482256367364,-2.9075184798003223e-05,-0.10060101603127647,0.000599683783609195,0.298200556551597,0.8682172413337476
NR_both,N_only,NR_both_minus_N_only,24,R_t,aligned,positive,13552,0.004942340775056171,0.331031076628081,0.0014222662800511406,-0.0003996299887211823,0.004955322488471698,-1.2981713415526758e-05,-0.2619751478481591,0.0017412778862562206,0.33277235451433723,0.9688737639179514
NR_both,R_only,NR_both_minus_R_only,24,N_t,source,all,28680,0.003795218919999953,0.4130977331428105,0.0008733654239528911,6.412097927692928e-05,0.003795218919999953,0.0,0.0,0.0,0.4130977331428105,1.0
NR_both,R_only,NR_both_minus_R_only,24,N_t,source,zero,17383,0.0009666006503833618,0.016241229235500296,0.0004016509214385142,0.0004016509214385142,0.0009666006503833618,0.0,0.0,0.0,0.016241229235500296,0.039315706508332736
NR_both,R_only,NR_both_minus_R_only,24,N_t,source,small_positive,10931,0.0018448414688122172,0.037203003132433014,0.0009354982904442652,0.00024491725044125463,0.0018448414688122172,0.0,0.0,0.0,0.037203003132433014,0.09005859908597393
NR_both,R_only,NR_both_minus_R_only,24,N_t,source,tail_gt_001,366,0.03134740560529251,0.3596535007748772,0.02142155895835236,-0.021366390017149493,0.03134740560529251,0.0,0.0,0.0,0.3596535007748772,0.8706256944056933
NR_both,R_only,NR_both_minus_R_only,24,N_t,source,positive,11297,0.005927003541018186,0.3968565039073102,0.001599205310401277,-0.00045524548833348325,0.005927003541018186,0.0,0.0,0.0,0.3968565039073102,0.9606842934916672
NR_both,R_only,NR_both_minus_R_only,24,N_t,aligned,all,28680,0.0037555222490158278,0.40450121036662123,0.0008419300225488983,3.606284159193089e-05,0.003751278596995849,4.243652019978936e-06,0.11312548269215572,-0.000913637266455436,0.4035875731001658,1.0
NR_both,R_only,NR_both_minus_R_only,24,N_t,aligned,zero,17383,0.0008146116052508966,0.011535220907778341,0.00038258407144121665,0.00038258407144121665,0.0008396591383791716,-2.504753312827497e-05,-2.9830596706927115,0.0007202715800019369,0.012255492487780278,0.030366377224252655
NR_both,R_only,NR_both_minus_R_only,24,N_t,aligned,small_positive,10931,0.0016696098748513728,0.030471224273953504,0.0008779897606379207,0.0002084378536251555,0.0017097851604683794,-4.017528561700654e-05,-2.3497271204530157,0.0014840817652311059,0.03195530603918461,0.07917812184780444
NR_both,R_only,NR_both_minus_R_only,24,N_t,aligned,tail_gt_001,366,0.03147098434584497,0.3624947651848893,0.021581388140182015,-0.021569974849679416,0.031335343554275634,0.00013564079156933723,0.4328683722085058,-0.0031179906116883815,0.35937677457320094,0.890455500927943
NR_both,R_only,NR_both_minus_R_only,24,N_t,aligned,positive,11297,0.005897879808171791,0.392965989458843,0.0015487380838133775,-0.000497138764008683,0.005885605672359578,1.2274135812212657e-05,0.20854499087248346,-0.0016339088464574214,0.39133208061238556,0.9696336227757475
NR_both,R_only,NR_both_minus_R_only,24,R_t,source,all,28680,0.0034904335913754463,0.34941207248840406,0.0009168035247756344,4.117972955495236e-05,0.0034904335913754463,0.0,0.0,0.0,0.34941207248840406,1.0
NR_both,R_only,NR_both_minus_R_only,24,R_t,source,zero,15128,0.0009248943969720083,0.01294093967788365,0.0004216756169799506,0.0004216756169799506,0.0009248943969720083,0.0,0.0,0.0,0.01294093967788365,0.03703632672369419
NR_both,R_only,NR_both_minus_R_only,24,R_t,source,small_positive,13195,0.001710070796846581,0.03858669440835188,0.000952213588109283,0.00016311360149707081,0.001710070796846581,0.0,0.0,0.0,0.03858669440835188,0.1104332032191946
NR_both,R_only,NR_both_minus_R_only,24,R_t,source,tail_gt_001,357,0.02888615917014086,0.29788443840216855,0.020589238268320754,-0.020589238268320754,0.02888615917014086,0.0,0.0,0.0,0.29788443840216855,0.8525304700571112
NR_both,R_only,NR_both_minus_R_only,24,R_t,source,positive,13552,0.0049827856915112805,0.33647113281052043,0.0014695112423917134,-0.00038356508928841937,0.0049827856915112805,0.0,0.0,0.0,0.33647113281052043,0.9629636732763059
NR_both,R_only,NR_both_minus_R_only,24,R_t,aligned,all,28680,0.0034466001939035774,0.34069123707495197,0.0008855263020758872,2.463584759881187e-05,0.0034466001939035774,0.0,0.0,0.0,0.34069123707495197,1.0
NR_both,R_only,NR_both_minus_R_only,24,R_t,aligned,zero,15128,0.0007991005175535467,0.009660160446870951,0.00040470265179028207,0.00040470265179028207,0.0007991005175535467,0.0,0.0,0.0,0.009660160446870951,0.028354590302379037
NR_both,R_only,NR_both_minus_R_only,24,R_t,aligned,small_positive,13195,0.001591713190209155,0.03343020386009321,0.0009029909489922499,0.00014731348602886387,0.001591713190209155,0.0,0.0,0.0,0.03343020386009321,0.09812463668602835
NR_both,R_only,NR_both_minus_R_only,24,R_t,aligned,tail_gt_001,357,0.02887240707156936,0.2976008727679878,0.020615089790757206,-0.020615089790757206,0.02887240707156936,0.0,0.0,0.0,0.2976008727679878,0.8735207730115926
NR_both,R_only,NR_both_minus_R_only,24,R_t,aligned,positive,13552,0.004942340775056171,0.331031076628081,0.0014222662800511406,-0.0003996299887211823,0.004942340775056171,0.0,0.0,0.0,0.331031076628081,0.9716454096976209
N_only,B0,N_only_minus_B0,48,N_t,source,all,22944,0.0034787655866815458,0.2776639288024389,0.0006693169615643348,1.9492325763659062e-05,0.0034787655866815458,0.0,0.0,0.0,0.2776639288024389,1.0
N_only,B0,N_only_minus_B0,48,N_t,source,zero,14275,0.0007235966462191683,0.007474277319140193,0.0003184528213012633,0.0003184528213012633,0.0007235966462191683,0.0,0.0,0.0,0.007474277319140193,0.026918431037753657
N_only,B0,N_only_minus_B0,48,N_t,source,small_positive,8467,0.0014765746253139068,0.018460368308431695,0.0007245393537308998,6.821040891258919e-05,0.0014765746253139068,0.0,0.0,0.0,0.018460368308431695,0.06648457503303017
N_only,B0,N_only_minus_B0,48,N_t,source,tail_gt_001,202,0.0353013394954442,0.251729283174867,0.02314960214859918,-0.02314960214859918,0.0353013394954442,0.0,0.0,0.0,0.251729283174867,0.9065969939292161
N_only,B0,N_only_minus_B0,48,N_t,source,positive,8669,0.005582771516994939,0.2701896514832987,0.0012470751346241277,-0.00047279756624225865,0.005582771516994939,0.0,0.0,0.0,0.2701896514832987,0.9730815689622464
N_only,B0,N_only_minus_B0,48,N_t,aligned,all,22944,0.003461136943491846,0.27485693539616396,0.0006708516134951279,4.052669747659212e-05,0.00345547652882615,5.660414665696091e-06,0.16380995843774393,-0.000898278257301377,0.2739586571388626,1.0
N_only,B0,N_only_minus_B0,48,N_t,aligned,zero,14275,0.0006728441491165727,0.006462567279480778,0.00032401244261648295,0.00032401244261648295,0.00068795121082965,-1.5107061713077238e-05,-2.195949578293288,0.0002934600180995086,0.006756027297580286,0.024660754904181875
N_only,B0,N_only_minus_B0,48,N_t,aligned,small_positive,8467,0.0014200573155844307,0.017074237054406326,0.0007224965971566669,0.00011247577105885279,0.001441716896475308,-2.1659580890877328e-05,-1.5023463305334328,0.0005248255559278034,0.01759906261033413,0.06423984842871243
N_only,B0,N_only_minus_B0,48,N_t,aligned,tail_gt_001,202,0.03527263903742867,0.2513201310622769,0.023016649077012,-0.023008739727736004,0.03515197325777864,0.000120665779650031,0.34326886506528265,-0.0017165638313287324,0.24960356723094818,0.9110993966671057
N_only,B0,N_only_minus_B0,48,N_t,aligned,positive,8669,0.005564193156768791,0.2683943681166832,0.0012419819819681533,-0.00042628135557127303,0.005551826207184178,1.2366949584612964e-05,0.22275462384988565,-0.001191738275400922,0.2672026298412823,0.9753392450958182
N_only,B0,N_only_minus_B0,48,R_t,source,all,22944,0.0032893088786272854,0.2482438217150297,0.0007493889952704074,-2.0667648379584695e-06,0.0032893088786272854,0.0,0.0,0.0,0.2482438217150297,1.0
N_only,B0,N_only_minus_B0,48,R_t,source,zero,12520,0.0007442624710711965,0.006935161355579444,0.0003623757600417739,0.0003623757600417739,0.0007442624710711965,0.0,0.0,0.0,0.006935161355579444,0.027936894089314452
N_only,B0,N_only_minus_B0,48,R_t,source,small_positive,10207,0.001444428065315505,0.021295603452936244,0.0007686581328177577,2.2237548929679293e-05,0.001444428065315505,0.0,0.0,0.0,0.021295603452936244,0.08578502903239392
N_only,B0,N_only_minus_B0,48,R_t,source,tail_gt_001,217,0.03184156175297827,0.22001305690651407,0.022172087696268963,-0.022172087696268963,0.03184156175297827,0.0,0.0,0.0,0.22001305690651407,0.8862780768782919
N_only,B0,N_only_minus_B0,48,R_t,source,positive,10424,0.004811375506358441,0.2413086603594503,0.0012142207014352664,-0.0004397893676290416,0.004811375506358441,0.0,0.0,0.0,0.2413086603594503,0.9720631059106858
N_only,B0,N_only_minus_B0,48,R_t,aligned,all,22944,0.003291675598442269,0.24860118246200488,0.0007630773875164885,2.84680377479859e-05,0.003291675598442269,0.0,0.0,0.0,0.24860118246200488,1.0
N_only,B0,N_only_minus_B0,48,R_t,aligned,zero,12520,0.0007361551495720212,0.00678489354110239,0.00037815939623184316,0.00037815939623184316,0.0007361551495720212,0.0,0.0,0.0,0.00678489354110239,0.027292281854449197
N_only,B0,N_only_minus_B0,48,R_t,aligned,small_positive,10207,0.001425962186265589,0.020754588775021864,0.0007787694483883941,7.281348054496037e-05,0.001425962186265589,0.0,0.0,0.0,0.020754588775021864,0.08348547890834712
N_only,B0,N_only_minus_B0,48,R_t,aligned,tail_gt_001,217,0.03191735440466516,0.22106170014588067,0.02223314368043916,-0.02223314368043916,0.03191735440466516,0.0,0.0,0.0,0.22106170014588067,0.8892222392372038
N_only,B0,N_only_minus_B0,48,R_t,aligned,positive,10424,0.004816433568695015,0.2418162889209025,0.0012253925497271332,-0.0003915373160718426,0.004816433568695015,0.0,0.0,0.0,0.2418162889209025,0.9727077181455509
R_only,B0,R_only_minus_B0,48,N_t,source,all,22944,0.0034787655866815458,0.2776639288024389,0.0006693169615643348,1.9492325763659062e-05,0.0034787655866815458,0.0,0.0,0.0,0.2776639288024389,1.0
R_only,B0,R_only_minus_B0,48,N_t,source,zero,14275,0.0007235966462191683,0.007474277319140193,0.0003184528213012633,0.0003184528213012633,0.0007235966462191683,0.0,0.0,0.0,0.007474277319140193,0.026918431037753657
R_only,B0,R_only_minus_B0,48,N_t,source,small_positive,8467,0.0014765746253139068,0.018460368308431695,0.0007245393537308998,6.821040891258919e-05,0.0014765746253139068,0.0,0.0,0.0,0.018460368308431695,0.06648457503303017
R_only,B0,R_only_minus_B0,48,N_t,source,tail_gt_001,202,0.0353013394954442,0.251729283174867,0.02314960214859918,-0.02314960214859918,0.0353013394954442,0.0,0.0,0.0,0.251729283174867,0.9065969939292161
R_only,B0,R_only_minus_B0,48,N_t,source,positive,8669,0.005582771516994939,0.2701896514832987,0.0012470751346241277,-0.00047279756624225865,0.005582771516994939,0.0,0.0,0.0,0.2701896514832987,0.9730815689622464
R_only,B0,R_only_minus_B0,48,N_t,aligned,all,22944,0.00345547652882615,0.2739586571388626,0.0006780784321407472,5.04093323061344e-05,0.00345547652882615,0.0,0.0,0.0,0.2739586571388626,1.0
R_only,B0,R_only_minus_B0,48,N_t,aligned,zero,14275,0.00068795121082965,0.006756027297580286,0.00033367990966741147,0.00033367990966741147,0.00068795121082965,0.0,0.0,0.0,0.006756027297580286,0.024660754904181875
R_only,B0,R_only_minus_B0,48,N_t,aligned,small_positive,8467,0.001441716896475308,0.01759906261033413,0.0007288022213844662,0.00011951718631377199,0.001441716896475308,0.0,0.0,0.0,0.01759906261033413,0.06423984842871243
R_only,B0,R_only_minus_B0,48,N_t,aligned,tail_gt_001,202,0.03515197325777864,0.24960356723094818,0.022890012020162026,-0.022864559438559695,0.03515197325777864,0.0,0.0,0.0,0.24960356723094818,0.9110993966671057
R_only,B0,R_only_minus_B0,48,N_t,aligned,positive,8669,0.005551826207184178,0.2672026298412823,0.001245189853101281,-0.0004160444099746627,0.005551826207184178,0.0,0.0,0.0,0.2672026298412823,0.9753392450958182
R_only,B0,R_only_minus_B0,48,R_t,source,all,22944,0.0032893088786272854,0.2482438217150297,0.0007493889952704074,-2.0667648379584695e-06,0.0032893088786272854,0.0,0.0,0.0,0.2482438217150297,1.0
R_only,B0,R_only_minus_B0,48,R_t,source,zero,12520,0.0007442624710711965,0.006935161355579444,0.0003623757600417739,0.0003623757600417739,0.0007442624710711965,0.0,0.0,0.0,0.006935161355579444,0.027936894089314452
R_only,B0,R_only_minus_B0,48,R_t,source,small_positive,10207,0.001444428065315505,0.021295603452936244,0.0007686581328177577,2.2237548929679293e-05,0.001444428065315505,0.0,0.0,0.0,0.021295603452936244,0.08578502903239392
R_only,B0,R_only_minus_B0,48,R_t,source,tail_gt_001,217,0.03184156175297827,0.22001305690651407,0.022172087696268963,-0.022172087696268963,0.03184156175297827,0.0,0.0,0.0,0.22001305690651407,0.8862780768782919
R_only,B0,R_only_minus_B0,48,R_t,source,positive,10424,0.004811375506358441,0.2413086603594503,0.0012142207014352664,-0.0004397893676290416,0.004811375506358441,0.0,0.0,0.0,0.2413086603594503,0.9720631059106858
R_only,B0,R_only_minus_B0,48,R_t,aligned,all,22944,0.0032818912301650384,0.2471254657099748,0.0007531277352493694,1.9312669358437947e-05,0.003291675598442269,-9.78436827723042e-06,-0.297245824645076,0.001475716752030093,0.24860118246200488,1.0
R_only,B0,R_only_minus_B0,48,R_t,aligned,zero,12520,0.000707099875935324,0.006259877736537838,0.00036547805618829666,0.00036547805618829666,0.0007361551495720212,-2.905527363669712e-05,-3.946895386602811,0.0005250158045645515,0.00678489354110239,0.027292281854449197
R_only,B0,R_only_minus_B0,48,R_t,aligned,small_positive,10207,0.0014161485482293138,0.020469900785624894,0.0007726352379540768,6.711220168211256e-05,0.001425962186265589,-9.813638036275081e-06,-0.6882116602247135,0.00028468798939696935,0.020754588775021864,0.08348547890834712
R_only,B0,R_only_minus_B0,48,R_t,aligned,tail_gt_001,217,0.03186923795848331,0.22039568718781205,0.02220133465569952,-0.02220133465569952,0.03191735440466516,-4.811644618184924e-05,-0.1507532409227963,0.000666012958068618,0.22106170014588067,0.8892222392372038
R_only,B0,R_only_minus_B0,48,R_t,aligned,positive,10424,0.0048069563382317744,0.24086558797343693,0.001218723857836153,-0.0003964577300189441,0.004816433568695015,-9.477230463240428e-06,-0.19676863239304065,0.000950700947465577,0.2418162889209025,0.9727077181455509
NR_both,B0,NR_both_minus_B0,48,N_t,source,all,22944,0.0034787655866815458,0.2776639288024389,0.0006693169615643348,1.9492325763659062e-05,0.0034787655866815458,0.0,0.0,0.0,0.2776639288024389,1.0
NR_both,B0,NR_both_minus_B0,48,N_t,source,zero,14275,0.0007235966462191683,0.007474277319140193,0.0003184528213012633,0.0003184528213012633,0.0007235966462191683,0.0,0.0,0.0,0.007474277319140193,0.026918431037753657
NR_both,B0,NR_both_minus_B0,48,N_t,source,small_positive,8467,0.0014765746253139068,0.018460368308431695,0.0007245393537308998,6.821040891258919e-05,0.0014765746253139068,0.0,0.0,0.0,0.018460368308431695,0.06648457503303017
NR_both,B0,NR_both_minus_B0,48,N_t,source,tail_gt_001,202,0.0353013394954442,0.251729283174867,0.02314960214859918,-0.02314960214859918,0.0353013394954442,0.0,0.0,0.0,0.251729283174867,0.9065969939292161
NR_both,B0,NR_both_minus_B0,48,N_t,source,positive,8669,0.005582771516994939,0.2701896514832987,0.0012470751346241277,-0.00047279756624225865,0.005582771516994939,0.0,0.0,0.0,0.2701896514832987,0.9730815689622464
NR_both,B0,NR_both_minus_B0,48,N_t,aligned,all,22944,0.003461136943491846,0.27485693539616396,0.0006708516134951279,4.052669747659212e-05,0.00345547652882615,5.660414665696091e-06,0.16380995843774393,-0.000898278257301377,0.2739586571388626,1.0
NR_both,B0,NR_both_minus_B0,48,N_t,aligned,zero,14275,0.0006728441491165727,0.006462567279480778,0.00032401244261648295,0.00032401244261648295,0.00068795121082965,-1.5107061713077238e-05,-2.195949578293288,0.0002934600180995086,0.006756027297580286,0.024660754904181875
NR_both,B0,NR_both_minus_B0,48,N_t,aligned,small_positive,8467,0.0014200573155844307,0.017074237054406326,0.0007224965971566669,0.00011247577105885279,0.001441716896475308,-2.1659580890877328e-05,-1.5023463305334328,0.0005248255559278034,0.01759906261033413,0.06423984842871243
NR_both,B0,NR_both_minus_B0,48,N_t,aligned,tail_gt_001,202,0.03527263903742867,0.2513201310622769,0.023016649077012,-0.023008739727736004,0.03515197325777864,0.000120665779650031,0.34326886506528265,-0.0017165638313287324,0.24960356723094818,0.9110993966671057
