comparison,horizon,model,fold,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
G_minus_B,osi_target_t01h,C0_direct_osi,0,6864,0.010908669479917915,0.0036067505405420965,0.8168096152588438,-0.0016100260355175467,0.010908669479917915,0.0036067505405420965,0.8168096152588438,-0.0016100260355175467,0.0,0.0,0.0,0
G_minus_B,osi_target_t01h,C0_direct_osi,1,6864,0.012968352770499488,0.003966157013020463,1.1543749834539556,0.0016841117657361174,0.012968352770499488,0.003966157013020463,1.1543749834539556,0.0016841117657361174,0.0,0.0,0.0,0
G_minus_B,osi_target_t01h,C0_direct_osi,2,6864,0.00836729798860516,0.0031736421525487657,0.480560141525116,0.0007400272301763527,0.00836729798860516,0.0031736421525487657,0.480560141525116,0.0007400272301763527,0.0,0.0,0.0,0
G_minus_B,osi_target_t01h,C0_direct_osi,3,6721,0.01563367733007568,0.0034489654590134713,1.6426921571722586,-0.0002367188822756768,0.01563367733007568,0.0034489654590134713,1.6426921571722586,-0.0002367188822756768,0.0,0.0,0.0,0
G_minus_B,osi_target_t01h,C0_direct_osi,4,6864,0.01463456794879279,0.004275503629540471,1.470066854584327,-0.0012597124178046456,0.01463456794879279,0.004275503629540471,1.470066854584327,-0.0012597124178046456,0.0,0.0,0.0,0
G_minus_A,osi_target_t01h,C0_direct_osi,0,6864,0.010908669479917915,0.0036067505405420965,0.8168096152588438,-0.0016100260355175467,0.010908669479917915,0.0036067505405420965,0.8168096152588438,-0.0016100260355175467,0.0,0.0,0.0,0
G_minus_A,osi_target_t01h,C0_direct_osi,1,6864,0.012968352770499488,0.003966157013020463,1.1543749834539556,0.0016841117657361174,0.012968352770499488,0.003966157013020463,1.1543749834539556,0.0016841117657361174,0.0,0.0,0.0,0
G_minus_A,osi_target_t01h,C0_direct_osi,2,6864,0.00836729798860516,0.0031736421525487657,0.480560141525116,0.0007400272301763527,0.00836729798860516,0.0031736421525487657,0.480560141525116,0.0007400272301763527,0.0,0.0,0.0,0
G_minus_A,osi_target_t01h,C0_direct_osi,3,6721,0.01563367733007568,0.0034489654590134713,1.6426921571722586,-0.0002367188822756768,0.01563367733007568,0.0034489654590134713,1.6426921571722586,-0.0002367188822756768,0.0,0.0,0.0,0
G_minus_A,osi_target_t01h,C0_direct_osi,4,6864,0.01463456794879279,0.004275503629540471,1.470066854584327,-0.0012597124178046456,0.01463456794879279,0.004275503629540471,1.470066854584327,-0.0012597124178046456,0.0,0.0,0.0,0
G_minus_C,osi_target_t01h,C0_direct_osi,0,6864,0.010908669479917915,0.0036067505405420965,0.8168096152588438,-0.0016100260355175467,0.010908669479917915,0.0036067505405420965,0.8168096152588438,-0.0016100260355175467,0.0,0.0,0.0,0
G_minus_C,osi_target_t01h,C0_direct_osi,1,6864,0.012968352770499488,0.003966157013020463,1.1543749834539556,0.0016841117657361174,0.012968352770499488,0.003966157013020463,1.1543749834539556,0.0016841117657361174,0.0,0.0,0.0,0
G_minus_C,osi_target_t01h,C0_direct_osi,2,6864,0.00836729798860516,0.0031736421525487657,0.480560141525116,0.0007400272301763527,0.00836729798860516,0.0031736421525487657,0.480560141525116,0.0007400272301763527,0.0,0.0,0.0,0
G_minus_C,osi_target_t01h,C0_direct_osi,3,6721,0.01563367733007568,0.0034489654590134713,1.6426921571722586,-0.0002367188822756768,0.01563367733007568,0.0034489654590134713,1.6426921571722586,-0.0002367188822756768,0.0,0.0,0.0,0
G_minus_C,osi_target_t01h,C0_direct_osi,4,6864,0.01463456794879279,0.004275503629540471,1.470066854584327,-0.0012597124178046456,0.01463456794879279,0.004275503629540471,1.470066854584327,-0.0012597124178046456,0.0,0.0,0.0,0
G_minus_B,osi_target_t01h,C1_component_osi,0,6864,0.010889120881593908,0.003555458192686297,0.8138847533316922,-0.0015930154316979802,0.010830381914736845,0.003529859362864504,0.8051277914844206,-0.0016002863509759664,-5.8738966857062314e-05,-0.5394279987868456,0.008756961847271594,130
G_minus_B,osi_target_t01h,C1_component_osi,1,6864,0.012331604562617081,0.003785887182186191,1.0437979855532378,0.0015454781564062557,0.012114459177944159,0.003761585734552354,1.0073614717388542,0.0015266030270119138,-0.00021714538467292217,-1.7608850784203045,0.03643651381438362,106
G_minus_B,osi_target_t01h,C1_component_osi,2,6864,0.008327972437791905,0.003185479287122632,0.476053577482603,0.0007790025728693326,0.008305712768268903,0.003177649532316595,0.47351211053879366,0.0007914256891222167,-2.2259669523001444e-05,-0.26728798263053744,0.0025414669438093562,135
G_minus_B,osi_target_t01h,C1_component_osi,3,6721,0.015650260263230024,0.0034002811518639296,1.64617887382825,-0.0003077384786201366,0.015667149619374984,0.0034007350529571562,1.6497338183335208,-0.00030978238218339066,1.6889356144959844e-05,0.10791741390168141,-0.0035549445052709405,124
G_minus_B,osi_target_t01h,C1_component_osi,4,6864,0.014210130782559161,0.0041291590206346636,1.386032534909437,-0.0011851180261762532,0.013765279508417232,0.004095549848639801,1.3006107625014596,-0.0011506815210063001,-0.0004448512741419292,-3.1305220264961853,0.08542177240797733,128
G_minus_A,osi_target_t01h,C1_component_osi,0,6864,0.010888843199015686,0.003555715533171556,0.8138432442443171,-0.0015947996242682409,0.010830381914736845,0.003529859362864504,0.8051277914844206,-0.0016002863509759664,-5.846128427884102e-05,-0.5368915982197797,0.008715452759896491,133
G_minus_A,osi_target_t01h,C1_component_osi,1,6864,0.012331581396880972,0.0037859031380746634,1.0437940638695915,0.0015449355055599419,0.012114459177944159,0.003761585734552354,1.0073614717388542,0.0015266030270119138,-0.00021712221893681327,-1.7607005293881484,0.03643259213073735,111
G_minus_A,osi_target_t01h,C1_component_osi,2,6864,0.008328077249583704,0.0031860074523444347,0.47606556031343106,0.0007776767135399661,0.008305712768268903,0.003177649532316595,0.47351211053879366,0.0007914256891222167,-2.2364481314800927e-05,-0.26854315401455553,0.002553449774637395,143
G_minus_A,osi_target_t01h,C1_component_osi,3,6721,0.01565026307842955,0.0034003676642629845,1.646179466064075,-0.00030789002603360985,0.015667149619374984,0.0034007350529571562,1.6497338183335208,-0.00030978238218339066,1.6886540945434958e-05,0.1078994062962968,-0.003554352269445893,124
G_minus_A,osi_target_t01h,C1_component_osi,4,6864,0.014333656907398299,0.004136927139450059,1.4102343364069436,-0.0011937438358059665,0.013765279508417232,0.004095549848639801,1.3006107625014596,-0.0011506815210063001,-0.000568377398981067,-3.965334196660586,0.10962357390548405,132
G_minus_C,osi_target_t01h,C1_component_osi,0,6864,0.010747989069842609,0.0034943676958948122,0.7929242627280113,-0.001654060989476105,0.010830381914736845,0.003529859362864504,0.8051277914844206,-0.0016002863509759664,8.239284489423675e-05,0.7665884693297542,-0.012203528756409288,2926
G_minus_C,osi_target_t01h,C1_component_osi,1,6864,0.01239374295630424,0.003813363993122028,1.0543437897010828,0.001579416554277913,0.012114459177944159,0.003761585734552354,1.0073614717388542,0.0015266030270119138,-0.0002792837783600812,-2.2534256143985965,0.046982317962228626,3202
G_minus_C,osi_target_t01h,C1_component_osi,2,6864,0.00838602719971523,0.0032119370125877544,0.48271390386211205,0.0008132387522097119,0.008305712768268903,0.003177649532316595,0.47351211053879366,0.0007914256891222167,-8.031443144632631e-05,-0.95771727820122,0.009201793323318386,3561
G_minus_C,osi_target_t01h,C1_component_osi,3,6721,0.015803891250791565,0.0034638464151889375,1.6786569796198731,-0.00028474196486179146,0.015667149619374984,0.0034007350529571562,1.6497338183335208,-0.00030978238218339066,-0.00013674163141658147,-0.8652402705550899,0.028923161286352306,3426
G_minus_C,osi_target_t01h,C1_component_osi,4,6864,0.01385679498528016,0.004129684092187245,1.3179619065006822,-0.0010954255890940677,0.013765279508417232,0.004095549848639801,1.3006107625014596,-0.0011506815210063001,-9.151547686292796e-05,-0.660437546778625,0.017351143999222662,3264
G_minus_B,osi_target_t01h,C2_equal_blend,0,6864,0.010878840234275789,0.0035587701909221966,0.8123486674816498,-0.0016139096980755338,0.010843494810737148,0.0035441657987273162,0.8070785903327584,-0.0016177093869550222,-3.5345423538640786e-05,-0.32490065831906056,0.005270077148891383,127
G_minus_B,osi_target_t01h,C2_equal_blend,1,6864,0.012619632877820848,0.0038475391235986323,1.0931272395767855,0.0016034548029627707,0.01250623365655627,0.0038357321206934926,1.0735699621896218,0.0015940713878200346,-0.00011339922126457798,-0.8985936624501867,0.01955727738716373,103
G_minus_B,osi_target_t01h,C2_equal_blend,2,6864,0.008314279936646223,0.0031547132712080937,0.47448944993679665,0.0007487438083631418,0.008302020158126306,0.003150608044308775,0.47309116967754145,0.0007550399525602605,-1.225977851991751e-05,-0.14745448329062105,0.0013982802592552024,126
G_minus_B,osi_target_t01h,C2_equal_blend,3,6721,0.01562877221771289,0.003398476956672737,1.6416615198638294,-0.0002842635147140182,0.01563668428350046,0.003397546602918399,1.6433241228615503,-0.0002855693447903069,7.912065787572115e-06,0.050624999055304265,-0.001662602997720919,123
G_minus_B,osi_target_t01h,C2_equal_blend,4,6864,0.014394429444010036,0.004175734474046697,1.4222180476635542,-0.0012298846331941563,0.014151013190602553,0.004158968437874772,1.3745240605366493,-0.0012127987753062126,-0.00024341625340748227,-1.6910448194858874,0.04769398712690487,127
G_minus_A,osi_target_t01h,C2_equal_blend,0,6864,0.010878740784183825,0.003558948625262769,0.8123338152035244,-0.0016148017943606642,0.010843494810737148,0.0035441657987273162,0.8070785903327584,-0.0016177093869550222,-3.5245973446677153e-05,-0.32398945931242373,0.005255224870766018,130
G_minus_A,osi_target_t01h,C2_equal_blend,1,6864,0.012619607654337615,0.003847484455917468,1.0931228698063948,0.0016032228132661936,0.01250623365655627,0.0038357321206934926,1.0735699621896218,0.0015940713878200346,-0.00011337399778134534,-0.8983955831810331,0.019552907616773085,107
G_minus_A,osi_target_t01h,C2_equal_blend,2,6864,0.008314406302993472,0.0031551372195983154,0.474503873303512,0.0007480922893504732,0.008302020158126306,0.003150608044308775,0.47309116967754145,0.0007550399525602605,-1.2386144867166521e-05,-0.14897209031878855,0.0014127036259705683,134
G_minus_A,osi_target_t01h,C2_equal_blend,3,6721,0.01562877221771289,0.003398476956672737,1.6416615198638294,-0.0002842635147140182,0.01563668428350046,0.003397546602918399,1.6433241228615503,-0.0002855693447903069,7.912065787572115e-06,0.050624999055304265,-0.001662602997720919,123
G_minus_A,osi_target_t01h,C2_equal_blend,4,6864,0.014458247353232359,0.004179872258159729,1.4348568510430475,-0.001234197538009013,0.014151013190602553,0.004158968437874772,1.3745240605366493,-0.0012127987753062126,-0.00030723416262980544,-2.1249751447994014,0.06033279050639817,131
G_minus_C,osi_target_t01h,C2_equal_blend,0,6864,0.010797940390354676,0.0035283119498248083,0.8003116264479535,-0.0016447239492425303,0.010843494810737148,0.0035441657987273162,0.8070785903327584,-0.0016177093869550222,4.555442038247162e-05,0.421880643304573,-0.006766963884804911,2856
G_minus_C,osi_target_t01h,C2_equal_blend,1,6864,0.012640739447580823,0.0038599117948424837,1.0967868485170804,0.0016206122890479885,0.01250623365655627,0.0038357321206934926,1.0735699621896218,0.0015940713878200346,-0.0001345057910245532,-1.0640658450585705,0.023216886327458663,3125
G_minus_C,osi_target_t01h,C2_equal_blend,2,6864,0.008333513137825859,0.0031640998273915004,0.47668723652252226,0.0007657785892284859,0.008302020158126306,0.003150608044308775,0.47309116967754145,0.0007550399525602605,-3.1492979699553406e-05,-0.37790760245648425,0.0035960668449808164,3487
