space,horizon,comparison,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
raw_D1,osi_target_t01h,G_minus_B,34177,0.017916634952049714,0.005337988882091109,10.971015500187207,-7.598713290387676e-05,0.01747116689085798,0.005279284346511754,10.432244641996707,-6.158302860147692e-05,-0.0004454680611917332,-2.486337765902691,0.5387708581904995,748
raw_D1,osi_target_t01h,G_minus_A,34177,0.018025750397208582,0.005347997349015246,11.10505322990052,-8.599560044246262e-05,0.01747116689085798,0.005279284346511754,10.432244641996707,-6.158302860147692e-05,-0.0005545835063506012,-3.076618138662801,0.6728085879038126,784
raw_D1,osi_target_t01h,G_minus_C,34177,0.018025003219205,0.005408645024203529,11.104132626946186,1.2851593393923809e-05,0.01747116689085798,0.005279284346511754,10.432244641996707,-6.158302860147692e-05,-0.0005538363283470182,-3.072600440686335,0.6718879849494783,30469
aligned_D1,osi_target_t01h,G_minus_B,34177,0.018192839353944237,0.005375058704282549,11.311883082251594,-4.337564286351249e-05,0.017754302810350647,0.005316354168703194,10.773112224061094,-2.8971538561112588e-05,-0.00043853654359359007,-2.410489836477969,0.5387708581904995,748
aligned_D1,osi_target_t01h,G_minus_A,34177,0.018300308006584973,0.005385067171206686,11.445920811964907,-5.338411040209822e-05,0.017754302810350647,0.005316354168703194,10.773112224061094,-2.8971538561112588e-05,-0.0005460051962343261,-2.9835847355020317,0.6728085879038126,784
aligned_D1,osi_target_t01h,G_minus_C,34177,0.018047282923263144,0.005375706364729839,11.131599993519867,-1.551800989001786e-05,0.017754302810350647,0.005316354168703194,10.773112224061094,-2.8971538561112588e-05,-0.00029298011291249704,-1.6234028920488752,0.3584877694587725,30469
aligned_D6,osi_target_t06h,G_minus_B,32982,0.01696587658112476,0.005156954704047238,9.493570812049615,-6.303379112733968e-05,0.01696587658112476,0.005156954704047238,9.493570812049615,-6.303379112733968e-05,0.0,0.0,0.0,0
aligned_D6,osi_target_t06h,G_minus_A,32982,0.01696587658112476,0.005156954704047238,9.493570812049615,-6.303379112733968e-05,0.01696587658112476,0.005156954704047238,9.493570812049615,-6.303379112733968e-05,0.0,0.0,0.0,0
aligned_D6,osi_target_t06h,G_minus_C,32982,0.01723174290134019,0.005216398552676573,9.793442999448782,-3.574632316653301e-05,0.01696587658112476,0.005156954704047238,9.493570812049615,-6.303379112733968e-05,-0.0002658663202154306,-1.5428869948770685,0.299872187399167,30100
