case,horizon,space,P71_group,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
B0,osi_target_t48h,component_clipped,.01<=p<.1,5856,0.011819436195316968,0.003306045506210644,0.8180777654865887,0.000675549432019518,0.011819436195316968,0.0,0.0,0.0
B0,osi_target_t48h,component_clipped,.1<=p<.5,3456,0.008954253481607003,0.003685351466003394,0.2770974331068826,0.00018540188578526834,0.008954253481607003,0.0,0.0,0.0
B0,osi_target_t48h,component_clipped,.5<=p<=1,192,0.007644089322720343,0.004868432856129282,0.011218963502155612,-0.003147953325415167,0.007644089322720343,0.0,0.0,0.0
B0,osi_target_t48h,aligned,p=0,5088,0.01570317597019333,0.0038434307349105444,1.2546485744827622,-0.0007321455077863822,0.01570317597019333,0.0,0.0,0.0
B0,osi_target_t48h,aligned,0<p<.01,8352,0.01192503806036217,0.0031303633420618486,1.1877089614535532,-0.0002443558055596223,0.01192503806036217,0.0,0.0,0.0
B0,osi_target_t48h,aligned,.01<=p<.1,5856,0.011589019331396612,0.0033495916622848392,0.7864922412357644,0.0008642130006239992,0.011589019331396612,0.0,0.0,0.0
B0,osi_target_t48h,aligned,.1<=p<.5,3456,0.008466041792518494,0.0038625460767357854,0.24770487271450667,0.0008849793488723852,0.008466041792518494,0.0,0.0,0.0
B0,osi_target_t48h,aligned,.5<=p<=1,192,0.006833630556821861,0.004418925356104039,0.008966113264728855,-0.001543215681778353,0.006833630556821861,0.0,0.0,0.0
NB_P06,osi_target_t01h,component_clipped,p=0,7579,0.015801984222593383,0.003830069040133475,1.8924968040074925,-0.00047086896137930396,0.015801984222593383,0.0,0.0,0.0
NB_P06,osi_target_t01h,component_clipped,0<p<.01,12441,0.011914002929454506,0.003158726775266141,1.7659186580557518,-0.0002871476903313053,0.011914002929454506,0.0,0.0,0.0
NB_P06,osi_target_t01h,component_clipped,.01<=p<.1,8723,0.013718099875019143,0.0051264517298555985,1.6415487824508652,0.001020011575014584,0.013718099875019143,0.0,0.0,0.0
NB_P06,osi_target_t01h,component_clipped,.1<=p<.5,5148,0.031505862123289055,0.011438188630750095,5.110004404181992,-0.0004728526327843452,0.031505862123289055,0.0,0.0,0.0
NB_P06,osi_target_t01h,component_clipped,.5<=p<=1,286,0.041544205317156566,0.02256253956635589,0.49361340469414117,0.005626361763222023,0.041544205317156566,0.0,0.0,0.0
NB_P06,osi_target_t01h,aligned,p=0,7579,0.015254968018701987,0.003798970080494422,1.7637397792780312,-0.00033292400963505573,0.015210819424871198,4.414859383078916e-05,0.2902446778021872,-0.010193919279231967
NB_P06,osi_target_t01h,aligned,0<p<.01,12441,0.011712109338647156,0.003154309983987568,1.7065755777008587,-0.00016070384098270076,0.011683469848111621,2.863949053553451e-05,0.24512829585607854,-0.008335936148003764
NB_P06,osi_target_t01h,aligned,.01<=p<.1,8723,0.013349490062559215,0.004971840462768226,1.5545161032475936,0.0009823663113733357,0.013377881664377334,-2.8391601818118783e-05,-0.21222793361762582,0.006619299349330587
NB_P06,osi_target_t01h,aligned,.1<=p<.5,5148,0.03132791460829056,0.01097430632218968,5.052444027109968,-0.0009594489735279843,0.031428953159886794,-0.00010103855159623171,-0.32148239580944704,0.03264276283732226
NB_P06,osi_target_t01h,aligned,.5<=p<=1,286,0.03666519882810155,0.019354497065067214,0.3844803262598067,0.0035577149057267146,0.03679345763946033,-0.00012825881135877792,-0.3485913517984329,0.002694611909287048
NB_P06,osi_target_t06h,component_clipped,p=0,7314,0.01593358759803794,0.0038925152349982162,1.8568725693261654,-0.000555716663211266,0.015775061320538034,0.00015852627749990758,1.0049170287123932,-0.03676494792366425
NB_P06,osi_target_t06h,component_clipped,0<p<.01,12006,0.01246132017624748,0.003259974216677754,1.8643457134226402,-0.00031246476377362457,0.012352394183462033,0.0001089259927854469,0.8818208937283023,-0.03245051880673833
NB_P06,osi_target_t06h,component_clipped,.01<=p<.1,8418,0.01262346768658769,0.004737110705266233,1.341424600904136,0.0011386260434912666,0.012784073514614904,-0.00016060582802721393,-1.256296186372896,0.03435048400460872
NB_P06,osi_target_t06h,component_clipped,.1<=p<.5,4968,0.024557448377397897,0.010150102556608118,2.9960431693769385,-4.227504858742448e-06,0.025314590866833346,-0.0007571424894354493,-2.9909331476790424,0.18759287205470798
NB_P06,osi_target_t06h,component_clipped,.5<=p<=1,276,0.03842071760229069,0.019872421223149868,0.4074178253366916,0.0013557605860123737,0.04235555595825761,-0.003934838355966919,-9.290017016527408,0.08772427593044169
NB_P06,osi_target_t06h,aligned,p=0,7314,0.015498289790481502,0.0038819917737537898,1.7568007587471415,-0.00039844478171988785,0.015453259594168363,4.503019631313908e-05,0.2913961034481938,-0.010193919279232189
NB_P06,osi_target_t06h,aligned,0<p<.01,12006,0.011862711257705588,0.003164921465129059,1.689531364114641,-0.00023156406853472715,0.01183341050564554,2.9300752060047383e-05,0.24761037442306844,-0.008335936148003542
NB_P06,osi_target_t06h,aligned,.01<=p<.1,8418,0.012517925576018765,0.004613240527613679,1.319087642397737,0.0010074454672115473,0.01254929430557582,-3.136872955705576e-05,-0.24996409194991687,0.0066192993493310315
NB_P06,osi_target_t06h,aligned,.1<=p<.5,4968,0.02452108926584194,0.009863475606279263,2.9871780117158755,-0.0004630495411715624,0.024654703876121547,-0.00013361461027960528,-0.5419436832458269,0.03264276283732226
NB_P06,osi_target_t06h,aligned,.5<=p<=1,276,0.036228488155942574,0.01868745041135626,0.36225092572201495,0.0029307409352288317,0.03636298173545622,-0.00013449357951364482,-0.36986400205598624,0.002694611909286937
NB_P06,osi_target_t24h,component_clipped,p=0,6360,0.015471878031553497,0.004425016103498078,1.5224505024759827,-0.00018127263799395412,0.015471878031553497,0.0,0.0,0.0
NB_P06,osi_target_t24h,component_clipped,0<p<.01,10440,0.012614773398161382,0.003447170890607934,1.6613433823398627,-0.0002739953543550755,0.012614773398161382,0.0,0.0,0.0
NB_P06,osi_target_t24h,component_clipped,.01<=p<.1,7320,0.012386829927381937,0.004085479302080477,1.1231336273571566,0.0008049739554067755,0.012386829927381937,0.0,0.0,0.0
NB_P06,osi_target_t24h,component_clipped,.1<=p<.5,4320,0.014852721592596976,0.006866775120785665,0.9530064232150887,0.00016856933256543722,0.014852721592596976,0.0,0.0,0.0
NB_P06,osi_target_t24h,component_clipped,.5<=p<=1,240,0.01686317109813775,0.009898314909437012,0.06824796947641643,-0.003020038273807508,0.01686317109813775,0.0,0.0,0.0
NB_P06,osi_target_t24h,aligned,p=0,6360,0.015777552111459876,0.004166402288664918,1.5832021180057314,-0.00042361500427268037,0.015730271752918162,4.728035854171392e-05,0.30056924180563716,-0.009474499690365512
NB_P06,osi_target_t24h,aligned,0<p<.01,10440,0.012580049531677934,0.003339276080733402,1.652209826531269,-0.00036655795739780415,0.012560423372948465,1.9626158729468823e-05,0.15625395853884338,-0.005151209918775601
NB_P06,osi_target_t24h,aligned,.01<=p<.1,7320,0.012271861978588166,0.003971955723138527,1.1023817258055106,0.0008493540828605621,0.012305047626049245,-3.3185647461079354e-05,-0.26969133699918935,0.005970196815259232
NB_P06,osi_target_t24h,aligned,.1<=p<.5,4320,0.012372289740742289,0.006224947920777246,0.6612777508127481,0.0007829905433699715,0.012747113393359611,-0.00037482365261732285,-2.9404590753274396,0.04067429659613753
NB_P06,osi_target_t24h,aligned,.5<=p<=1,240,0.022979942975564664,0.012049961734474462,0.1267386669984489,-0.003393557226497431,0.02407842248883497,-0.0010984795132703076,-4.562090866956369,0.01240623609375116
NB_P06,osi_target_t48h,component_clipped,p=0,5088,0.01578495889674735,0.0039359960949824566,1.2677511504687535,-0.0006659270758382052,0.01578495889674735,0.0,0.0,0.0
NB_P06,osi_target_t48h,component_clipped,0<p<.01,8352,0.011597304138948545,0.0032184386315769614,1.1233228134087125,-6.739328737993277e-05,0.011597304138948545,0.0,0.0,0.0
NB_P06,osi_target_t48h,component_clipped,.01<=p<.1,5856,0.011819436195316968,0.003306045506210644,0.8180777654865887,0.000675549432019518,0.011819436195316968,0.0,0.0,0.0
NB_P06,osi_target_t48h,component_clipped,.1<=p<.5,3456,0.008954253481607003,0.003685351466003394,0.2770974331068826,0.00018540188578526834,0.008954253481607003,0.0,0.0,0.0
NB_P06,osi_target_t48h,component_clipped,.5<=p<=1,192,0.007644089322720343,0.004868432856129282,0.011218963502155612,-0.003147953325415167,0.007644089322720343,0.0,0.0,0.0
NB_P06,osi_target_t48h,aligned,p=0,5088,0.015764457464229928,0.0037837112866110196,1.2644601901920267,-0.0007945579486693563,0.01570317597019333,6.128149403659619e-05,0.3902490435878425,-0.009811615709264476
NB_P06,osi_target_t48h,aligned,0<p<.01,8352,0.011961881022685347,0.0031234338706636346,1.1950592631625485,-0.00025633343357462897,0.01192503806036217,3.684296232317648e-05,0.30895467282103795,-0.0073503017089953104
NB_P06,osi_target_t48h,aligned,.01<=p<.1,5856,0.011591835618065044,0.0033376640032103813,0.7868745439459897,0.0008647221084033239,0.011589019331396612,2.8162866684312837e-06,0.024301337221888097,-0.000382302710225213
NB_P06,osi_target_t48h,aligned,.1<=p<.5,3456,0.008451033290977388,0.0037971270020322662,0.24682739449607916,0.0008017578487119913,0.008466041792518494,-1.5008501541105904e-05,-0.1772788501276823,0.0008774782184275132
NB_P06,osi_target_t48h,aligned,.5<=p<=1,192,0.006547261568905725,0.0042478808411972714,0.008230393737920613,-0.001863667005074038,0.006833630556821861,-0.00028636898791613557,-4.190583402701797,0.0007357195268082421
NB_P24,osi_target_t01h,component_clipped,p=0,7579,0.015801984222593383,0.003830069040133475,1.8924968040074925,-0.00047086896137930396,0.015801984222593383,0.0,0.0,0.0
NB_P24,osi_target_t01h,component_clipped,0<p<.01,12441,0.011914002929454506,0.003158726775266141,1.7659186580557518,-0.0002871476903313053,0.011914002929454506,0.0,0.0,0.0
NB_P24,osi_target_t01h,component_clipped,.01<=p<.1,8723,0.013718099875019143,0.0051264517298555985,1.6415487824508652,0.001020011575014584,0.013718099875019143,0.0,0.0,0.0
NB_P24,osi_target_t01h,component_clipped,.1<=p<.5,5148,0.031505862123289055,0.011438188630750095,5.110004404181992,-0.0004728526327843452,0.031505862123289055,0.0,0.0,0.0
NB_P24,osi_target_t01h,component_clipped,.5<=p<=1,286,0.041544205317156566,0.02256253956635589,0.49361340469414117,0.005626361763222023,0.041544205317156566,0.0,0.0,0.0
NB_P24,osi_target_t01h,aligned,p=0,7579,0.015304049276513153,0.0038351458380468826,1.7751073319509483,-0.00031240652679850585,0.015210819424871198,9.32298516419551e-05,0.6129180094631481,-0.02156147195214908
NB_P24,osi_target_t01h,aligned,0<p<.01,12441,0.011640739495628527,0.0031430269516869785,1.6858402979192737,-0.00015747688684045433,0.011683469848111621,-4.27303524830943e-05,-0.36573340829908485,0.012399343633581195
NB_P24,osi_target_t01h,aligned,.01<=p<.1,8723,0.013363988983996523,0.005015832535476325,1.5578946662460904,0.0010235885184832244,0.013377881664377334,-1.3892680380810443e-05,-0.10384813327960485,0.0032407363508337728
NB_P24,osi_target_t01h,aligned,.1<=p<.5,5148,0.031324399310469535,0.011033606467235836,5.05131022364866,-0.0010099578787958095,0.031428953159886794,-0.00010455384941725904,-0.3326672984791057,0.033776566298630684
NB_P24,osi_target_t01h,aligned,.5<=p<=1,286,0.03673821459117053,0.01966758926584893,0.38601317364521204,0.004863862602687352,0.03679345763946033,-5.52430482897992e-05,-0.15014367182102362,0.0011617645238817254
NB_P24,osi_target_t06h,component_clipped,p=0,7314,0.015775061320538034,0.004079874028217525,1.8201076214025012,-0.0004136654919375862,0.015775061320538034,0.0,0.0,0.0
NB_P24,osi_target_t06h,component_clipped,0<p<.01,12006,0.012352394183462033,0.0032717054071809996,1.831895194615902,-0.00027623979103991793,0.012352394183462033,0.0,0.0,0.0
NB_P24,osi_target_t06h,component_clipped,.01<=p<.1,8418,0.012784073514614904,0.004895445610178548,1.3757750849087447,0.0011399088691173911,0.012784073514614904,0.0,0.0,0.0
NB_P24,osi_target_t06h,component_clipped,.1<=p<.5,4968,0.025314590866833346,0.010796426624175485,3.1836360414316465,8.700686265988364e-06,0.025314590866833346,0.0,0.0,0.0
NB_P24,osi_target_t06h,component_clipped,.5<=p<=1,276,0.04235555595825761,0.021793002566522824,0.49514210126713326,0.007059762043992501,0.04235555595825761,0.0,0.0,0.0
NB_P24,osi_target_t06h,aligned,p=0,7314,0.01554835054703218,0.003919478247159601,1.768168311420058,-0.0003771839118240424,0.015453259594168363,9.509095286381816e-05,0.6153455993174628,-0.021561471952148636
NB_P24,osi_target_t06h,aligned,0<p<.01,12006,0.011789692190219301,0.0031532296273103317,1.6687960843330565,-0.0002282201957641385,0.01183341050564554,-4.371831542623883e-05,-0.3694481435033592,0.012399343633580973
NB_P24,osi_target_t06h,aligned,.01<=p<.1,8418,0.012533946328755968,0.004658826515999609,1.3224662053962342,0.0010501612325500554,0.01254929430557582,-1.534797681985306e-05,-0.12230151310607118,0.0032407363508337728
NB_P24,osi_target_t06h,aligned,.1<=p<.5,4968,0.024516435252188513,0.009924924307305353,2.986044208254566,-0.0005153884792389472,0.024654703876121547,-0.00013826862393303413,-0.5608204609869549,0.03377656629863157
NB_P24,osi_target_t06h,aligned,.5<=p<=1,276,0.03630505679571275,0.019011886532456158,0.3637837731074203,0.004284212824108334,0.03636298173545622,-5.7924939743471404e-05,-0.15929645199307396,0.0011617645238815588
NB_P24,osi_target_t24h,component_clipped,p=0,6360,0.015849593163487538,0.004375151096067559,1.597693077929731,-0.00026902028491226844,0.015471878031553497,0.00037771513193404077,2.4413011217107927,-0.07524257545374824
NB_P24,osi_target_t24h,component_clipped,0<p<.01,10440,0.012469313662192198,0.0033890171395647714,1.6232506966720286,-0.0003067369263601537,0.012614773398161382,-0.00014545973596918373,-1.153090359834641,0.03809268566783408
NB_P24,osi_target_t24h,component_clipped,.01<=p<.1,7320,0.012334820553586928,0.004087835273780429,1.1137218820128747,0.0009622840679129978,0.012386829927381937,-5.2009373795009264e-05,-0.419876385644391,0.009411745344281908
NB_P24,osi_target_t24h,component_clipped,.1<=p<.5,4320,0.013930773902533024,0.006464812012316612,0.8383671137814992,-1.709209300835825e-05,0.014852721592596976,-0.0009219476900639515,-6.20726433412363,0.11463930943358946
NB_P24,osi_target_t24h,component_clipped,.5<=p<=1,240,0.018564555429867916,0.011280421842103351,0.08271425239407319,-0.004606768578721691,0.01686317109813775,0.0017013843317301644,10.089349872741638,-0.014466282917656767
NB_P24,osi_target_t24h,aligned,p=0,6360,0.01583766453636995,0.00420500867009581,1.595289090267515,-0.00041220953170293886,0.015730271752918162,0.00010739278345178738,0.6827141014386084,-0.02156147195214908
NB_P24,osi_target_t24h,aligned,0<p<.01,10440,0.012513055530702932,0.003335467741671281,1.6346592729789124,-0.0003581722413326509,0.012560423372948465,-4.736784224553328e-05,-0.37711978998693496,0.012399343633580973
NB_P24,osi_target_t24h,aligned,.01<=p<.1,7320,0.012287044947184994,0.004008523831256978,1.1051111862699363,0.0009076285735919025,0.012305047626049245,-1.8002678864250873e-05,-0.14630320346050718,0.0032407363508335507
NB_P24,osi_target_t24h,aligned,.1<=p<.5,4320,0.012436649478738366,0.00625114264144402,0.668175481110254,0.0006843266543059093,0.012747113393359611,-0.00031046391462124547,-2.4355625076888043,0.03377656629863157
NB_P24,osi_target_t24h,aligned,.5<=p<=1,240,0.023977692633668068,0.012943623502279799,0.13798313856831837,-0.001557198946745196,0.02407842248883497,-0.00010072985516690336,-0.4183407580526155,0.0011617645238816976
NB_P24,osi_target_t48h,component_clipped,p=0,5088,0.01578495889674735,0.0039359960949824566,1.2677511504687535,-0.0006659270758382052,0.01578495889674735,0.0,0.0,0.0
NB_P24,osi_target_t48h,component_clipped,0<p<.01,8352,0.011597304138948545,0.0032184386315769614,1.1233228134087125,-6.739328737993277e-05,0.011597304138948545,0.0,0.0,0.0
NB_P24,osi_target_t48h,component_clipped,.01<=p<.1,5856,0.011819436195316968,0.003306045506210644,0.8180777654865887,0.000675549432019518,0.011819436195316968,0.0,0.0,0.0
NB_P24,osi_target_t48h,component_clipped,.1<=p<.5,3456,0.008954253481607003,0.003685351466003394,0.2770974331068826,0.00018540188578526834,0.008954253481607003,0.0,0.0,0.0
NB_P24,osi_target_t48h,component_clipped,.5<=p<=1,192,0.007644089322720343,0.004868432856129282,0.011218963502155612,-0.003147953325415167,0.007644089322720343,0.0,0.0,0.0
NB_P24,osi_target_t48h,aligned,p=0,5088,0.015829302423005454,0.003837133726665102,1.2748839557323408,-0.0007754257902740669,0.01570317597019333,0.00012612645281212184,0.8031907242937786,-0.020235381249578577
NB_P24,osi_target_t48h,aligned,0<p<.01,8352,0.011914317949333592,0.0031040020421783574,1.1855745197961307,-0.0002652827795731576,0.01192503806036217,-1.0720111028579213e-05,-0.08989582233881466,0.0021344416574224923
NB_P24,osi_target_t48h,aligned,.01<=p<.1,5856,0.011535706551984097,0.0033375130863686547,0.7792727102268304,0.00086755287211127,0.011589019331396612,-5.3312779412515235e-05,-0.46002839315386623,0.0072195310089340214
NB_P24,osi_target_t48h,aligned,.1<=p<.5,3456,0.00834769133944334,0.0037941553215905194,0.24082773361442164,0.0008620696497603554,0.008466041792518494,-0.00011835045307515349,-1.3979431707948908,0.006877139100085028
NB_P24,osi_target_t48h,aligned,.5<=p<=1,192,0.007125463704930343,0.0046447454753332845,0.009748268737973693,-0.0018342573205891947,0.006833630556821861,0.0002918331481084821,4.270543244646907,-0.0007821554732448388
NB_P48,osi_target_t01h,component_clipped,p=0,7579,0.015801984222593383,0.003830069040133475,1.8924968040074925,-0.00047086896137930396,0.015801984222593383,0.0,0.0,0.0
NB_P48,osi_target_t01h,component_clipped,0<p<.01,12441,0.011914002929454506,0.003158726775266141,1.7659186580557518,-0.0002871476903313053,0.011914002929454506,0.0,0.0,0.0
NB_P48,osi_target_t01h,component_clipped,.01<=p<.1,8723,0.013718099875019143,0.0051264517298555985,1.6415487824508652,0.001020011575014584,0.013718099875019143,0.0,0.0,0.0
NB_P48,osi_target_t01h,component_clipped,.1<=p<.5,5148,0.031505862123289055,0.011438188630750095,5.110004404181992,-0.0004728526327843452,0.031505862123289055,0.0,0.0,0.0
NB_P48,osi_target_t01h,component_clipped,.5<=p<=1,286,0.041544205317156566,0.02256253956635589,0.49361340469414117,0.005626361763222023,0.041544205317156566,0.0,0.0,0.0
NB_P48,osi_target_t01h,aligned,p=0,7579,0.015200887331383446,0.0038566743336740073,1.751256608537855,-0.0002712062936562573,0.015210819424871198,-9.932093487751217e-06,-0.0652962421702985,0.002289251460944275
NB_P48,osi_target_t01h,aligned,0<p<.01,12441,0.011683809960756929,0.0031479907149881267,1.6983385164917892,-0.00016596750579619892,0.011683469848111621,3.4011264530772745e-07,0.002911058527388377,-9.887493893434574e-05
NB_P48,osi_target_t01h,aligned,.01<=p<.1,8723,0.013360646398381446,0.004987996951333065,1.5571154460486722,0.0009696546686499394,0.013377881664377334,-1.7235265995887636e-05,-0.128834044344861,0.004019956548251935
NB_P48,osi_target_t01h,aligned,.1<=p<.5,5148,0.03143399464043738,0.011147814979987115,5.086718306095376,-0.0010103088363540521,0.031428953159886794,5.041480550582733e-06,0.016040879646661566,-0.0016315161480857654
NB_P48,osi_target_t01h,aligned,.5<=p<=1,286,0.036826093011467415,0.019719430784683384,0.3878620821759252,0.005046669758098389,0.03679345763946033,3.263537200708794e-05,0.08869884512316961,-0.0006871440068314527
NB_P48,osi_target_t06h,component_clipped,p=0,7314,0.015775061320538034,0.004079874028217525,1.8201076214025012,-0.0004136654919375862,0.015775061320538034,0.0,0.0,0.0
NB_P48,osi_target_t06h,component_clipped,0<p<.01,12006,0.012352394183462033,0.0032717054071809996,1.831895194615902,-0.00027623979103991793,0.012352394183462033,0.0,0.0,0.0
NB_P48,osi_target_t06h,component_clipped,.01<=p<.1,8418,0.012784073514614904,0.004895445610178548,1.3757750849087447,0.0011399088691173911,0.012784073514614904,0.0,0.0,0.0
NB_P48,osi_target_t06h,component_clipped,.1<=p<.5,4968,0.025314590866833346,0.010796426624175485,3.1836360414316465,8.700686265988364e-06,0.025314590866833346,0.0,0.0,0.0
NB_P48,osi_target_t06h,component_clipped,.5<=p<=1,276,0.04235555595825761,0.021793002566522824,0.49514210126713326,0.007059762043992501,0.04235555595825761,0.0,0.0,0.0
NB_P48,osi_target_t06h,aligned,p=0,7314,0.015443129095496843,0.00394178676074423,1.744317588006965,-0.0003344909166114229,0.015453259594168363,-1.0130498671519564e-05,-0.06555573993815011,0.002289251460944275
NB_P48,osi_target_t06h,aligned,0<p<.01,12006,0.011833758475464865,0.0031583732371078983,1.681294302905572,-0.00023701844584146805,0.01183341050564554,3.479698193250419e-07,0.0029405708452223678,-9.887493893456778e-05
NB_P48,osi_target_t06h,aligned,.01<=p<.1,8418,0.01253025317455851,0.004629982396198984,1.321686985198816,0.0009942732577228107,0.01254929430557582,-1.904113101731074e-05,-0.1517306914130656,0.004019956548251935
NB_P48,osi_target_t06h,aligned,.1<=p<.5,4968,0.0246613630653498,0.010043270809649068,3.0214522907012844,-0.0005157521526507483,0.024654703876121547,6.659189228253731e-06,0.027009812252098975,-0.0016315161480866536
NB_P48,osi_target_t06h,aligned,.5<=p<=1,276,0.036397198970412374,0.019065606367190412,0.36563268163813334,0.00447364342717919,0.03636298173545622,3.421723495615481e-05,0.09409909012711992,-0.0006871440068314527
NB_P48,osi_target_t24h,component_clipped,p=0,6360,0.015471878031553497,0.004425016103498078,1.5224505024759827,-0.00018127263799395412,0.015471878031553497,0.0,0.0,0.0
NB_P48,osi_target_t24h,component_clipped,0<p<.01,10440,0.012614773398161382,0.003447170890607934,1.6613433823398627,-0.0002739953543550755,0.012614773398161382,0.0,0.0,0.0
NB_P48,osi_target_t24h,component_clipped,.01<=p<.1,7320,0.012386829927381937,0.004085479302080477,1.1231336273571566,0.0008049739554067755,0.012386829927381937,0.0,0.0,0.0
NB_P48,osi_target_t24h,component_clipped,.1<=p<.5,4320,0.014852721592596976,0.006866775120785665,0.9530064232150887,0.00016856933256543722,0.014852721592596976,0.0,0.0,0.0
