case,horizon,fipsCode,countyName,stateAbbr,fold,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
B0,osi_target_t01h,18065,Henry County,IN,3,143,0.0021118910554512663,0.0007595607287617623,0.0006377919877035941,-0.0002297293377503207,0.0021118910554512663,0.0,0.0,0.0
B0,osi_target_t01h,18067,Howard County,IN,2,143,0.0016840940021771724,0.0004557036814293083,0.00040557268296818503,-0.00018594023392765277,0.0016840940021771724,0.0,0.0,0.0
B0,osi_target_t01h,18069,Huntington County,IN,0,143,0.0011258234524888812,0.0005566945055098362,0.00018124941780287975,-0.00014137477706050827,0.0011258234524888812,0.0,0.0,0.0
B0,osi_target_t01h,18071,Jackson County,IN,0,143,0.004574358460658818,0.0018255877956997962,0.0029922400117039305,0.0017954721785814053,0.004574358460658818,0.0,0.0,0.0
B0,osi_target_t01h,18073,Jasper County,IN,2,143,0.0032846114573050673,0.0019289896227014272,0.0015427801568407397,0.001742932479158162,0.0032846114573050673,0.0,0.0,0.0
B0,osi_target_t01h,18077,Jefferson County,IN,2,143,0.004858842643604708,0.0014679714111269077,0.0033759943124495578,-0.000971579505507608,0.004858842643604708,0.0,0.0,0.0
B0,osi_target_t01h,18083,Knox County,IN,2,143,0.003328601141708571,0.0016072727810152508,0.0015843807351634553,0.0015009790747215446,0.003328601141708571,0.0,0.0,0.0
B0,osi_target_t01h,18085,Kosciusko County,IN,3,143,0.002650114446100766,0.001843888929081132,0.0010043042405727717,0.0015893434745356777,0.002650114446100766,0.0,0.0,0.0
B0,osi_target_t01h,18087,LaGrange County,IN,2,143,0.0027420674796274675,0.002545036280269895,0.001075207570984766,0.002537350473958351,0.0027420674796274675,0.0,0.0,0.0
B0,osi_target_t01h,18089,Lake County,IN,4,143,0.0025442891481016047,0.0018344554684092327,0.0009256972394881052,0.0009765678920124511,0.0025442891481016047,0.0,0.0,0.0
B0,osi_target_t01h,18091,LaPorte County,IN,0,143,0.0013767003450614874,0.0007037017429921166,0.00027102844913321584,-0.0001913514894211594,0.0013767003450614874,0.0,0.0,0.0
B0,osi_target_t01h,18093,Lawrence County,IN,1,143,0.007606301281216758,0.0024062383501281476,0.008273382142831477,-0.0019564458008243155,0.007606301281216758,0.0,0.0,0.0
B0,osi_target_t01h,18095,Madison County,IN,0,143,0.0014216355485960192,0.000609970936246157,0.00028900981152356234,-1.6894183008801765e-05,0.0014216355485960192,0.0,0.0,0.0
B0,osi_target_t01h,18097,Marion County,IN,1,143,0.0005818546590709234,0.0002610789034613619,4.8413342732403295e-05,2.366986453865026e-06,0.0005818546590709234,0.0,0.0,0.0
B0,osi_target_t01h,18099,Marshall County,IN,3,143,0.008866009627005452,0.0027578305404173504,0.011240676118979932,-0.0016697403615539826,0.008866009627005452,0.0,0.0,0.0
B0,osi_target_t01h,18101,Martin County,IN,4,143,0.0033363107614143048,0.0018145009388791313,0.0015917286380322325,0.000550055873895842,0.0033363107614143048,0.0,0.0,0.0
B0,osi_target_t01h,18103,Miami County,IN,0,143,0.002792081874393337,0.0013383123129594205,0.0011147881306441609,0.0011792584743294898,0.002792081874393337,0.0,0.0,0.0
B0,osi_target_t01h,18105,Monroe County,IN,3,143,0.0020903794390743674,0.0007157598808148129,0.0006248651265005959,-0.0003982800569922437,0.0020903794390743674,0.0,0.0,0.0
B0,osi_target_t01h,18107,Montgomery County,IN,1,143,0.0010062956695557602,0.00048792183355681715,0.0001448062293630346,0.00022905087125071083,0.0010062956695557602,0.0,0.0,0.0
B0,osi_target_t01h,18109,Morgan County,IN,2,143,0.0030123639131677685,0.0011983420824276541,0.0012976300973858265,0.0009046357887213606,0.0030123639131677685,0.0,0.0,0.0
B0,osi_target_t01h,18111,Newton County,IN,2,143,0.0037457660161465023,0.0025040206204646515,0.0020063991158236795,0.002124725490138258,0.0037457660161465023,0.0,0.0,0.0
B0,osi_target_t01h,18113,Noble County,IN,1,143,0.0010632174699958168,0.0006436620816670151,0.00016165168855611568,-7.44781628189132e-05,0.0010632174699958168,0.0,0.0,0.0
B0,osi_target_t01h,18117,Orange County,IN,4,143,0.013063985475359323,0.0036580512628530924,0.02440548345955711,-0.0034927175874626282,0.013063985475359323,0.0,0.0,0.0
B0,osi_target_t01h,18121,Parke County,IN,1,143,0.02419132529440802,0.008614348757757184,0.08368649138848072,-0.005977310263499173,0.02419132529440802,0.0,0.0,0.0
B0,osi_target_t01h,18123,Perry County,IN,3,143,0.005513167933352366,0.0021934259600959083,0.004346487954572306,0.0021458735125434603,0.005513167933352366,0.0,0.0,0.0
B0,osi_target_t01h,18125,Pike County,IN,0,143,0.002785282951377924,0.0009354557459641491,0.0011093655600508223,0.0008364268026352033,0.002785282951377924,0.0,0.0,0.0
B0,osi_target_t01h,18127,Porter County,IN,2,143,0.0024920693184206084,0.0017652587884237497,0.0008880885567573098,0.0016212276965430622,0.0024920693184206084,0.0,0.0,0.0
B0,osi_target_t01h,18129,Posey County,IN,4,143,0.0010790623865819058,0.0005509065751845364,0.00016650571568142486,0.00026333068557823864,0.0010790623865819058,0.0,0.0,0.0
B0,osi_target_t01h,18131,Pulaski County,IN,4,143,0.01764941712842793,0.004423210185101059,0.044544775271174064,-0.0031058648875977504,0.01764941712842793,0.0,0.0,0.0
B0,osi_target_t01h,18133,Putnam County,IN,4,143,0.0010570445712399866,0.0004161320834867671,0.00015978008125907357,-0.0002101427946965053,0.0010570445712399866,0.0,0.0,0.0
B0,osi_target_t01h,18135,Randolph County,IN,0,143,0.00358902281314489,0.0022022794165350514,0.0018419951197182474,0.0015842644759748571,0.00358902281314489,0.0,0.0,0.0
B0,osi_target_t01h,18137,Ripley County,IN,0,143,0.0035527959305802085,0.0012390815276576413,0.0018049973261816622,-8.566933592628819e-05,0.0035527959305802085,0.0,0.0,0.0
B0,osi_target_t01h,18139,Rush County,IN,2,143,0.002912269340455706,0.0008959831686815637,0.0012128277177242386,-0.00032230470359831273,0.002912269340455706,0.0,0.0,0.0
B0,osi_target_t01h,18141,St. Joseph County,IN,4,143,0.0018546124861424102,0.001305308690837515,0.0004918610087470125,0.0009837245283438186,0.0018546124861424102,0.0,0.0,0.0
B0,osi_target_t01h,18143,Scott County,IN,2,143,0.004142996623009835,0.001805614984795025,0.002454512205612738,-0.0012450798278273957,0.004142996623009835,0.0,0.0,0.0
B0,osi_target_t01h,18145,Shelby County,IN,4,143,0.0012536822685753992,0.00041897650123654396,0.00022475584996727138,-0.00029039411334942465,0.0012536822685753992,0.0,0.0,0.0
B0,osi_target_t01h,18147,Spencer County,IN,0,143,0.0017865273601729787,0.0007180508125053421,0.0004564102412364683,0.0007138550083095381,0.0017865273601729787,0.0,0.0,0.0
B0,osi_target_t01h,18149,Starke County,IN,3,143,0.003944580205173284,0.002207826327460805,0.0022250389582914223,0.0020114384693609476,0.003944580205173284,0.0,0.0,0.0
B0,osi_target_t01h,18151,Steuben County,IN,1,143,0.011414875955588634,0.008574803369561918,0.018632813210651,-0.008499486612235926,0.011414875955588634,0.0,0.0,0.0
B0,osi_target_t01h,18153,Sullivan County,IN,3,143,0.0021389533741005525,0.0008486861893590848,0.0006542423797303876,0.0005483396803956833,0.0021389533741005525,0.0,0.0,0.0
B0,osi_target_t01h,18155,Switzerland County,IN,4,143,0.0033386601479096535,0.0011673974476834653,0.0015939711764033357,0.001090474370760388,0.0033386601479096535,0.0,0.0,0.0
B0,osi_target_t01h,18157,Tippecanoe County,IN,1,143,0.0008807239271525205,0.00033050431042678976,0.00011092147292783103,0.00027595885588133524,0.0008807239271525205,0.0,0.0,0.0
B0,osi_target_t01h,18159,Tipton County,IN,0,143,0.004140467919641026,0.0017204154117127384,0.0024515168668814372,0.0009196714475409991,0.004140467919641026,0.0,0.0,0.0
B0,osi_target_t01h,18161,Union County,IN,0,143,0.002785956749937577,0.001540901592233668,0.001109902366790753,0.0014256904761430357,0.002785956749937577,0.0,0.0,0.0
B0,osi_target_t01h,18163,Vanderburgh County,IN,4,143,0.0006750378882920172,0.0002943171182545591,6.516168954005366e-05,0.00015344682463326763,0.0006750378882920172,0.0,0.0,0.0
B0,osi_target_t01h,18165,Vermillion County,IN,4,143,0.013794086087508513,0.003522739339152939,0.027209583971512217,-0.001481057978641434,0.013794086087508513,0.0,0.0,0.0
B0,osi_target_t01h,18167,Vigo County,IN,3,143,0.0014200728064492681,0.0005642925680347863,0.0002883747689131882,-2.101651614783743e-05,0.0014200728064492681,0.0,0.0,0.0
B0,osi_target_t01h,18169,Wabash County,IN,3,143,0.0016517179659218501,0.0004941533354861719,0.000390128630169709,0.00012911837045120688,0.0016517179659218501,0.0,0.0,0.0
B0,osi_target_t01h,18171,Warren County,IN,0,143,0.004701420104887264,0.0023249495467344,0.003160779193377259,0.0017324162936187047,0.004701420104887264,0.0,0.0,0.0
B0,osi_target_t01h,18173,Warrick County,IN,3,143,0.0017049371783710507,0.0008030248004292157,0.00041567394185343306,0.0006171175059752633,0.0017049371783710507,0.0,0.0,0.0
B0,osi_target_t01h,18175,Washington County,IN,4,143,0.003999234541744359,0.00130353465161856,0.0022871243995430134,-6.353672922413456e-06,0.003999234541744359,0.0,0.0,0.0
B0,osi_target_t01h,18177,Wayne County,IN,1,143,0.0015842384696630653,0.0007692025289440588,0.0003589030486127331,0.0006069647667062965,0.0015842384696630653,0.0,0.0,0.0
B0,osi_target_t01h,18179,Wells County,IN,0,143,0.004616267336371059,0.0014239210905089585,0.0030473191492810287,-0.0008363718554451668,0.004616267336371059,0.0,0.0,0.0
B0,osi_target_t01h,18181,White County,IN,2,143,0.0017395236971627442,0.000713573026462558,0.0004327098050976762,0.00025446068419397695,0.0017395236971627442,0.0,0.0,0.0
B0,osi_target_t01h,18183,Whitley County,IN,1,143,0.0027616596691506915,0.0006313292211654474,0.0010906272703345315,-0.00011453411844268108,0.0027616596691506915,0.0,0.0,0.0
B0,osi_target_t01h,39017,Butler County,OH,1,143,0.0008380070890777927,0.0002926426836075886,0.00010042259103228288,-8.478388165668894e-05,0.0008380070890777927,0.0,0.0,0.0
B0,osi_target_t01h,39023,Clark County,OH,1,143,0.0026734949507375098,0.0016375081046379114,0.0010221032609815113,0.000649529661511461,0.0026734949507375098,0.0,0.0,0.0
B0,osi_target_t01h,39025,Clermont County,OH,1,143,0.0018167509915862775,0.0006031064095594336,0.00047198353565645033,-0.0003493943295457014,0.0018167509915862775,0.0,0.0,0.0
B0,osi_target_t01h,39027,Clinton County,OH,0,143,0.001082950170396156,0.0005468127740948851,0.0001677076932332321,0.0001131385972045925,0.001082950170396156,0.0,0.0,0.0
B0,osi_target_t01h,39029,Columbiana County,OH,2,143,0.007145053153787051,0.004116796337406268,0.007300405193573247,0.0033738600306904257,0.007145053153787051,0.0,0.0,0.0
B0,osi_target_t01h,39031,Coshocton County,OH,2,143,0.00904033252590348,0.005721992830531405,0.011687048541583903,-0.001610790577219532,0.00904033252590348,0.0,0.0,0.0
B0,osi_target_t01h,39033,Crawford County,OH,4,143,0.006652730344103521,0.0031907095920044384,0.006329011407483873,-0.00137574486613928,0.006652730344103521,0.0,0.0,0.0
B0,osi_target_t01h,39035,Cuyahoga County,OH,4,143,0.005316436992298911,0.0034967731215597635,0.004041823827911055,-0.003423062572140353,0.005316436992298911,0.0,0.0,0.0
B0,osi_target_t01h,39037,Darke County,OH,0,143,0.0012863710987699763,0.0007387824312646112,0.00023662933633634666,0.0002616769925533083,0.0012863710987699763,0.0,0.0,0.0
B0,osi_target_t01h,39039,Defiance County,OH,1,143,0.008607031589290643,0.004626598582948193,0.010593581967403724,-0.004395831459837304,0.008607031589290643,0.0,0.0,0.0
B0,osi_target_t01h,39045,Fairfield County,OH,2,143,0.004396681901900895,0.0025020678190039963,0.0027643060797499105,0.0018391623489600484,0.004396681901900895,0.0,0.0,0.0
B0,osi_target_t01h,39049,Franklin County,OH,1,143,0.004648263730381561,0.0026454120828523844,0.0030897088661268413,-0.0007099930166765957,0.004648263730381561,0.0,0.0,0.0
B0,osi_target_t01h,39051,Fulton County,OH,2,143,0.0031921477373449674,0.0017880418787749107,0.0014571424263162332,-0.0007282971966237894,0.0031921477373449674,0.0,0.0,0.0
B0,osi_target_t01h,39053,Gallia County,OH,4,143,0.00271086796169295,0.0010079791588086709,0.0010508791301198604,-0.00047899948779281214,0.00271086796169295,0.0,0.0,0.0
B0,osi_target_t01h,39055,Geauga County,OH,0,143,0.010822454227136822,0.0042484403603860405,0.01674894871628145,-0.0008454032277351882,0.010822454227136822,0.0,0.0,0.0
B0,osi_target_t01h,39059,Guernsey County,OH,0,143,0.01817539329376113,0.011171946550478115,0.04723932375775428,-0.01005741905815784,0.01817539329376113,0.0,0.0,0.0
B0,osi_target_t01h,39061,Hamilton County,OH,2,143,0.0014881276953447587,0.0006319043478688933,0.00031667693738425073,0.0004878484038129493,0.0014881276953447587,0.0,0.0,0.0
B0,osi_target_t01h,39063,Hancock County,OH,0,143,0.0016360903698798184,0.001045449905463742,0.00038278121287312777,0.0009978974579112944,0.0016360903698798184,0.0,0.0,0.0
B0,osi_target_t01h,39065,Hardin County,OH,3,143,0.0030182999371553697,0.001573739145756718,0.0013027492350203916,0.00025273848441184334,0.0030182999371553697,0.0,0.0,0.0
B0,osi_target_t01h,39069,Henry County,OH,0,143,0.0026704499673865117,0.0012156986070548965,0.0010197763330489907,-0.0010157843925221927,0.0026704499673865117,0.0,0.0,0.0
B0,osi_target_t01h,39073,Hocking County,OH,2,143,0.0029732578181504528,0.0021454998572809345,0.0012641574736065692,0.0014608835735749484,0.0029732578181504528,0.0,0.0,0.0
B0,osi_target_t01h,39075,Holmes County,OH,3,143,0.0115964388037069,0.006436654218512617,0.019230267188721038,-0.002686310786773921,0.0115964388037069,0.0,0.0,0.0
B0,osi_target_t01h,39077,Huron County,OH,1,143,0.00457746929309785,0.002873733756951514,0.002996311193483283,0.002743545197973752,0.00457746929309785,0.0,0.0,0.0
B0,osi_target_t01h,39081,Jefferson County,OH,4,143,0.011311675984743785,0.006437803986515036,0.018297423942487585,0.001586142344738966,0.011311675984743785,0.0,0.0,0.0
B0,osi_target_t01h,39085,Lake County,OH,2,143,0.0025164084648020306,0.0014250588531249744,0.0009055205533270056,-0.00027685441532452335,0.0025164084648020306,0.0,0.0,0.0
B0,osi_target_t01h,39087,Lawrence County,OH,3,143,0.0036066079393911126,0.0011854752279467872,0.001860089778472498,4.145407825219786e-05,0.0036066079393911126,0.0,0.0,0.0
B0,osi_target_t01h,39089,Licking County,OH,1,143,0.02005070939416828,0.008396077109763925,0.0574904254509425,-0.007638905137407016,0.02005070939416828,0.0,0.0,0.0
B0,osi_target_t01h,39091,Logan County,OH,3,143,0.012741737542517622,0.009416633050086633,0.023216318211143634,0.008648009884032687,0.012741737542517622,0.0,0.0,0.0
B0,osi_target_t01h,39093,Lorain County,OH,3,143,0.0016763697423243212,0.0010260058091248075,0.00040186081835621307,-0.0002560369927592188,0.0016763697423243212,0.0,0.0,0.0
B0,osi_target_t01h,39095,Lucas County,OH,1,143,0.0014853848980151641,0.0009032620840450775,0.0003155106662209673,-0.0006979382562929502,0.0014853848980151641,0.0,0.0,0.0
B0,osi_target_t01h,39097,Madison County,OH,4,143,0.0088489400746436,0.0034555433656152223,0.011197434883582588,0.0008808861734641126,0.0088489400746436,0.0,0.0,0.0
B0,osi_target_t01h,39099,Mahoning County,OH,0,143,0.0018041753032529764,0.0009527371620925886,0.00046547193905611956,0.0003581175181562335,0.0018041753032529764,0.0,0.0,0.0
B0,osi_target_t01h,39101,Marion County,OH,0,143,0.006407604556363999,0.004858890026319036,0.005871207649555345,-0.0020703612109399575,0.006407604556363999,0.0,0.0,0.0
B0,osi_target_t01h,39103,Medina County,OH,4,143,0.006428211349646732,0.004191184635440958,0.00590903186526897,0.0037520761339827546,0.006428211349646732,0.0,0.0,0.0
B0,osi_target_t01h,39105,Meigs County,OH,1,143,0.0034634116768106223,0.0015787751152641998,0.001715316523358748,-0.00033261608369720833,0.0034634116768106223,0.0,0.0,0.0
B0,osi_target_t01h,39107,Mercer County,OH,3,143,0.018783547322813923,0.010386555705381613,0.05045349595405978,0.010357185076010984,0.018783547322813923,0.0,0.0,0.0
B0,osi_target_t01h,39109,Miami County,OH,1,143,0.0015539567963671543,0.0009438695271068095,0.0003453137866715207,0.00048511901706896284,0.0015539567963671543,0.0,0.0,0.0
B0,osi_target_t01h,39111,Monroe County,OH,2,143,0.018586369618546525,0.010282390033459024,0.04939979839040379,0.009811726487267004,0.018586369618546525,0.0,0.0,0.0
B0,osi_target_t01h,39113,Montgomery County,OH,4,143,0.0014793662639004353,0.0008161551075532321,0.0003129590096156427,-0.0007795937447417078,0.0014793662639004353,0.0,0.0,0.0
B0,osi_target_t01h,39115,Morgan County,OH,2,143,0.03168935177603044,0.006783950118514268,0.1436027472858555,-0.005259311765265212,0.03168935177603044,0.0,0.0,0.0
B0,osi_target_t01h,39117,Morrow County,OH,4,143,0.015670871061249887,0.009803023340487417,0.03511739657401963,-1.3551729814903685e-05,0.015670871061249887,0.0,0.0,0.0
B0,osi_target_t01h,39119,Muskingum County,OH,1,143,0.022293495974922653,0.015034199643775172,0.07107099467809663,0.015007626217201746,0.022293495974922653,0.0,0.0,0.0
B0,osi_target_t01h,39121,Noble County,OH,1,143,0.008576975820560861,0.004870429886190904,0.010519725534387448,-0.004645212608855616,0.008576975820560861,0.0,0.0,0.0
B0,osi_target_t01h,39123,Ottawa County,OH,0,143,0.0014271684870648838,0.0006043171144522533,0.00029126381433736294,0.00020771622613467608,0.0014271684870648838,0.0,0.0,0.0
B0,osi_target_t01h,39125,Paulding County,OH,1,143,0.017412723235697557,0.009236277390933767,0.043358019059069226,0.0019081204187390744,0.017412723235697557,0.0,0.0,0.0
B0,osi_target_t01h,39127,Perry County,OH,0,143,0.01257772038882823,0.007695114167905518,0.022622464175674987,0.0060278310781342066,0.01257772038882823,0.0,0.0,0.0
B0,osi_target_t01h,39129,Pickaway County,OH,2,143,0.0010307613357640065,0.000512765746109674,0.00015193305717675783,-0.00020333598123425996,0.0010307613357640065,0.0,0.0,0.0
B0,osi_target_t01h,39131,Pike County,OH,3,143,0.005362877607296995,0.002021980690498579,0.004112745241011199,-0.0013130796857783592,0.005362877607296995,0.0,0.0,0.0
B0,osi_target_t01h,39133,Portage County,OH,0,143,0.00516528984802599,0.00315395926293813,0.0038152713476192106,-0.001751466456959624,0.00516528984802599,0.0,0.0,0.0
B0,osi_target_t01h,39135,Preble County,OH,0,143,0.005314969260385488,0.002600176683642665,0.0040395924481545,-0.002465813728133598,0.005314969260385488,0.0,0.0,0.0
B0,osi_target_t01h,39137,Putnam County,OH,0,143,0.010043841650575456,0.004789352651282933,0.014425661979562302,-0.0010065285259998637,0.010043841650575456,0.0,0.0,0.0
B0,osi_target_t01h,39139,Richland County,OH,2,143,0.011767756135577548,0.008492372617407443,0.019802652078698493,-0.007959458482606872,0.011767756135577548,0.0,0.0,0.0
B0,osi_target_t01h,39141,Ross County,OH,3,143,0.0019106261924279034,0.0011269090567479552,0.0005220204199483914,0.0009813944174933318,0.0019106261924279034,0.0,0.0,0.0
B0,osi_target_t01h,39143,Sandusky County,OH,4,143,0.0015398428698780947,0.0011041317396183843,0.00033906959713976017,0.0009646304255552351,0.0015398428698780947,0.0,0.0,0.0
B0,osi_target_t01h,39145,Scioto County,OH,3,143,0.0013485031066267019,0.0007020452908152293,0.00026003986988720686,0.00041042384769744,0.0013485031066267019,0.0,0.0,0.0
B0,osi_target_t01h,39147,Seneca County,OH,4,143,0.0017748250156720765,0.0011183380836868996,0.0004504505485845203,0.0006287497394282344,0.0017748250156720765,0.0,0.0,0.0
B0,osi_target_t01h,39149,Shelby County,OH,3,143,0.014188835642961728,0.009667984736807227,0.028789197137126306,0.008726553916308586,0.014188835642961728,0.0,0.0,0.0
B0,osi_target_t01h,39151,Stark County,OH,4,143,0.002521562285161596,0.001279989432735608,0.00090923351918676,-0.0010566871466016633,0.002521562285161596,0.0,0.0,0.0
B0,osi_target_t01h,39153,Summit County,OH,0,143,0.003186020589632188,0.001641666127394744,0.001451553989251114,0.0010508603537237808,0.003186020589632188,0.0,0.0,0.0
B0,osi_target_t01h,39155,Trumbull County,OH,1,143,0.004327681909015638,0.001389627457255328,0.002678222790903837,-0.000414904658530947,0.004327681909015638,0.0,0.0,0.0
B0,osi_target_t01h,39157,Tuscarawas County,OH,2,143,0.021847199259120757,0.015321228532991235,0.06825391651188491,-0.015242511848461177,0.021847199259120757,0.0,0.0,0.0
B0,osi_target_t01h,39159,Union County,OH,3,143,0.004598914467583559,0.0033533937329238784,0.0030244520420613596,0.0031603867399168854,0.004598914467583559,0.0,0.0,0.0
B0,osi_target_t01h,39161,Van Wert County,OH,3,143,0.0062176352600344644,0.003392717897305256,0.00552823531643581,-0.0008923680467429893,0.0062176352600344644,0.0,0.0,0.0
B0,osi_target_t01h,39163,Vinton County,OH,2,143,0.0030473206436535762,0.0019502124317455594,0.0013279213240489263,0.0007960337672649758,0.0030473206436535762,0.0,0.0,0.0
B0,osi_target_t01h,39165,Warren County,OH,2,143,0.0008071870687958007,0.0004251332675635272,9.317178785645539e-05,5.007946599135357e-05,0.0008071870687958007,0.0,0.0,0.0
B0,osi_target_t01h,39167,Washington County,OH,4,143,0.0030416154602210064,0.0012529776707631234,0.0013229537189233284,-0.0003772612692433515,0.0030416154602210064,0.0,0.0,0.0
B0,osi_target_t01h,39169,Wayne County,OH,4,143,0.008352388959850788,0.004110287943915235,0.009976023391139137,-0.0036812104652068937,0.008352388959850788,0.0,0.0,0.0
B0,osi_target_t01h,39171,Williams County,OH,3,143,0.009972791724170881,0.005999812775654455,0.014222290192637843,0.005971840747682426,0.009972791724170881,0.0,0.0,0.0
B0,osi_target_t01h,39173,Wood County,OH,1,143,0.005993504496691672,0.0040734192403045055,0.005136859749716451,0.004072020638905904,0.005993504496691672,0.0,0.0,0.0
B0,osi_target_t01h,39175,Wyandot County,OH,2,143,0.0031787315587459533,0.001999455547535612,0.0014449198081271494,0.0007216831643189029,0.0031787315587459533,0.0,0.0,0.0
B0,osi_target_t01h,42005,Armstrong County,PA,3,143,0.01269167365189733,0.00793691190901173,0.02303423695233588,-0.007784982002411725,0.01269167365189733,0.0,0.0,0.0
B0,osi_target_t01h,42007,Beaver County,PA,0,143,0.007882756067031382,0.004999223617788366,0.008885711579361768,-0.004994681687083121,0.007882756067031382,0.0,0.0,0.0
B0,osi_target_t01h,42009,Bedford County,PA,0,143,0.009404667849152162,0.00632578753214063,0.012648032161461317,0.0018729605527709609,0.009404667849152162,0.0,0.0,0.0
B0,osi_target_t01h,42013,Blair County,PA,0,143,0.0013347722515833198,0.0009392860542163609,0.0002547712257943432,0.0003940291808816764,0.0013347722515833198,0.0,0.0,0.0
B0,osi_target_t01h,42015,Bradford County,PA,4,143,0.0038412367202581535,0.002462105914319753,0.002109979234371525,-0.00017270456221799563,0.0038412367202581535,0.0,0.0,0.0
B0,osi_target_t01h,42019,Butler County,PA,1,143,0.0035083748673287772,0.0020488661598268058,0.0017601432719877028,-0.001232794918430628,0.0035083748673287772,0.0,0.0,0.0
B0,osi_target_t01h,42021,Cambria County,PA,2,143,0.011737552869930673,0.005331731530373704,0.01970113107454174,0.004338040669756845,0.011737552869930673,0.0,0.0,0.0
B0,osi_target_t01h,42023,Cameron County,PA,2,143,0.009869222819063765,0.0056295448370933,0.013928422944483036,0.0032351696815744973,0.009869222819063765,0.0,0.0,0.0
B0,osi_target_t01h,42025,Carbon County,PA,1,143,0.0009418649073175386,0.00048183649136417995,0.0001268566590199874,8.625806733383907e-05,0.0009418649073175386,0.0,0.0,0.0
B0,osi_target_t01h,42027,Centre County,PA,0,143,0.0011433344548121222,0.0007366265390980172,0.00018693155560515614,-7.175388369537019e-05,0.0011433344548121222,0.0,0.0,0.0
B0,osi_target_t01h,42029,Chester County,PA,1,143,0.010864004917309482,0.004874970949046509,0.016877804206595418,-0.004449287749727493,0.010864004917309482,0.0,0.0,0.0
B0,osi_target_t01h,42031,Clarion County,PA,4,143,0.01139634477958328,0.006635954931118123,0.018572364429924316,0.0028940939882042696,0.01139634477958328,0.0,0.0,0.0
B0,osi_target_t01h,42033,Clearfield County,PA,2,143,0.004861512553782974,0.0033170136965449517,0.003379705516414291,0.0009093963418886645,0.004861512553782974,0.0,0.0,0.0
B0,osi_target_t01h,42035,Clinton County,PA,3,143,0.0046208151281988555,0.002817567652910841,0.003053326340205771,0.0009895058807975674,0.0046208151281988555,0.0,0.0,0.0
