horizon,component,rank,feature,importance,importance_fraction
osi_target_t01h,P_t,82,R_t_max_72h,0.0028124640230089426,0.0028124639485222814
osi_target_t01h,P_t,83,pressure_change_6h,0.002759602852165699,0.0027596027790790386
osi_target_t01h,P_t,84,tp_at_t48h,0.0027582396287471056,0.0027582395556965495
osi_target_t01h,P_t,85,gust_peak4h_mean_next_24h,0.0026630512438714504,0.0026630511733419094
osi_target_t01h,P_t,86,gust_mean_next_6h,0.0026410401333123446,0.0026410400633657565
osi_target_t01h,P_t,87,rain_t,0.002625592052936554,0.0026255919833991005
osi_target_t01h,P_t,88,gust_exceed_30,0.002609267830848694,0.002609267761743579
osi_target_t01h,P_t,89,wind_speed_max_next_6h,0.0025810867082327604,0.002581086639874008
osi_target_t01h,P_t,90,vpd_t,0.002522748662158847,0.0025227485953451478
osi_target_t01h,P_t,91,gust_mean_obs,0.0024379296228289604,0.0024379295582616497
osi_target_t01h,P_t,92,soil_moist_t,0.002436394104734063,0.00243639404020742
osi_target_t01h,P_t,93,gust_max_next_6h,0.0024350835010409355,0.002435083436549003
osi_target_t01h,P_t,94,min_t2m_next_1h,0.002422403311356902,0.002422403247200798
osi_target_t01h,P_t,95,pre_event_max_outage_pct,0.002348703797906637,0.0023487037357024267
osi_target_t01h,P_t,96,pressure_change_3h,0.002332735573872924,0.0023327355120916233
osi_target_t01h,P_t,97,csnow_t,0.0023186972830444574,0.002318697221634954
osi_target_t01h,P_t,98,t2m_t,0.002311907708644867,0.002311907647415182
osi_target_t01h,P_t,99,gust_at_t24h,0.002266849623993039,0.0022668495639566943
osi_target_t01h,P_t,100,gust_max_next_24h,0.002177648479118943,0.0021776484214450446
osi_target_t01h,P_t,101,lcc_t,0.002154525136575103,0.002154525079513614
osi_target_t01h,P_t,102,hours_since_peak,0.0021493597887456417,0.0021493597318209545
osi_target_t01h,P_t,103,wind_speed_max_next_1h,0.002135814866051078,0.002135814809485121
osi_target_t01h,P_t,104,et0_t,0.0021109236404299736,0.002110923584523248
osi_target_t01h,P_t,105,gust_gt30_frac_next_6h,0.0020184761378914118,0.0020184760844331106
osi_target_t01h,P_t,106,gust_peak4h_mean_next_6h,0.0019910302944481373,0.001991030241716725
osi_target_t01h,P_t,107,gust_trend_last6h_obs,0.0018797897500917315,0.0018797897003064682
osi_target_t01h,P_t,108,wind_speed_t,0.00185863533988595,0.0018586352906609504
osi_target_t01h,P_t,109,gust_exceed30_x_hso,0.0018194997683167458,0.0018194997201282314
osi_target_t01h,P_t,110,tp_at_t6h,0.0017957972595468163,0.0017957972119860507
osi_target_t01h,P_t,111,gust_mean_next_1h,0.0017856094054877758,0.0017856093581968303
osi_target_t01h,P_t,112,wind_speed_at_t6h,0.0017476007342338562,0.0017476006879495508
osi_target_t01h,P_t,113,gust_at_t6h,0.001700327848084271,0.0017003278030519636
osi_target_t01h,P_t,114,pct_water,0.0016706869937479496,0.001670686949500665
osi_target_t01h,P_t,115,hcc_t,0.0016088676638901234,0.0016088676212800918
osi_target_t01h,P_t,116,hour_of_day,0.0015073263784870505,0.0015073263385662877
osi_target_t01h,P_t,117,hour_sin,0.001500502461567521,0.001500502421827486
osi_target_t01h,P_t,118,t2m_at_t1h,0.0014750446425750852,0.0014750446035092875
osi_target_t01h,P_t,119,gust_gt40_next_6h,0.0014517857925966382,0.001451785754146839
osi_target_t01h,P_t,120,rural_urban_code,0.0014182406011968851,0.0014182405636355131
osi_target_t01h,P_t,121,blh_t,0.0013936040922999382,0.0013936040553910514
osi_target_t01h,P_t,122,r2_t,0.0013897708849981427,0.0013897708481907765
osi_target_t01h,P_t,123,gust_gt30_next_6h,0.001375594176352024,0.0013755941399201208
osi_target_t01h,P_t,124,is_metro,0.0012946765637025237,0.0012946765294136818
osi_target_t01h,P_t,125,sdswrf_t,0.0012812591157853603,0.0012812590818518726
osi_target_t01h,P_t,126,gust_peak4h_mean_next_1h,0.0012127598747611046,0.001212759842641784
osi_target_t01h,P_t,127,temp_c_t,0.0011732620187103748,0.0011732619876371345
osi_target_t01h,P_t,128,gust_at_t1h,0.001171877491287887,0.0011718774602513153
osi_target_t01h,P_t,129,tp_rate_next_1h,0.0011523831635713577,0.001152383133051083
osi_target_t01h,P_t,130,gust_change_3h,0.0011516667436808348,0.001151666713179534
osi_target_t01h,P_t,131,wind_speed_at_t1h,0.0011308052344247699,0.0011308052044759756
osi_target_t01h,P_t,132,window_len_next_48h,0.0010753042297437787,0.0010753042012649
osi_target_t01h,P_t,133,tp_t,0.0010734818642958999,0.0010734818358652855
osi_target_t01h,P_t,134,hour_cos,0.0010618714150041342,0.0010618713868810166
osi_target_t01h,P_t,135,mcc_t,0.001056288368999958,0.0010562883410247046
osi_target_t01h,P_t,136,diffuse_rad_t,0.0009838276309892535,0.0009838276049330854
osi_target_t01h,P_t,137,direct_rad_t,0.000980761949904263,0.0009807619239292878
osi_target_t01h,P_t,138,is_worsening,0.0009771168697625399,0.0009771168438841027
osi_target_t01h,P_t,139,tcc_t,0.0009498183499090374,0.0009498183247535875
osi_target_t01h,P_t,140,gust_change_1h,0.0009392970241606236,0.0009392969992838256
osi_target_t01h,P_t,141,tp_at_t24h,0.0009329795720987022,0.0009329795473892187
osi_target_t01h,P_t,142,total_tp_next_1h,0.0009278572397306561,0.000927857215156835
osi_target_t01h,P_t,143,total_tp_next_6h,0.0009178973850794137,0.0009178973607693741
osi_target_t01h,P_t,144,gust_gt40_next_24h,0.0009168136166408658,0.0009168135923595293
osi_target_t01h,P_t,145,storm_phase,0.0009035174152813852,0.0009035173913521917
osi_target_t01h,P_t,146,tp_at_t1h,0.0008700941689312458,0.0008700941458872498
osi_target_t01h,P_t,147,gust_gt30_frac_next_1h,0.0007509968709200621,0.0007509968510302967
osi_target_t01h,P_t,148,wind_change_1h,0.0006443954189307988,0.0006443954018643179
osi_target_t01h,P_t,149,is_snowing,0.00042731696157716215,0.0004273169502598925
osi_target_t01h,P_t,150,icing_risk_t,0.000414667883887887,0.00041466787290562167
osi_target_t01h,P_t,151,gust_gt30_next_1h,0.0003885702753905207,0.00038857026509943706
osi_target_t01h,P_t,152,gust_gt40_next_1h,0.0,0.0
osi_target_t01h,P_t,153,window_len_next_6h,0.0,0.0
osi_target_t01h,P_t,154,is_full_next_6h,0.0,0.0
osi_target_t01h,P_t,155,is_full_next_1h,0.0,0.0
osi_target_t01h,P_t,156,has_weather_at_t6h,0.0,0.0
osi_target_t01h,P_t,157,is_full_next_24h,0.0,0.0
osi_target_t01h,P_t,158,window_len_next_24h,0.0,0.0
osi_target_t01h,P_t,159,window_len_next_1h,0.0,0.0
osi_target_t01h,P_t,160,has_weather_at_t1h,0.0,0.0
osi_target_t01h,P_t,161,is_full_next_48h,0.0,0.0
osi_target_t01h,P_t,162,has_weather_at_t24h,0.0,0.0
osi_target_t01h,P_t,163,has_weather_at_t48h,0.0,0.0
osi_target_t01h,N_t,1,tp_rate_next_1h,0.054369907826185226,0.05436990796859876
osi_target_t01h,N_t,2,gust_exceed_30,0.037289053201675415,0.0372890532993483
osi_target_t01h,N_t,3,total_tp_next_1h,0.028046289458870888,0.02804628953233379
osi_target_t01h,N_t,4,tp_t,0.016239766031503677,0.016239766074041224
osi_target_t01h,N_t,5,min_t2m_next_24h,0.01492795255035162,0.014927952589453074
osi_target_t01h,N_t,6,temp_c_t,0.01414073072373867,0.014140730760778118
osi_target_t01h,N_t,7,gust_max_obs,0.013964849524199963,0.013964849560778718
osi_target_t01h,N_t,8,rain_t,0.013949345797300339,0.013949345833838485
osi_target_t01h,N_t,9,tree_canopy_pct,0.013726327568292618,0.013726327604246602
osi_target_t01h,N_t,10,mslma_t,0.01303112506866455,0.01303112510279756
osi_target_t01h,N_t,11,is_snowing,0.012964573688805103,0.012964573722763792
osi_target_t01h,N_t,12,forest_x_customers,0.01285733561962843,0.012857335653306224
osi_target_t01h,N_t,13,soil_moist_x_gust,0.012752876617014408,0.012752876650418589
osi_target_t01h,N_t,14,pct_forest,0.012679156847298145,0.012679156880509228
osi_target_t01h,N_t,15,hour_of_day,0.01244515273720026,0.012445152769798405
osi_target_t01h,N_t,16,gust_max_next_1h,0.012432241812348366,0.012432241844912694
osi_target_t01h,N_t,17,gust_max_last6h_obs,0.012231678701937199,0.012231678733976181
osi_target_t01h,N_t,18,min_t2m_next_6h,0.012131594121456146,0.012131594153232974
osi_target_t01h,N_t,19,sdwe_t,0.011882524937391281,0.01188252496851571
osi_target_t01h,N_t,20,pct_forest_classified,0.010718554258346558,0.010718554286422146
osi_target_t01h,N_t,21,days_since_onset,0.01033859420567751,0.010338594232757852
osi_target_t01h,N_t,22,gust_gt30_frac_next_48h,0.00972926989197731,0.009729269917461623
osi_target_t01h,N_t,23,pct_wetland,0.009502490051090717,0.009502490075981015
osi_target_t01h,N_t,24,csnow_t,0.009402577765285969,0.009402577789914561
osi_target_t01h,N_t,25,gust_change_3h,0.009116524830460548,0.00911652485433987
osi_target_t01h,N_t,26,gust_max_next_6h,0.009096783585846424,0.009096783609674036
osi_target_t01h,N_t,27,et0_t,0.008797068148851395,0.008797068171893949
osi_target_t01h,N_t,28,storm_onset_mean_osi,0.008638589642941952,0.008638589665569397
osi_target_t01h,N_t,29,last_N_t,0.008567199110984802,0.008567199133425251
osi_target_t01h,N_t,30,pop_density,0.008407698944211006,0.008407698966233668
osi_target_t01h,N_t,31,last_osi,0.008280372247099876,0.008280372268789025
osi_target_t01h,N_t,32,gust_gt30_frac_next_24h,0.008269662037491798,0.008269662059152895
osi_target_t01h,N_t,33,gust_gt30_next_24h,0.008182172663509846,0.008182172684941777
osi_target_t01h,N_t,34,osi_std_72h,0.007838415913283825,0.007838415933815339
osi_target_t01h,N_t,35,gust_mean_next_48h,0.007667124271392822,0.007667124291475664
osi_target_t01h,N_t,36,cumul_gust_obs,0.007599967531859875,0.007599967551766809
osi_target_t01h,N_t,37,hours_since_obs,0.007509593386203051,0.007509593405873265
osi_target_t01h,N_t,38,gust_gt40_obs,0.007406131364405155,0.007406131383804367
osi_target_t01h,N_t,39,gust_peak4h_mean_next_24h,0.0072380066849291325,0.007238006703887967
osi_target_t01h,N_t,40,soil_moist_t,0.007189515512436628,0.007189515531268448
osi_target_t01h,N_t,41,gust_gt30_obs,0.007132525555789471,0.007132525574472014
osi_target_t01h,N_t,42,wind_speed_at_t48h,0.0070495931431651115,0.007049593161630426
osi_target_t01h,N_t,43,total_tp_next_48h,0.006969028152525425,0.006969028170779712
osi_target_t01h,N_t,44,soil_gust_x_phase,0.006963674444705248,0.006963674462945512
osi_target_t01h,N_t,45,sdswrf_t,0.006941676139831543,0.006941676158014186
osi_target_t01h,N_t,46,total_tp_next_24h,0.006793554872274399,0.006793554890069061
osi_target_t01h,N_t,47,r2_t,0.006763749290257692,0.0067637493079742836
osi_target_t01h,N_t,48,lcc_t,0.006664021406322718,0.006664021423778087
osi_target_t01h,N_t,49,dewpoint_c_t,0.006639430299401283,0.00663943031679224
osi_target_t01h,N_t,50,outage_pct_mean_72h,0.006510194391012192,0.006510194408064635
osi_target_t01h,N_t,51,last_outage_pct,0.006352058611810207,0.006352058628448439
osi_target_t01h,N_t,52,frac_zero_72h,0.0063436743803322315,0.0063436743969485015
osi_target_t01h,N_t,53,tp_at_t6h,0.006318207364529371,0.006318207381078934
osi_target_t01h,N_t,54,gust_gt40_next_48h,0.0063141100108623505,0.0063141100274011815
osi_target_t01h,N_t,55,min_t2m_next_48h,0.006263986229896545,0.006263986246304085
osi_target_t01h,N_t,56,pressure_change_3h,0.006149079650640488,0.006149079666747047
osi_target_t01h,N_t,57,tp_at_t1h,0.006137628573924303,0.0061376285900008685
osi_target_t01h,N_t,58,pressure_change_6h,0.006101755890995264,0.0061017559069778664
osi_target_t01h,N_t,59,gust_gt30_frac_next_1h,0.006089067552238703,0.00608906756818807
osi_target_t01h,N_t,60,gust_mean_obs,0.005970371421426535,0.005970371437064996
osi_target_t01h,N_t,61,cumul_tp_since_onset,0.0059245917946100235,0.005924591810128572
osi_target_t01h,N_t,62,t2m_at_t24h,0.0058870757929980755,0.005887075808418357
osi_target_t01h,N_t,63,t2m_at_t1h,0.0058740354143083096,0.005874035429694433
osi_target_t01h,N_t,64,storm_onset_max_osi,0.005843750666826963,0.005843750682133761
osi_target_t01h,N_t,65,is_worsening,0.005827802233397961,0.005827802248662983
osi_target_t01h,N_t,66,last_P_t,0.005826212931424379,0.00582621294668524
osi_target_t01h,N_t,67,t2m_at_t6h,0.005823066458106041,0.00582306647335866
osi_target_t01h,N_t,68,gust_gt30_since_onset,0.005822034552693367,0.005822034567943283
osi_target_t01h,N_t,69,direct_rad_t,0.005777082405984402,0.005777082421116572
osi_target_t01h,N_t,70,cumul_gust_since_onset,0.005757968407124281,0.005757968422206385
osi_target_t01h,N_t,71,d2m_t,0.005725287366658449,0.005725287381654951
osi_target_t01h,N_t,72,log_customers,0.005703356117010117,0.005703356131949173
osi_target_t01h,N_t,73,osi_mean_72h,0.005620427895337343,0.0056204279100591815
osi_target_t01h,N_t,74,pct_unmapped,0.005609086249023676,0.005609086263715806
osi_target_t01h,N_t,75,gust_peak4h_mean_next_48h,0.0054323626682162285,0.005432362682445459
osi_target_t01h,N_t,76,gust_max_next_48h,0.005407310556620359,0.00540731057078397
osi_target_t01h,N_t,77,R_t_max_72h,0.005384588614106178,0.005384588628210272
osi_target_t01h,N_t,78,gust_x_phase,0.0053383298218250275,0.005338329835807953
osi_target_t01h,N_t,79,gust_mean_next_1h,0.0053023649379611015,0.005302364951849823
osi_target_t01h,N_t,80,total_tp_next_6h,0.005276476964354515,0.005276476978175427
osi_target_t01h,N_t,81,blh_t,0.005212988704442978,0.005212988718097593
osi_target_t01h,N_t,82,wind_sin_t,0.005204936023801565,0.005204936037435087
osi_target_t01h,N_t,83,diffuse_rad_t,0.005197827238589525,0.005197827252204427
osi_target_t01h,N_t,84,tp_rate_next_6h,0.005111318547278643,0.005111318560666948
osi_target_t01h,N_t,85,pct_developed,0.005064151715487242,0.005064151728752001
osi_target_t01h,N_t,86,hour_cos,0.005061093717813492,0.005061093731070241
osi_target_t01h,N_t,87,hours_since_peak,0.00503395264968276,0.005033952662868418
osi_target_t01h,N_t,88,wind_speed_at_t24h,0.00501912459731102,0.005019124610457838
osi_target_t01h,N_t,89,wind_speed_max_next_24h,0.004970491398125887,0.004970491411145317
osi_target_t01h,N_t,90,pre_event_mean_osi,0.0048918225802481174,0.004891822593061488
osi_target_t01h,N_t,91,gust_x_hso,0.004885154310613871,0.004885154323409774
osi_target_t01h,N_t,92,last_R_t,0.004851687233895063,0.004851687246603305
osi_target_t01h,N_t,93,R_t_mean_72h,0.004841642454266548,0.004841642466948479
osi_target_t01h,N_t,94,gust_gt30_next_48h,0.004811662714928389,0.004811662727531792
osi_target_t01h,N_t,95,t2m_at_t48h,0.004762875847518444,0.0047628758599940575
osi_target_t01h,N_t,96,gust_last_obs,0.004664263688027859,0.004664263700245174
osi_target_t01h,N_t,97,hcc_t,0.004520535469055176,0.004520535480896017
osi_target_t01h,N_t,98,sp_t,0.004418667871505022,0.004418667883079036
osi_target_t01h,N_t,99,gust_mean_next_24h,0.004351738840341568,0.004351738851740272
osi_target_t01h,N_t,100,wind_speed_at_t6h,0.004318768158555031,0.004318768169867373
osi_target_t01h,N_t,101,wind_speed_max_next_1h,0.004148197825998068,0.004148197836863628
osi_target_t01h,N_t,102,pct_water,0.004132343456149101,0.004132343466973133
osi_target_t01h,N_t,103,last_D_t,0.004089344758540392,0.004089344769251796
osi_target_t01h,N_t,104,pre_event_max_outage_pct,0.0040277112275362015,0.004027711238086166
osi_target_t01h,N_t,105,gust_t,0.003952335566282272,0.003952335576634802
osi_target_t01h,N_t,106,tree_canopy_std,0.00395219586789608,0.003952195878248244
osi_target_t01h,N_t,107,osi_max_72h,0.003929346799850464,0.003929346810142778
osi_target_t01h,N_t,108,osi_trend_last6h,0.003924583084881306,0.003924583095161142
osi_target_t01h,N_t,109,gust_trend_last6h_obs,0.003900213399901986,0.0039002134101179895
osi_target_t01h,N_t,110,n_utilities,0.003895052243024111,0.0038950522532265955
osi_target_t01h,N_t,111,temp_change_6h,0.0038294466212391853,0.003829446631269826
osi_target_t01h,N_t,112,mcc_t,0.0037275683134794235,0.00372756832324321
osi_target_t01h,N_t,113,gust_at_t24h,0.0037055870052427053,0.003705587014948915
osi_target_t01h,N_t,114,pct_agriculture,0.0036087289918214083,0.0036087290012739135
osi_target_t01h,N_t,115,gust_max_next_24h,0.003595272544771433,0.003595272554188691
osi_target_t01h,N_t,116,gust_mean_next_6h,0.0035950378514826298,0.0035950378608992735
osi_target_t01h,N_t,117,rural_urban_code,0.003461649874225259,0.003461649883292513
osi_target_t01h,N_t,118,vpd_t,0.003459882689639926,0.0034598826987025516
osi_target_t01h,N_t,119,wind_speed_max_next_6h,0.0033430426847189665,0.003343042693475548
osi_target_t01h,N_t,120,N_t_mean_72h,0.0033209731336683035,0.003320973142367077
osi_target_t01h,N_t,121,gust_at_t48h,0.0033042693976312876,0.0033042694062863083
osi_target_t01h,N_t,122,min_t2m_next_1h,0.0033005783334374428,0.0033005783420827954
osi_target_t01h,N_t,123,hour_sin,0.003267089370638132,0.0032670893791957654
osi_target_t01h,N_t,124,wind_speed_max_next_48h,0.0031627605203539133,0.0031627605286382735
osi_target_t01h,N_t,125,gust_peak4h_mean_next_1h,0.0031574394088238478,0.0031574394170942703
osi_target_t01h,N_t,126,gust_at_t6h,0.0031231658067554235,0.0031231658149360715
osi_target_t01h,N_t,127,tcc_t,0.002877481048926711,0.002877481056463826
osi_target_t01h,N_t,128,gust_gt40_next_6h,0.0028692728374153376,0.0028692728449309524
osi_target_t01h,N_t,129,wind_speed_at_t1h,0.0028172123711556196,0.00281721237853487
osi_target_t01h,N_t,130,tp_rate_next_48h,0.0028051352128386497,0.0028051352201862658
osi_target_t01h,N_t,131,t2m_t,0.002769265091046691,0.002769265098300351
osi_target_t01h,N_t,132,N_t_max_72h,0.002726342063397169,0.002726342070538399
osi_target_t01h,N_t,133,gust_gt40_next_24h,0.0027243909426033497,0.0027243909497394686
osi_target_t01h,N_t,134,tp_at_t24h,0.0026715812273323536,0.0026715812343301457
osi_target_t01h,N_t,135,wind_cos_t,0.002671153750270605,0.0026711537572672774
osi_target_t01h,N_t,136,gust_peak4h_mean_next_6h,0.0026392359286546707,0.0026392359355677394
osi_target_t01h,N_t,137,gust_exceed30_x_hso,0.002630729228258133,0.00263072923514892
osi_target_t01h,N_t,138,tp_rate_next_24h,0.0025028050877153873,0.002502805094271097
osi_target_t01h,N_t,139,gust_at_t1h,0.0024946590419858694,0.0024946590485202414
osi_target_t01h,N_t,140,wind_speed_t,0.0023438273929059505,0.0023438273990452423
osi_target_t01h,N_t,141,icing_risk_t,0.00209121685475111,0.002091216860228728
osi_target_t01h,N_t,142,outage_pct_max_72h,0.0020083098206669092,0.002008309825927365
osi_target_t01h,N_t,143,gust_gt30_next_1h,0.0019913646392524242,0.001991364644468495
osi_target_t01h,N_t,144,gust_change_1h,0.0017382331425324082,0.00173823314708544
osi_target_t01h,N_t,145,tp_at_t48h,0.0016766971675679088,0.0016766971719597568
osi_target_t01h,N_t,146,wind_change_1h,0.0016728400951251388,0.0016728400995068837
osi_target_t01h,N_t,147,is_metro,0.0015630353009328246,0.0015630353050269529
osi_target_t01h,N_t,148,gust_gt30_next_6h,0.001418836647644639,0.0014188366513610614
osi_target_t01h,N_t,149,window_len_next_48h,0.0005874690832570195,0.0005874690847958036
osi_target_t01h,N_t,150,gust_gt40_next_1h,0.00041098875226452947,0.0004109887533410507
osi_target_t01h,N_t,151,storm_phase,0.0,0.0
osi_target_t01h,N_t,152,window_len_next_1h,0.0,0.0
osi_target_t01h,N_t,153,gust_gt30_frac_next_6h,0.0,0.0
osi_target_t01h,N_t,154,is_full_next_6h,0.0,0.0
osi_target_t01h,N_t,155,window_len_next_6h,0.0,0.0
osi_target_t01h,N_t,156,has_weather_at_t6h,0.0,0.0
osi_target_t01h,N_t,157,is_full_next_24h,0.0,0.0
osi_target_t01h,N_t,158,window_len_next_24h,0.0,0.0
osi_target_t01h,N_t,159,has_weather_at_t1h,0.0,0.0
osi_target_t01h,N_t,160,is_full_next_1h,0.0,0.0
osi_target_t01h,N_t,161,is_full_next_48h,0.0,0.0
osi_target_t01h,N_t,162,has_weather_at_t24h,0.0,0.0
osi_target_t01h,N_t,163,has_weather_at_t48h,0.0,0.0
osi_target_t01h,D_t,1,days_since_onset,0.1130797266960144,0.11307972320009325
osi_target_t01h,D_t,2,gust_x_phase,0.09511860460042953,0.09511860165978622
osi_target_t01h,D_t,3,hours_since_obs,0.08267424255609512,0.08267424000017602
osi_target_t01h,D_t,4,storm_phase,0.05857587605714798,0.05857587424624297
osi_target_t01h,D_t,5,last_P_t,0.04863330349326134,0.04863330198973635
