pair,horizon,fipsCode,countyName,stateAbbr,improved_splits,worsened_splits,split42_sse_reduction,split20260917_sse_reduction,split20260918_sse_reduction
I2_minus_I1,6,54047,McDowell County,WV,0,0,0.0,0.0,0.0
I2_minus_I1,6,54053,Mason County,WV,0,0,0.0,0.0,0.0
I2_minus_I1,6,54055,Mercer County,WV,0,0,0.0,0.0,0.0
I2_minus_I1,6,54057,Mineral County,WV,0,0,0.0,0.0,0.0
I2_minus_I1,6,54059,Mingo County,WV,0,0,0.0,0.0,0.0
I2_minus_I1,6,54063,Monroe County,WV,0,0,0.0,0.0,0.0
I2_minus_I1,6,54067,Nicholas County,WV,0,0,0.0,0.0,0.0
I2_minus_I1,6,54069,Ohio County,WV,0,0,0.0,0.0,0.0
I2_minus_I1,6,54071,Pendleton County,WV,0,0,0.0,0.0,0.0
I2_minus_I1,6,54073,Pleasants County,WV,0,0,0.0,0.0,0.0
I2_minus_I1,6,54075,Pocahontas County,WV,0,0,0.0,0.0,0.0
I2_minus_I1,6,54077,Preston County,WV,0,0,0.0,0.0,0.0
I2_minus_I1,6,54079,Putnam County,WV,0,0,0.0,0.0,0.0
I2_minus_I1,6,54081,Raleigh County,WV,0,0,0.0,0.0,0.0
I2_minus_I1,6,54083,Randolph County,WV,0,0,0.0,0.0,0.0
I2_minus_I1,6,54085,Ritchie County,WV,0,0,0.0,0.0,0.0
I2_minus_I1,6,54087,Roane County,WV,0,0,0.0,0.0,0.0
I2_minus_I1,6,54089,Summers County,WV,0,0,0.0,0.0,0.0
I2_minus_I1,6,54091,Taylor County,WV,0,0,0.0,0.0,0.0
I2_minus_I1,6,54093,Tucker County,WV,0,0,0.0,0.0,0.0
I2_minus_I1,6,54095,Tyler County,WV,0,0,0.0,0.0,0.0
I2_minus_I1,6,54097,Upshur County,WV,0,0,0.0,0.0,0.0
I2_minus_I1,6,54099,Wayne County,WV,0,0,0.0,0.0,0.0
I2_minus_I1,6,54101,Webster County,WV,0,0,0.0,0.0,0.0
I2_minus_I1,6,54103,Wetzel County,WV,0,0,0.0,0.0,0.0
I2_minus_I1,6,54105,Wirt County,WV,0,0,0.0,0.0,0.0
I2_minus_I1,6,54107,Wood County,WV,0,0,0.0,0.0,0.0
I2_minus_I1,6,54109,Wyoming County,WV,0,0,0.0,0.0,0.0
I2_minus_I1,24,18009,Blackford County,IN,2,1,-9.713568316541718e-05,0.000325780471169036,5.300094248352979e-05
I2_minus_I1,24,18013,Brown County,IN,0,3,-0.011367306497004737,-0.006728347560483058,-0.010320960506863736
I2_minus_I1,24,18023,Clinton County,IN,3,0,0.0001726138538456719,0.00015981262528972184,7.201982494157153e-05
I2_minus_I1,24,18025,Crawford County,IN,0,3,-0.0014401414256198022,-0.001336598577424901,-0.00038275369897063094
I2_minus_I1,24,18027,Daviess County,IN,3,0,0.0031939517706749076,0.0007941696180682651,0.0025149809111763423
I2_minus_I1,24,18029,Dearborn County,IN,1,2,-2.404917706578364e-05,-5.4181729508318433e-05,8.717359259909741e-05
I2_minus_I1,24,18033,DeKalb County,IN,3,0,0.0001850092240555459,7.764279539703833e-05,1.7059914890608626e-05
I2_minus_I1,24,18035,Delaware County,IN,2,1,6.195905935891697e-05,2.3444702207104057e-05,-3.411279233501665e-05
I2_minus_I1,24,18037,Dubois County,IN,1,2,7.289749521532962e-05,-0.0002715826717707517,-8.140236586010562e-06
I2_minus_I1,24,18039,Elkhart County,IN,2,1,0.00010575266000144453,2.0125324399191213e-05,-8.013218001963018e-06
I2_minus_I1,24,18041,Fayette County,IN,2,1,-9.248026782591665e-06,0.00032099893091081574,0.0002651612572793921
I2_minus_I1,24,18043,Floyd County,IN,3,0,0.0008982974732487316,0.0005331392607426299,0.0012854811413934432
I2_minus_I1,24,18045,Fountain County,IN,2,1,0.0006624840206352403,0.0009050353281463315,-0.000531333993472497
I2_minus_I1,24,18047,Franklin County,IN,2,1,0.00015785777703933085,0.00033402956122102474,-0.00010340243705958064
I2_minus_I1,24,18051,Gibson County,IN,2,1,9.549430428385967e-05,-9.866587959282962e-06,4.78249859243739e-05
I2_minus_I1,24,18059,Hancock County,IN,2,1,-1.380219229710981e-06,3.1475484767288234e-05,1.7594563239621726e-06
I2_minus_I1,24,18061,Harrison County,IN,1,2,-9.242794883352994e-05,-0.00013829269584337894,0.0005020336261065861
I2_minus_I1,24,18065,Henry County,IN,2,1,-7.444606470293608e-05,4.922982947884013e-05,3.210015173313514e-05
I2_minus_I1,24,18067,Howard County,IN,1,2,-1.429026775717475e-05,2.4617686591999887e-05,-9.36609227082609e-06
I2_minus_I1,24,18069,Huntington County,IN,2,1,8.412045053350663e-05,2.5992143643688542e-05,-1.6944714829434393e-05
I2_minus_I1,24,18071,Jackson County,IN,1,2,-0.000493001693650681,0.0003447718211418149,-0.0004730409313642124
I2_minus_I1,24,18073,Jasper County,IN,3,0,0.001183179320020396,0.0011245944831326771,7.259985492265243e-05
I2_minus_I1,24,18077,Jefferson County,IN,2,1,0.00027093925775919115,-0.0007522316276778688,0.0002481261646270047
I2_minus_I1,24,18083,Knox County,IN,1,2,-2.3920586034732218e-05,0.0001698237601979199,-0.0008628663350302482
I2_minus_I1,24,18085,Kosciusko County,IN,3,0,0.00013971746635753568,0.0002515624927019645,0.0002805442350975818
I2_minus_I1,24,18087,LaGrange County,IN,0,3,-0.0002672472976171453,-0.0004236729219277859,-0.0003658086742230613
I2_minus_I1,24,18089,Lake County,IN,3,0,0.0003542833953584513,0.00025377138485293556,7.530875455687836e-05
I2_minus_I1,24,18091,LaPorte County,IN,1,2,-7.469533684510883e-06,6.2801936643731675e-06,-3.846688211667725e-07
I2_minus_I1,24,18093,Lawrence County,IN,2,1,-0.00023411021732305977,0.0005188586442687257,0.00017804667009025527
I2_minus_I1,24,18095,Madison County,IN,1,2,-3.7144885299958093e-05,-3.0135041142655047e-05,1.3398953681262023e-05
I2_minus_I1,24,18097,Marion County,IN,2,1,-8.664805850213962e-06,3.66225663420526e-05,5.701149670020787e-05
I2_minus_I1,24,18099,Marshall County,IN,1,2,-5.886128718279177e-06,-1.2252092770928882e-05,0.0003260980455580473
I2_minus_I1,24,18101,Martin County,IN,1,2,-0.0007401604611330932,-0.0006069750637403724,0.0009182960103609372
I2_minus_I1,24,18103,Miami County,IN,3,0,0.00030842465686671316,0.0006286549047544938,0.0011911370539942421
I2_minus_I1,24,18105,Monroe County,IN,3,0,5.756084069550064e-05,3.6469743107572024e-05,6.396805310455837e-05
I2_minus_I1,24,18107,Montgomery County,IN,3,0,0.00019259850938981157,0.0003736525520031765,0.00012312490195143138
I2_minus_I1,24,18109,Morgan County,IN,3,0,0.0003558229378974704,0.0006134488672706155,0.000603073698512912
I2_minus_I1,24,18111,Newton County,IN,1,2,0.00018931945105385428,-0.0011056949286317157,-0.00018808138601954233
I2_minus_I1,24,18113,Noble County,IN,1,2,-2.4980370450031648e-05,-1.6409923035173453e-05,1.7713440774593444e-05
I2_minus_I1,24,18117,Orange County,IN,0,3,-0.0024460396759102138,-0.00384115775898089,-0.0019765185206351045
I2_minus_I1,24,18121,Parke County,IN,1,2,-0.002072498604557216,0.00402244805066948,-0.0022946495531040306
I2_minus_I1,24,18123,Perry County,IN,1,2,-0.00041143091792584423,-0.00021253408090420164,7.934231159922942e-05
I2_minus_I1,24,18125,Pike County,IN,0,3,-0.00017442968407444404,-0.00013804277294421114,-0.00018296876499655627
I2_minus_I1,24,18127,Porter County,IN,3,0,0.0004761488807572316,0.0005239875087409186,0.00047680703236076814
I2_minus_I1,24,18129,Posey County,IN,3,0,0.00011397718640088393,0.0009096119444705013,0.00029687732038647253
I2_minus_I1,24,18131,Pulaski County,IN,2,1,-0.0012830690720643384,0.0010762754956385387,0.001314170517255485
I2_minus_I1,24,18133,Putnam County,IN,3,0,0.00020485665568896,0.0006375154227760561,0.0004302257370673826
I2_minus_I1,24,18135,Randolph County,IN,2,1,0.00011323836438871364,6.79213538131703e-05,-3.1829285145899984e-05
I2_minus_I1,24,18137,Ripley County,IN,3,0,0.0005495417577150235,9.984056237292982e-05,0.0004766351006674761
I2_minus_I1,24,18139,Rush County,IN,3,0,5.7730920532055724e-05,7.09909819161861e-05,6.330907362389745e-05
I2_minus_I1,24,18141,St. Joseph County,IN,2,1,0.0001301130536223493,-1.5069784497508189e-05,7.721361967116553e-05
I2_minus_I1,24,18143,Scott County,IN,3,0,1.1215457964808186e-05,0.00016368107163805394,8.554896808351869e-05
I2_minus_I1,24,18145,Shelby County,IN,1,2,4.897779298359422e-06,-2.6291588407816296e-05,-6.444277918984047e-05
I2_minus_I1,24,18147,Spencer County,IN,3,0,0.00022141662431731193,0.00013308531721349225,6.1019755789469874e-05
I2_minus_I1,24,18149,Starke County,IN,2,1,-5.973908775719046e-05,0.00019446684551793005,0.0005348009964349174
I2_minus_I1,24,18151,Steuben County,IN,0,3,-0.00028805882892933565,-0.0004945530085366627,-6.379153455425383e-05
I2_minus_I1,24,18153,Sullivan County,IN,3,0,7.621267380250693e-05,9.146730501512874e-05,0.00010462099335617513
I2_minus_I1,24,18155,Switzerland County,IN,2,1,6.739181640747665e-05,-4.189594234314288e-05,6.660587552127046e-05
I2_minus_I1,24,18157,Tippecanoe County,IN,3,0,4.307407077963449e-05,0.00011871552220070117,9.907549840612565e-05
I2_minus_I1,24,18159,Tipton County,IN,3,0,0.0011223462858221639,0.00011903537701781625,0.0007315788186222744
I2_minus_I1,24,18161,Union County,IN,3,0,0.0008391258606422782,0.00043580488795082065,0.00036242242076551915
I2_minus_I1,24,18163,Vanderburgh County,IN,3,0,7.299925070703315e-05,4.8160046273924525e-05,1.1405624338884469e-05
I2_minus_I1,24,18165,Vermillion County,IN,2,1,-0.00021556798163493984,0.00016531006211253918,0.001265952523385197
I2_minus_I1,24,18167,Vigo County,IN,2,1,0.0001404196763585975,-5.10978434156907e-05,0.00013739276419749
I2_minus_I1,24,18169,Wabash County,IN,2,1,-1.4696377623162472e-06,1.790266602671195e-06,1.4158292156716336e-05
I2_minus_I1,24,18171,Warren County,IN,3,0,0.002194325226628637,0.0009587188443102045,0.00023611160625988691
I2_minus_I1,24,18173,Warrick County,IN,2,1,0.0003600602016743385,-2.3185702216744716e-05,0.0008208533236896117
I2_minus_I1,24,18175,Washington County,IN,3,0,0.0001283044718534995,0.0004957172310750192,0.0003423993333324974
I2_minus_I1,24,18177,Wayne County,IN,2,1,-0.00011942763659270538,1.2679389209770673e-05,5.171618466557376e-05
I2_minus_I1,24,18179,Wells County,IN,3,0,0.00023784935271892356,0.000282378891098336,0.0001930458496029793
I2_minus_I1,24,18181,White County,IN,3,0,0.0005850471731752918,0.0008432446962628338,0.00041673095969291756
I2_minus_I1,24,18183,Whitley County,IN,2,1,0.00013118517653400814,-7.575640269877489e-05,9.080344546772909e-05
I2_minus_I1,24,39017,Butler County,OH,2,1,1.2759788425683265e-05,6.2110262214686935e-06,-3.116489672782928e-06
I2_minus_I1,24,39023,Clark County,OH,3,0,0.00017236139483530226,0.00015501378243545775,5.109847681351783e-06
I2_minus_I1,24,39025,Clermont County,OH,3,0,3.550329233569237e-05,0.0001647572176567922,9.654667571530704e-05
I2_minus_I1,24,39027,Clinton County,OH,1,2,3.624386905010514e-05,-3.841666295060234e-05,-4.167650582549923e-05
I2_minus_I1,24,39029,Columbiana County,OH,2,1,-0.00017822142348825607,0.0003009599673431016,8.303452815632559e-05
I2_minus_I1,24,39031,Coshocton County,OH,2,1,7.405794189630638e-05,0.0005697983648953533,-0.000768968092424837
I2_minus_I1,24,39033,Crawford County,OH,3,0,0.0017098295915762322,0.0004057485845333881,0.0008554649011379392
I2_minus_I1,24,39035,Cuyahoga County,OH,2,1,0.0005141786221368192,-7.88461653016036e-05,0.0008083702290146173
I2_minus_I1,24,39037,Darke County,OH,2,1,-4.422251856928586e-05,5.812932011184336e-05,0.00021022035078615707
I2_minus_I1,24,39039,Defiance County,OH,0,3,-0.00022821794969938745,-0.0005366315187109649,-0.0003274013985694966
I2_minus_I1,24,39045,Fairfield County,OH,1,2,-6.8468542628505845e-06,0.0001435490989451279,-5.355004158160543e-05
I2_minus_I1,24,39049,Franklin County,OH,3,0,0.0002599297547968923,0.00040471164029631194,0.00013875353324427028
I2_minus_I1,24,39051,Fulton County,OH,3,0,0.00020384965766519875,0.00019864272561337593,0.0001034818497074557
I2_minus_I1,24,39053,Gallia County,OH,2,1,9.394242913625698e-05,-7.921367036632394e-05,6.456602843424829e-05
I2_minus_I1,24,39055,Geauga County,OH,3,0,0.001475355769091578,0.0028924394921572266,0.0024499189798339077
I2_minus_I1,24,39059,Guernsey County,OH,3,0,0.0014548845655511372,0.0002681976997782401,0.0010385081137177198
I2_minus_I1,24,39061,Hamilton County,OH,3,0,5.5014574421221566e-05,0.00018970031962659633,0.0001725587911992146
I2_minus_I1,24,39063,Hancock County,OH,2,1,0.0003352290000623339,0.0003096078243362574,-1.1553314270812257e-05
I2_minus_I1,24,39065,Hardin County,OH,3,0,0.00047773009865778723,1.518263676944764e-05,0.0005008471389002199
I2_minus_I1,24,39069,Henry County,OH,0,3,-0.00016254102501151585,-4.338847439714971e-05,-0.0003102571554063542
I2_minus_I1,24,39073,Hocking County,OH,2,1,0.001145230037963445,6.26160919301919e-05,-7.368269568516588e-05
I2_minus_I1,24,39075,Holmes County,OH,3,0,0.001398594374106171,0.00030927118424047516,0.0009057797130737899
I2_minus_I1,24,39077,Huron County,OH,1,2,0.00013533251088826263,-0.0003333716547247014,-0.0006511357639650077
I2_minus_I1,24,39081,Jefferson County,OH,0,3,-0.0018466533928082375,-0.0018143401854734415,-0.0005559103122472573
I2_minus_I1,24,39085,Lake County,OH,3,0,0.00023095925418173207,0.00032395303511259944,0.00041221319807498787
I2_minus_I1,24,39087,Lawrence County,OH,2,1,-4.396852876699473e-05,0.0002011603065860965,7.973433173212498e-05
I2_minus_I1,24,39089,Licking County,OH,1,2,-0.0019354730635513318,-0.00018806611213706415,0.0023516444607733058
I2_minus_I1,24,39091,Logan County,OH,0,3,-0.005683992850837025,-0.005637818742637659,-0.0007864117712285852
I2_minus_I1,24,39093,Lorain County,OH,1,2,-1.1187235943534743e-05,4.55973253935117e-05,-1.1146527623035965e-05
I2_minus_I1,24,39095,Lucas County,OH,2,1,-7.7840067737158e-05,2.7053645566937377e-05,1.898472710051141e-05
I2_minus_I1,24,39097,Madison County,OH,3,0,0.00029605468215072026,0.0002559769657705613,0.00029528008654800767
I2_minus_I1,24,39099,Mahoning County,OH,3,0,0.0005504647319541396,0.0009463009541278824,0.0008555001678205845
I2_minus_I1,24,39101,Marion County,OH,0,3,-0.0018537846801176608,-0.0005746745729191139,-0.0019873574284346024
I2_minus_I1,24,39103,Medina County,OH,0,3,-0.0004461106093072414,-0.0006101898809932589,-0.0006249774704770615
I2_minus_I1,24,39105,Meigs County,OH,2,1,-7.066365107348451e-05,0.00018381882802229513,0.00014695557804817925
I2_minus_I1,24,39107,Mercer County,OH,0,3,-0.005816437883589671,-0.0052890182795890875,-0.0012267638015465224
I2_minus_I1,24,39109,Miami County,OH,2,1,-9.074063165797589e-05,0.00014015689149665623,1.6327578446836011e-07
I2_minus_I1,24,39111,Monroe County,OH,1,2,-0.00039520245256228007,-0.000997865444083204,0.0012878688248827257
I2_minus_I1,24,39113,Montgomery County,OH,2,1,9.41680462314251e-05,1.216389148395324e-05,-2.5436902464153122e-05
I2_minus_I1,24,39115,Morgan County,OH,1,2,-8.820330944392385e-05,-0.00037232307282000776,2.871480314176056e-05
I2_minus_I1,24,39117,Morrow County,OH,3,0,0.002026180018098296,0.0019818485902754653,0.0014670442492882227
I2_minus_I1,24,39119,Muskingum County,OH,1,2,-0.008260010611001511,0.0003096420788455111,-0.00926979716619164
I2_minus_I1,24,39121,Noble County,OH,1,2,-0.0006719166284212992,-0.0005238699448754311,0.00018262754072992122
I2_minus_I1,24,39123,Ottawa County,OH,2,1,-1.98824380581524e-05,6.871698082572199e-06,8.202280901699701e-06
I2_minus_I1,24,39125,Paulding County,OH,2,1,0.0013541851330440488,0.0011793636847534893,-7.541830643109995e-05
I2_minus_I1,24,39127,Perry County,OH,0,3,-0.0035043201598027717,-0.0015713456177754454,-0.003667507884230311
I2_minus_I1,24,39129,Pickaway County,OH,1,2,5.181844430505592e-06,-6.80616153300243e-07,-4.4037659144912655e-06
I2_minus_I1,24,39131,Pike County,OH,1,2,8.689330277060741e-05,-8.224022033015942e-05,-0.0002729892907093511
I2_minus_I1,24,39133,Portage County,OH,3,0,0.0005634105348708857,0.0013429458251800618,0.001069646952359832
I2_minus_I1,24,39135,Preble County,OH,3,0,0.00014679400609819097,0.00044116223837940057,0.0002692527842769908
I2_minus_I1,24,39137,Putnam County,OH,2,1,0.00041412197975422387,-0.0004583480571306353,0.0008726626928535516
I2_minus_I1,24,39139,Richland County,OH,2,1,-0.0021424663474478786,0.0009773878158321724,0.0016218598356247324
I2_minus_I1,24,39141,Ross County,OH,2,1,9.003206187979581e-05,0.0002035738556316426,-2.024536550087198e-05
I2_minus_I1,24,39143,Sandusky County,OH,1,2,-1.2211823163279221e-05,2.7976629054358724e-05,-6.670221998076276e-06
I2_minus_I1,24,39145,Scioto County,OH,0,3,-5.965464409871877e-05,-3.33711966495387e-05,-6.61064333241948e-05
I2_minus_I1,24,39147,Seneca County,OH,0,3,-0.0005992102549938693,-0.00038227528409320145,-0.0001885023653695545
I2_minus_I1,24,39149,Shelby County,OH,0,3,-0.0085259844293975,-0.014811715045547933,-0.0011028161504438557
I2_minus_I1,24,39151,Stark County,OH,2,1,4.895087611070999e-05,0.00012910825522620956,-2.8591447544934934e-05
I2_minus_I1,24,39153,Summit County,OH,1,2,-4.616500491420964e-05,-2.9312095078104332e-05,9.213914232485663e-06
I2_minus_I1,24,39155,Trumbull County,OH,3,0,5.838846850205002e-05,0.0004111991419713059,5.016070368043038e-05
I2_minus_I1,24,39157,Tuscarawas County,OH,3,0,0.008508321543575031,0.012540398505629546,0.0265879283128794
I2_minus_I1,24,39159,Union County,OH,3,0,0.0038392919559164305,0.0022598658083707,0.0003586537321931664
I2_minus_I1,24,39161,Van Wert County,OH,3,0,0.0009309396896234449,0.0006348984638699176,0.00023271637176226008
I2_minus_I1,24,39163,Vinton County,OH,2,1,0.00020716368531991172,0.0007802703562278693,-0.00016036785030883833
I2_minus_I1,24,39165,Warren County,OH,2,1,1.8728619242145003e-05,7.290335514962008e-05,-1.4000737227575443e-05
I2_minus_I1,24,39167,Washington County,OH,2,1,2.29881804453538e-05,-3.339940323286131e-05,4.568782483546662e-05
I2_minus_I1,24,39169,Wayne County,OH,2,1,0.00030637827240187943,2.6553331973429772e-05,-0.00026542022520609156
I2_minus_I1,24,39171,Williams County,OH,3,0,0.001403107425698491,0.0005338933352629716,9.093595945617542e-05
I2_minus_I1,24,39173,Wood County,OH,1,2,-6.207662613170594e-05,0.001112603913161674,-0.0009629887948800209
I2_minus_I1,24,39175,Wyandot County,OH,3,0,0.0014193582761859906,0.0018937705576496325,0.0001657408777071768
I2_minus_I1,24,42005,Armstrong County,PA,1,2,-0.0018227518141698245,-0.00021042245029181256,0.0009449904910689508
I2_minus_I1,24,42007,Beaver County,PA,2,1,0.001386242030604285,8.524505746097637e-05,-0.00016425703297710294
I2_minus_I1,24,42009,Bedford County,PA,0,3,-0.0008175510923966803,-0.0004178822084143696,-0.00044419082040996405
I2_minus_I1,24,42013,Blair County,PA,3,0,0.0001651054907990416,0.0002649691282344776,0.0002455533310352031
I2_minus_I1,24,42015,Bradford County,PA,2,1,4.6581974130965745e-05,-0.00013121390263748324,0.0004510976667719546
I2_minus_I1,24,42019,Butler County,PA,0,3,-4.995419034620218e-05,-0.00011998713654122126,-0.0011403071203411074
I2_minus_I1,24,42021,Cambria County,PA,3,0,0.000321539118163669,0.00014392033444877907,0.0005414623224115544
I2_minus_I1,24,42023,Cameron County,PA,1,2,3.907403671739133e-05,-0.00634645459629914,-0.0014772493713603903
I2_minus_I1,24,42025,Carbon County,PA,3,0,1.8463435425861128e-05,0.0002143816325096945,9.207294776174724e-05
I2_minus_I1,24,42027,Centre County,PA,3,0,1.900798817639984e-05,0.00012950822650860096,7.530728021808893e-05
I2_minus_I1,24,42029,Chester County,PA,3,0,0.0005008115595377602,0.0011100185761470129,0.000691310510201033
I2_minus_I1,24,42031,Clarion County,PA,3,0,0.002180341086435271,0.00039314794029681453,0.0006228322740291072
I2_minus_I1,24,42033,Clearfield County,PA,2,1,-0.00010206024328244905,7.879367252332866e-05,0.00012721222287782798
I2_minus_I1,24,42035,Clinton County,PA,2,1,-0.00015368123738326335,0.0024574176143293764,0.0033292861435038987
I2_minus_I1,24,42039,Crawford County,PA,2,1,-0.0034572466620239484,0.001352052655073193,0.0006588153141008982
I2_minus_I1,24,42041,Cumberland County,PA,3,0,0.0003770432174594689,0.00042142360073374224,0.0005054961969829341
I2_minus_I1,24,42043,Dauphin County,PA,3,0,6.864046758865784e-05,0.00035917665900755404,6.540309148423816e-05
I2_minus_I1,24,42045,Delaware County,PA,2,1,-0.000492117907341077,0.00017305787798046492,0.0001771523759412205
I2_minus_I1,24,42047,Elk County,PA,0,3,-0.004727338146826229,-0.00394714808113255,-0.0009989986577209134
I2_minus_I1,24,42049,Erie County,PA,0,3,-0.0006078974296851057,-0.0006357292420629025,-0.002277570981853412
I2_minus_I1,24,42051,Fayette County,PA,3,0,0.00034192353522124715,0.0019838979956298456,0.00044601310257636525
I2_minus_I1,24,42053,Forest County,PA,1,2,0.0009859676113222419,-0.0001277302191517067,-0.0004441891837629903
I2_minus_I1,24,42055,Franklin County,PA,1,2,0.00015542763469875376,-6.830700162198477e-06,-4.6633653031145325e-06
I2_minus_I1,24,42057,Fulton County,PA,3,0,0.0004667616990120249,0.0006426476634192233,0.003744805667199383
I2_minus_I1,24,42059,Greene County,PA,1,2,-0.0019255764233303725,-0.0006100043926077874,0.00019620395351366282
I2_minus_I1,24,42061,Huntingdon County,PA,2,1,8.314051621359485e-05,0.00019677788353599402,-2.1539517936940893e-07
I2_minus_I1,24,42063,Indiana County,PA,3,0,0.0003032648389971336,0.001392790173087468,0.0026571785781555313
I2_minus_I1,24,42065,Jefferson County,PA,3,0,0.00010144973296721165,3.0399896469089898e-05,0.0005532352475622483
I2_minus_I1,24,42067,Juniata County,PA,2,1,-5.5129161676257404e-05,0.00020012669905947883,0.00010446100530049347
I2_minus_I1,24,42069,Lackawanna County,PA,3,0,0.0002925720022096951,0.00015735608528754579,3.344957189876208e-05
I2_minus_I1,24,42075,Lebanon County,PA,0,3,-0.0007607390062210912,-0.00042302109254013526,-0.00027890166522119043
I2_minus_I1,24,42077,Lehigh County,PA,0,3,-0.0003237103509811279,-0.0006335855570461951,-0.00020442707559290094
I2_minus_I1,24,42079,Luzerne County,PA,1,2,0.0003653780261985988,-9.390954141400704e-05,-0.0001207117257099726
I2_minus_I1,24,42081,Lycoming County,PA,0,3,-7.712316158360355e-05,-0.0001156401928465293,-0.0001842462822651185
I2_minus_I1,24,42083,McKean County,PA,3,0,0.0009432968559652775,0.00029714556362285733,0.00028869069701959664
I2_minus_I1,24,42085,Mercer County,PA,3,0,2.421090452933727e-05,0.0005652068159152422,0.0002094932943256441
I2_minus_I1,24,42089,Monroe County,PA,1,2,-0.0003237048374618535,-0.0007926904432985354,0.00021044630276845656
I2_minus_I1,24,42091,Montgomery County,PA,3,0,0.00026840846979346686,0.000552405556503916,0.0007268455651552504
I2_minus_I1,24,42095,Northampton County,PA,0,3,-0.0002675863095996712,-0.00037270214719425454,-0.0003716901118211778
I2_minus_I1,24,42097,Northumberland County,PA,3,0,0.00012085260483047234,0.00037231292883500855,3.768242762620895e-05
I2_minus_I1,24,42101,Philadelphia County,PA,2,1,-0.0005133825608857937,0.00012835235607613947,0.00033944916687681393
I2_minus_I1,24,42103,Pike County,PA,0,3,-0.000224993444139991,-0.00021243879135406899,-0.00017583312777137315
I2_minus_I1,24,42109,Snyder County,PA,2,1,0.0003008449820457006,0.00016335837732683704,-7.308413036237037e-05
I2_minus_I1,24,42113,Sullivan County,PA,3,0,0.00035077364597873445,0.00039112742702343464,0.0015296623497318687
I2_minus_I1,24,42115,Susquehanna County,PA,1,2,-0.0002608479231729407,0.00020708251729398882,-0.0003644189711218839
I2_minus_I1,24,42119,Union County,PA,2,1,-0.00015692179980030148,0.00034484843529839783,0.00026831570801908594
I2_minus_I1,24,42121,Venango County,PA,2,1,-0.00019206520039958424,0.0002382144275415183,0.0005433805183767647
I2_minus_I1,24,42125,Washington County,PA,0,3,-0.0005041406596815439,-0.0019826643177168917,-0.001686142749163226
I2_minus_I1,24,42127,Wayne County,PA,1,2,-0.0003275865428723414,2.298650954311388e-05,-0.00026563694048987855
I2_minus_I1,24,42129,Westmoreland County,PA,1,2,8.279806715079342e-05,-0.0004033222813107743,-0.00013117218125327079
I2_minus_I1,24,42131,Wyoming County,PA,2,1,7.070921035695057e-06,-3.64160501919444e-05,3.8071564389152365e-05
I2_minus_I1,24,42133,York County,PA,3,0,0.00015920791633688937,0.00010533837566478738,7.310053168973043e-05
I2_minus_I1,24,54007,Braxton County,WV,3,0,0.0007977447409637933,0.00333492035753169,0.001678664953549222
I2_minus_I1,24,54009,Brooke County,WV,0,3,-0.0026532554186453347,-0.0003986751280441224,-0.0026902924109624107
I2_minus_I1,24,54013,Calhoun County,WV,3,0,0.0029410466742310626,0.0022210903919079317,0.005282142722338401
I2_minus_I1,24,54015,Clay County,WV,2,1,0.025433814423004797,-0.01691521692936493,0.0028897159733269617
I2_minus_I1,24,54019,Fayette County,WV,2,1,0.00035625052842427635,0.0008044594041556989,-0.0014061839871052405
I2_minus_I1,24,54023,Grant County,WV,3,0,0.00011279625552520165,0.00013397448279271713,1.878014176351432e-05
I2_minus_I1,24,54025,Greenbrier County,WV,3,0,0.00017894506404298713,0.0006037273856283365,0.0001653042202596849
I2_minus_I1,24,54027,Hampshire County,WV,0,3,-6.504565942356725e-05,-1.0877200568321321e-05,-5.433665745592484e-05
I2_minus_I1,24,54029,Hancock County,WV,0,3,-0.0015439417116040978,-0.0014345283366027257,-0.00026345963012953423
I2_minus_I1,24,54031,Hardy County,WV,1,2,-0.00039345974674918915,-0.0010969992732159303,0.00018731772686156735
I2_minus_I1,24,54033,Harrison County,WV,2,1,1.3316409913640553e-05,-4.54409693661801e-06,0.0017234467441145868
I2_minus_I1,24,54035,Jackson County,WV,0,3,-0.00046926250442421184,-0.0007019269127458163,-0.00017724157872227287
I2_minus_I1,24,54037,Jefferson County,WV,2,1,0.00019262709979743888,0.0006278296613218739,-0.00019305328989597647
I2_minus_I1,24,54039,Kanawha County,WV,3,0,0.00012176448996132098,0.00047862222361940397,0.001543204934321937
I2_minus_I1,24,54041,Lewis County,WV,2,1,7.53048130632955e-05,-0.0006572878230599079,0.0008954989723605582
I2_minus_I1,24,54043,Lincoln County,WV,2,1,7.102001070224614e-05,-0.001582206444729813,0.002122655756677673
I2_minus_I1,24,54045,Logan County,WV,2,1,0.0018997152170108968,0.0008254473183243564,-0.0002561338821490851
I2_minus_I1,24,54047,McDowell County,WV,1,2,0.0012078765224519195,-0.0015409703154325308,-8.425599225304935e-05
I2_minus_I1,24,54053,Mason County,WV,2,1,4.932351248571629e-05,5.86286344523777e-05,-0.00013037944498646176
I2_minus_I1,24,54055,Mercer County,WV,1,2,3.950501227934308e-05,-8.714729753895955e-06,-2.8401684083400062e-05
I2_minus_I1,24,54057,Mineral County,WV,2,1,0.00023565674917405856,1.2886650281520836e-05,-7.621814256081102e-05
I2_minus_I1,24,54059,Mingo County,WV,1,2,-0.0011946981570813732,0.00038695215003350936,-0.0005431303862203536
I2_minus_I1,24,54063,Monroe County,WV,3,0,0.00019417230458588266,0.00021918608904727786,7.080284640465423e-05
