cv_seed,pair,horizon,direction,rank,fipsCode,countyName,stateAbbr,sse_reduction
20260918,I3_minus_I1,24,improved,3,54013,Calhoun County,WV,0.0037311798148289
20260918,I3_minus_I1,24,improved,4,54015,Clay County,WV,0.0023755136279099975
20260918,I3_minus_I1,24,improved,5,42057,Fulton County,PA,0.002136267184541168
20260918,I3_minus_I1,24,improved,6,42035,Clinton County,PA,0.0018249898758014365
20260918,I3_minus_I1,24,improved,7,42063,Indiana County,PA,0.0015661618142724107
20260918,I3_minus_I1,24,improved,8,18027,Daviess County,IN,0.0014506214625519204
20260918,I3_minus_I1,24,improved,9,39055,Geauga County,OH,0.0014341680394847076
20260918,I3_minus_I1,24,improved,10,39089,Licking County,OH,0.001263534636224757
20260918,I3_minus_I2,24,worsened,1,39157,Tuscarawas County,OH,-0.012071901348542968
20260918,I3_minus_I2,24,worsened,2,54071,Pendleton County,WV,-0.0035702175420951436
20260918,I3_minus_I2,24,worsened,3,42057,Fulton County,PA,-0.0016085384826582151
20260918,I3_minus_I2,24,worsened,4,54013,Calhoun County,WV,-0.001550962907509501
20260918,I3_minus_I2,24,worsened,5,42035,Clinton County,PA,-0.0015042962677024622
20260918,I3_minus_I2,24,worsened,6,54085,Ritchie County,WV,-0.0011226904434427122
20260918,I3_minus_I2,24,worsened,7,42063,Indiana County,PA,-0.0010910167638831206
20260918,I3_minus_I2,24,worsened,8,39089,Licking County,OH,-0.0010881098245485487
20260918,I3_minus_I2,24,worsened,9,18027,Daviess County,IN,-0.0010643594486244219
20260918,I3_minus_I2,24,worsened,10,39055,Geauga County,OH,-0.0010157509403492001
20260918,I3_minus_I2,24,improved,1,18013,Brown County,IN,0.0052904296747978
20260918,I3_minus_I2,24,improved,2,39119,Muskingum County,OH,0.004764289744373762
20260918,I3_minus_I2,24,improved,3,54105,Wirt County,WV,0.002050856365839253
20260918,I3_minus_I2,24,improved,4,39127,Perry County,OH,0.001936435523953053
20260918,I3_minus_I2,24,improved,5,54009,Brooke County,WV,0.0015166817189360632
20260918,I3_minus_I2,24,improved,6,42049,Erie County,PA,0.001378110083824935
20260918,I3_minus_I2,24,improved,7,18121,Parke County,IN,0.0011921103558411444
20260918,I3_minus_I2,24,improved,8,54103,Wetzel County,WV,0.0011013668771760968
20260918,I3_minus_I2,24,improved,9,18117,Orange County,IN,0.0010088146032631445
20260918,I3_minus_I2,24,improved,10,39101,Marion County,OH,0.0009703713642253281
