split_seed,domain,mode,horizon,comparison,slice_type,slice_value,counties,countyName,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,p_bin,0.01<=p<0.1,61,,8723,0.008656534916440693,0.0034459309805477843,0.6536632105336146,0.0006994665051663136,0.008489721545456021,0.0033786957584156308,0.6287134692527534,0.0006806294312389969,-0.00016681337098467183,-1.9270224471440223,0.02494974128086125,5594
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,p_bin,0.1<=p<0.5,36,,5148,0.020534419059414194,0.0074839839891692175,2.1707178607220943,-0.0005937707182702434,0.02028358919120255,0.00737282256780932,2.1180107029780104,-0.0005086049847401844,-0.0002508298682116425,-1.2215094446348496,0.052707157744083855,3485
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,p_bin,0.5<=p<=1,2,,286,0.014700531111390792,0.007872631981689185,0.06180620587769302,-0.0039247588691292655,0.014562754903724521,0.007793092859102497,0.06065311549038245,-0.0041149635060128645,-0.0001377762076662705,-0.9372192516195144,0.001153090387310568,259
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,p_bin,0<p<0.01,87,,12441,0.007225937658079696,0.002011716427644611,0.6495965516534097,-0.00022471810614085663,0.007231639467749613,0.002007683422499894,0.6506221174398246,-0.00021473301895194645,5.701809669917367e-06,0.07890754030437375,-0.0010255657864148837,5262
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,p_bin,p=0,53,,7579,0.009446311964236617,0.0024142739644972626,0.6762954649109276,-0.00040903335540202736,0.009409417531498963,0.002401832821700678,0.6710229710398845,-0.00040092258684506067,-3.689443273765386e-05,-0.39056970463535734,0.005272493871043116,2710
42,P,raw,osi_target_t01h,F2_minus_F0,p_bin,0.01<=p<0.1,61,,8723,0.014280024533425906,0.005522523304270742,1.7787863151901688,0.0012624696805603106,0.013718099875019143,0.0051264517298555985,1.6415487824508652,0.001020011575014584,-0.0005619246584067632,-3.935039866993506,0.1372375327393036,8722
42,P,raw,osi_target_t01h,F2_minus_F0,p_bin,0.1<=p<0.5,36,,5148,0.03281634563072268,0.01221208742882645,5.543945758777404,-0.0009672032719901733,0.031505862123289055,0.011438188630750095,5.110004404181992,-0.0004728526327843452,-0.001310483507433624,-3.9933864732542013,0.4339413545954125,5146
42,P,raw,osi_target_t01h,F2_minus_F0,p_bin,0.5<=p<=1,2,,286,0.0377738070845124,0.01943859490308692,0.40808210347417617,0.0074130935594275745,0.041544205317156566,0.02256253956635589,0.49361340469414117,0.005626361763222023,0.003770398232644169,9.981515032913023,-0.085531301219965,286
42,P,raw,osi_target_t01h,F2_minus_F0,p_bin,0<p<0.01,87,,12441,0.011853771510911486,0.0031640371347153888,1.7481085358682689,-0.0003321691271025539,0.011914002929454506,0.003158726775266141,1.7659186580557518,-0.0002871476903313053,6.0231418543020554e-05,0.5081202930862672,-0.017810122187482902,12422
42,P,raw,osi_target_t01h,F2_minus_F0,p_bin,p=0,53,,7579,0.016112708876427594,0.003853500698579949,1.967655336623398,-0.0006087204042423644,0.015801984222593383,0.003830069040133475,1.8924968040074925,-0.00047086896137930396,-0.0003107246538342108,-1.9284445354113666,0.07515853261590544,6052
42,P,aligned,osi_target_t01h,F2_minus_F0,p_bin,0.01<=p<0.1,61,,8723,0.014103575081999232,0.005433556930321368,1.7350991709063825,0.001221772878619838,0.013683402443192647,0.005263757226410906,1.633255287630338,0.0011719565695925004,-0.00042017263880658566,-2.9791924130135095,0.10184388327604466,8722
42,P,aligned,osi_target_t01h,F2_minus_F0,p_bin,0.1<=p<0.5,36,,5148,0.032497282717440304,0.011639847684564041,5.436665780920773,-0.0009902674166485383,0.03189354025390013,0.011369480123221956,5.236534840304957,-0.0007933256798790315,-0.0006037424635401759,-1.8578244488612783,0.20013094061581604,5146
42,P,aligned,osi_target_t01h,F2_minus_F0,p_bin,0.5<=p<=1,2,,286,0.021482106245786375,0.012379255785520479,0.13198353418400263,-0.0011956666527597898,0.022318165738020267,0.012617931588854906,0.14245674926618612,-0.0016816982330072384,0.0008360594922338926,3.891887893431689,-0.01047321508218349,286
42,P,aligned,osi_target_t01h,F2_minus_F0,p_bin,0<p<0.01,87,,12441,0.011589436459813559,0.003196768424765506,1.6710133809907903,-0.00010314676390316015,0.011615384395314989,0.0031965639663364123,1.678504321012182,-7.585323414901869e-05,2.5947935501429917e-05,0.22389298730274287,-0.007490940021391612,12422
42,P,aligned,osi_target_t01h,F2_minus_F0,p_bin,p=0,53,,7579,0.01534838975482385,0.0038544217367704665,1.7854082828720754,-0.000361940177618007,0.015258361457521616,0.0038217537399332755,1.7645245477179607,-0.00033839216051643784,-9.002829730223386e-05,-0.586565097318692,0.02088373515411468,6052
42,OSI,v18_rule,osi_target_t06h,F2_minus_F0,p_bin,0.01<=p<0.1,61,,8418,0.008141488284072386,0.003248692286453104,0.5579772933960129,0.0007107852328718079,0.008076528453883456,0.0031980472774093107,0.5491087652912633,0.0006803392902192785,-6.49598301889296e-05,-0.7978864296349086,0.008868528104749585,5289
42,OSI,v18_rule,osi_target_t06h,F2_minus_F0,p_bin,0.1<=p<0.5,36,,4968,0.017185072927965877,0.006871702601572178,1.4671832022882643,-0.0003437672030438749,0.01699787797941016,0.006770186878863224,1.4353935876288904,-0.0002566219496173703,-0.00018719494855571825,-1.0892880661046767,0.03178961465937391,3305
42,OSI,v18_rule,osi_target_t06h,F2_minus_F0,p_bin,0.5<=p<=1,2,,276,0.01338545644592579,0.007105155455585471,0.04945104261735425,-0.003454813612203925,0.013619506827442224,0.007139808510136267,0.051195506677477715,-0.0037558946853371088,0.0002340503815164343,1.7485424009404893,-0.0017444640601234629,249
42,OSI,v18_rule,osi_target_t06h,F2_minus_F0,p_bin,0<p<0.01,87,,12006,0.007339756380890704,0.0020305858399056378,0.6467875169122945,-0.0002579833116675859,0.007337211384863551,0.0020238396151523266,0.6463390588994928,-0.0002544655929625018,-2.544996027152406e-06,-0.03467412125255365,0.00044845801280168907,4987
42,OSI,v18_rule,osi_target_t06h,F2_minus_F0,p_bin,p=0,53,,7314,0.009602136485732615,0.0024628516838512,0.6743582975129225,-0.00046179231088720914,0.009563717137443906,0.00245748545119918,0.6689727096375698,-0.0004457252736255607,-3.8419348288708244e-05,-0.4001124993983751,0.005385587875352704,2634
42,OSI,v18_rule,osi_target_t24h,F2_minus_F0,p_bin,0.01<=p<0.1,61,,7320,0.007652013674810919,0.0026709608124090693,0.42861025320589097,0.00044882387333600724,0.007652013674810919,0.0026709608124090693,0.42861025320589097,0.00044882387333600724,0.0,0.0,0.0,0
42,OSI,v18_rule,osi_target_t24h,F2_minus_F0,p_bin,0.1<=p<0.5,36,,4320,0.009506621626248515,0.004450722330511201,0.3904236924969138,2.3701842123059913e-05,0.009506621626248515,0.004450722330511201,0.3904236924969138,2.3701842123059913e-05,0.0,0.0,0.0,0
42,OSI,v18_rule,osi_target_t24h,F2_minus_F0,p_bin,0.5<=p<=1,2,,240,0.009646745543794664,0.006056045810664364,0.02233432790081333,-0.0014296926607500137,0.009646745543794664,0.006056045810664364,0.02233432790081333,-0.0014296926607500137,0.0,0.0,0.0,0
42,OSI,v18_rule,osi_target_t24h,F2_minus_F0,p_bin,0<p<0.01,87,,10440,0.0078336335033114,0.002174739712007867,0.6406590967422777,-0.0003451025554194707,0.0078336335033114,0.002174739712007867,0.6406590967422777,-0.0003451025554194707,0.0,0.0,0.0,0
42,OSI,v18_rule,osi_target_t24h,F2_minus_F0,p_bin,p=0,53,,6360,0.009603341535010398,0.002795963442510359,0.5865457125380354,-0.00028648811641231734,0.009603341535010398,0.002795963442510359,0.5865457125380354,-0.00028648811641231734,0.0,0.0,0.0,0
42,OSI,v18_rule,osi_target_t48h,F2_minus_F0,p_bin,0.01<=p<0.1,61,,5856,0.007191285235532933,0.0021128064117375126,0.3028406000319774,0.00026389077907663623,0.007191285235532933,0.0021128064117375126,0.3028406000319774,0.00026389077907663623,0.0,0.0,0.0,0
42,OSI,v18_rule,osi_target_t48h,F2_minus_F0,p_bin,0.1<=p<0.5,36,,3456,0.0057698872932389405,0.0024366569262548547,0.11505576744580673,1.2338054118312182e-06,0.0057698872932389405,0.0024366569262548547,0.11505576744580673,1.2338054118312182e-06,0.0,0.0,0.0,0
42,OSI,v18_rule,osi_target_t48h,F2_minus_F0,p_bin,0.5<=p<=1,2,,192,0.00490668804889309,0.0031446926796361106,0.004622512820956853,-0.002202717196322386,0.00490668804889309,0.0031446926796361106,0.004622512820956853,-0.002202717196322386,0.0,0.0,0.0,0
42,OSI,v18_rule,osi_target_t48h,F2_minus_F0,p_bin,0<p<0.01,87,,8352,0.007285824192893438,0.002054487552668898,0.44335117178576294,-0.00020896732916755617,0.007285824192893438,0.002054487552668898,0.44335117178576294,-0.00020896732916755617,0.0,0.0,0.0,0
42,OSI,v18_rule,osi_target_t48h,F2_minus_F0,p_bin,p=0,53,,5088,0.009827251117102793,0.0025006646629210072,0.49137291067062716,-0.0005845528640150267,0.009827251117102793,0.0025006646629210072,0.49137291067062716,-0.0005845528640150267,0.0,0.0,0.0,0
20260917,OSI,v18_rule,osi_target_t01h,F2_minus_F0,p_bin,0.01<=p<0.1,61,,8723,0.009128091637121909,0.003496964192802178,0.7268183026500667,0.0006017161064485239,0.009018807639094847,0.0034671359400942157,0.7095191482079743,0.0006238395232500796,-0.00010928399802706198,-1.1972272230772574,0.0172991544420924,5387
20260917,OSI,v18_rule,osi_target_t01h,F2_minus_F0,p_bin,0.1<=p<0.5,36,,5148,0.020817169569568757,0.007355502195960412,2.2309092176763476,-0.0007193122932735815,0.020609017051389057,0.007229974036712829,2.1865181935282423,-0.0007106346134858954,-0.00020815251817970018,-0.999907876448225,0.04439102414810536,3516
