split_seed,domain,mode,horizon,comparison,slice_type,slice_value,counties,countyName,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions,fraction_of_net_sse_reduction
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18145,1,Shelby County,143,0.001316683292369068,0.00044380462444062124,0.00024791264961375036,-0.00035084445165084753,0.0012801282992041727,0.0004281856875119727,0.00023433817012654163,-0.0003408325108720304,-3.655499316489543e-05,-2.7762935382223297,1.357447948720873e-05,26,0.00016343586899571577
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18147,1,Spencer County,143,0.0018010651406859357,0.0007316359255656661,0.000463868496662149,0.0007274401213698621,0.0017685053924676069,0.0007200866846600765,0.0004472484192157416,0.0007158908804642723,-3.2559748218328804e-05,-1.80780514168013,1.6620077446407374e-05,28,0.00020010467456886867
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18149,1,Starke County,143,0.005286103294718078,0.003325116081343195,0.003995832990067394,0.003192356153893689,0.005380925334903511,0.0033610363447180596,0.0041404731167523235,0.0032347231925696283,9.482204018543272e-05,1.7937984730676648,-0.0001446401266849296,78,-0.001741457918786304
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18151,1,Steuben County,143,0.011389477207792363,0.008553740373299685,0.018549987322555507,-0.008502115623895778,0.011327740714842818,0.008502240560877615,0.0183494324874872,-0.008436074851470752,-6.17364929495455e-05,-0.542048522712768,0.00020055483506830826,80,0.0024146674486906165
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18153,1,Sullivan County,143,0.002013301445161518,0.0008130007184831162,0.0005796337273997922,0.0005162818854380198,0.002139087164211007,0.0008730006047778547,0.0006543242271411971,0.0005744641915003101,0.000125785719049489,6.247734006836603,-7.469049974140492e-05,28,-0.0008992688627555545
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18155,1,Switzerland County,143,0.0032836466299872307,0.0011461491252873865,0.001541873932259589,0.0010678274469657085,0.0030779527804888616,0.0010488567548612722,0.0013547524446054333,0.0009705350765395938,-0.00020569384949836907,-6.26418956351491,0.00018712148765415572,25,0.0022529308008712883
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18157,1,Tippecanoe County,143,0.0009493442068405489,0.0003708407150260052,0.00012887938249782466,0.00031629526048055067,0.0009450790279361041,0.0003584084145894555,0.00012772393477338516,0.00030300570118509714,-4.265178904444794e-06,-0.4492763397840105,1.1554477244394982e-06,25,1.3911517056756224e-05
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18159,1,Tipton County,143,0.004254709940244896,0.0018612958613691219,0.0025886656046134777,0.0010469076329496904,0.004244373992650957,0.0018031475324946746,0.0025761036142973315,0.0009733017968271369,-1.0335947593938417e-05,-0.2429295472335613,1.2561990316146271e-05,77,0.0001512455638221528
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18161,1,Union County,143,0.0030026680339902486,0.001642660595555194,0.0012892901910956016,0.001516914985918681,0.002831557078127659,0.001558857220709889,0.0011465333145973628,0.001441134114340341,-0.00017111095586258953,-5.698630482144907,0.00014275687649823875,65,0.001718783706409454
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18163,1,Vanderburgh County,143,0.0006348371268454605,0.0002927981306929876,5.7631599399860113e-05,0.00015642878292817367,0.0006233732532821296,0.0002879661593280692,5.55689724457791e-05,0.00014656730117855072,-1.1463873563330907e-05,-1.8057975941475735,2.0626269540810125e-06,29,2.4833897238702502e-05
