split_seed,domain,mode,horizon,comparison,slice_type,slice_value,counties,countyName,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions,fraction_of_net_sse_reduction,focus_name
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,18013,1,Brown County,143,0.028843485690798084,0.012966334330537637,0.11896837335172415,-0.008915706506868104,0.02892942207308759,0.013086795663050937,0.1196783389920472,-0.00883089960290037,8.593638228950734e-05,0.29794035024319765,-0.0007099656403230514,94,-0.008547941119409899,Brown IN
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,39115,1,Morgan County,143,0.03165796843854411,0.006586400532790727,0.14331845608878732,-0.005619263004166435,0.031664786178197714,0.006647932880791443,0.1433801917706703,-0.0054830247155613215,6.817739653601496e-06,0.021535619592372157,-6.173568188297396e-05,94,-0.0007432936803281913,Morgan OH
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,39117,1,Morrow County,143,0.01889602213156497,0.010603645932844916,0.05105953029271281,-0.0056717663451987576,0.017959500045327124,0.009890422007655407,0.04612374078856901,-0.00565943079611382,-0.0009365220862378454,-4.956186438167998,0.004935789504143799,143,0.059426591461559646,Morrow OH
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,39119,1,Muskingum County,143,0.02570617896463824,0.017602908567665814,0.09449549208556737,0.017576335141092386,0.026082109815749967,0.017687337929907152,0.09727953269904024,0.017660764503333724,0.00037593085111172625,1.462414354264241,-0.0027840406134728712,120,-0.03351967177902206,Muskingum OH
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,42053,1,Forest County,143,0.09523359914620216,0.03442158667300922,1.296929692106551,-0.02674722685808619,0.09413286581485097,0.03420007280432822,1.2671224889918935,-0.026158350867554837,-0.0011007333313511891,-1.1558245631999586,0.029807203114657455,143,0.35887682823981115,Forest PA
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,54013,1,Calhoun County,143,0.04308755682068436,0.021623101967256114,0.26548487004692556,-0.02012593412255579,0.043186635042322584,0.021675668668231313,0.2667072188178634,-0.02027209516743594,9.90782216382241e-05,0.22994625118930578,-0.0012223487709378533,103,-0.01471700139827257,Calhoun WV
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,county,54015,1,Clay County,143,0.05073104312598738,0.026853356181596132,0.36803033934106305,-0.024117463079891346,0.050411612307364954,0.026552081665171288,0.3634102837262139,-0.0241221602510466,-0.00031943081862242234,-0.6296555303015094,0.004620055614849128,100,0.055625175531254796,Clay WV
42,OSI,v18_rule,osi_target_t06h,F2_minus_F0,county,18013,1,Brown County,138,0.029351519443587378,0.013303917037489343,0.11888861372332574,-0.009370951366489072,0.02943124372239271,0.013377074851358013,0.1195353387724695,-0.009334739808287182,7.972427880533275e-05,0.271618915533689,-0.0006467250491437593,89,-0.014452691282924864,Brown IN
42,OSI,v18_rule,osi_target_t06h,F2_minus_F0,county,39115,1,Morgan County,138,0.032220149321129855,0.006711274171056097,0.14326304707407483,-0.005908036069981697,0.032224566464522306,0.006759112633940671,0.14330233036804532,-0.00581137241155531,4.417143392450307e-06,0.013709257981475709,-3.928329397048791e-05,89,-0.0008778836092455754,Morgan OH
42,OSI,v18_rule,osi_target_t06h,F2_minus_F0,county,39117,1,Morrow County,138,0.017069820561840556,0.009385217585454428,0.04021027081385398,-0.004274646708400798,0.016631791963926442,0.00888880595132438,0.03817307754252329,-0.004504517956755921,-0.0004380285979141141,-2.5660996044289064,0.0020371932713306867,138,0.04552618685974137,Morrow OH
42,OSI,v18_rule,osi_target_t06h,F2_minus_F0,county,39119,1,Muskingum County,138,0.025857300507084593,0.017512591586528452,0.09226679855288744,0.017485055354644393,0.026290653655720267,0.01766143231793179,0.09538538881101517,0.017633896086047735,0.0004333531486356741,1.6759411854185613,-0.003118590258127732,115,-0.0696927114518462,Muskingum OH
42,OSI,v18_rule,osi_target_t06h,F2_minus_F0,county,42053,1,Forest County,138,0.06964146777760079,0.023962826598750347,0.6692908967221679,-0.01601041026879387,0.06899869105176959,0.023905652271333958,0.6569930726263418,-0.015572563597720959,-0.0006427767258311984,-0.9229798657947597,0.012297824095826138,138,0.27482568572843546,Forest PA
42,OSI,v18_rule,osi_target_t06h,F2_minus_F0,county,54013,1,Calhoun County,138,0.043860031056610724,0.022350367673629266,0.2654709207515863,-0.020911314651320744,0.043961679553853834,0.022429530985623742,0.26670283914901083,-0.021029383713654645,0.00010164849724311059,0.23175655555718322,-0.0012319183974245362,98,-0.027530302571865634,Calhoun WV
42,OSI,v18_rule,osi_target_t06h,F2_minus_F0,county,54015,1,Clay County,138,0.05161442723669263,0.02751103712622733,0.3676387756581136,-0.025306550949082164,0.05130309575083716,0.027290912316642716,0.3632170534395001,-0.025219352857409155,-0.000311331485855465,-0.6031869431152748,0.0044217222186134775,95,0.09881445948178312,Clay WV
42,OSI,v18_rule,osi_target_t24h,F2_minus_F0,county,18013,1,Brown County,120,0.03153700980103376,0.01482460369417611,0.1193499584628599,-0.01075469130344238,0.03153700980103376,0.01482460369417611,0.1193499584628599,-0.01075469130344238,0.0,0.0,0.0,0,,Brown IN
42,OSI,v18_rule,osi_target_t24h,F2_minus_F0,county,39115,1,Morgan County,120,0.034499643150416315,0.00721839044620487,0.1428270453007281,-0.006947427368440506,0.034499643150416315,0.00721839044620487,0.1428270453007281,-0.006947427368440506,0.0,0.0,0.0,0,,Morgan OH
42,OSI,v18_rule,osi_target_t24h,F2_minus_F0,county,39117,1,Morrow County,120,0.010524015799697988,0.006757672471641796,0.013290589026275147,-0.002960359814500594,0.010524015799697988,0.006757672471641796,0.013290589026275147,-0.002960359814500594,0.0,0.0,0.0,0,,Morrow OH
42,OSI,v18_rule,osi_target_t24h,F2_minus_F0,county,39119,1,Muskingum County,120,0.027411772012177333,0.016428544370816933,0.09016862938171064,0.016398544370816937,0.027411772012177333,0.016428544370816933,0.09016862938171064,0.016398544370816937,0.0,0.0,0.0,0,,Muskingum OH
42,OSI,v18_rule,osi_target_t24h,F2_minus_F0,county,42053,1,Forest County,120,0.009525734075397033,0.006175675980179049,0.01088875316102162,0.0005308360007856643,0.009525734075397033,0.006175675980179049,0.01088875316102162,0.0005308360007856643,0.0,0.0,0.0,0,,Forest PA
