split_seed,case,space,horizon,n,P_weighted_rmse,other_weighted_rmse,two_mean_P_other_product,P_other_covariance,official_truth_rounding_rmse,linear_osi_rmse,postprocessed_osi_rmse,postprocessing_mse_change
42,F0,raw,osi_target_t01h,34177,0.007320333364573766,0.004496285140031371,5.126844670132388e-05,2.5634454012119555e-05,2.423938157445867e-05,0.011183756957392581,0.011187368590210009,8.079629119049636e-08
42,F0,aligned,osi_target_t01h,34177,0.007097454083186332,0.004429970913537574,5.3191851797904156e-05,2.6595545905010377e-05,2.423938157445867e-05,0.01109929121265102,0.011101490712958732,4.883062667681171e-08
42,F2,raw,osi_target_t01h,34177,0.00714459508024833,0.004496285140031371,4.951369454752925e-05,2.4756484704888922e-05,2.423938157445867e-05,0.010989981022477266,0.01099408271972475,9.017197373990306e-08
42,F2,aligned,osi_target_t01h,34177,0.006996176668006056,0.004429970913537574,5.219890395423465e-05,2.6098766293151047e-05,2.423938157445867e-05,0.010989722300458016,0.010991492021847564,3.890062515439865e-08
42,F0,raw,osi_target_t06h,32982,0.006681707690906079,0.004245797198062942,5.00630397845445e-05,2.502711549544111e-05,2.415995982099207e-05,0.010617814046388098,0.010621545697340714,7.925787702065131e-08
42,F0,aligned,osi_target_t06h,32982,0.0063320050064460285,0.004164242044690143,4.546894110814747e-05,2.2733432449509027e-05,2.415995982099207e-05,0.010144311052699608,0.010146817077991867,5.0850080303974695e-08
42,F2,raw,osi_target_t06h,32982,0.006681707690906079,0.004245797198062942,5.00630397845445e-05,2.502711549544111e-05,2.415995982099207e-05,0.010617814046388098,0.010621545697340714,7.925787702065131e-08
42,F2,aligned,osi_target_t06h,32982,0.0062717428036647045,0.004164242044690143,4.4881774900417114e-05,2.24396446688921e-05,2.415995982099207e-05,0.010077721183596847,0.01007974033020953,4.070087013588724e-08
20260917,F0,raw,osi_target_t01h,34177,0.007323806130805913,0.004662540491048039,5.250282948404791e-05,2.6251396193925056e-05,2.423938157445867e-05,0.011308591514561603,0.011312143773707869,8.035471382299717e-08
20260917,F0,aligned,osi_target_t01h,34177,0.007152520727919952,0.004721764218438741,5.6564023320094597e-05,2.8282028954586715e-05,2.423938157445867e-05,0.011402711731435313,0.01140564895985692,6.699336527272504e-08
20260917,F2,raw,osi_target_t01h,34177,0.007155755790994687,0.004662540491048039,4.959800055494325e-05,2.4799099034095592e-05,2.423938157445867e-05,0.01107009758683319,0.011074730688339226,1.0259923723256832e-07
20260917,F2,aligned,osi_target_t01h,34177,0.007060691017389145,0.004721764218438741,5.50118707008559e-05,2.750594004878378e-05,2.423938157445867e-05,0.011276743065538084,0.011279784035266497,6.859371609165758e-08
20260917,F0,raw,osi_target_t06h,32982,0.0067150976631588375,0.004562221288660437,5.4271027650580565e-05,2.7135948691746597e-05,2.415995982099207e-05,0.01096267771250578,0.010966347987999515,8.04855656300345e-08
20260917,F0,aligned,osi_target_t06h,32982,0.0063998821383690245,0.004407168682501191,4.8431207090275935e-05,2.4215585594383007e-05,2.415995982099207e-05,0.010431493703753318,0.01043484686574168,6.996822003386743e-08
20260917,F2,raw,osi_target_t06h,32982,0.0067150976631588375,0.004562221288660437,5.4271027650580565e-05,2.7135948691746597e-05,2.415995982099207e-05,0.01096267771250578,0.010966347987999515,8.04855656300345e-08
20260917,F2,aligned,osi_target_t06h,32982,0.006313234344256209,0.004407168682501191,4.731812891370638e-05,2.3659087975173345e-05,2.415995982099207e-05,0.010324812826214336,0.0103282666639301,7.133238488970584e-08
20260918,F0,raw,osi_target_t01h,34177,0.006997774960226107,0.004279570600787588,4.556022228541842e-05,2.2776496238458498e-05,2.423938157445867e-05,0.010623027489817782,0.010625859276603061,6.017231674704899e-08
20260918,F0,aligned,osi_target_t01h,34177,0.00688448583556777,0.004289725135719231,4.9679732132865316e-05,2.483814780232067e-05,2.423938157445867e-05,0.010746270907161978,0.010748603143167522,5.013111919480791e-08
20260918,F2,raw,osi_target_t01h,34177,0.006898444688906638,0.004279570600787588,4.38260318828327e-05,2.190948540949449e-05,2.423938157445867e-05,0.010475439886102564,0.01047865232704977,6.731378383707342e-08
20260918,F2,aligned,osi_target_t01h,34177,0.00684608533880509,0.004289725135719231,4.879111917616837e-05,2.439374769079738e-05,2.423938157445867e-05,0.01068020562824732,0.010683002911169644,5.975893841335606e-08
20260918,F0,raw,osi_target_t06h,32982,0.006388407557583936,0.004055859777985826,4.5115186486423937e-05,2.2553703015679012e-05,2.415995982099207e-05,0.010118307782573395,0.010121851237145981,7.172008402828677e-08
20260918,F0,aligned,osi_target_t06h,32982,0.006109873303493845,0.004002063147000524,4.1748005028664775e-05,2.087130463825593e-05,2.415995982099207e-05,0.009751866908523326,0.009754537404413665,5.209177255299574e-08
20260918,F2,raw,osi_target_t06h,32982,0.006388407557583936,0.004055859777985826,4.5115186486423937e-05,2.2553703015679012e-05,2.415995982099207e-05,0.010118307782573395,0.010121851237145981,7.172008402828677e-08
20260918,F2,aligned,osi_target_t06h,32982,0.006063377127148901,0.004002063147000524,4.116836966421841e-05,2.0581484381762505e-05,2.415995982099207e-05,0.009692960170604073,0.009696165799144481,6.21543355821836e-08
