split_seed,domain,mode,horizon,comparison,slice_type,slice_value,counties,countyName,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,population,exclude_Morrow,238,,34034,0.011057154857568498,0.003309843196544018,4.161019763405026,-9.292135926977055e-05,0.010952866688407207,0.0032738798937927117,4.082898635412286,-8.106113492683743e-05,-0.00010428816916129187,-0.9431736328618712,0.07812112799274029,17167
42,P,raw,osi_target_t01h,F2_minus_F0,population,exclude_Morrow,238,,34034,0.018049983754038913,0.0053218058968026675,11.088342324776054,-8.814943976231146e-05,0.017628131142717916,0.00512931857369616,10.57609979214317,-4.2923620168517765e-05,-0.00042185261132099763,-2.337135684272307,0.5122425326328841,32485
42,P,aligned,osi_target_t01h,F2_minus_F0,population,exclude_Morrow,238,,34034,0.01769572873148683,0.005215666402854751,10.657366441226033,3.5206382067006174e-05,0.01744942084559869,0.005131799397786491,10.36275018457847,6.330677497684262e-05,-0.0002463078858881418,-1.3919058639832893,0.2946162566475632,32485
42,OSI,v18_rule,osi_target_t06h,F2_minus_F0,population,exclude_Morrow,238,,32844,0.010107730331595097,0.0031830618645876402,3.3555470819129942,-7.803462694331232e-05,0.010043197028737268,0.0031534420086630293,3.31283655059217,-6.935676885151258e-05,-6.453330285782939e-05,-0.6384549324204736,0.04271053132082425,16326
42,OSI,v18_rule,osi_target_t24h,F2_minus_F0,population,exclude_Morrow,238,,28560,0.008483140500670705,0.002797888445389818,2.055282493857656,-7.090460255638494e-05,0.008483140500670705,0.002797888445389818,2.055282493857656,-7.090460255638494e-05,0.0,0.0,0.0,0
42,OSI,v18_rule,osi_target_t48h,F2_minus_F0,population,exclude_Morrow,238,,22848,0.007695359111383732,0.0022229034971860064,1.3530254727409226,-0.0001369359642800477,0.007695359111383732,0.0022229034971860064,1.3530254727409226,-0.0001369359642800477,0.0,0.0,0.0,0
20260917,OSI,v18_rule,osi_target_t01h,F2_minus_F0,population,exclude_Morrow,238,,34034,0.011355004495998033,0.003348783510550587,4.388212149862149,-0.0001650251422947047,0.011254932578580446,0.0033133522661491933,4.311206149095156,-0.00014639731303292295,-0.00010007191741758653,-0.8813023143483201,0.0770060007669926,16755
20260917,P,raw,osi_target_t01h,F2_minus_F0,population,exclude_Morrow,238,,34034,0.018051450399713943,0.0052317869079673545,11.090144357425444,-8.793460465016036e-05,0.017668064571822423,0.005059256983264554,10.624070651473225,1.0867007431790065e-05,-0.0003833858278915192,-2.123850546090167,0.4660737059522191,32592
20260917,P,aligned,osi_target_t01h,F2_minus_F0,population,exclude_Morrow,238,,34034,0.01783665630076743,0.005207428582633915,10.827791446189739,-6.271765714499492e-05,0.017614957258257513,0.005121409885510018,10.560298201601276,-1.6919309539474065e-05,-0.000221699042509918,-1.2429405981230879,0.26749324458846324,32592
20260917,OSI,v18_rule,osi_target_t06h,F2_minus_F0,population,exclude_Morrow,238,,32844,0.010392187164884206,0.003222309814301264,3.547071665874555,-0.00015789127599915602,0.010302046637035957,0.003187568945006256,3.485804824358688,-0.0001432626854194014,-9.014052784824846e-05,-0.8673874557690642,0.06126684151586703,15938
