split_seed,domain,mode,horizon,comparison,population,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions,counties,replicates,seed,ci_low,ci_high,bootstrap_fraction_delta_lt0,bootstrap_fraction_delta_eq0
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,all_counties,34177,0.011101490712958732,0.0033403611996247746,4.212079293697739,-0.00011626380690964074,0.010991492021847564,0.003301564170419752,4.129022376200856,-0.0001044015937602557,-0.00010999869111116833,-0.990846130085643,0.08305691749688293,17310,239,2000,20260910,-0.00017764437366739783,-3.197520091700436e-05,0.998,0.0
42,OSI,v18_rule,osi_target_t01h,F2_minus_F0,exclude_Morrow,34034,0.011057154857568498,0.003309843196544018,4.161019763405026,-9.292135926977055e-05,0.010952866688407207,0.0032738798937927117,4.082898635412286,-8.106113492683743e-05,-0.00010428816916129187,-0.9431736328618712,0.07812112799274029,17167,238,2000,20260910,-0.00017449030990575207,-2.857435211063573e-05,0.9975,0.0
42,P,raw,osi_target_t01h,F2_minus_F0,all_counties,34177,0.018300833411434417,0.005417962454181663,11.446578049933418,-1.733629975472648e-05,0.017861487700620824,0.005219315121071696,10.903582053390243,2.7250338117868578e-05,-0.0004393457108135927,-2.4006869028111444,0.5429959965431745,32628,239,2000,20260910,-0.0008004115269749109,-2.6286384516739767e-05,0.9805,0.0
42,P,raw,osi_target_t01h,F2_minus_F0,exclude_Morrow,34034,0.018049983754038913,0.0053218058968026675,11.088342324776054,-8.814943976231146e-05,0.017628131142717916,0.00512931857369616,10.57609979214317,-4.2923620168517765e-05,-0.00042185261132099763,-2.337135684272307,0.5122425326328841,32485,238,2000,20260910,-0.000790963237495628,4.129436885492495e-06,0.9735,0.0
42,P,aligned,osi_target_t01h,F2_minus_F0,all_counties,34177,0.017743635207965833,0.0052621054643028605,10.760170149874025,3.485601429963956e-05,0.01749044167001514,0.005172721136872373,10.455275745931624,6.28962925738371e-05,-0.0002531935379506932,-1.4269541443064804,0.3048944039424004,32628,239,2000,20260910,-0.0004133834467630909,-6.545568501841206e-05,0.9975,0.0
42,P,aligned,osi_target_t01h,F2_minus_F0,exclude_Morrow,34034,0.01769572873148683,0.005215666402854751,10.657366441226033,3.5206382067006174e-05,0.01744942084559869,0.005131799397786491,10.36275018457847,6.330677497684262e-05,-0.0002463078858881418,-1.3919058639832893,0.2946162566475632,32485,238,2000,20260910,-0.00041459865262075715,-6.178919478443458e-05,0.997,0.0
42,OSI,v18_rule,osi_target_t06h,F2_minus_F0,all_counties,32982,0.010146817077991867,0.003209012306934363,3.3957573527268483,-9.55936733092431e-05,0.01007974033020953,0.003177439347335253,3.351009628134694,-8.79139286335395e-05,-6.707674778233703e-05,-0.6610619592997691,0.04474772459215437,16464,239,2000,20260910,-0.00012364353225455463,-8.329563014771893e-06,0.9855,0.0
42,OSI,v18_rule,osi_target_t06h,F2_minus_F0,exclude_Morrow,32844,0.010107730331595097,0.0031830618645876402,3.3555470819129942,-7.803462694331232e-05,0.010043197028737268,0.0031534420086630293,3.31283655059217,-6.935676885151258e-05,-6.453330285782939e-05,-0.6384549324204736,0.04271053132082425,16326,238,2000,20260910,-0.00012026452591546092,-8.482981528759172e-06,0.9885,0.0
20260917,OSI,v18_rule,osi_target_t01h,F2_minus_F0,all_counties,34177,0.01140564895985692,0.0033826711151431596,4.446045881237099,-0.00018897122879376848,0.011279784035266497,0.0033373913910967556,4.348460282431759,-0.00017010159640818727,-0.00012586492459042316,-1.103531460887619,0.09758559880534001,16887,239,2000,20260910,-0.00022111615128204797,-4.430690822084369e-05,1.0,0.0
20260917,OSI,v18_rule,osi_target_t01h,F2_minus_F0,exclude_Morrow,34034,0.011355004495998033,0.003348783510550587,4.388212149862149,-0.0001650251422947047,0.011254932578580446,0.0033133522661491933,4.311206149095156,-0.00014639731303292295,-0.00010007191741758653,-0.8813023143483201,0.0770060007669926,16755,238,2000,20260910,-0.00016437718790850205,-3.0855936543047136e-05,0.9995,0.0
20260917,P,raw,osi_target_t01h,F2_minus_F0,all_counties,34177,0.018309515327014785,0.005326920307427146,11.457441139563741,-1.2689065306031394e-05,0.017889389477486715,0.005139015268137882,10.93767405511549,6.756106152203811e-05,-0.0004201258495280698,-2.2945765741171464,0.5197670844482509,32735,239,2000,20260910,-0.0007338289655257207,-0.00013593286333607473,0.9985,0.0
20260917,P,raw,osi_target_t01h,F2_minus_F0,exclude_Morrow,34034,0.018051450399713943,0.0052317869079673545,11.090144357425444,-8.793460465016036e-05,0.017668064571822423,0.005059256983264554,10.624070651473225,1.0867007431790065e-05,-0.0003833858278915192,-2.123850546090167,0.4660737059522191,32592,238,2000,20260910,-0.0006720930126332445,-0.00010700043955365217,0.9975,0.0
20260917,P,aligned,osi_target_t01h,F2_minus_F0,all_counties,34177,0.017881301819799876,0.005254049854223768,10.927786611200894,-6.355295312570993e-05,0.017651727543472863,0.005157627371948589,10.648988776038562,-1.726524079149292e-05,-0.0002295742763270131,-1.2838789851016719,0.27879783516233125,32735,239,2000,20260910,-0.0003818705265412568,-6.717346660935469e-05,0.9955,0.0
20260917,P,aligned,osi_target_t01h,F2_minus_F0,exclude_Morrow,34034,0.01783665630076743,0.005207428582633915,10.827791446189739,-6.271765714499492e-05,0.017614957258257513,0.005121409885510018,10.560298201601276,-1.6919309539474065e-05,-0.000221699042509918,-1.2429405981230879,0.26749324458846324,32592,238,2000,20260910,-0.00036594424333254627,-6.660061787657025e-05,0.9975,0.0
20260917,OSI,v18_rule,osi_target_t06h,F2_minus_F0,all_counties,32982,0.01043484686574168,0.0032513279861607985,3.5912790121548,-0.00017562574910613557,0.0103282666639301,0.003209718940664248,3.51829192962018,-0.00016407242957993933,-0.00010658020181158155,-1.021387311025057,0.07298708253461994,16065,239,2000,20260910,-0.00018688830024119239,-2.9365089685932154e-05,0.998,0.0
20260917,OSI,v18_rule,osi_target_t06h,F2_minus_F0,exclude_Morrow,32844,0.010392187164884206,0.003222309814301264,3.547071665874555,-0.00015789127599915602,0.010302046637035957,0.003187568945006256,3.485804824358688,-0.0001432626854194014,-9.014052784824846e-05,-0.8673874557690642,0.06126684151586703,15938,238,2000,20260910,-0.00015720786227595138,-2.1229699375536965e-05,0.995,0.0
20260918,OSI,v18_rule,osi_target_t01h,F2_minus_F0,all_counties,34177,0.010748603143167522,0.003317938574683782,3.9485532111032526,-6.713967255880392e-05,0.010683002911169644,0.0032883188402159907,3.9005031403644193,-6.38801247473866e-05,-6.560023199787823e-05,-0.6103140205672042,0.048050070738833384,17057,239,2000,20260910,-0.00016594334891041444,7.5807202515468665e-06,0.959,0.0
20260918,OSI,v18_rule,osi_target_t01h,F2_minus_F0,exclude_Morrow,34034,0.010696205477856904,0.0032847496817738804,3.8937894948294587,-4.3281749002133795e-05,0.010651648597833255,0.0032623196951554185,3.8614165659655457,-3.7380686197795625e-05,-4.4556880023648854e-05,-0.41656716595328547,0.032372928863912964,16914,238,2000,20260910,-0.00012714158655638313,1.8998749077361873e-05,0.9045,0.0
20260918,P,raw,osi_target_t01h,F2_minus_F0,all_counties,34177,0.01749443740056527,0.005376209425348297,10.46005335389142,0.0003247895200868648,0.017246111722266592,0.005210325682121124,10.165209385662669,0.00031720889103052793,-0.00024832567829867827,-1.4194550679900941,0.2948439682287507,32722,239,2000,20260910,-0.0006465127809217677,4.372802119708643e-05,0.949,0.0
20260918,P,raw,osi_target_t01h,F2_minus_F0,exclude_Morrow,34034,0.01719725923020183,0.005281309152135577,10.065410005696954,0.0002634619543205461,0.017004161280176944,0.005142329425450209,9.840641839665777,0.00028727409671425294,-0.00019309795002488486,-1.1228414216479687,0.22476816603117733,32579,238,2000,20260910,-0.0005547580967178754,9.403029689716123e-05,0.9045,0.0
20260918,P,aligned,osi_target_t01h,F2_minus_F0,all_counties,34177,0.017211214588919423,0.005231211052178364,10.124112844928087,0.0001813283581560443,0.01711521334701272,0.0051734042341867025,10.011486652508658,0.00019120946417497205,-9.600124190670134e-05,-0.5577830745803758,0.1126261924194285,32722,239,2000,20260910,-0.00029231733957751774,5.5846859218812697e-05,0.8925,0.0
20260918,P,aligned,osi_target_t01h,F2_minus_F0,exclude_Morrow,34034,0.01715092564892632,0.005179652750391308,10.011245765430866,0.00018843226263462497,0.017067950817255807,0.005136008952869319,9.914612841542358,0.00020492443444043642,-8.297483167051325e-05,-0.4837921484179941,0.09663292388850842,32579,238,2000,20260910,-0.0002753866194966484,6.527521121358411e-05,0.8505,0.0
20260918,OSI,v18_rule,osi_target_t06h,F2_minus_F0,all_counties,32982,0.009754537404413665,0.0031814554611128637,3.1382702811459398,-4.4017728955019525e-05,0.009696165799144481,0.003157640544858214,3.1008235483867903,-4.462224350760196e-05,-5.83716052691835e-05,-0.5984046485153827,0.03744673275914945,16246,239,2000,20260910,-0.00013590883155460172,8.25977252953068e-06,0.96,0.0
20260918,OSI,v18_rule,osi_target_t06h,F2_minus_F0,exclude_Morrow,32844,0.009710379464229403,0.003153234107842901,3.0969090189808925,-2.6436615818231457e-05,0.00966556224749829,0.003134487148860808,3.068388084893318,-2.1909452251407723e-05,-4.481721673111304e-05,-0.4615392930441997,0.028520934087574723,16108,238,2000,20260910,-0.00011049469682505556,1.424228529483746e-05,0.934,0.0
