split_seed,1h_change_pct,6h_change_pct,both_short_horizons_improved
42,-0.990846130085643,-0.6610619592997691,True
20260917,-1.103531460887619,-1.021387311025057,True
20260918,-0.6103140205672042,-0.5984046485153827,True
