horizon,fipsCode,countyName,improved_splits,worsened_splits,minimum_rmse_change_pct,maximum_rmse_change_pct
osi_target_t06h,39105,Meigs County,3,0,-0.7668417779047365,-0.2910992098841936
osi_target_t06h,39107,Mercer County,3,0,-6.8378239614034,-5.302042255081362
osi_target_t06h,39109,Miami County,3,0,-6.049038348408253,-2.5857300834235097
osi_target_t06h,39111,Monroe County,0,3,0.13526106851522446,2.336569118846188
osi_target_t06h,39113,Montgomery County,0,3,0.9026717253233452,1.3428845039793025
osi_target_t06h,39115,Morgan County,2,1,-0.035809744501336116,0.013709257981475709
osi_target_t06h,39117,Morrow County,3,0,-14.274843809335092,-2.5660996044289064
osi_target_t06h,39119,Muskingum County,1,2,-0.13851821050605562,1.6759411854185613
osi_target_t06h,39121,Noble County,1,2,-0.5350575792463674,5.733931162306316
osi_target_t06h,39123,Ottawa County,3,0,-2.0300858050697035,-0.9549301396552523
osi_target_t06h,39125,Paulding County,3,0,-7.50509469389522,-2.675491782398509
osi_target_t06h,39127,Perry County,2,1,-4.080989647394462,0.3749076776146776
osi_target_t06h,39129,Pickaway County,2,1,-4.947964631888658,2.436664292858781
osi_target_t06h,39131,Pike County,2,1,-0.6345610104875332,0.598269982314803
osi_target_t06h,39133,Portage County,0,3,0.3551759626727602,2.160050993064422
osi_target_t06h,39135,Preble County,0,3,0.3123399756374212,0.9041107390726832
osi_target_t06h,39137,Putnam County,1,2,-1.2541461805440024,3.6813090307892926
osi_target_t06h,39139,Richland County,3,0,-9.305655795108148,-8.358108965173805
osi_target_t06h,39141,Ross County,3,0,-7.512776642684848,-4.018187252496908
osi_target_t06h,39143,Sandusky County,3,0,-12.424838722514886,-5.811310145410609
osi_target_t06h,39145,Scioto County,2,1,-3.7979758920523965,1.0849994541587638
osi_target_t06h,39147,Seneca County,0,3,1.518320665521844,3.133880544312029
osi_target_t06h,39149,Shelby County,0,3,0.19504238305954047,2.782302831427086
osi_target_t06h,39151,Stark County,3,0,-15.557199047308023,-4.660368349537247
osi_target_t06h,39153,Summit County,1,2,-1.0360978918218078,1.2441542688219398
osi_target_t06h,39155,Trumbull County,1,2,-0.16172784763115455,0.9688524286906919
osi_target_t06h,39157,Tuscarawas County,1,2,-0.9592501259505837,2.337774842973972
osi_target_t06h,39159,Union County,0,3,4.095346986220716,10.119475327516403
osi_target_t06h,39161,Van Wert County,2,1,-13.54301279799457,2.5100000069288253
osi_target_t06h,39163,Vinton County,3,0,-4.179729130030784,-0.27363515073851596
osi_target_t06h,39165,Warren County,2,1,-3.2290611411295855,1.1511407430785825
osi_target_t06h,39167,Washington County,1,2,-0.9151522767135156,0.6315042018484096
osi_target_t06h,39169,Wayne County,2,1,-3.185510296249694,6.538408086881242
osi_target_t06h,39171,Williams County,3,0,-1.899308821749457,-0.10318521309807815
osi_target_t06h,39173,Wood County,3,0,-11.616391596176257,-6.116455013496369
osi_target_t06h,39175,Wyandot County,2,1,-2.5512948985172645,2.1205923067752375
osi_target_t06h,42005,Armstrong County,3,0,-7.030880136181339,-0.6229520312533765
osi_target_t06h,42007,Beaver County,0,3,1.4132727871737139,6.965566383110078
osi_target_t06h,42009,Bedford County,2,1,-8.132217824639664,8.031142748522523
osi_target_t06h,42013,Blair County,0,3,2.8557567403203477,3.77753466006443
osi_target_t06h,42015,Bradford County,2,1,-3.6797645590036177,1.6804015772242886
osi_target_t06h,42019,Butler County,2,1,-8.802410085507685,7.667157336946384
osi_target_t06h,42021,Cambria County,1,2,-1.5133252152987553,0.9475068946829923
osi_target_t06h,42023,Cameron County,3,0,-5.099645964663468,-0.8150865989930867
osi_target_t06h,42025,Carbon County,0,3,1.2386194808774453,8.976818134188935
osi_target_t06h,42027,Centre County,2,1,-5.2550082779673986,4.508420670424562
osi_target_t06h,42029,Chester County,1,2,-0.479075471983037,0.9965731028892533
osi_target_t06h,42031,Clarion County,1,2,-0.39818278975115584,3.7840260472112197
osi_target_t06h,42033,Clearfield County,0,3,7.357893370709401,11.923818487381798
osi_target_t06h,42035,Clinton County,1,2,-2.135305386335906,2.9508642074743463
osi_target_t06h,42039,Crawford County,3,0,-6.400827387760755,-4.054473249937207
osi_target_t06h,42041,Cumberland County,2,1,-1.5591814045767594,0.04367788647905435
osi_target_t06h,42043,Dauphin County,3,0,-7.094609623575076,-0.7629244912230937
osi_target_t06h,42045,Delaware County,1,2,-1.8997780688481902,1.7322265558660677
osi_target_t06h,42047,Elk County,3,0,-2.251481045552395,-0.7705300077401223
osi_target_t06h,42049,Erie County,3,0,-2.733540476152385,-1.2924452990174196
osi_target_t06h,42051,Fayette County,2,1,-3.4445887272744447,1.9419511766904263
osi_target_t06h,42053,Forest County,3,0,-0.9229798657947597,-0.12239502062807439
osi_target_t06h,42055,Franklin County,3,0,-6.823156718767642,-1.6396778882529661
osi_target_t06h,42057,Fulton County,3,0,-4.760598334926236,-0.047455312991540044
osi_target_t06h,42059,Greene County,2,1,-0.2058174465743745,0.2760137164329546
osi_target_t06h,42061,Huntingdon County,3,0,-2.414307353481049,-0.4127563924676836
osi_target_t06h,42063,Indiana County,2,1,-3.44178690045448,0.9185187477224188
osi_target_t06h,42065,Jefferson County,0,3,2.896797287120445,8.106415024719116
osi_target_t06h,42067,Juniata County,3,0,-4.139812654973718,-2.8098535721660878
osi_target_t06h,42069,Lackawanna County,1,2,-1.087680888307041,12.664016602040572
osi_target_t06h,42075,Lebanon County,1,2,-0.4062103546225826,0.45821602363056435
osi_target_t06h,42077,Lehigh County,1,2,-3.5435339330456173,0.5957964492988799
osi_target_t06h,42079,Luzerne County,2,1,-7.963282654502413,2.7465251706260574
osi_target_t06h,42081,Lycoming County,2,1,-4.837742640435283,1.2309828313741278
osi_target_t06h,42083,McKean County,0,3,1.5136515893110936,8.067161504203746
osi_target_t06h,42085,Mercer County,1,2,-0.11346961969971314,3.8361741440381625
osi_target_t06h,42089,Monroe County,1,2,-0.6038760112704877,0.4093469498058777
osi_target_t06h,42091,Montgomery County,0,3,0.47299117589589823,4.430094189657252
osi_target_t06h,42095,Northampton County,3,0,-3.7618479457036447,-0.6275194546013663
osi_target_t06h,42097,Northumberland County,0,3,0.3968706586743531,2.1951742867060586
osi_target_t06h,42101,Philadelphia County,1,2,-3.322463321825553,1.0992480892932033
osi_target_t06h,42103,Pike County,2,1,-4.4233468085619565,1.0265682893735528
osi_target_t06h,42109,Snyder County,1,2,-0.17971517362234124,0.6907908249838668
osi_target_t06h,42113,Sullivan County,2,1,-3.752731338806514,1.6155115511513385
osi_target_t06h,42115,Susquehanna County,3,0,-2.0580502581469373,-0.7425408826045699
osi_target_t06h,42119,Union County,1,2,-3.1715760562883277,2.0920604637113316
osi_target_t06h,42121,Venango County,3,0,-2.4036742656027843,-1.6411575450572036
osi_target_t06h,42125,Washington County,3,0,-8.521412175371413,-6.732985539099801
osi_target_t06h,42127,Wayne County,3,0,-6.8006745267927045,-0.34749066451919
osi_target_t06h,42129,Westmoreland County,3,0,-4.674374380980851,-1.1166368634764612
osi_target_t06h,42131,Wyoming County,0,3,0.22724495695005675,1.4144970248914701
osi_target_t06h,42133,York County,2,1,-2.0593735855594875,3.781079472187754
osi_target_t06h,54007,Braxton County,2,1,-0.35793997917944465,0.31409261043517933
osi_target_t06h,54009,Brooke County,0,3,3.5704755584767156,8.060678622126671
osi_target_t06h,54013,Calhoun County,1,2,-0.19517512317176466,0.23175655555718322
osi_target_t06h,54015,Clay County,2,1,-0.6031869431152748,1.3888068450276236
osi_target_t06h,54019,Fayette County,2,1,-0.9981691661141934,1.0998739073853292
osi_target_t06h,54023,Grant County,1,2,-4.272905171629249,7.414341760281284
osi_target_t06h,54025,Greenbrier County,0,3,8.082527406712225,23.748351680576697
osi_target_t06h,54027,Hampshire County,3,0,-8.127173343382843,-0.38383639239496503
osi_target_t06h,54029,Hancock County,0,3,1.8312432979317395,11.887593686909748
osi_target_t06h,54031,Hardy County,1,2,-2.999408434452211,9.95307641516121
osi_target_t06h,54033,Harrison County,1,2,-3.4439402334703773,2.8143372484332296
osi_target_t06h,54035,Jackson County,2,1,-3.1679573447950915,2.407953715306266
osi_target_t06h,54037,Jefferson County,2,1,-1.5164918629496427,0.08750993193491485
osi_target_t06h,54039,Kanawha County,0,3,0.3816040553548561,9.144816581202697
osi_target_t06h,54041,Lewis County,2,1,-0.135389258980545,0.001581673192263544
osi_target_t06h,54043,Lincoln County,2,1,-1.7065437248434567,0.13103926615880557
osi_target_t06h,54045,Logan County,1,2,-1.9717503281149407,0.237817465312129
osi_target_t06h,54047,McDowell County,3,0,-2.2807462325231342,-0.6481568992335318
osi_target_t06h,54053,Mason County,1,2,-3.0162753509970552,2.74404594273685
osi_target_t06h,54055,Mercer County,0,3,1.0786496662004375,2.348509845954916
osi_target_t06h,54057,Mineral County,2,1,-2.534897356514143,0.6458525335190313
osi_target_t06h,54059,Mingo County,2,1,-0.19481751738664732,0.5343586554847679
osi_target_t06h,54063,Monroe County,1,2,-3.816377582400776,0.15221026608636112
osi_target_t06h,54067,Nicholas County,3,0,-4.8093386188603375,-0.7420210227823021
osi_target_t06h,54069,Ohio County,3,0,-0.8250084760189513,-0.10479027385987827
osi_target_t06h,54071,Pendleton County,2,1,-9.679487698961308,1.1994818376477756
osi_target_t06h,54073,Pleasants County,2,1,-3.372047467651096,2.923702476013079
osi_target_t06h,54075,Pocahontas County,2,1,-6.145766784868356,0.7302355452031728
osi_target_t06h,54077,Preston County,0,3,0.11683710274892345,0.2817056897006731
osi_target_t06h,54079,Putnam County,3,0,-2.8607321797047724,-1.8286604954806829
osi_target_t06h,54081,Raleigh County,1,2,-1.658809777988235,5.553892029683505
osi_target_t06h,54083,Randolph County,3,0,-8.781944461273595,-2.615222866398903
osi_target_t06h,54085,Ritchie County,2,1,-3.03126290851391,0.8842123771850563
osi_target_t06h,54087,Roane County,2,1,-0.5881770411404363,2.12108172084704
osi_target_t06h,54089,Summers County,2,1,-7.9962784841927315,0.8956266262348578
osi_target_t06h,54091,Taylor County,1,2,-8.510164175838197,0.9298242759278486
osi_target_t06h,54093,Tucker County,3,0,-13.974349454374234,-6.730456540859054
osi_target_t06h,54095,Tyler County,2,1,-0.29816529782225043,0.27119745598327416
osi_target_t06h,54097,Upshur County,2,1,-6.601800878942443,0.08289574305533343
osi_target_t06h,54099,Wayne County,2,1,-2.4974533728525317,2.689283805410869
osi_target_t06h,54101,Webster County,3,0,-6.10589796544142,-2.55535763409821
osi_target_t06h,54103,Wetzel County,3,0,-5.601475939172307,-0.9304878862013699
osi_target_t06h,54105,Wirt County,2,1,-1.514274681603145,5.929157656394324
osi_target_t06h,54107,Wood County,3,0,-3.080764057298535,-2.1860883995091673
osi_target_t06h,54109,Wyoming County,1,2,-3.165422442710797,1.578749993549522
osi_target_t24h,18009,Blackford County,0,0,0.0,0.0
osi_target_t24h,18013,Brown County,0,0,0.0,0.0
osi_target_t24h,18023,Clinton County,0,0,0.0,0.0
osi_target_t24h,18025,Crawford County,0,0,0.0,0.0
osi_target_t24h,18027,Daviess County,0,0,0.0,0.0
osi_target_t24h,18029,Dearborn County,0,0,0.0,0.0
osi_target_t24h,18033,DeKalb County,0,0,0.0,0.0
osi_target_t24h,18035,Delaware County,0,0,0.0,0.0
osi_target_t24h,18037,Dubois County,0,0,0.0,0.0
osi_target_t24h,18039,Elkhart County,0,0,0.0,0.0
osi_target_t24h,18041,Fayette County,0,0,0.0,0.0
osi_target_t24h,18043,Floyd County,0,0,0.0,0.0
osi_target_t24h,18045,Fountain County,0,0,0.0,0.0
osi_target_t24h,18047,Franklin County,0,0,0.0,0.0
osi_target_t24h,18051,Gibson County,0,0,0.0,0.0
osi_target_t24h,18059,Hancock County,0,0,0.0,0.0
osi_target_t24h,18061,Harrison County,0,0,0.0,0.0
osi_target_t24h,18065,Henry County,0,0,0.0,0.0
osi_target_t24h,18067,Howard County,0,0,0.0,0.0
osi_target_t24h,18069,Huntington County,0,0,0.0,0.0
osi_target_t24h,18071,Jackson County,0,0,0.0,0.0
osi_target_t24h,18073,Jasper County,0,0,0.0,0.0
osi_target_t24h,18077,Jefferson County,0,0,0.0,0.0
osi_target_t24h,18083,Knox County,0,0,0.0,0.0
osi_target_t24h,18085,Kosciusko County,0,0,0.0,0.0
osi_target_t24h,18087,LaGrange County,0,0,0.0,0.0
osi_target_t24h,18089,Lake County,0,0,0.0,0.0
osi_target_t24h,18091,LaPorte County,0,0,0.0,0.0
osi_target_t24h,18093,Lawrence County,0,0,0.0,0.0
osi_target_t24h,18095,Madison County,0,0,0.0,0.0
osi_target_t24h,18097,Marion County,0,0,0.0,0.0
osi_target_t24h,18099,Marshall County,0,0,0.0,0.0
osi_target_t24h,18101,Martin County,0,0,0.0,0.0
osi_target_t24h,18103,Miami County,0,0,0.0,0.0
osi_target_t24h,18105,Monroe County,0,0,0.0,0.0
osi_target_t24h,18107,Montgomery County,0,0,0.0,0.0
osi_target_t24h,18109,Morgan County,0,0,0.0,0.0
osi_target_t24h,18111,Newton County,0,0,0.0,0.0
osi_target_t24h,18113,Noble County,0,0,0.0,0.0
osi_target_t24h,18117,Orange County,0,0,0.0,0.0
osi_target_t24h,18121,Parke County,0,0,0.0,0.0
osi_target_t24h,18123,Perry County,0,0,0.0,0.0
osi_target_t24h,18125,Pike County,0,0,0.0,0.0
osi_target_t24h,18127,Porter County,0,0,0.0,0.0
osi_target_t24h,18129,Posey County,0,0,0.0,0.0
osi_target_t24h,18131,Pulaski County,0,0,0.0,0.0
osi_target_t24h,18133,Putnam County,0,0,0.0,0.0
osi_target_t24h,18135,Randolph County,0,0,0.0,0.0
osi_target_t24h,18137,Ripley County,0,0,0.0,0.0
osi_target_t24h,18139,Rush County,0,0,0.0,0.0
osi_target_t24h,18141,St. Joseph County,0,0,0.0,0.0
osi_target_t24h,18143,Scott County,0,0,0.0,0.0
osi_target_t24h,18145,Shelby County,0,0,0.0,0.0
osi_target_t24h,18147,Spencer County,0,0,0.0,0.0
osi_target_t24h,18149,Starke County,0,0,0.0,0.0
osi_target_t24h,18151,Steuben County,0,0,0.0,0.0
osi_target_t24h,18153,Sullivan County,0,0,0.0,0.0
osi_target_t24h,18155,Switzerland County,0,0,0.0,0.0
osi_target_t24h,18157,Tippecanoe County,0,0,0.0,0.0
osi_target_t24h,18159,Tipton County,0,0,0.0,0.0
osi_target_t24h,18161,Union County,0,0,0.0,0.0
osi_target_t24h,18163,Vanderburgh County,0,0,0.0,0.0
osi_target_t24h,18165,Vermillion County,0,0,0.0,0.0
osi_target_t24h,18167,Vigo County,0,0,0.0,0.0
osi_target_t24h,18169,Wabash County,0,0,0.0,0.0
osi_target_t24h,18171,Warren County,0,0,0.0,0.0
osi_target_t24h,18173,Warrick County,0,0,0.0,0.0
osi_target_t24h,18175,Washington County,0,0,0.0,0.0
osi_target_t24h,18177,Wayne County,0,0,0.0,0.0
osi_target_t24h,18179,Wells County,0,0,0.0,0.0
osi_target_t24h,18181,White County,0,0,0.0,0.0
osi_target_t24h,18183,Whitley County,0,0,0.0,0.0
osi_target_t24h,39017,Butler County,0,0,0.0,0.0
osi_target_t24h,39023,Clark County,0,0,0.0,0.0
osi_target_t24h,39025,Clermont County,0,0,0.0,0.0
osi_target_t24h,39027,Clinton County,0,0,0.0,0.0
osi_target_t24h,39029,Columbiana County,0,0,0.0,0.0
osi_target_t24h,39031,Coshocton County,0,0,0.0,0.0
osi_target_t24h,39033,Crawford County,0,0,0.0,0.0
osi_target_t24h,39035,Cuyahoga County,0,0,0.0,0.0
osi_target_t24h,39037,Darke County,0,0,0.0,0.0
osi_target_t24h,39039,Defiance County,0,0,0.0,0.0
osi_target_t24h,39045,Fairfield County,0,0,0.0,0.0
osi_target_t24h,39049,Franklin County,0,0,0.0,0.0
osi_target_t24h,39051,Fulton County,0,0,0.0,0.0
osi_target_t24h,39053,Gallia County,0,0,0.0,0.0
osi_target_t24h,39055,Geauga County,0,0,0.0,0.0
osi_target_t24h,39059,Guernsey County,0,0,0.0,0.0
osi_target_t24h,39061,Hamilton County,0,0,0.0,0.0
osi_target_t24h,39063,Hancock County,0,0,0.0,0.0
osi_target_t24h,39065,Hardin County,0,0,0.0,0.0
osi_target_t24h,39069,Henry County,0,0,0.0,0.0
osi_target_t24h,39073,Hocking County,0,0,0.0,0.0
osi_target_t24h,39075,Holmes County,0,0,0.0,0.0
osi_target_t24h,39077,Huron County,0,0,0.0,0.0
osi_target_t24h,39081,Jefferson County,0,0,0.0,0.0
osi_target_t24h,39085,Lake County,0,0,0.0,0.0
osi_target_t24h,39087,Lawrence County,0,0,0.0,0.0
osi_target_t24h,39089,Licking County,0,0,0.0,0.0
osi_target_t24h,39091,Logan County,0,0,0.0,0.0
osi_target_t24h,39093,Lorain County,0,0,0.0,0.0
osi_target_t24h,39095,Lucas County,0,0,0.0,0.0
osi_target_t24h,39097,Madison County,0,0,0.0,0.0
osi_target_t24h,39099,Mahoning County,0,0,0.0,0.0
osi_target_t24h,39101,Marion County,0,0,0.0,0.0
osi_target_t24h,39103,Medina County,0,0,0.0,0.0
osi_target_t24h,39105,Meigs County,0,0,0.0,0.0
osi_target_t24h,39107,Mercer County,0,0,0.0,0.0
osi_target_t24h,39109,Miami County,0,0,0.0,0.0
osi_target_t24h,39111,Monroe County,0,0,0.0,0.0
osi_target_t24h,39113,Montgomery County,0,0,0.0,0.0
osi_target_t24h,39115,Morgan County,0,0,0.0,0.0
osi_target_t24h,39117,Morrow County,0,0,0.0,0.0
osi_target_t24h,39119,Muskingum County,0,0,0.0,0.0
osi_target_t24h,39121,Noble County,0,0,0.0,0.0
osi_target_t24h,39123,Ottawa County,0,0,0.0,0.0
osi_target_t24h,39125,Paulding County,0,0,0.0,0.0
osi_target_t24h,39127,Perry County,0,0,0.0,0.0
osi_target_t24h,39129,Pickaway County,0,0,0.0,0.0
osi_target_t24h,39131,Pike County,0,0,0.0,0.0
osi_target_t24h,39133,Portage County,0,0,0.0,0.0
osi_target_t24h,39135,Preble County,0,0,0.0,0.0
osi_target_t24h,39137,Putnam County,0,0,0.0,0.0
osi_target_t24h,39139,Richland County,0,0,0.0,0.0
osi_target_t24h,39141,Ross County,0,0,0.0,0.0
osi_target_t24h,39143,Sandusky County,0,0,0.0,0.0
osi_target_t24h,39145,Scioto County,0,0,0.0,0.0
osi_target_t24h,39147,Seneca County,0,0,0.0,0.0
osi_target_t24h,39149,Shelby County,0,0,0.0,0.0
osi_target_t24h,39151,Stark County,0,0,0.0,0.0
osi_target_t24h,39153,Summit County,0,0,0.0,0.0
osi_target_t24h,39155,Trumbull County,0,0,0.0,0.0
osi_target_t24h,39157,Tuscarawas County,0,0,0.0,0.0
osi_target_t24h,39159,Union County,0,0,0.0,0.0
osi_target_t24h,39161,Van Wert County,0,0,0.0,0.0
osi_target_t24h,39163,Vinton County,0,0,0.0,0.0
osi_target_t24h,39165,Warren County,0,0,0.0,0.0
osi_target_t24h,39167,Washington County,0,0,0.0,0.0
osi_target_t24h,39169,Wayne County,0,0,0.0,0.0
osi_target_t24h,39171,Williams County,0,0,0.0,0.0
osi_target_t24h,39173,Wood County,0,0,0.0,0.0
osi_target_t24h,39175,Wyandot County,0,0,0.0,0.0
osi_target_t24h,42005,Armstrong County,0,0,0.0,0.0
osi_target_t24h,42007,Beaver County,0,0,0.0,0.0
osi_target_t24h,42009,Bedford County,0,0,0.0,0.0
osi_target_t24h,42013,Blair County,0,0,0.0,0.0
osi_target_t24h,42015,Bradford County,0,0,0.0,0.0
osi_target_t24h,42019,Butler County,0,0,0.0,0.0
osi_target_t24h,42021,Cambria County,0,0,0.0,0.0
osi_target_t24h,42023,Cameron County,0,0,0.0,0.0
osi_target_t24h,42025,Carbon County,0,0,0.0,0.0
osi_target_t24h,42027,Centre County,0,0,0.0,0.0
osi_target_t24h,42029,Chester County,0,0,0.0,0.0
osi_target_t24h,42031,Clarion County,0,0,0.0,0.0
osi_target_t24h,42033,Clearfield County,0,0,0.0,0.0
osi_target_t24h,42035,Clinton County,0,0,0.0,0.0
osi_target_t24h,42039,Crawford County,0,0,0.0,0.0
osi_target_t24h,42041,Cumberland County,0,0,0.0,0.0
osi_target_t24h,42043,Dauphin County,0,0,0.0,0.0
osi_target_t24h,42045,Delaware County,0,0,0.0,0.0
osi_target_t24h,42047,Elk County,0,0,0.0,0.0
osi_target_t24h,42049,Erie County,0,0,0.0,0.0
osi_target_t24h,42051,Fayette County,0,0,0.0,0.0
osi_target_t24h,42053,Forest County,0,0,0.0,0.0
osi_target_t24h,42055,Franklin County,0,0,0.0,0.0
osi_target_t24h,42057,Fulton County,0,0,0.0,0.0
osi_target_t24h,42059,Greene County,0,0,0.0,0.0
osi_target_t24h,42061,Huntingdon County,0,0,0.0,0.0
osi_target_t24h,42063,Indiana County,0,0,0.0,0.0
osi_target_t24h,42065,Jefferson County,0,0,0.0,0.0
osi_target_t24h,42067,Juniata County,0,0,0.0,0.0
osi_target_t24h,42069,Lackawanna County,0,0,0.0,0.0
osi_target_t24h,42075,Lebanon County,0,0,0.0,0.0
osi_target_t24h,42077,Lehigh County,0,0,0.0,0.0
osi_target_t24h,42079,Luzerne County,0,0,0.0,0.0
osi_target_t24h,42081,Lycoming County,0,0,0.0,0.0
osi_target_t24h,42083,McKean County,0,0,0.0,0.0
osi_target_t24h,42085,Mercer County,0,0,0.0,0.0
osi_target_t24h,42089,Monroe County,0,0,0.0,0.0
osi_target_t24h,42091,Montgomery County,0,0,0.0,0.0
osi_target_t24h,42095,Northampton County,0,0,0.0,0.0
osi_target_t24h,42097,Northumberland County,0,0,0.0,0.0
osi_target_t24h,42101,Philadelphia County,0,0,0.0,0.0
osi_target_t24h,42103,Pike County,0,0,0.0,0.0
osi_target_t24h,42109,Snyder County,0,0,0.0,0.0
osi_target_t24h,42113,Sullivan County,0,0,0.0,0.0
osi_target_t24h,42115,Susquehanna County,0,0,0.0,0.0
osi_target_t24h,42119,Union County,0,0,0.0,0.0
osi_target_t24h,42121,Venango County,0,0,0.0,0.0
osi_target_t24h,42125,Washington County,0,0,0.0,0.0
osi_target_t24h,42127,Wayne County,0,0,0.0,0.0
osi_target_t24h,42129,Westmoreland County,0,0,0.0,0.0
osi_target_t24h,42131,Wyoming County,0,0,0.0,0.0
osi_target_t24h,42133,York County,0,0,0.0,0.0
osi_target_t24h,54007,Braxton County,0,0,0.0,0.0
osi_target_t24h,54009,Brooke County,0,0,0.0,0.0
osi_target_t24h,54013,Calhoun County,0,0,0.0,0.0
osi_target_t24h,54015,Clay County,0,0,0.0,0.0
osi_target_t24h,54019,Fayette County,0,0,0.0,0.0
osi_target_t24h,54023,Grant County,0,0,0.0,0.0
osi_target_t24h,54025,Greenbrier County,0,0,0.0,0.0
osi_target_t24h,54027,Hampshire County,0,0,0.0,0.0
osi_target_t24h,54029,Hancock County,0,0,0.0,0.0
osi_target_t24h,54031,Hardy County,0,0,0.0,0.0
osi_target_t24h,54033,Harrison County,0,0,0.0,0.0
osi_target_t24h,54035,Jackson County,0,0,0.0,0.0
osi_target_t24h,54037,Jefferson County,0,0,0.0,0.0
osi_target_t24h,54039,Kanawha County,0,0,0.0,0.0
osi_target_t24h,54041,Lewis County,0,0,0.0,0.0
osi_target_t24h,54043,Lincoln County,0,0,0.0,0.0
osi_target_t24h,54045,Logan County,0,0,0.0,0.0
osi_target_t24h,54047,McDowell County,0,0,0.0,0.0
osi_target_t24h,54053,Mason County,0,0,0.0,0.0
osi_target_t24h,54055,Mercer County,0,0,0.0,0.0
osi_target_t24h,54057,Mineral County,0,0,0.0,0.0
osi_target_t24h,54059,Mingo County,0,0,0.0,0.0
osi_target_t24h,54063,Monroe County,0,0,0.0,0.0
osi_target_t24h,54067,Nicholas County,0,0,0.0,0.0
osi_target_t24h,54069,Ohio County,0,0,0.0,0.0
osi_target_t24h,54071,Pendleton County,0,0,0.0,0.0
osi_target_t24h,54073,Pleasants County,0,0,0.0,0.0
osi_target_t24h,54075,Pocahontas County,0,0,0.0,0.0
osi_target_t24h,54077,Preston County,0,0,0.0,0.0
osi_target_t24h,54079,Putnam County,0,0,0.0,0.0
osi_target_t24h,54081,Raleigh County,0,0,0.0,0.0
osi_target_t24h,54083,Randolph County,0,0,0.0,0.0
osi_target_t24h,54085,Ritchie County,0,0,0.0,0.0
osi_target_t24h,54087,Roane County,0,0,0.0,0.0
osi_target_t24h,54089,Summers County,0,0,0.0,0.0
osi_target_t24h,54091,Taylor County,0,0,0.0,0.0
osi_target_t24h,54093,Tucker County,0,0,0.0,0.0
osi_target_t24h,54095,Tyler County,0,0,0.0,0.0
osi_target_t24h,54097,Upshur County,0,0,0.0,0.0
osi_target_t24h,54099,Wayne County,0,0,0.0,0.0
osi_target_t24h,54101,Webster County,0,0,0.0,0.0
osi_target_t24h,54103,Wetzel County,0,0,0.0,0.0
osi_target_t24h,54105,Wirt County,0,0,0.0,0.0
osi_target_t24h,54107,Wood County,0,0,0.0,0.0
osi_target_t24h,54109,Wyoming County,0,0,0.0,0.0
osi_target_t48h,18009,Blackford County,0,0,0.0,0.0
osi_target_t48h,18013,Brown County,0,0,0.0,0.0
osi_target_t48h,18023,Clinton County,0,0,0.0,0.0
osi_target_t48h,18025,Crawford County,0,0,0.0,0.0
osi_target_t48h,18027,Daviess County,0,0,0.0,0.0
osi_target_t48h,18029,Dearborn County,0,0,0.0,0.0
osi_target_t48h,18033,DeKalb County,0,0,0.0,0.0
osi_target_t48h,18035,Delaware County,0,0,0.0,0.0
osi_target_t48h,18037,Dubois County,0,0,0.0,0.0
osi_target_t48h,18039,Elkhart County,0,0,0.0,0.0
osi_target_t48h,18041,Fayette County,0,0,0.0,0.0
osi_target_t48h,18043,Floyd County,0,0,0.0,0.0
osi_target_t48h,18045,Fountain County,0,0,0.0,0.0
osi_target_t48h,18047,Franklin County,0,0,0.0,0.0
osi_target_t48h,18051,Gibson County,0,0,0.0,0.0
osi_target_t48h,18059,Hancock County,0,0,0.0,0.0
osi_target_t48h,18061,Harrison County,0,0,0.0,0.0
osi_target_t48h,18065,Henry County,0,0,0.0,0.0
osi_target_t48h,18067,Howard County,0,0,0.0,0.0
osi_target_t48h,18069,Huntington County,0,0,0.0,0.0
osi_target_t48h,18071,Jackson County,0,0,0.0,0.0
osi_target_t48h,18073,Jasper County,0,0,0.0,0.0
osi_target_t48h,18077,Jefferson County,0,0,0.0,0.0
osi_target_t48h,18083,Knox County,0,0,0.0,0.0
osi_target_t48h,18085,Kosciusko County,0,0,0.0,0.0
osi_target_t48h,18087,LaGrange County,0,0,0.0,0.0
osi_target_t48h,18089,Lake County,0,0,0.0,0.0
osi_target_t48h,18091,LaPorte County,0,0,0.0,0.0
osi_target_t48h,18093,Lawrence County,0,0,0.0,0.0
osi_target_t48h,18095,Madison County,0,0,0.0,0.0
osi_target_t48h,18097,Marion County,0,0,0.0,0.0
osi_target_t48h,18099,Marshall County,0,0,0.0,0.0
osi_target_t48h,18101,Martin County,0,0,0.0,0.0
osi_target_t48h,18103,Miami County,0,0,0.0,0.0
osi_target_t48h,18105,Monroe County,0,0,0.0,0.0
osi_target_t48h,18107,Montgomery County,0,0,0.0,0.0
osi_target_t48h,18109,Morgan County,0,0,0.0,0.0
osi_target_t48h,18111,Newton County,0,0,0.0,0.0
osi_target_t48h,18113,Noble County,0,0,0.0,0.0
osi_target_t48h,18117,Orange County,0,0,0.0,0.0
osi_target_t48h,18121,Parke County,0,0,0.0,0.0
osi_target_t48h,18123,Perry County,0,0,0.0,0.0
osi_target_t48h,18125,Pike County,0,0,0.0,0.0
osi_target_t48h,18127,Porter County,0,0,0.0,0.0
osi_target_t48h,18129,Posey County,0,0,0.0,0.0
osi_target_t48h,18131,Pulaski County,0,0,0.0,0.0
osi_target_t48h,18133,Putnam County,0,0,0.0,0.0
