cv_seed,group,n,error_correlation,correction_correlation,T_sse,S_sse,diversity_sse_reduction,mean_before_post_sse,I3_sse,postprocessing_sse_increase,post_changed_rows
20260918,all,28680,0.9821328751618323,0.20924971107576568,1.8497594228353134,1.7981459333889054,0.016531185627338622,1.8074214924847707,1.8090807536964937,0.0016592612117229955,1939
20260918,gate,689,0.9960361079088581,,0.6660065745004444,0.6826297651645421,0.0014142743656632597,0.67290389546683,0.67290389546683,0.0,0
20260918,not_gate,27991,0.9744477038293403,0.2324755894866055,1.1837528483348692,1.1155161682243633,0.015116911261675364,1.1345175970179409,1.1361768582296636,0.0016592612117227734,1939
