cv_seed,pair,candidate,reference,horizon,fipsCode,countyName,stateAbbr,fold,n,rmse,mae,sse,sae,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
20260918,I3_minus_I1,I3,I1,1,18009,Blackford County,IN,1,143,0.006195641034867452,0.0038139560880191678,0.005489193400109479,0.545395720586741,0.002374256386951108,0.006195641034867452,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,1,18013,Brown County,IN,2,143,0.028162143016740544,0.012168090861300381,0.1134142007992348,1.7400369931659545,-0.00978428597528513,0.028162143016740544,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,1,18023,Clinton County,IN,1,143,0.0022069102248356213,0.0007974611374372798,0.0006964747418892139,0.11403694265353101,0.0007677514646749239,0.0022069102248356213,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,1,18025,Crawford County,IN,2,143,0.012659231031740152,0.002237896681873596,0.022916626635041112,0.3200192255079242,-0.0017337214685483003,0.012659231031740152,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,1,18027,Daviess County,IN,1,143,0.004521270149391899,0.002001003305728198,0.0029231893782208614,0.28614347271913226,0.0019982061029309947,0.004521270149391899,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,1,18029,Dearborn County,IN,0,143,0.0016455116559172319,0.0005461388542815314,0.00038720233119560426,0.07809785616225899,2.6821055090227447e-05,0.0016455116559172319,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,1,18033,DeKalb County,IN,2,143,0.0032586671543630005,0.0012745527676792535,0.0015185043620781686,0.18226104577813323,-0.0008964371092330095,0.0032586671543630005,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,1,18035,Delaware County,IN,2,143,0.0016863112465494241,0.0008474124127279283,0.00040664132369418735,0.12117997502009374,-9.911587911460102e-05,0.0016863112465494241,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,1,18037,Dubois County,IN,4,143,0.002506711530940636,0.0010265186294702328,0.0008985551860071569,0.14679216401424328,0.0006590617487521955,0.002506711530940636,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,1,18039,Elkhart County,IN,2,143,0.0014393798239174574,0.0010177464323683641,0.000296269441682593,0.14553773982867607,0.0009521023559188101,0.0014393798239174574,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,1,18041,Fayette County,IN,3,143,0.005192400178705366,0.0019167990064052633,0.0038554258050621914,0.27410225791595266,-0.0018235433304794055,0.005192400178705366,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,1,18043,Floyd County,IN,4,143,0.0022481164503339235,0.0008255989745175795,0.0007227259431194659,0.11806065335601386,0.0005027132678683432,0.0022481164503339235,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,1,18045,Fountain County,IN,0,143,0.0024110215086003205,0.0009520819398848185,0.0008312625342354711,0.13614771740352904,0.0009326156993145954,0.0024110215086003205,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,1,18047,Franklin County,IN,2,143,0.0029970877949647744,0.0011442841094201884,0.0012845025408539342,0.16363262764708694,0.00029621151099622835,0.0029970877949647744,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,1,18051,Gibson County,IN,4,143,0.001356974220638338,0.0005108719805497784,0.0002633172020732146,0.07305469321861831,0.0001742830436298474,0.001356974220638338,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,1,18059,Hancock County,IN,0,143,0.0010380488117596358,0.000303107141598611,0.00015408898299016966,0.043344321248601374,0.0001054908221467496,0.0010380488117596358,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,1,18061,Harrison County,IN,4,143,0.0039138325013679046,0.0016022871552770132,0.002190486133373216,0.2291270632046129,-0.0001663330632266047,0.0039138325013679046,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,1,18065,Henry County,IN,0,143,0.0022966217268811937,0.0007618871380141165,0.0007542494039627343,0.10894986073601866,-0.0004210683020147212,0.0022966217268811937,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,1,18067,Howard County,IN,0,143,0.001681575805793261,0.00043382491639436596,0.0004043606982599834,0.062036963044394336,-0.0002480725040948546,0.001681575805793261,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,1,18069,Huntington County,IN,0,143,0.0008722073015911587,0.0004679677097280458,0.00010878661750369705,0.06691938249111055,-0.00011006833651626951,0.0008722073015911587,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,1,18071,Jackson County,IN,3,143,0.005741182463260694,0.00229495754244828,0.004713448178932655,0.32817892857010406,0.002289363136853874,0.005741182463260694,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,1,18073,Jasper County,IN,4,143,0.002426370858565825,0.0013632334080875838,0.0008418804026915365,0.19494237735652448,0.0009072368782792989,0.002426370858565825,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,1,18077,Jefferson County,IN,3,143,0.00438088725714733,0.0013004213456529567,0.0027444807618565276,0.1859602524283728,-0.0006591554334262629,0.00438088725714733,0.0,0.0,0.0
