cv_seed,pair,candidate,reference,horizon,fold,n,rmse,mae,sse,sae,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
20260918,I3_minus_I1,I3,I1,1,0,6864,0.00780613312225556,0.0029566487059203834,0.4182627431087843,20.294436717437513,0.0003447917884959103,0.00780613312225556,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,1,1,6721,0.007375702317351546,0.002968573892351821,0.3656290179951971,19.95178513049659,0.0008422134954034921,0.007375702317351546,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,1,2,6864,0.016932627468079657,0.0036640854887850607,1.9680040240850634,25.150282795020658,-0.0010936841714114093,0.016932627468079657,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,1,3,6864,0.009763427375614515,0.003407792286129768,0.6543074649121222,23.39108625199473,-0.0006594001917179729,0.009763427375614515,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,1,4,6864,0.0076435527929808195,0.0031432523208800673,0.40102164478891866,21.575283930520783,0.0002864660944369992,0.0076435527929808195,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,6,0,6624,0.007616272159684652,0.0028302425122943573,0.38424235306720694,18.747526401437824,0.00020410205002281063,0.007616272159684652,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,6,1,6486,0.007252710795635251,0.0028897525363368285,0.34117536485891503,18.74293495068067,0.0007903573135110082,0.007252710795635251,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,6,2,6624,0.01411054998250346,0.003397620836413198,1.318888880237017,22.50584042040102,-0.0008812924969692248,0.01411054998250346,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,6,3,6624,0.009409257782461426,0.0032865914055152075,0.5864500904793556,21.770381470132733,-0.0006096510469052429,0.009409257782461426,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,6,4,6624,0.007542038127111494,0.003073161085638544,0.3767886142699621,20.356619031269716,0.00031243669240684906,0.007542038127111494,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,24,0,5760,0.00730847829713578,0.0025186298065968974,0.3076638049134991,14.507307685998128,-0.00014868823695747728,0.007362375419412713,-5.389712227693317e-05,-0.7320615861943214,0.00455452874880663
20260918,I3_minus_I1,I3,I1,24,1,5640,0.006831814148997144,0.002582987789692871,0.2632395809547079,14.568051133867792,0.00037203299158217445,0.0069078060647742735,-7.599191577712956e-05,-1.1000875685355904,0.00588872435021387
20260918,I3_minus_I1,I3,I1,24,2,5760,0.009506332487668698,0.002764132317881488,0.5205332584287669,15.921402150997372,-0.0004683435440772461,0.009511668834448601,-5.3363467799032865e-06,-0.05610315994788451,0.0005845631046649258
20260918,I3_minus_I1,I3,I1,24,3,5760,0.008581570576563181,0.002881906684291065,0.42418571650868125,16.599782501516533,-0.0005543484203952182,0.008721511390748244,-0.00013994081418506298,-1.60454774310691,0.013947306499678624
20260918,I3_minus_I1,I3,I1,24,4,5760,0.007137761389585634,0.0026458700297077357,0.2934583928908384,15.240211371116558,0.00015591478064792025,0.007326250596294387,-0.00018848920670875343,-2.572792238421262,0.015703546435455906
20260918,I3_minus_I1,I3,I1,48,0,4608,0.008531481078928111,0.002370780684597088,0.3353986685956994,10.924557394623381,-0.0005111865799071521,0.008531481078928111,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,48,1,4512,0.005937714382391317,0.0020862254174235577,0.1590771118158974,9.413049083415093,0.00035091610507333485,0.005937714382391317,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,48,2,4608,0.007451494282190643,0.001997686742101487,0.2558581265088914,9.205340507603651,9.367853606306802e-06,0.007451494282190643,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,48,3,4608,0.008920709406279793,0.0024353753337853657,0.36670029148241867,11.222209538082964,-0.0006058263126971088,0.008920709406279793,0.0,0.0,0.0
20260918,I3_minus_I1,I3,I1,48,4,4608,0.004887266787686128,0.0018884976708756827,0.11006381562172363,8.702197267395146,6.890288219328558e-05,0.004887266787686128,0.0,0.0,0.0
