split_seed,case,horizon,start,end,common_target,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
20260917,B0,osi_target_t01h,73,76,False,956,0.024411996953537313,0.006507596516253781,0.5697239890680964,-0.00018341050609038445,0.024411996953537313,0.0,0.0,0.0
20260917,B0,osi_target_t01h,77,95,False,4541,0.0186986613857747,0.0061688502087120095,1.5877149567317925,-0.0001279356378704832,0.0186986613857747,0.0,0.0,0.0
20260917,B0,osi_target_t01h,96,143,False,11472,0.0099964069030329,0.004446135396816208,1.1463757479393557,6.581342456754417e-06,0.0099964069030329,0.0,0.0,0.0
20260917,B0,osi_target_t01h,144,215,False,17208,0.007218628995321505,0.0015593821364430231,0.8966848674766343,-0.00026982833327857835,0.007218628995321505,0.0,0.0,0.0
20260917,B0,osi_target_t01h,120,215,True,22944,0.008025711924570307,0.0022520789127139537,1.4778701187061836,-0.00020376398719813209,0.008025711924570307,0.0,0.0,0.0
20260917,B0,osi_target_t06h,73,76,False,0,,,0.0,,,,,0.0
20260917,B0,osi_target_t06h,77,95,False,4302,0.017564853548849776,0.006051821384187421,1.3272705929883095,-8.232700775341991e-05,0.017564853548849776,0.0,0.0,0.0
20260917,B0,osi_target_t06h,96,143,False,11472,0.0099964069030329,0.004446135396816208,1.1463757479393557,6.581342456754417e-06,0.0099964069030329,0.0,0.0,0.0
20260917,B0,osi_target_t06h,144,215,False,17208,0.007218628995321505,0.0015593821364430231,0.8966848674766343,-0.00026982833327857835,0.007218628995321505,0.0,0.0,0.0
20260917,B0,osi_target_t06h,120,215,True,22944,0.008025711924570307,0.0022520789127139537,1.4778701187061836,-0.00020376398719813209,0.008025711924570307,0.0,0.0,0.0
20260917,B0,osi_target_t24h,73,76,False,0,,,0.0,,,,,0.0
20260917,B0,osi_target_t24h,77,95,False,0,,,0.0,,,,,0.0
20260917,B0,osi_target_t24h,96,143,False,11472,0.010470018431021098,0.004857519885218182,1.2575753923716115,5.174874822893956e-06,0.010470018431021098,0.0,0.0,0.0
