split_seed,case,horizon,fipsCode,countyName,stateAbbr,fold,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
20260917,B0,osi_target_t01h,18009,Blackford County,IN,3,143,0.005564972506162294,0.003456031534575489,0.004428555416190941,0.001856025340988329,0.005564972506162294,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18013,Brown County,IN,0,143,0.027774405699860626,0.012132440245180145,0.11031271851320441,-0.00994239085706811,0.027774405699860626,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18023,Clinton County,IN,1,143,0.0015262795374072912,0.000600758409457859,0.00033312267936207467,0.0005246255511516346,0.0015262795374072912,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18025,Crawford County,IN,1,143,0.011960909289684308,0.002213846416855972,0.02045805919815606,-0.0010061429969255695,0.011960909289684308,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18027,Daviess County,IN,4,143,0.002256942978029354,0.000727391998493263,0.0007284121996688696,0.0005198737382248598,0.002256942978029354,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18029,Dearborn County,IN,3,143,0.001448382409421359,0.0004298223936694191,0.00029998705936073463,-7.137979376762931e-05,0.001448382409421359,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18033,DeKalb County,IN,4,143,0.0033397033956795697,0.001307888603378642,0.0015949674842692515,-0.0009488197430061912,0.0033397033956795697,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18035,Delaware County,IN,0,143,0.0017616304470437964,0.0008292061799261224,0.0004437778819690969,-0.0003014670839472142,0.0017616304470437964,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18037,Dubois County,IN,4,143,0.0024737298667987235,0.0009385852776854022,0.0008750655419065604,0.0005395722748937821,0.0024737298667987235,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18039,Elkhart County,IN,2,143,0.0009216478987054916,0.0005448998255089249,0.00012146918343391947,0.0004118287481333833,0.0009216478987054916,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18041,Fayette County,IN,1,143,0.005712193674103953,0.002123250868298431,0.004665969389577671,-0.002117045135718074,0.005712193674103953,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18043,Floyd County,IN,4,143,0.001793769454999409,0.000699627528221516,0.0004601180666495094,0.0002681711573697178,0.001793769454999409,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18045,Fountain County,IN,1,143,0.0036929131965297165,0.001633679445969557,0.0019501779264257757,0.0016322808445709555,0.0036929131965297165,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18047,Franklin County,IN,4,143,0.0032570067503683354,0.001137874049464032,0.0015169572949881212,1.0413917881400422e-05,0.0032570067503683354,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18051,Gibson County,IN,2,143,0.0012420836087578013,0.00040695320610359387,0.00022061635183370678,4.18124937706664e-05,0.0012420836087578013,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18059,Hancock County,IN,1,143,0.0011654139341220012,0.00034605707011787834,0.00019422111821193797,0.000154897065538666,0.0011654139341220012,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18061,Harrison County,IN,3,143,0.003931394514107912,0.0015681200526470478,0.0022101883840547638,-0.000544100497552333,0.003931394514107912,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18065,Henry County,IN,3,143,0.002329100528294061,0.0007368394794077485,0.0007757334257386534,-0.00044100175032759736,0.002329100528294061,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18067,Howard County,IN,3,143,0.0016627586696695035,0.0004910641630081899,0.00039536159427923693,-6.95234622556289e-05,0.0016627586696695035,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18069,Huntington County,IN,0,143,0.0010390126897546082,0.0005904450079467286,0.0001543752738343681,-1.6772578704138312e-05,0.0010390126897546082,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18071,Jackson County,IN,3,143,0.004859764605285296,0.001905596828849184,0.0033772756186860762,0.001894408017660373,0.004859764605285296,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18073,Jasper County,IN,3,143,0.0034075800068042385,0.0019353701754683658,0.001660459014896392,0.0016280405116391148,0.0034075800068042385,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18077,Jefferson County,IN,2,143,0.0051174539756437,0.0015158782783036573,0.0037449319325749057,-0.0011234006962587415,0.0051174539756437,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18083,Knox County,IN,2,143,0.0014909818916107075,0.0006398633257200273,0.00031789286115887924,0.000518523154543029,0.0014909818916107075,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18085,Kosciusko County,IN,1,143,0.0017973928634972298,0.0012253891650207227,0.0004619788181223602,0.0009708437104752681,0.0017973928634972298,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18087,LaGrange County,IN,3,143,0.0020879933094246845,0.0019220621812359065,0.0006234393966089211,0.0018885033504859447,0.0020879933094246845,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18089,Lake County,IN,0,143,0.0023572946951912386,0.0015346742526450657,0.0007946278740366759,0.000625181791159575,0.0023572946951912386,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18091,LaPorte County,IN,4,143,0.0014707815281074814,0.0008357113769524977,0.00030933735738937143,5.6935014439131554e-05,0.0014707815281074814,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18093,Lawrence County,IN,3,143,0.0074829075423562125,0.0023983951909677115,0.008007128456105564,-0.0016780738498981033,0.0074829075423562125,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18095,Madison County,IN,3,143,0.0014344186286078201,0.0006921751700312641,0.0002942306226998909,-5.116420405944135e-05,0.0014344186286078201,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18097,Marion County,IN,4,143,0.0006573046597905727,0.00029373143003994195,6.178306645688328e-05,5.840121447313102e-05,0.0006573046597905727,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18099,Marshall County,IN,0,143,0.008843058335463777,0.002583245118136067,0.0111825543435914,-0.001962732580069855,0.008843058335463777,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18101,Martin County,IN,0,143,0.0035899433074931255,0.0019733696716905625,0.0018429400919950994,0.000699249343886222,0.0035899433074931255,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18103,Miami County,IN,3,143,0.003690826899681096,0.0020269499056521367,0.0019479750580875684,0.0019648940491991673,0.003690826899681096,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18105,Monroe County,IN,1,143,0.002075151942958927,0.0007542532842916728,0.0006157945488503681,-1.5106133198665197e-06,0.002075151942958927,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18107,Montgomery County,IN,4,143,0.0010547726270120443,0.0005010890412847104,0.00015909397714122618,0.00021233554356136112,0.0010547726270120443,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18109,Morgan County,IN,0,143,0.0033885056354250372,0.0015025849988216002,0.0016419217731069348,0.0012228647191013207,0.0033885056354250372,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18111,Newton County,IN,1,143,0.004356223427017559,0.002892588427419311,0.0027136656040918144,0.002551210294538894,0.004356223427017559,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18113,Noble County,IN,4,143,0.0010160492516143335,0.0005950951029353015,0.00014762691968396477,4.214618958484864e-06,0.0010160492516143335,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18117,Orange County,IN,4,143,0.012605156784352558,0.0034039936896767707,0.022721266790809633,-0.0032226196101022434,0.012605156784352558,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18121,Parke County,IN,2,143,0.022406798330827763,0.00945065733573276,0.07179523943568918,-0.003615459089539584,0.022406798330827763,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18123,Perry County,IN,2,143,0.004942681305188697,0.0020750255394268433,0.003493504083306644,0.0020218786862799907,0.004942681305188697,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18125,Pike County,IN,0,143,0.003659090937663105,0.0012799183200799223,0.001914619348082621,0.0012071910473526494,0.003659090937663105,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18127,Porter County,IN,3,143,0.0025824091514408056,0.0018331350521628607,0.0009536436946386665,0.0017386706270593295,0.0025824091514408056,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18129,Posey County,IN,1,143,0.001645410855984817,0.0007653661716488032,0.0003871548945539544,0.0004754179455575894,0.001645410855984817,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18131,Pulaski County,IN,0,143,0.017946824736741866,0.004150898466004078,0.046058658092780154,-0.0035750777493963356,0.017946824736741866,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18133,Putnam County,IN,1,143,0.0015741857218970817,0.0006304416716111812,0.000354362678244523,4.088942756351402e-05,0.0015741857218970817,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18135,Randolph County,IN,2,143,0.003335649067915245,0.002117686766604495,0.0015910973227125896,0.0014044329733559672,0.003335649067915245,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18137,Ripley County,IN,4,143,0.003766225834149124,0.0012765898263099647,0.002028377355835154,-0.0001745895890137982,0.003766225834149124,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18139,Rush County,IN,2,143,0.0029262909285748795,0.0008762314044733667,0.0012245345396083272,-0.00044567789099702595,0.0029262909285748795,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18141,St. Joseph County,IN,4,143,0.0014484666133845001,0.0009423948143424259,0.0003000219408028075,0.0006266126628220791,0.0014484666133845001,0.0,0.0,0.0
20260917,B0,osi_target_t01h,18143,Scott County,IN,1,143,0.0037591796001916803,0.001680277287589685,0.0020207946711091112,-0.0011685815447116297,0.0037591796001916803,0.0,0.0,0.0
