cv_seed,pair,candidate,reference,horizon,target_day,n,rmse,mae,sse,sae,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
20260917,I3_minus_I1,I3,I1,1,2026-03-14,5497,0.019810999575132205,0.006227762610023621,2.1574389457998886,34.234011067299846,-0.00013758344103916175,0.019810999575132205,0.0,0.0,0.0
20260917,I3_minus_I1,I3,I1,1,2026-03-15,5736,0.009867045371782474,0.004507385083869511,0.5584488399395168,25.854360841075515,-1.141176933259392e-05,0.009867045371782474,0.0,0.0,0.0
20260917,I3_minus_I1,I3,I1,1,2026-03-16,5736,0.010026223598484561,0.00430787543389956,0.5766123157340947,24.709973488847872,-1.41443149202105e-05,0.010026223598484561,0.0,0.0,0.0
20260917,I3_minus_I1,I3,I1,1,2026-03-17,5736,0.011168947158050824,0.003627896772502654,0.715539503232486,20.809615887075225,-0.0006197815172565186,0.011168947158050824,0.0,0.0,0.0
20260917,I3_minus_I1,I3,I1,1,2026-03-18,5736,0.005422363323601364,0.0007895437937702009,0.16865000973935518,4.528823201065872,-0.00011531686121569514,0.005422363323601364,0.0,0.0,0.0
20260917,I3_minus_I1,I3,I1,1,2026-03-19,5736,0.0009940021809551355,0.00023167268100795236,0.005667399365825096,1.3288744982616147,-8.61407770129301e-05,0.0009940021809551355,0.0,0.0,0.0
20260917,I3_minus_I1,I3,I1,6,2026-03-14,4302,0.017564853548849776,0.006051821384187421,1.3272705929883095,26.034935594774286,-8.232700775341991e-05,0.017564853548849776,0.0,0.0,0.0
20260917,I3_minus_I1,I3,I1,6,2026-03-15,5736,0.009867045371782474,0.004507385083869511,0.5584488399395168,25.854360841075515,-1.141176933259392e-05,0.009867045371782474,0.0,0.0,0.0
20260917,I3_minus_I1,I3,I1,6,2026-03-16,5736,0.010026223598484561,0.00430787543389956,0.5766123157340947,24.709973488847872,-1.41443149202105e-05,0.010026223598484561,0.0,0.0,0.0
20260917,I3_minus_I1,I3,I1,6,2026-03-17,5736,0.011168947158050824,0.003627896772502654,0.715539503232486,20.809615887075225,-0.0006197815172565186,0.011168947158050824,0.0,0.0,0.0
20260917,I3_minus_I1,I3,I1,6,2026-03-18,5736,0.005422363323601364,0.0007895437937702009,0.16865000973935518,4.528823201065872,-0.00011531686121569514,0.005422363323601364,0.0,0.0,0.0
20260917,I3_minus_I1,I3,I1,6,2026-03-19,5736,0.0009940021809551355,0.00023167268100795236,0.005667399365825096,1.3288744982616147,-8.61407770129301e-05,0.0009940021809551355,0.0,0.0,0.0
20260917,I3_minus_I1,I3,I1,24,2026-03-15,5736,0.01030965337020368,0.0047552528338535086,0.6096734321924822,27.276130254983727,-0.00017191693484910203,0.010304531554606674,5.12181559700689e-06,0.049704497190039554,-0.0006056186609839642
20260917,I3_minus_I1,I3,I1,24,2026-03-16,5736,0.010255316350558347,0.004447636799904784,0.6032638011493685,25.511644684253845,-0.00017899412630789898,0.010300423260235317,-4.510690967697052e-05,-0.43791316664728575,0.005318452984852895
20260917,I3_minus_I1,I3,I1,24,2026-03-17,5736,0.011159503249971982,0.003746291865366469,0.7143299653412716,21.488730139742067,-0.0005521529197221358,0.011114511026510855,4.499222346112698e-05,0.4048061435524275,-0.005748375005309225
20260917,I3_minus_I1,I3,I1,24,2026-03-18,5736,0.005421560280784983,0.0007251904024155846,0.1686000598772711,4.159692148255793,-0.00020496169091650766,0.005476085444752221,-5.452516396723794e-05,-0.9956960043326135,0.0034083077973597053
20260917,I3_minus_I1,I3,I1,24,2026-03-19,5736,0.0010047396572163227,0.00022577752256453085,0.005790502203100284,1.295059869430149,-0.00010794039025221672,0.0010693848399855586,-6.464518276923584e-05,-6.045081279636322,0.0007690952537437396
20260917,I3_minus_I1,I3,I1,48,2026-03-16,5736,0.00990031598846555,0.004215629531323868,0.5622212482675324,24.180850991673704,-0.000422767367829457,0.00990031598846555,0.0,0.0,0.0
