split_seed,horizon,space,fipsCode,countyName,stateAbbr,fold,n,rmse,mae,sse,bias,weighted_N_sse
20260918,1,model_raw,18009,Blackford County,IN,1,143,0.0009832002585437897,0.0005727774491143285,0.0001382356330212822,9.770633342314362e-05,1.6933865045107067e-05
20260918,1,model_raw,18013,Brown County,IN,2,143,0.010933429225135608,0.0032126318793616903,0.017094202070810065,-0.002543755593241755,0.0020940397536742326
20260918,1,model_raw,18023,Clinton County,IN,1,143,0.0009426640810785396,0.00046653303806114195,0.00012707202647505763,0.00034892801892380174,1.5566323243194557e-05
20260918,1,model_raw,18025,Crawford County,IN,2,143,0.01264399265334297,0.002459143292475023,0.022861488681144113,-0.0015363413320496316,0.0028005323634401535
20260918,1,model_raw,18027,Daviess County,IN,1,143,0.0011092382663315354,0.00034603053664682246,0.0001759485630036692,0.00014775765401615638,2.1553698967949473e-05
20260918,1,model_raw,18029,Dearborn County,IN,0,143,0.0007385337055057811,0.0002854386360590498,7.799678088603826e-05,6.0738461959166626e-05,9.554605658539685e-06
20260918,1,model_raw,18033,DeKalb County,IN,2,143,0.0018514506757288764,0.0005077017436041232,0.0004901853534659386,-0.0002703374508475506,6.0047705799577464e-05
20260918,1,model_raw,18035,Delaware County,IN,2,143,0.001097679033562385,0.00041276234231071103,0.0001723005942833106,-0.000102481833126434,2.1106822799705543e-05
20260918,1,model_raw,18037,Dubois County,IN,4,143,0.002537246918258405,0.0010354889729464753,0.0009205799351622837,0.0005701029677336096,0.00011277104205737974
20260918,1,model_raw,18039,Elkhart County,IN,2,143,0.0006793928226851918,0.0003837360455342202,6.60051688748098e-05,0.0003058270557178155,8.0856331871642e-06
20260918,1,model_raw,18041,Fayette County,IN,3,143,0.0017686249626236348,0.0006246845236700056,0.0004473088989534098,-0.00018221039748182147,5.4795340121792695e-05
20260918,1,model_raw,18043,Floyd County,IN,4,143,0.0008760172046574636,0.00036461095985083837,0.0001097390784283903,-2.576367240822359e-05,1.344303710747781e-05
20260918,1,model_raw,18045,Fountain County,IN,0,143,0.002206650671329916,0.0009731206934163298,0.00069631092749515,0.0008164875561071099,8.529808861815587e-05
20260918,1,model_raw,18047,Franklin County,IN,2,143,0.0031904212240236192,0.0010020508803555079,0.001455566624898153,1.5073409874265551e-05,0.0001783069115500237
20260918,1,model_raw,18051,Gibson County,IN,4,143,0.0005352420540712905,0.00020384575505349976,4.096722007184297e-05,0.00010270968923129526,5.0184844588007626e-06
20260918,1,model_raw,18059,Hancock County,IN,0,143,0.0010414241918285528,0.00035672476294572417,0.00015509270166758288,1.8268978618572397e-05,1.89988559542789e-05
20260918,1,model_raw,18061,Harrison County,IN,4,143,0.002625056331432265,0.0010048734842997911,0.0009854016662765451,-0.0002604486631353915,0.00012071170411887676
20260918,1,model_raw,18065,Henry County,IN,0,143,0.001483282231660683,0.0005155903306510233,0.00031461804356272246,-5.103101612074001e-05,3.854071033643349e-05
20260918,1,model_raw,18067,Howard County,IN,0,143,0.001190288121968088,0.0003854572361892997,0.00020260037130165944,-0.00016292842589366645,2.4818545484453277e-05
20260918,1,model_raw,18069,Huntington County,IN,0,143,0.0006154853485312034,0.00026600378813846216,5.41715766386905e-05,0.00010024585030293727,6.636018138239585e-06
20260918,1,model_raw,18071,Jackson County,IN,3,143,0.002291469398831263,0.0007412173861559527,0.0007508689768265556,0.0007224144075328836,9.198144966125306e-05
20260918,1,model_raw,18073,Jasper County,IN,4,143,0.0012901987434022061,0.0007379315046333494,0.00023803963003915833,0.0007156272725505033,2.9159854679796893e-05
20260918,1,model_raw,18077,Jefferson County,IN,3,143,0.0025925911065377235,0.0007515727139493155,0.0009611785963348852,-0.00023314167923020276,0.00011774437805102342
20260918,1,model_raw,18083,Knox County,IN,1,143,0.0009586307277292922,0.00040406641600766643,0.00013141312071699137,7.249016799433584e-05,1.609810728783144e-05
20260918,1,model_raw,18085,Kosciusko County,IN,4,143,0.0007379467118553159,0.00048442101449939725,7.787284498394435e-05,0.000362894641989914,9.539423510533181e-06
20260918,1,model_raw,18087,LaGrange County,IN,0,143,0.0006359951048162704,0.000356245276321294,5.784203758908701e-05,0.00015885447162185913,7.085649604663158e-06
20260918,1,model_raw,18089,Lake County,IN,2,143,0.0005848112031995673,0.00030866956660337546,4.8906592504444754e-05,0.00028012582170397807,5.991057581794482e-06
20260918,1,model_raw,18091,LaPorte County,IN,4,143,0.0009680362517161506,0.00045285024452462296,0.00013400446840304152,-5.543630006557795e-05,1.6415547379372583e-05
20260918,1,model_raw,18093,Lawrence County,IN,2,143,0.005854992649571347,0.001517682549058211,0.004902174266494433,-0.0013664323668843785,0.000600516347645568
20260918,1,model_raw,18095,Madison County,IN,4,143,0.0010060549914597352,0.0003441426311587975,0.00014473697035526992,-4.510998607279947e-05,1.7730278868520562e-05
20260918,1,model_raw,18097,Marion County,IN,4,143,0.0004453592732618254,0.00022812725895265292,2.8363318166083082e-05,0.00012496170896398112,3.474506475345177e-06
20260918,1,model_raw,18099,Marshall County,IN,0,143,0.006442181616803517,0.0017804138108059345,0.0059347436696950105,-0.0014777876365373024,0.0007270060995376386
20260918,1,model_raw,18101,Martin County,IN,1,143,0.0022868143856832265,0.001131754610079744,0.0007478213649431884,0.0006364899975367139,9.160811720554057e-05
20260918,1,model_raw,18103,Miami County,IN,1,143,0.0009093388387198925,0.0005096477204570214,0.0001182462886754353,0.00027904134735346294,1.4485170362740822e-05
20260918,1,model_raw,18105,Monroe County,IN,3,143,0.0013008887222527988,0.0004382372640839624,0.0002420005398788862,-0.00011383083418886894,2.9645066135163557e-05
20260918,1,model_raw,18107,Montgomery County,IN,3,143,0.0005891078100462135,0.00032211941827121904,4.962786569561473e-05,0.00015060151484682852,6.079413547712804e-06
20260918,1,model_raw,18109,Morgan County,IN,3,143,0.0010842441152772398,0.0005490926622822629,0.00016810869811640546,0.0003319159381166388,2.0593315519259666e-05
20260918,1,model_raw,18111,Newton County,IN,3,143,0.0015718817201587517,0.0009095008395201858,0.00035332613633020065,0.00043514503134230425,4.3282451700449576e-05
20260918,1,model_raw,18113,Noble County,IN,2,143,0.0006761493187469578,0.000338185356644775,6.537643987760247e-05,0.0002911533462313323,8.008613885006302e-06
20260918,1,model_raw,18117,Orange County,IN,2,143,0.009617142287398276,0.002276354180009603,0.013225987885977173,-0.0014920101894777783,0.0016201835160322036
20260918,1,model_raw,18121,Parke County,IN,4,143,0.00661027493351188,0.0023848354745801157,0.006248490061616012,-0.0002645147861220039,0.0007654400325479614
20260918,1,model_raw,18123,Perry County,IN,2,143,0.001413125563656416,0.0005081892484344932,0.0002855601117882746,0.0004369999788632573,3.4981113694063634e-05
20260918,1,model_raw,18125,Pike County,IN,3,143,0.002080521586613618,0.00073007793420644,0.0006189855203482304,0.0005112549054718427,7.582572624265821e-05
20260918,1,model_raw,18127,Porter County,IN,3,143,0.0007705440686913415,0.00039756449992348037,8.490455713674317e-05,0.00038190901128964304,1.0400808249251036e-05
20260918,1,model_raw,18129,Posey County,IN,1,143,0.0015227259494363242,0.0005353153584068484,0.00033157328734340595,0.00027606609805155813,4.0617727699567225e-05
20260918,1,model_raw,18131,Pulaski County,IN,0,143,0.008432569141260896,0.002006654802677613,0.010168475792066811,-0.0007410999464065998,0.0012456382845281843
20260918,1,model_raw,18133,Putnam County,IN,2,143,0.0009047089444272923,0.00040112116057625064,0.00011704525320012454,6.643760821968591e-05,1.4338043517015253e-05
20260918,1,model_raw,18135,Randolph County,IN,0,143,0.0009439974167944921,0.00046457055269940976,0.0001274317505767983,0.00016601882134515477,1.561038944565779e-05
20260918,1,model_raw,18137,Ripley County,IN,0,143,0.0017082240344842394,0.0007680370283192683,0.00041727819733451454,0.000384775158681604,5.1116579173478026e-05
20260918,1,model_raw,18139,Rush County,IN,1,143,0.0030294092548543887,0.0008076805675682479,0.0013123568219758316,-0.0002814009582382819,0.00016076371069203934
20260918,1,model_raw,18141,St. Joseph County,IN,1,143,0.0006315563080177832,0.0003806603542315784,5.703746193817858e-05,0.0001847183888908864,6.987089087426875e-06
20260918,1,model_raw,18143,Scott County,IN,4,143,0.0016533875751289977,0.0005745443064103874,0.0003909177377235054,-9.041697045201954e-05,4.788742287112941e-05
20260918,1,model_raw,18145,Shelby County,IN,3,143,0.0009049328643160056,0.0003431858273415498,0.00011710319891544132,3.468743230910637e-05,1.434514186714156e-05
20260918,1,model_raw,18147,Spencer County,IN,3,143,0.0010967143363658453,0.0004189715498339854,0.0001719978739894238,0.0003504966797673251,2.106973956370441e-05
20260918,1,model_raw,18149,Starke County,IN,1,143,0.0014894624534405763,0.0008551410272324732,0.00031724527122991864,0.00019814780222961696,3.886254572566503e-05
20260918,1,model_raw,18151,Steuben County,IN,4,143,0.0030319684668496417,0.0016577115977584296,0.0013145750881077907,-0.0012049616760138587,0.00016103544829320434
20260918,1,model_raw,18153,Sullivan County,IN,4,143,0.0012716969237127266,0.0005965059188784235,0.00023126146840659904,0.00043374825723183096,2.832952987980838e-05
20260918,1,model_raw,18155,Switzerland County,IN,0,143,0.0032656433845283605,0.0011198325594743781,0.0015250130202326799,0.0008523289665277762,0.00018681409497850327
20260918,1,model_raw,18157,Tippecanoe County,IN,3,143,0.0003226843087418277,0.0001684657243908264,1.4889898324471335e-05,0.00010955177021002618,1.8240125447477382e-06
20260918,1,model_raw,18159,Tipton County,IN,1,143,0.003931882759919997,0.0010042972217095072,0.002210737391399121,-0.0002543979831679448,0.0002708153304463923
20260918,1,model_raw,18161,Union County,IN,2,143,0.001628663500269986,0.0007858603986861405,0.00037931390598697066,0.0006830947614918316,4.64659534834039e-05
20260918,1,model_raw,18163,Vanderburgh County,IN,2,143,0.0005923103245699711,0.00021197787636541008,5.016890744468238e-05,0.00010220870120734748,6.145691161973591e-06
20260918,1,model_raw,18165,Vermillion County,IN,3,143,0.009470668165369314,0.002005106222191646,0.012826178436291193,-0.0010437023589823047,0.001571206858445671
20260918,1,model_raw,18167,Vigo County,IN,1,143,0.0009392845144050015,0.00034834208105943495,0.00012616252205714868,0.00015465845026401713,1.545490895200071e-05
20260918,1,model_raw,18169,Wabash County,IN,4,143,0.0009484868195639693,0.0003710419674199624,0.00012864669630478008,8.919781426428495e-05,1.575922029733556e-05
20260918,1,model_raw,18171,Warren County,IN,0,143,0.002975380763621892,0.001308441708286568,0.0012659633684599608,0.000492143309648096,0.00015508051263634517
20260918,1,model_raw,18173,Warrick County,IN,1,143,0.001051743484605714,0.0004213319249798423,0.00015818150310971152,8.576281559304801e-05,1.937723413093966e-05
20260918,1,model_raw,18175,Washington County,IN,1,143,0.0020450081952705285,0.0006470450634202764,0.0005980343681774783,-1.6870640203811306e-05,7.325921010174108e-05
20260918,1,model_raw,18177,Wayne County,IN,3,143,0.0008069961043909749,0.0003926677015155207,9.312770788781593e-05,0.00024065430809917996,1.140814421625745e-05
20260918,1,model_raw,18179,Wells County,IN,0,143,0.0028445612252435085,0.0006722382439054,0.0011570885846747157,-0.0003203407450870172,0.00014174335162265265
20260918,1,model_raw,18181,White County,IN,3,143,0.0007245991716306463,0.00033923828274023347,7.508128621247807e-05,0.00021056057636066407,9.197457561028563e-06
20260918,1,model_raw,18183,Whitley County,IN,2,143,0.0019342459819606495,0.0006403153862131952,0.0005350069751785211,6.171222154996138e-05,6.553835445936883e-05
20260918,1,model_raw,39017,Butler County,OH,2,143,0.0004494104134901522,0.00020061028371297254,2.8881669924734715e-05,6.910572105953751e-05,3.5380045657800023e-06
20260918,1,model_raw,39023,Clark County,OH,4,143,0.0004689435659661473,0.0002930480965824983,3.144685373272962e-05,5.678017982798084e-06,3.852239582259378e-06
20260918,1,model_raw,39025,Clermont County,OH,3,143,0.0014624077233175337,0.000493556092547975,0.00030582499793828437,-0.0002794706424915845,3.746356224743983e-05
20260918,1,model_raw,39027,Clinton County,OH,1,143,0.0007324966363577851,0.0003240960430196071,7.67268390853921e-05,7.407545173352314e-05,9.39903778796053e-06
20260918,1,model_raw,39029,Columbiana County,OH,0,143,0.0017750395745250547,0.0006846103358784465,0.00045055946523160244,-4.101486347105911e-05,5.519353449087129e-05
20260918,1,model_raw,39031,Coshocton County,OH,4,143,0.0009953185622461368,0.0005604194437206866,0.0001416642427702955,6.0368584275292145e-05,1.7353869739361194e-05
20260918,1,model_raw,39033,Crawford County,OH,3,143,0.0015645466448325688,0.0009171305312264609,0.00035003628715152925,0.0006202612011215939,4.287944517606233e-05
20260918,1,model_raw,39035,Cuyahoga County,OH,1,143,0.0015762668091356805,0.0008265640735504463,0.00035530023866233763,0.0001470338181061825,4.3524279236136355e-05
20260918,1,model_raw,39037,Darke County,OH,2,143,0.0005310537252755711,0.000343795550622509,4.0328582455455846e-05,0.0003298940248230503,4.94025135079334e-06
20260918,1,model_raw,39039,Defiance County,OH,3,143,0.0011181282950576926,0.0004709665780028139,0.000178780156441833,-9.072118040420854e-06,2.190056916412454e-05
20260918,1,model_raw,39045,Fairfield County,OH,2,143,0.0007595012893735607,0.0003380179544254547,8.248843582409445e-05,8.904416093010615e-05,1.0104833388451568e-05
20260918,1,model_raw,39049,Franklin County,OH,2,143,0.0004809965298390878,0.00027465559875086796,3.308414562556596e-05,4.0470799276498764e-05,4.052807839131829e-06
20260918,1,model_raw,39051,Fulton County,OH,2,143,0.00032598330288939,0.00018800518911390302,1.519591126806264e-05,3.876534007516582e-05,1.861499130337673e-06
20260918,1,model_raw,39053,Gallia County,OH,2,143,0.0019445701147319762,0.0005803340265611009,0.0005407334691485485,-0.00029721943100648396,6.623984997069718e-05
20260918,1,model_raw,39055,Geauga County,OH,1,143,0.005900847198260553,0.0023610724743093406,0.004979259664982377,0.00025386200347518817,0.0006099593089603411
20260918,1,model_raw,39059,Guernsey County,OH,2,143,0.0009068382583977815,0.00045441241131488483,0.00011759685464583078,0.00025963011330901214,1.4405614694114269e-05
20260918,1,model_raw,39061,Hamilton County,OH,0,143,0.0005394517192711143,0.0002771963127546761,4.161416651171224e-05,0.00017831149124175518,5.097735397684749e-06
20260918,1,model_raw,39063,Hancock County,OH,0,143,0.0005694582409043933,0.0003098166025721364,4.637242440315141e-05,0.00025846729420603385,5.6806219893860475e-06
20260918,1,model_raw,39065,Hardin County,OH,2,143,0.0008301926565278516,0.00042906878324523576,9.85584381142463e-05,0.00020915650652186666,1.207340866899517e-05
20260918,1,model_raw,39069,Henry County,OH,4,143,0.0016489982357278758,0.0006107217074205926,0.00038884491094501154,-8.946824967685321e-05,4.763350159076391e-05
20260918,1,model_raw,39073,Hocking County,OH,4,143,0.0009327521279115416,0.0005074068925470975,0.0001244137940936618,0.0002460460762426375,1.5240689776473567e-05
