split_seed,horizon,domain,scope,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
20260918,1,N,full,34177,0.0042759134995518176,0.000867116495147889,0.6248730009093317,2.1293954239393558e-05,0.004303162160095523,-2.7248660543705353e-05,-0.6332241158929608,0.007989499887285034
20260918,1,OSI,full,34177,0.010683002911169644,0.0032883188402159907,3.9005031403644206,-6.388012474738663e-05,0.01047865232704977,0.00020435058411987297,1.9501609342678528,-0.14779490290147068
20260918,1,N,common_120_215,22944,0.003423885992754219,0.0006713701642757159,0.26897240396538935,4.8912497949321576e-05,0.003446424799779193,-2.253880702497409e-05,-0.653976463563577,0.0035528464884408417
20260918,1,OSI,common_120_215,22944,0.006814159182570262,0.0021531248142159986,1.0653533685438898,3.838761417332968e-05,0.006733920394596713,8.02387879735491e-05,1.191561278893838,-0.024941997583604714
20260918,6,N,full,32982,0.003720250170895324,0.0008226118430994059,0.4564794993195279,2.9413823553849005e-05,0.0037627616157314384,-4.251144483611441e-05,-1.1297937307104822,0.01049202416601075
20260918,6,OSI,full,32982,0.009696165799144481,0.003157640544858214,3.100823548386791,-4.4622243507601934e-05,0.010121851237145981,-0.00042568543800149995,-4.205608519904791,0.27824410931695365
20260918,6,N,common_120_215,22944,0.003423885992754219,0.0006713701642757159,0.26897240396538935,4.8912497949321576e-05,0.00346909781064722,-4.521181789300102e-05,-1.3032730802296388,0.00715036747215847
20260918,6,OSI,common_120_215,22944,0.006814159182570262,0.0021531248142159986,1.0653533685438898,3.838761417332968e-05,0.00679253247807255,2.1626704497712188e-05,0.3183894161349565,-0.006751682691547911
20260918,24,N,full,28680,0.003758575385388488,0.0008364739919715524,0.40515917444495103,3.1720157415679986e-05,0.003774665008451409,-1.608962306292065e-05,-0.42625300594612003,0.003476216713516944
20260918,24,OSI,full,28680,0.00778593176264101,0.0026878308643844308,1.7386026342705614,-2.0486238966605163e-06,0.008094958237266874,-0.0003090264746258642,-3.817517837253248,0.14075041112299824
20260918,24,N,common_120_215,22944,0.003423885992754219,0.0006713701642757159,0.26897240396538935,4.8912497949321576e-05,0.0034401322733824424,-1.6246280628223492e-05,-0.4722574406201385,0.002558594813793391
20260918,24,OSI,common_120_215,22944,0.006814159182570262,0.0021531248142159986,1.0653533685438898,3.838761417332968e-05,0.006980016740105945,-0.0001658575575356827,-2.3761770739415877,0.05249285088901101
20260918,48,N,full,22944,0.003423885992754219,0.0006713701642757159,0.26897240396538935,4.8912497949321576e-05,0.0034708583677592105,-4.697237500499163e-05,-1.3533359770977027,0.007430701605319112
20260918,48,OSI,full,22944,0.006814159182570262,0.0021531248142159986,1.0653533685438898,3.838761417332968e-05,0.007386039443917857,-0.0005718802613475949,-7.742718755970335,0.18632394039429112
20260918,48,N,common_120_215,22944,0.003423885992754219,0.0006713701642757159,0.26897240396538935,4.8912497949321576e-05,0.0034708583677592105,-4.697237500499163e-05,-1.3533359770977027,0.007430701605319112
20260918,48,OSI,common_120_215,22944,0.006814159182570262,0.0021531248142159986,1.0653533685438898,3.838761417332968e-05,0.007386039443917857,-0.0005718802613475949,-7.742718755970335,0.18632394039429112
