split_seed,horizon,scenario,group_type,group,fipsCode,countyName,stateAbbr,fold,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
20260918,1,O_N_all,county,18009,18009,Blackford County,IN,1.0,143,0.00615779981616166,0.003837524826266494,0.0054223452963566435,0.0024296222841142688,0.0061818488746660846,-2.404905850442434e-05,-0.3890269560451465,4.2436241460433975e-05
20260918,1,O_N_all,county,18013,18013,Brown County,IN,2.0,143,0.026514791613793522,0.011738866901784464,0.10053388692817403,-0.008897493069958155,0.028799781886791043,-0.002284990272997521,-7.934054091032983,0.018074236523749426
20260918,1,O_N_all,county,18023,18023,Clinton County,IN,1.0,143,0.002153959644559889,0.0007742972746068454,0.0006634545275061366,0.0007281434284529992,0.0024143791465062324,-0.00026041950194634345,-10.786189166816973,0.00017012488531489866
20260918,1,O_N_all,county,18025,18025,Crawford County,IN,2.0,143,0.009540284111233957,0.0015121441585322075,0.01301543399199802,-0.0010951969778863254,0.012688265865936571,-0.003147981754702614,-24.810181217543782,0.010006434975912823
20260918,1,O_N_all,county,18027,18027,Daviess County,IN,1.0,143,0.0037354042527886445,0.0017047825278610064,0.0019953140252404636,0.0017019853250638036,0.003960370413690951,-0.0002249661609023063,-5.680432318265005,0.00024757431010986137
20260918,1,O_N_all,county,18029,18029,Dearborn County,IN,0.0,143,0.0014646084837626936,0.0005037831420421908,0.00030674615553148086,1.2047004190960547e-05,0.0016501120997140125,-0.00018550361595131887,-11.24187962644897,8.262424612054918e-05
20260918,1,O_N_all,county,18033,18033,DeKalb County,IN,2.0,143,0.002950235004999928,0.0012743474156692923,0.0012446557816159498,-0.0008564958149131216,0.0033626870282694554,-0.0004124520232695276,-12.26554894351225,0.00037234017754715675
20260918,1,O_N_all,county,18035,18035,Delaware County,IN,2.0,143,0.0014904052541790543,0.0007942183164571503,0.000317647018500888,-0.00015628587355303482,0.0017321084201816488,-0.0002417031660025945,-13.95427463930039,0.00011138152133388798
20260918,1,O_N_all,county,18037,18037,Dubois County,IN,4.0,143,0.002186734285374117,0.0008879883658107343,0.0006837983773807832,0.000649132679466405,0.0027173400798464822,-0.000530605794472365,-19.52666132618711,0.0003721046292834493
20260918,1,O_N_all,county,18039,18039,Elkhart County,IN,2.0,143,0.001468791552945497,0.0010457332458251663,0.00030850085351857837,0.0009776522440226739,0.001609707946469979,-0.00014091639352448193,-8.754159028257613,6.2034979710211e-05
20260918,1,O_N_all,county,18041,18041,Fayette County,IN,3.0,143,0.005041154776757263,0.0018387548032607643,0.0036340935321008266,-0.001720163673574143,0.0051325372976830765,-9.138252092581386e-05,-1.7804550775902928,0.0001329467609306038
20260918,1,O_N_all,county,18043,18043,Floyd County,IN,4.0,143,0.0017225546107673287,0.0006323983451068493,0.000424308797351837,0.0003366774042830976,0.0019831495375715984,-0.0002605949268042697,-13.140457734890365,0.0001380933412851366
