split_seed,horizon,space,group_type,group,n,rmse,mae,sse,bias,truth_q00,truth_q50,truth_q90,truth_q95,truth_q99,truth_q100,truth_mean,truth_variance,truth_zero_fraction,prediction_q00,prediction_q50,prediction_q90,prediction_q95,prediction_q99,prediction_q100,prediction_mean,prediction_variance,prediction_zero_fraction,negative_fraction,above_one_fraction,underestimated_sse,overestimated_sse,tp,fp,fn,tn,precision,recall,sse_fraction_of_full
20260918,1,model_raw,all,all,34177,0.004306895534776805,0.000933939107082506,0.633961105813437,1.9978636456247603e-05,0.0,0.0,0.000574911,0.002088187,0.011858698559999919,0.243055556,0.0005961351439272024,2.0356924792160774e-05,0.6062849284606607,-0.0021907191122067966,0.00012474908651891753,0.0018233672350738636,0.0031204477877225492,0.007035178012903149,0.028275301947700452,0.0006161137803834501,2.2049828892342945e-06,0.0,0.29075108991426984,0.0,0.5830145091692859,0.050946596644151104,1442.0,4555.0,1165.0,27015.0,0.24045356011339003,0.5531261986958189,1.0
20260918,1,model_raw,common_target,120_215,22944,0.003450178527347144,0.0007435381180110162,0.27311922403829636,5.038789942555889e-05,0.0,0.0,0.000321247,0.001331103,0.008993226079999996,0.20429983,0.0004309970198308926,1.2856811809483623e-05,0.6221670153417015,-0.0021907191122067966,9.086186133379297e-05,0.0014344371876401506,0.002538265838659377,0.005831181531230983,0.022606086171475134,0.0004813849192564515,1.4631099923690589e-06,0.0,0.3195606694560669,0.0,0.24998192565539826,0.023137298382898158,633.0,2544.0,691.0,19076.0,0.19924457034938622,0.4780966767371601,0.43081384888408325
20260918,1,model_raw,target_window,73_76,956,0.013118032094600156,0.0023570182542572374,0.16451112432942153,-0.00032342579639825123,0.0,0.0,0.0008750405,0.004604131,0.037974659650000686,0.243055556,0.001765481563807531,0.0002023379895844553,0.6370292887029289,-0.001497661303895259,0.00032617024607656687,0.0036598028225957747,0.006905415940044379,0.01668110868892282,0.028275301947700452,0.00144205576740928,1.0776989931558021e-05,0.0,0.25418410041841005,0.0,0.15884353350816877,0.005667590821252786,68.0,237.0,25.0,626.0,0.22295081967213115,0.7311827956989247,0.2594971881095717
20260918,1,model_raw,target_window,77_95,4541,0.0035544483636880233,0.0008144330340132376,0.0573714624955352,1.5523323018972614e-05,0.0,0.0,0.000571204,0.001477741,0.007828341,0.101808033,0.00047322181259634434,1.1968761536880923e-05,0.6009689495705791,-0.0013353354920570767,0.00014635837903659345,0.0013222859726602734,0.002111162080089457,0.0048196454418740625,0.015837451701899086,0.0004887451356153171,1.13689300169788e-06,0.0,0.2283637965205902,0.0,0.05226395524984355,0.005107507245691644,100.0,591.0,213.0,3637.0,0.1447178002894356,0.3194888178913738,0.09049681750100701
20260918,1,model_raw,target_window,96_143,11472,0.004666439659862229,0.0015829917468689976,0.249810361185278,2.8204562887870896e-05,0.0,0.0,0.0021381336999999993,0.0052649688499999785,0.020622357989999753,0.106233062,0.0011250934055962345,2.452094413705301e-05,0.5043584379358438,-0.001954538277324837,0.0004545207967106106,0.003258921161909574,0.004759142425014476,0.009311587057842867,0.022606086171475134,0.0011532979684841052,3.834048115473595e-06,0.0,0.17503486750348676,0.0,0.21786997849310125,0.03194038269217682,1143.0,2590.0,576.0,7163.0,0.3061880525046879,0.6649214659685864,0.3940468254195906
20260918,1,model_raw,target_window,144_215,17208,0.003070799450195259,0.00045371371944175043,0.16226815780320197,3.474841726191846e-05,0.0,0.0,0.000127093,0.000429744,0.003361723,0.20429983,0.000210968075255695,9.269559113454903e-06,0.673930729893073,-0.0021907191122067966,3.79329505279093e-05,0.0007437887248558923,0.0014153747539019806,0.0036779453102992366,0.014972004468599113,0.00024571649251761343,5.52821885814444e-07,0.0,0.3863900511390051,0.0,0.1540370419181722,0.008231115885029857,131.0,1137.0,351.0,15589.0,0.10331230283911672,0.2717842323651452,0.2559591689698303
20260918,1,model_raw,fold,0,6864,0.003140236870238597,0.0009806631938579897,0.06768650529467732,5.7788938011144096e-05,0.0,0.0,0.0007179405999999997,0.0023379429499999944,0.012761246739999977,0.106233062,0.0005806644337121212,1.0718334699355875e-05,0.5961538461538461,-0.0021907191122067966,0.00010457809400437957,0.001942605679069237,0.003374874243462395,0.007535211378170026,0.028275301947700452,0.0006384533717232653,2.77838198250357e-06,0.0,0.3522727272727273,0.0,0.054559968413563524,0.013126536881113796,308.0,1014.0,273.0,5269.0,0.2329803328290469,0.5301204819277109,0.10676759926435644
20260918,1,model_raw,fold,1,6721,0.003137861173435599,0.0009197143260234121,0.0661761270107749,0.00018023692692845593,0.0,0.0,0.000511169,0.002253236,0.009880909,0.101808033,0.0005155196493081387,1.0165917861313911e-05,0.6159797649159351,-0.0018649326194667727,0.000128597040055942,0.00230396151433813,0.0035446886148118363,0.007684582304019151,0.021831108978413345,0.0006957565762365945,2.690332552045159e-06,0.0,0.3481624758220503,0.0,0.05381880457139089,0.012357322439383991,324.0,1013.0,187.0,5197.0,0.2423335826477188,0.6340508806262231,0.10438515297537718
20260918,1,model_raw,fold,2,6864,0.007334258795382434,0.0010477769346771168,0.36922384066095243,-0.000283579239789506,0.0,0.0,0.000467354,0.00194031,0.013843938179999998,0.243055556,0.0008015955925116551,5.868683215800538e-05,0.6166958041958042,-0.0016177562276565977,0.00011330899014082847,0.00147418650222683,0.0025397649357019416,0.0061030204020116885,0.020661357180819562,0.0005180163527221491,1.5795193720624666e-06,0.0,0.19434731934731936,0.0,0.3625606127471528,0.006663227913799764,260.0,720.0,215.0,5669.0,0.2653061224489796,0.5473684210526316,0.582407717563683
20260918,1,model_raw,fold,3,6864,0.003819513256243784,0.0009245683256334877,0.10013670991636536,-8.286179530055092e-05,0.0,0.0,0.000701554,0.0023912584999999935,0.014870778169999998,0.094843939,0.0006751503943764569,1.6929242808700704e-05,0.597027972027972,-0.0006336769157178817,0.00015047949414163613,0.0016816979334792058,0.0027623655932393597,0.00648751485340223,0.0244265017133127,0.0005922885990759059,1.8880662690134065e-06,0.0,0.2925407925407925,0.0,0.09207316519110655,0.00806354472525882,327.0,799.0,246.0,5492.0,0.29040852575488457,0.5706806282722513,0.1579540274602173
