horizon,fipsCode,countyName,stateAbbr,fold,n,rmse,sse,mae,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
1,18041,Fayette County,IN,2,143,0.005122234758619658,0.0037519323159048283,0.0018938228243169624,-0.0017302068157355086,0.005308285608189181,-0.00018605084956952248,-3.504914077767385,0.00027750682612467025
1,18043,Floyd County,IN,4,143,0.0026704617533784693,0.001019785334604781,0.0011163096453637945,0.0007720635149554997,0.002726468804350704,-5.6007050972234525e-05,-2.0541973883164366,4.322406157216958e-05
1,18045,Fountain County,IN,3,143,0.003020747653944215,0.0013048630435997554,0.0012122456856164233,0.001210847084217822,0.0030790553189015556,-5.8307664957340556e-05,-1.893686826586205,5.086013333064688e-05
1,18047,Franklin County,IN,4,143,0.00300603562562775,0.0012921837761036802,0.001215759008833066,0.0003492679066667675,0.0030512762275782105,-4.524060195046061e-05,-1.482678019825423,3.9187210125019804e-05
1,18051,Gibson County,IN,1,143,0.0012476866735003074,0.00022261125103792756,0.0003953370375923422,2.6304014964743357e-05,0.0013170408996169749,-6.935422611666748e-05,-5.265912860932209,2.543608153280879e-05
1,18059,Hancock County,IN,3,143,0.001136402652020615,0.0001846717712152866,0.00032410890771008167,0.0001040202087144523,0.0011407852775998945,-4.382625579279608e-06,-0.38417620435111655,1.42714887589303e-06
1,18061,Harrison County,IN,3,143,0.003975592702235613,0.002260163238771877,0.0016136099271026466,-0.00039674617364476676,0.00396209843912687,1.3494263108743305e-05,0.3405837415719759,-1.5317200861461513e-05
1,18065,Henry County,IN,3,143,0.0021255144028783954,0.0006460470411886206,0.0007573920063515979,-0.0002608214658292543,0.0021031730736437286,2.2341329234666814e-05,1.0622677474640962,-1.3509853377519348e-05
1,18067,Howard County,IN,2,143,0.0016620591847705723,0.0003950290249162714,0.00044619612433674283,-0.00018745181856839473,0.0016651914726716034,-3.1322879010310146e-06,-0.1881037677910813,1.4903326978544964e-06
1,18069,Huntington County,IN,0,143,0.0011723719377326426,0.00019654720233476777,0.000576591370904058,-0.00011579736108711834,0.001170440092707991,1.9318450246515358e-06,0.16505287512682543,-6.472108163522181e-07
1,18071,Jackson County,IN,0,143,0.004447694311126711,0.0028288238099877334,0.0017262959815930853,0.0016983239536210574,0.0044243270729878706,2.3367238138840077e-05,0.5281534966414592,-2.9645993013134846e-05
1,18073,Jasper County,IN,2,143,0.0032734652442757916,0.0015323271828838643,0.001860126573485677,0.001674069429942412,0.0032602543389530472,1.3210905322744333e-05,0.40521088078626644,-1.2343238167173863e-05
1,18077,Jefferson County,IN,2,143,0.004977827813235306,0.0035433640725653155,0.0014997137118848045,-0.000987047839964634,0.004864826817015929,0.00011300099621937721,2.322816422244034,-0.00015904885834861675
1,18083,Knox County,IN,2,143,0.0037478754151330936,0.0020086595282123453,0.0017612179374541259,0.0016549242311604195,0.0032652250385518814,0.0004826503765812122,14.781534837037347,-0.00048403720722112794
1,18085,Kosciusko County,IN,3,143,0.002663530942768169,0.001014498782880939,0.0018480904852415493,0.0015935450306960946,0.002667258353071576,-3.727410303406946e-06,-0.1397468790045986,2.841415569364465e-06
1,18087,LaGrange County,IN,2,143,0.0027446035173009954,0.0010771973308068823,0.0025356068385433543,0.0025270325231659414,0.0027860852678223487,-4.1481750521353295e-05,-1.488890200183146,3.2807439292589866e-05
1,18089,Lake County,IN,4,143,0.0024882662024889686,0.0008853800233061886,0.001743359883460822,0.0008812765028682359,0.0025578726290087926,-6.960642651982407e-05,-2.7212624166824684,5.022784792503782e-05
