fipsCode,countyName,stateAbbr,target_day,n,true_P_mean,true_P_max,true_P_peak_hour,W0_P_mean,W0_P_max,W0_P_peak_hour,W1_P_mean,W1_P_max,W1_P_peak_hour,true_OSI_mean,true_OSI_max,true_OSI_peak_hour,W0_OSI_mean,W0_OSI_max,W0_OSI_peak_hour,W1_OSI_mean,W1_OSI_max,W1_OSI_peak_hour,rmse,sse,mae,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
18023,Clinton County,IN,4,24,0.0007539626666666667,0.004208164,110,0.004114678074968296,0.012066473779986183,119,0.0029335942050503177,0.01580749439300505,119,0.0005291666666666666,0.0024,110,0.002500758172270258,0.007696865967962607,119,0.002043981530066475,0.009193274213170155,119,0.002887959456050688,0.00020016743567502203,0.0016010334017189903,0.001514814863399808,0.0031403504407312537,-0.0002523909846805657,-8.037032472776973,3.651578569940147e-05
18023,Clinton County,IN,5,24,4.675737499999999e-05,0.000981905,131,0.002261550108058853,0.009389159746698664,120,0.0030616017152355207,0.010969041777281216,120,3.7500000000000003e-05,0.0005,131,0.0014794509518378136,0.006052051150433198,120,0.0018201773398085388,0.0066840039626662184,120,0.0027737220139798305,0.00018464481146007188,0.0018493440064752053,0.0017826773398085388,0.0023522223839530297,0.0004214996300268008,17.9192083581166,-5.185400801439971e-05
18023,Clinton County,IN,6,24,4.675733333333333e-05,0.000280544,157,0.00011466159603670333,0.000857622374319006,151,0.00017657997179488507,0.0017735595379138223,145,3.3333333333333335e-05,0.0002,157,0.0,0.0,144,4.389934776819162e-05,0.0010535843464365988,144,0.00022454026875821134,1.2100399750562349e-06,7.723268110152496e-05,1.0566014434858279e-05,6.454972243679028e-05,0.00015999054632142106,247.85628858139606,-1.1100399750562348e-06
18023,Clinton County,IN,7,24,2.9223333333333332e-05,0.000140272,169,0.00011563933963559571,0.0011415839602867163,179,1.6404482226992155e-06,3.937075734478117e-05,179,2.0833333333333333e-05,0.0001,169,0.0,0.0,168,0.0,0.0,168,4.564354645876384e-05,5.0000000000000004e-08,2.0833333333333333e-05,-2.0833333333333333e-05,4.564354645876384e-05,0.0,0.0,0.0
18023,Clinton County,IN,8,24,0.0,0.0,192,5.814140516038841e-05,0.0008321994675615495,209,6.042355474667848e-05,0.0008427723820035761,201,0.0,0.0,192,0.0,0.0,192,0.0,0.0,192,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
18025,Crawford County,IN,4,24,0.016087784500000004,0.285952748,107,0.006575892455674275,0.034838390709741394,109,0.0046929021024347045,0.026703366694395898,108,0.013379166666666666,0.1505,107,0.0055608768715537105,0.02100826038382785,108,0.004807680730257883,0.018623861693428837,108,0.029561351065301097,0.02097296344334348,0.009638154258655066,-0.008571485936408786,0.02923335684017642,0.00032799422512467744,1.1219861848841939,-0.00046282379186133454
18025,Crawford County,IN,5,24,0.004863251125,0.022984078,121,0.003951285056659644,0.01987031842372585,121,0.002175740122374427,0.010838653480507818,120,0.0034625000000000003,0.0127,121,0.0021221766216259837,0.010013510410806408,121,0.0014242243575825677,0.006461836784278176,120,0.0035132706323738783,0.000296233692871218,0.0025786991992214976,-0.002038275642417432,0.002485720239976455,0.0010275503923974235,41.33813515583542,-0.00014794237019693151
18025,Crawford County,IN,6,24,0.0003423632083333333,0.002439338,157,0.0003231874392956774,0.0017583549733106267,144,0.00040009443019916143,0.0018539688043026296,145,0.00025,0.0014,157,0.0001049955257459684,0.0014989547460802072,144,0.00016933823878850836,0.001500780416873757,145,0.0006903985670216767,1.143960435229403e-05,0.00041933823878850834,-8.066176121149163e-05,0.0006187749816141744,7.162358540750236e-05,11.575061619437266,-2.2504248833751062e-06
18025,Crawford County,IN,7,24,0.00107523425,0.009628964,177,0.00014356622467106853,0.00038164225602816673,188,0.00016165934045955975,0.0003475355366894711,188,0.0008,0.0055,178,0.0,0.0,168,0.0,0.0,168,0.001705872210923198,6.984e-05,0.0008,-0.0008,0.001705872210923198,0.0,0.0,0.0
18025,Crawford County,IN,8,24,0.0003423192083333334,0.007958922,202,0.00020762255725147386,0.0007987348268450045,206,9.544871819655236e-05,0.0005980718702069889,206,0.0003,0.0042,202,0.0,0.0,192,0.0,0.0,192,0.0009115005942583544,1.994e-05,0.0003,-0.0003,0.0009115005942583544,0.0,0.0,0.0
18027,Daviess County,IN,4,24,0.0019483496250000001,0.016656479,119,0.018188795145658816,0.053437834269133545,109,0.01838713069664907,0.05538414372082068,109,0.0012833333333333334,0.0097,119,0.009773079559674241,0.026581416753788997,109,0.010019430267525603,0.02735994053446385,109,0.01236266265956351,0.003668050272819982,0.00876109693419227,0.008736096934192271,0.012121856503697367,0.00024080615586614257,1.986545178064869,-0.0001415045505104586
18027,Daviess County,IN,5,24,0.0028015484583333336,0.016350856,120,0.011633624816033463,0.023875540866699595,120,0.010058697549581115,0.032499814389274566,120,0.0020125,0.0094,120,0.0070487528435610675,0.013225227142367091,120,0.006279371377016442,0.01667493655139708,120,0.004995471136854024,0.0005989135650993993,0.004291871377016442,0.004266871377016442,0.00583589104194187,-0.000840419905087846,-14.400884098895029,0.0002184694169826175
18027,Daviess County,IN,6,24,0.0,0.0,144,0.000748573076291434,0.002268115800360586,144,0.0005605316738953037,0.0017404299588604445,144,0.0,0.0,144,0.00010238659574760283,0.0014157175074334606,144,9.34082322445521e-05,0.001204643170833404,144,0.0003244774276158128,2.526854424772201e-06,9.34082322445521e-05,9.34082322445521e-05,0.00035876553051048996,-3.428810289467715e-05,-9.557245604361253,5.622505164071579e-07
18027,Daviess County,IN,7,24,1.27285e-05,0.000152742,170,0.00036060650830878815,0.0007590618147663519,188,0.0003113263051378803,0.000586318860357613,189,8.333333333333334e-06,0.0001,170,0.0,0.0,168,0.0,0.0,168,2.886751345948129e-05,2e-08,8.333333333333334e-06,-8.333333333333334e-06,2.886751345948129e-05,0.0,0.0,0.0
