outer_fold,feature,is_new,gain,split_count
0,hours_since_obs,False,4.131239409092814,74
0,storm_phase,False,0.0,0
0,log_customers,False,0.8084035711217439,174
0,rural_urban_code,False,0.07681056478759274,32
0,is_metro,False,0.0,0
0,pop_density,False,0.5620637419633567,154
0,n_utilities,False,0.08228590901126154,27
0,pct_forest,False,4.497380352477194,238
0,pct_developed,False,0.18043219584797043,77
0,pct_agriculture,False,0.07503254324547015,38
0,pct_water,False,0.1253253384202253,59
0,pct_wetland,False,0.41013757706969045,107
0,pct_unmapped,False,0.44666519967722706,108
0,pct_forest_classified,False,0.42538315684942063,60
0,tree_canopy_pct,False,0.28559193974069785,63
0,tree_canopy_std,False,0.3883599882537965,77
0,forest_x_customers,False,0.20300795338698663,23
0,window_len_next_1h,False,0.0,0
0,is_full_next_1h,False,0.0,0
0,tp_rate_next_1h,False,0.0,0
0,gust_gt30_frac_next_1h,False,0.0,0
0,has_weather_at_t1h,False,0.0,0
0,window_len_next_6h,False,0.0,0
0,is_full_next_6h,False,0.0,0
0,tp_rate_next_6h,False,0.0011950969928875566,2
0,gust_gt30_frac_next_6h,False,0.0,0
0,has_weather_at_t6h,False,0.0,0
0,window_len_next_24h,False,0.0,0
0,is_full_next_24h,False,0.0,0
0,tp_rate_next_24h,False,1.66631614122889,32
0,gust_gt30_frac_next_24h,False,0.01837054474162869,6
0,has_weather_at_t24h,False,0.0,0
0,window_len_next_48h,False,0.0,0
0,is_full_next_48h,False,0.0,0
0,tp_rate_next_48h,False,0.1336064359784359,25
0,gust_gt30_frac_next_48h,False,0.01390677539166063,9
0,has_weather_at_t48h,False,0.0,0
0,nbr8_mean_last_P_t,False,0.37875658200937323,49
0,nbr8_max_last_P_t,False,0.1595908714371035,41
0,nbr8_mean_last_N_t,False,0.26651310178567655,60
0,nbr8_max_last_N_t,False,0.08408181017148308,18
0,nbr8_mean_last_D_t,False,0.43520470333169214,39
0,nbr8_max_last_D_t,False,0.20326642389409244,22
0,nbr8_mean_last_R_t,False,0.32546232535969466,55
0,nbr8_max_last_R_t,False,0.06819845207792241,26
0,nbr8_mean_osi_trend_last6h,False,0.22654004525975324,48
0,nbr8_max_osi_trend_last6h,False,0.22099901213368867,29
0,nbr8_mean_gust_t,False,0.022313541994662955,25
0,nbr8_max_gust_t,False,0.026220670260954648,23
0,nbr8_mean_gust_at_t24h,False,0.25006358986138366,72
0,nbr8_max_gust_at_t24h,False,0.09387366857845336,65
0,nbr8_mean_gust_max_next_6h,False,0.05887550626357552,30
0,nbr8_max_gust_max_next_6h,False,0.1365960631519556,36
0,nbr8_mean_gust_mean_next_6h,False,0.07978572869615164,35
0,nbr8_max_gust_mean_next_6h,False,0.08342921812436543,42
0,self_minus_nbr8_mean_last_P_t,False,0.2587641929858364,88
0,self_minus_nbr8_mean_gust_at_t24h,False,0.05681795394048095,27
0,exposure_decay_6h,True,0.36600355082191527,84
0,exposure_decay_24h,True,0.3951398537319619,92
0,hours_since_last_high_gust,True,0.09702140596345998,38
0,has_high_gust_48h,True,0.0,0
0,high_gust_episode_count_48h,True,0.4973208441224415,30
0,max_lull_between_episodes_48h,True,0.3349081428605132,111
0,exposure_weighted_age_48h,True,0.2834965674992418,90
0,recent6_exposure_fraction,True,0.9936411453090841,103
1,last_osi,False,4.142261435161345,61
1,last_P_t,False,1.9252705462349695,93
1,last_N_t,False,0.09569667965115514,72
1,last_D_t,False,0.6380719265434891,37
1,last_R_t,False,0.17987034599354956,65
1,last_outage_pct,False,0.2407240299071418,14
1,osi_mean_72h,False,0.09440740564605221,30
1,osi_max_72h,False,0.0911008887051139,26
1,osi_std_72h,False,0.04206325174163794,12
1,outage_pct_mean_72h,False,0.02029675386438612,20
1,outage_pct_max_72h,False,0.03816544408618938,16
1,N_t_mean_72h,False,0.012377859027765226,18
1,N_t_max_72h,False,0.14020031030668179,39
1,R_t_mean_72h,False,0.07410002044343855,44
1,R_t_max_72h,False,0.25505823644198244,57
1,pre_event_mean_osi,False,0.237450028238527,103
1,pre_event_max_outage_pct,False,0.07042256502609234,62
1,storm_onset_max_osi,False,0.2378910863044439,18
1,storm_onset_mean_osi,False,0.3954867584252497,38
1,osi_trend_last6h,False,0.12141424875881057,101
1,is_worsening,False,0.0,0
1,frac_zero_72h,False,0.18092897925816942,100
1,hours_since_peak,False,0.10527808088227175,42
1,gust_mean_obs,False,0.045820643805200234,40
1,gust_max_obs,False,0.08370649948483333,58
1,gust_gt30_obs,False,0.060389599231712054,29
1,gust_gt40_obs,False,0.0045253400021465495,8
1,cumul_gust_obs,False,0.0013987889396958053,2
1,gust_last_obs,False,0.13031731100636534,68
1,gust_max_last6h_obs,False,0.6810285474639386,41
1,gust_trend_last6h_obs,False,0.5414977445616387,79
1,gust_t,False,0.011247236892813817,11
1,wind_speed_t,False,0.02670492001925595,43
1,wind_sin_t,False,0.41040964323474327,93
1,wind_cos_t,False,0.044355548576277215,54
1,t2m_t,False,0.03709522484859917,30
1,d2m_t,False,0.915656962308276,86
1,tp_t,False,0.010413167561637238,3
1,rain_t,False,0.0488800659077242,12
1,csnow_t,False,0.00038102098915260285,2
1,sdwe_t,False,0.00019644299754872918,1
1,r2_t,False,0.03732315144588938,41
1,vpd_t,False,0.08387233327812282,72
1,soil_moist_t,False,0.2761488910255139,162
1,blh_t,False,0.05230878195288824,52
1,tcc_t,False,0.04913392226444557,25
1,lcc_t,False,0.017080468038329855,17
1,mcc_t,False,0.056665179632545915,48
1,hcc_t,False,0.14573348067642655,18
1,sp_t,False,0.29180902276857523,119
1,mslma_t,False,3.749439566352521,76
1,sdswrf_t,False,0.04673712492513005,38
1,direct_rad_t,False,0.05937438471300993,51
1,diffuse_rad_t,False,0.08658936665597139,48
1,et0_t,False,0.022100146736192983,37
1,temp_c_t,False,0.0021685920291929506,6
1,dewpoint_c_t,False,0.11691552454431076,34
1,icing_risk_t,False,0.0,0
1,gust_exceed_30,False,0.008637616789201275,6
1,soil_moist_x_gust,False,0.060078864626120776,27
1,is_snowing,False,0.0,0
1,gust_x_hso,False,1.2982929380741552,64
1,gust_x_phase,False,0.018943511211546138,17
1,soil_gust_x_phase,False,0.03841188960359432,21
1,gust_exceed30_x_hso,False,0.008233170927269384,7
1,gust_max_next_1h,False,0.020893273656838574,21
1,gust_mean_next_1h,False,0.004979610981536098,13
1,wind_speed_max_next_1h,False,0.05351314933068352,46
1,total_tp_next_1h,False,0.016747830974054523,8
1,min_t2m_next_1h,False,0.020781446830369532,25
1,gust_gt30_next_1h,False,0.0,0
1,gust_gt40_next_1h,False,0.0,0
1,gust_peak4h_mean_next_1h,False,0.010138307057786733,4
1,gust_max_next_6h,False,0.01872084387287032,36
1,gust_mean_next_6h,False,0.04090941585309338,22
1,wind_speed_max_next_6h,False,0.14902154267474543,94
1,total_tp_next_6h,False,0.04056904528988525,26
1,min_t2m_next_6h,False,0.12854018023062963,57
1,gust_gt30_next_6h,False,0.009718883433379233,3
1,gust_gt40_next_6h,False,0.0,0
1,gust_peak4h_mean_next_6h,False,0.043383148120483384,27
1,gust_max_next_24h,False,0.12971568458306137,95
1,gust_mean_next_24h,False,0.21068891826143954,67
1,wind_speed_max_next_24h,False,0.1967608898121398,115
1,total_tp_next_24h,False,3.4450062746473122,229
1,min_t2m_next_24h,False,0.3970493549204548,151
1,gust_gt30_next_24h,False,0.08225656108697876,35
1,gust_gt40_next_24h,False,0.0009796019876375794,3
1,gust_peak4h_mean_next_24h,False,0.16225306862907019,89
1,gust_max_next_48h,False,0.14812961833376903,75
1,gust_mean_next_48h,False,0.11023440329154255,66
1,wind_speed_max_next_48h,False,0.7049409296378144,102
1,total_tp_next_48h,False,0.33560011263762135,136
1,min_t2m_next_48h,False,0.5903823149055825,88
1,gust_gt30_next_48h,False,0.11684403315302916,43
1,gust_gt40_next_48h,False,0.011513106001075357,8
1,gust_peak4h_mean_next_48h,False,0.18630866573221283,74
1,gust_change_1h,False,0.03655428599449806,45
1,gust_change_3h,False,0.028098456357838586,71
1,pressure_change_3h,False,0.1581559205224039,60
1,pressure_change_6h,False,0.15535038928646827,72
1,temp_change_6h,False,0.11308152161655016,70
1,wind_change_1h,False,0.021323695451428648,51
1,cumul_gust_since_onset,False,5.68616986420966,163
1,cumul_tp_since_onset,False,0.5188484776954283,112
1,gust_gt30_since_onset,False,0.12422002063249238,75
1,gust_at_t1h,False,0.017554838996147737,22
1,wind_speed_at_t1h,False,0.05987120464851614,44
1,t2m_at_t1h,False,0.05104428493359592,33
1,tp_at_t1h,False,0.00017022299289237708,1
1,gust_at_t6h,False,0.10021317908831406,51
1,wind_speed_at_t6h,False,0.2204970980383223,81
1,t2m_at_t6h,False,0.12890898062323686,96
1,tp_at_t6h,False,0.05137805195408873,28
1,gust_at_t24h,False,0.051622160914121196,41
1,wind_speed_at_t24h,False,0.07019349917391082,85
1,t2m_at_t24h,False,1.1052681517321616,105
1,tp_at_t24h,False,0.04856923386978451,73
1,gust_at_t48h,False,0.272392755097826,61
1,wind_speed_at_t48h,False,0.3223715569329215,95
1,t2m_at_t48h,False,1.4758215814872528,156
1,tp_at_t48h,False,0.048669412273739,43
1,hour_of_day,False,0.034572927514091134,19
1,hour_sin,False,0.042480742529733106,22
1,hour_cos,False,0.19209318420325872,95
1,days_since_onset,False,0.0,0
1,hours_since_obs,False,6.172666875201685,90
1,storm_phase,False,0.0,0
1,log_customers,False,0.7038345566397766,251
1,rural_urban_code,False,0.15145548050350044,41
1,is_metro,False,0.0,0
1,pop_density,False,0.6815616270323517,194
1,n_utilities,False,0.06196608685422689,38
1,pct_forest,False,4.6685156821331475,299
1,pct_developed,False,0.12247580579423811,100
1,pct_agriculture,False,0.08507189311785623,51
1,pct_water,False,0.14562672861211468,85
1,pct_wetland,False,0.3304567937957472,108
1,pct_unmapped,False,0.18284076777490554,97
1,pct_forest_classified,False,0.4512074194208253,91
1,tree_canopy_pct,False,0.27603200773592107,48
1,tree_canopy_std,False,0.19529287195473444,88
1,forest_x_customers,False,0.09185526290093549,37
1,window_len_next_1h,False,0.0,0
1,is_full_next_1h,False,0.0,0
1,tp_rate_next_1h,False,0.000119037002150435,1
1,gust_gt30_frac_next_1h,False,0.0,0
1,has_weather_at_t1h,False,0.0,0
1,window_len_next_6h,False,0.0,0
1,is_full_next_6h,False,0.0,0
1,tp_rate_next_6h,False,0.003539124212693423,7
1,gust_gt30_frac_next_6h,False,0.0,0
1,has_weather_at_t6h,False,0.0,0
1,window_len_next_24h,False,0.0,0
1,is_full_next_24h,False,0.0,0
1,tp_rate_next_24h,False,2.5451349850773113,34
1,gust_gt30_frac_next_24h,False,0.005878336844034493,4
1,has_weather_at_t24h,False,0.0,0
1,window_len_next_48h,False,0.0,0
1,is_full_next_48h,False,0.0,0
1,tp_rate_next_48h,False,0.029223720091977157,35
1,gust_gt30_frac_next_48h,False,0.005401211004937068,8
1,has_weather_at_t48h,False,0.0,0
1,nbr8_mean_last_P_t,False,0.642992724890064,87
1,nbr8_max_last_P_t,False,0.12713531853660243,32
1,nbr8_mean_last_N_t,False,0.2905423837073613,78
1,nbr8_max_last_N_t,False,0.12117842969018966,26
1,nbr8_mean_last_D_t,False,0.0804309496015776,27
1,nbr8_max_last_D_t,False,0.0386098005619715,29
1,nbr8_mean_last_R_t,False,0.07085945013386663,53
1,nbr8_max_last_R_t,False,0.02988141289097257,25
1,nbr8_mean_osi_trend_last6h,False,0.2978763328283094,77
1,nbr8_max_osi_trend_last6h,False,0.14624258273397572,65
1,nbr8_mean_gust_t,False,0.021468531485879794,22
1,nbr8_max_gust_t,False,0.06434738394455053,32
1,nbr8_mean_gust_at_t24h,False,0.14341479339054786,56
1,nbr8_max_gust_at_t24h,False,0.06395332497049822,71
1,nbr8_mean_gust_max_next_6h,False,0.09626963153277757,49
1,nbr8_max_gust_max_next_6h,False,0.054878564122191165,60
1,nbr8_mean_gust_mean_next_6h,False,0.06755764979607193,43
1,nbr8_max_gust_mean_next_6h,False,0.13832973909302382,71
1,self_minus_nbr8_mean_last_P_t,False,0.146061250125058,85
1,self_minus_nbr8_mean_gust_at_t24h,False,0.08646219745423878,59
1,exposure_decay_6h,True,0.22939292264345568,115
1,exposure_decay_24h,True,0.3071809191897046,142
1,hours_since_last_high_gust,True,0.08559990994399413,65
1,has_high_gust_48h,True,0.0,0
1,high_gust_episode_count_48h,True,1.3164669843754382,52
1,max_lull_between_episodes_48h,True,0.2730533312642365,177
1,exposure_weighted_age_48h,True,0.33387953502096934,152
1,recent6_exposure_fraction,True,0.3882043555568089,131
2,last_osi,False,3.443873545882525,114
2,last_P_t,False,1.2190970006995485,77
2,last_N_t,False,0.3921312554666656,55
2,last_D_t,False,0.8397784287808463,47
2,last_R_t,False,0.16713304148288444,52
2,last_outage_pct,False,0.1180889890238177,14
2,osi_mean_72h,False,0.026380674593383446,23
2,osi_max_72h,False,0.048754540213849396,22
2,osi_std_72h,False,0.021251539241347928,16
2,outage_pct_mean_72h,False,0.06322333014395554,24
2,outage_pct_max_72h,False,0.048180224461248145,12
2,N_t_mean_72h,False,0.16983767280180473,43
2,N_t_max_72h,False,0.03421766382234637,19
2,R_t_mean_72h,False,0.10426388545602094,62
2,R_t_max_72h,False,0.09752708213636652,72
2,pre_event_mean_osi,False,0.09538208640151424,70
2,pre_event_max_outage_pct,False,0.052032456776942126,43
2,storm_onset_max_osi,False,0.01759725483134389,9
2,storm_onset_mean_osi,False,0.28520491218660027,24
2,osi_trend_last6h,False,0.25583566720888484,93
2,is_worsening,False,0.0,0
2,frac_zero_72h,False,0.06788550185592612,57
2,hours_since_peak,False,0.06309962123486912,36
2,gust_mean_obs,False,0.09873391965084011,45
2,gust_max_obs,False,0.29379884962690994,38
2,gust_gt30_obs,False,0.017933870971319266,14
2,gust_gt40_obs,False,0.006286577874561772,8
2,cumul_gust_obs,False,0.006309315009275451,5
2,gust_last_obs,False,0.45987379182042787,69
2,gust_max_last6h_obs,False,0.044428517765481956,29
2,gust_trend_last6h_obs,False,0.11589904356515035,60
2,gust_t,False,0.01722625087131746,21
2,wind_speed_t,False,0.02660004787321668,34
2,wind_sin_t,False,0.05627089974586852,55
2,wind_cos_t,False,0.10163264382572379,23
2,t2m_t,False,0.04263401762000285,24
2,d2m_t,False,0.19510362048458774,43
2,tp_t,False,0.0008231599786086008,2
2,rain_t,False,0.03770637244451791,8
2,csnow_t,False,0.00018840200209524482,1
2,sdwe_t,False,0.00021911099611315876,1
2,r2_t,False,0.03154222913144622,32
2,vpd_t,False,0.10917077226622496,35
2,soil_moist_t,False,0.25735296710627154,90
2,blh_t,False,0.0256944237917196,24
2,tcc_t,False,0.009241589068551548,10
2,lcc_t,False,0.005314546084264293,6
2,mcc_t,False,0.09163006815651897,32
2,hcc_t,False,0.008568337099859491,10
2,sp_t,False,0.1989452470006654,97
2,mslma_t,False,0.3795214044221211,65
2,sdswrf_t,False,0.017699181131320074,8
2,direct_rad_t,False,0.019415746050071903,16
2,diffuse_rad_t,False,0.07053809220087714,21
2,et0_t,False,0.0669185231818119,23
2,temp_c_t,False,0.003262179990997538,3
2,dewpoint_c_t,False,0.10032493474136572,30
2,icing_risk_t,False,0.0,0
2,gust_exceed_30,False,0.009083379758521914,4
2,soil_moist_x_gust,False,0.03446191194234416,23
2,is_snowing,False,0.0,0
2,gust_x_hso,False,3.0797986147081247,79
2,gust_x_phase,False,0.07999091777310241,15
2,soil_gust_x_phase,False,0.014631117723183706,6
2,gust_exceed30_x_hso,False,0.018160008068662137,9
2,gust_max_next_1h,False,0.00849992295843549,12
2,gust_mean_next_1h,False,0.009990687016397715,14
2,wind_speed_max_next_1h,False,0.07919800195668358,31
2,total_tp_next_1h,False,0.011157680070027709,3
2,min_t2m_next_1h,False,0.02807780360308243,15
2,gust_gt30_next_1h,False,0.0,0
2,gust_gt40_next_1h,False,0.0,0
2,gust_peak4h_mean_next_1h,False,0.0008225000055972487,2
2,gust_max_next_6h,False,0.08095904672518373,33
2,gust_mean_next_6h,False,0.04588090628385544,29
2,wind_speed_max_next_6h,False,0.168747065057687,80
2,total_tp_next_6h,False,0.07064547714253422,35
2,min_t2m_next_6h,False,0.17799585744796786,53
2,gust_gt30_next_6h,False,0.00903683211072348,3
2,gust_gt40_next_6h,False,0.0,0
2,gust_peak4h_mean_next_6h,False,0.013124067430908326,26
2,gust_max_next_24h,False,0.6310092877538409,124
2,gust_mean_next_24h,False,0.13748948405554984,58
2,wind_speed_max_next_24h,False,0.3120598040986806,125
2,total_tp_next_24h,False,0.2989771841093898,101
2,min_t2m_next_24h,False,0.2724047885349137,169
2,gust_gt30_next_24h,False,0.03456473757978529,27
2,gust_gt40_next_24h,False,0.043265382206300274,6
2,gust_peak4h_mean_next_24h,False,0.21185066155157983,90
2,gust_max_next_48h,False,0.18565055508952355,78
2,gust_mean_next_48h,False,0.29661162412230624,94
2,wind_speed_max_next_48h,False,0.15037399158609333,58
2,total_tp_next_48h,False,0.48464904193679104,128
2,min_t2m_next_48h,False,0.5817817257047864,82
2,gust_gt30_next_48h,False,0.3697111441142624,58
2,gust_gt40_next_48h,False,0.0023728020023554564,3
2,gust_peak4h_mean_next_48h,False,0.318388468309422,81
2,gust_change_1h,False,0.02122907089506043,48
2,gust_change_3h,False,0.014812333371082786,33
2,pressure_change_3h,False,0.027473737980471924,23
2,pressure_change_6h,False,0.14404349120741244,51
2,temp_change_6h,False,0.06775052462035092,54
2,wind_change_1h,False,0.015843352957745083,42
2,cumul_gust_since_onset,False,4.130311038024956,142
2,cumul_tp_since_onset,False,0.3675485848507378,67
2,gust_gt30_since_onset,False,0.12503132368874503,67
2,gust_at_t1h,False,0.011605005071032792,16
2,wind_speed_at_t1h,False,0.01359825525287306,22
2,t2m_at_t1h,False,0.038992201210930943,23
2,tp_at_t1h,False,0.0016505702587892301,2
2,gust_at_t6h,False,0.06353636085987091,34
2,wind_speed_at_t6h,False,0.06596204142260831,51
2,t2m_at_t6h,False,0.14588803784863558,57
2,tp_at_t6h,False,0.033228597705601715,21
2,gust_at_t24h,False,0.02511815600155387,56
2,wind_speed_at_t24h,False,0.12922699440969154,76
2,t2m_at_t24h,False,0.22226111407508142,132
2,tp_at_t24h,False,0.027589838013227563,33
2,gust_at_t48h,False,0.4165592414647108,54
2,wind_speed_at_t48h,False,0.1033001691539539,63
2,t2m_at_t48h,False,0.2903178340056911,108
2,tp_at_t48h,False,0.05242990322585683,29
2,hour_of_day,False,0.07842826860724017,14
2,hour_sin,False,0.09634270667447709,18
2,hour_cos,False,0.05110396454256261,32
2,days_since_onset,False,0.0022795660188421607,3
2,hours_since_obs,False,3.175330293175648,77
2,storm_phase,False,0.0,0
2,log_customers,False,0.6276412004808662,162
2,rural_urban_code,False,0.06372940009168815,43
2,is_metro,False,0.0,0
2,pop_density,False,0.576994304326945,164
2,n_utilities,False,0.10010954372410197,32
2,pct_forest,False,0.334040804336837,84
2,pct_developed,False,0.15351559064583853,103
2,pct_agriculture,False,0.1311895067919977,40
2,pct_water,False,0.05399443344504107,44
2,pct_wetland,False,0.5130908291539527,119
2,pct_unmapped,False,0.35266975592821836,85
2,pct_forest_classified,False,0.3359595378351514,47
2,tree_canopy_pct,False,0.012640657143492717,15
2,tree_canopy_std,False,0.1633584802330006,70
2,forest_x_customers,False,0.09339748683851212,39
2,window_len_next_1h,False,0.0,0
2,is_full_next_1h,False,0.0,0
2,tp_rate_next_1h,False,0.0018754299962893128,1
2,gust_gt30_frac_next_1h,False,0.0,0
2,has_weather_at_t1h,False,0.0,0
2,window_len_next_6h,False,0.0,0
2,is_full_next_6h,False,0.0,0
2,tp_rate_next_6h,False,0.028380158444633707,8
2,gust_gt30_frac_next_6h,False,0.0,0
2,has_weather_at_t6h,False,0.0,0
2,window_len_next_24h,False,0.0,0
2,is_full_next_24h,False,0.0,0
2,tp_rate_next_24h,False,0.057044570392463356,18
2,gust_gt30_frac_next_24h,False,0.006997391043114476,6
2,has_weather_at_t24h,False,0.0,0
2,window_len_next_48h,False,0.0,0
2,is_full_next_48h,False,0.0,0
2,tp_rate_next_48h,False,0.024661827192176133,24
2,gust_gt30_frac_next_48h,False,0.02934975561220199,19
2,has_weather_at_t48h,False,0.0,0
2,nbr8_mean_last_P_t,False,0.30782947287661955,54
2,nbr8_max_last_P_t,False,0.21693140533170663,46
2,nbr8_mean_last_N_t,False,0.2972822901647305,85
2,nbr8_max_last_N_t,False,0.19409881874162238,37
2,nbr8_mean_last_D_t,False,0.37510979826765833,77
2,nbr8_max_last_D_t,False,0.20716858284868067,30
2,nbr8_mean_last_R_t,False,0.22446651502104942,61
2,nbr8_max_last_R_t,False,0.3233581488748314,45
2,nbr8_mean_osi_trend_last6h,False,0.1462202941038413,61
2,nbr8_max_osi_trend_last6h,False,0.41077546919404995,41
2,nbr8_mean_gust_t,False,0.01120943516434636,18
2,nbr8_max_gust_t,False,0.01742453897895757,27
2,nbr8_mean_gust_at_t24h,False,0.05829750795237487,55
2,nbr8_max_gust_at_t24h,False,0.04812314208538737,60
2,nbr8_mean_gust_max_next_6h,False,0.023038568906486034,21
2,nbr8_max_gust_max_next_6h,False,0.06157649233500706,23
2,nbr8_mean_gust_mean_next_6h,False,0.0433826985390624,16
2,nbr8_max_gust_mean_next_6h,False,0.13698225090047345,31
2,self_minus_nbr8_mean_last_P_t,False,0.11758233697037213,66
2,self_minus_nbr8_mean_gust_at_t24h,False,0.02103120428364491,27
2,exposure_decay_6h,True,0.5300936242419994,106
2,exposure_decay_24h,True,0.3033856289330288,98
2,hours_since_last_high_gust,True,0.039395236293785274,26
2,has_high_gust_48h,True,0.0,0
2,high_gust_episode_count_48h,True,0.1954361838143086,22
2,max_lull_between_episodes_48h,True,0.3011757240310544,121
