horizon,rank,feature,importance,importance_fraction
osi_target_t24h,44,wind_speed_max_next_6h,0.27250912922001996,0.002725091292200201
osi_target_t24h,45,last_R_t,0.26402061574480923,0.0026402061574480936
osi_target_t24h,46,d2m_t,0.2473177391160257,0.002473177391160258
osi_target_t24h,47,outage_pct_mean_72h,0.24577500181863085,0.0024577500181863095
osi_target_t24h,48,gust_peak4h_mean_next_48h,0.24549018809681097,0.0024549018809681107
osi_target_t24h,49,storm_phase,0.2370191819064668,0.002370191819064669
osi_target_t24h,50,dewpoint_c_t,0.21678075944490205,0.0021678075944490216
osi_target_t24h,51,soil_gust_x_phase,0.2066846072003495,0.002066846072003496
osi_target_t24h,52,n_utilities,0.18873816456670958,0.0018873816456670967
osi_target_t24h,53,gust_x_hso,0.18691192356950143,0.001869119235695015
osi_target_t24h,54,t2m_at_t48h,0.18601611589874575,0.0018601611589874583
osi_target_t24h,55,gust_x_phase,0.18480229028539763,0.001848022902853977
osi_target_t24h,56,rural_urban_code,0.17911811067503125,0.0017911811067503132
osi_target_t24h,57,soil_moist_t,0.16958671822449262,0.0016958671822449268
osi_target_t24h,58,pct_developed,0.15806301156290514,0.001580630115629052
osi_target_t24h,59,t2m_at_t6h,0.15003229140598467,0.0015003229140598475
osi_target_t24h,60,pct_agriculture,0.14546430051660547,0.0014546430051660553
osi_target_t24h,61,gust_trend_last6h_obs,0.1430517650777501,0.0014305176507775016
osi_target_t24h,62,hours_since_peak,0.13451800862883906,0.0013451800862883912
osi_target_t24h,63,gust_mean_next_48h,0.13062121337781704,0.001306212133778171
osi_target_t24h,64,gust_gt30_next_48h,0.1252083693522289,0.0012520836935222895
osi_target_t24h,65,pct_water,0.12500314032942392,0.0012500314032942398
osi_target_t24h,66,gust_gt30_obs,0.12484492279117543,0.0012484492279117548
osi_target_t24h,67,gust_max_next_6h,0.12021113759586893,0.0012021113759586898
osi_target_t24h,68,gust_at_t24h,0.10270037973360023,0.0010270037973360026
osi_target_t24h,69,wind_sin_t,0.10128071729679054,0.001012807172967906
osi_target_t24h,70,N_t_max_72h,0.09991096117228873,0.0009991096117228878
osi_target_t24h,71,gust_peak4h_mean_next_6h,0.09642327292532123,0.0009642327292532127
osi_target_t24h,72,gust_mean_next_6h,0.09536077649395554,0.0009536077649395558
osi_target_t24h,73,N_t_mean_72h,0.08927213335337625,0.0008927213335337629
osi_target_t24h,74,temp_change_6h,0.08802103688586525,0.0008802103688586529
osi_target_t24h,75,osi_max_72h,0.08578966130471166,0.000857896613047117
osi_target_t24h,76,t2m_t,0.08289615785707452,0.0008289615785707456
osi_target_t24h,77,diffuse_rad_t,0.07257367614413965,0.0007257367614413967
