model,horizon,target_day,rmse,mae,n
C0_direct_osi,osi_target_t01h,2026-03-14,0.0220889361533672,0.00737203697746646,5497
C0_direct_osi,osi_target_t01h,2026-03-15,0.01061130309398377,0.0047745652305708096,5736
C0_direct_osi,osi_target_t01h,2026-03-16,0.009096127195145524,0.004393276070090742,5736
C0_direct_osi,osi_target_t01h,2026-03-17,0.008919760201413236,0.0033699095178071742,5736
C0_direct_osi,osi_target_t01h,2026-03-18,0.005601003161237821,0.000849615708875286,5736
C0_direct_osi,osi_target_t01h,2026-03-19,0.0014804965083057425,0.00032942103032072986,5736
C0_direct_osi,osi_target_t06h,2026-03-14,0.01920400391873208,0.007094964404631715,4302
C0_direct_osi,osi_target_t06h,2026-03-15,0.011377868837887486,0.005133762616189436,5736
C0_direct_osi,osi_target_t06h,2026-03-16,0.009146165918745888,0.004372977541362991,5736
C0_direct_osi,osi_target_t06h,2026-03-17,0.008269904401852745,0.0032062098020860263,5736
C0_direct_osi,osi_target_t06h,2026-03-18,0.005653029847542299,0.0008677601132638858,5736
C0_direct_osi,osi_target_t06h,2026-03-19,0.0020045906615388316,0.0004233048630819046,5736
C0_direct_osi,osi_target_t24h,2026-03-15,0.011539188611095515,0.005226123487469311,5736
C0_direct_osi,osi_target_t24h,2026-03-16,0.009525131433335377,0.004536096590199516,5736
C0_direct_osi,osi_target_t24h,2026-03-17,0.008850855193552942,0.0033140017740271445,5736
C0_direct_osi,osi_target_t24h,2026-03-18,0.00576030194803337,0.0008686993363581997,5736
C0_direct_osi,osi_target_t24h,2026-03-19,0.001722580456026953,0.00040457207164120465,5736
C0_direct_osi,osi_target_t48h,2026-03-16,0.00937356936128875,0.004275553364852876,5736
C0_direct_osi,osi_target_t48h,2026-03-17,0.009710074869004203,0.003503890183984247,5736
C0_direct_osi,osi_target_t48h,2026-03-18,0.0056779451114400215,0.0009023319764040601,5736
C0_direct_osi,osi_target_t48h,2026-03-19,0.002301700260359619,0.0004301456609947026,5736
C1_component_osi,osi_target_t01h,2026-03-14,0.022118733652046446,0.007312658848383313,5497
C1_component_osi,osi_target_t01h,2026-03-15,0.010665267850366393,0.004814099493965438,5736
C1_component_osi,osi_target_t01h,2026-03-16,0.00900165546585798,0.0043854580348459205,5736
C1_component_osi,osi_target_t01h,2026-03-17,0.00861141178475597,0.003302292254501655,5736
C1_component_osi,osi_target_t01h,2026-03-18,0.005557134626284316,0.0008207017861311328,5736
C1_component_osi,osi_target_t01h,2026-03-19,0.0013883340641312179,0.000346264365452427,5736
C1_component_osi,osi_target_t06h,2026-03-14,0.019223742745118774,0.0070505076441630815,4302
C1_component_osi,osi_target_t06h,2026-03-15,0.011286277640311336,0.005075777361297084,5736
C1_component_osi,osi_target_t06h,2026-03-16,0.00901307966117362,0.004368519766660477,5736
C1_component_osi,osi_target_t06h,2026-03-17,0.008211920354455723,0.003215810559456527,5736
C1_component_osi,osi_target_t06h,2026-03-18,0.005663367589012061,0.0009048143841538787,5736
C1_component_osi,osi_target_t06h,2026-03-19,0.0019516701893054652,0.00039184456978189666,5736
C1_component_osi,osi_target_t24h,2026-03-15,0.011522118275162656,0.005183018540882375,5736
C1_component_osi,osi_target_t24h,2026-03-16,0.009252042746389712,0.004424954999078151,5736
C1_component_osi,osi_target_t24h,2026-03-17,0.008598602276953159,0.003270667270174868,5736
C1_component_osi,osi_target_t24h,2026-03-18,0.005694385366381572,0.0008481704483433876,5736
C1_component_osi,osi_target_t24h,2026-03-19,0.0017088750596605075,0.0003637331875313138,5736
