model,horizon,target_day,rmse,mae,n
C1_component_osi,osi_target_t48h,2026-03-16,0.00938283107875312,0.004299297116050987,5736
C1_component_osi,osi_target_t48h,2026-03-17,0.009510544607851758,0.00344729225038862,5736
C1_component_osi,osi_target_t48h,2026-03-18,0.005777937295531412,0.000925580970915304,5736
C1_component_osi,osi_target_t48h,2026-03-19,0.002518288602800555,0.00045487692695196543,5736
C2_equal_blend,osi_target_t01h,2026-03-14,0.02206181423073776,0.0073082258859423835,5497
C2_equal_blend,osi_target_t01h,2026-03-15,0.010608816773845444,0.0047570359445825924,5736
C2_equal_blend,osi_target_t01h,2026-03-16,0.009013900540429935,0.004360911973665398,5736
C2_equal_blend,osi_target_t01h,2026-03-17,0.00873509939815045,0.003311917931613261,5736
C2_equal_blend,osi_target_t01h,2026-03-18,0.005574505695783673,0.0008141721778830269,5736
C2_equal_blend,osi_target_t01h,2026-03-19,0.0014102649005626063,0.0003240003421239776,5736
C2_equal_blend,osi_target_t06h,2026-03-14,0.019171672631144346,0.007033921836544221,4302
C2_equal_blend,osi_target_t06h,2026-03-15,0.011308395161992476,0.005080516129597832,5736
C2_equal_blend,osi_target_t06h,2026-03-16,0.009046841957207105,0.004343702458546405,5736
C2_equal_blend,osi_target_t06h,2026-03-17,0.008210092206385768,0.0031905534337892246,5736
C2_equal_blend,osi_target_t06h,2026-03-18,0.005646355876542081,0.0008703631236077963,5736
C2_equal_blend,osi_target_t06h,2026-03-19,0.001963939790976551,0.0003925696013803026,5736
C2_equal_blend,osi_target_t24h,2026-03-15,0.011506288204809305,0.005182887669608627,5736
C2_equal_blend,osi_target_t24h,2026-03-16,0.0093562348780025,0.004451974843218507,5736
C2_equal_blend,osi_target_t24h,2026-03-17,0.008693732222191521,0.0032665360269822693,5736
C2_equal_blend,osi_target_t24h,2026-03-18,0.005719897240956923,0.0008419808067493517,5736
C2_equal_blend,osi_target_t24h,2026-03-19,0.0017059539332237971,0.00037497509999045384,5736
C2_equal_blend,osi_target_t48h,2026-03-16,0.009354284170199527,0.004262481436593047,5736
C2_equal_blend,osi_target_t48h,2026-03-17,0.009590436482435058,0.003456233759966187,5736
C2_equal_blend,osi_target_t48h,2026-03-18,0.005718574866119343,0.0008998074453563073,5736
C2_equal_blend,osi_target_t48h,2026-03-19,0.002403253862365608,0.0004333745265212335,5736
C3_aligned_component,osi_target_t01h,2026-03-14,0.02219412048812737,0.007391650829809256,5497
C3_aligned_component,osi_target_t01h,2026-03-15,0.010972327474176445,0.004916542661317327,5736
C3_aligned_component,osi_target_t01h,2026-03-16,0.008966353438794568,0.004248404765140546,5736
C3_aligned_component,osi_target_t01h,2026-03-17,0.008553355680606516,0.003210198285531831,5736
C3_aligned_component,osi_target_t01h,2026-03-18,0.005614963351737464,0.0008224120162798368,5736
C3_aligned_component,osi_target_t01h,2026-03-19,0.001776487636974233,0.0003538654370533386,5736
C3_aligned_component,osi_target_t06h,2026-03-14,0.01888832321739025,0.006819314547828937,4302
C3_aligned_component,osi_target_t06h,2026-03-15,0.010972327474176445,0.004916542661317327,5736
C3_aligned_component,osi_target_t06h,2026-03-16,0.008966353438794568,0.004248404765140546,5736
C3_aligned_component,osi_target_t06h,2026-03-17,0.008553355680606516,0.003210198285531831,5736
C3_aligned_component,osi_target_t06h,2026-03-18,0.005614963351737464,0.0008224120162798368,5736
C3_aligned_component,osi_target_t06h,2026-03-19,0.001776487636974233,0.0003538654370533386,5736
C3_aligned_component,osi_target_t24h,2026-03-15,0.010972327474176445,0.004916542661317327,5736
C3_aligned_component,osi_target_t24h,2026-03-16,0.008966353438794568,0.004248404765140546,5736
C3_aligned_component,osi_target_t24h,2026-03-17,0.008553355680606516,0.003210198285531831,5736
C3_aligned_component,osi_target_t24h,2026-03-18,0.005614963351737464,0.0008224120162798368,5736
C3_aligned_component,osi_target_t24h,2026-03-19,0.001776487636974233,0.0003538654370533386,5736
C3_aligned_component,osi_target_t48h,2026-03-16,0.008966353438794568,0.004248404765140546,5736
C3_aligned_component,osi_target_t48h,2026-03-17,0.008553355680606516,0.003210198285531831,5736
C3_aligned_component,osi_target_t48h,2026-03-18,0.005614963351737464,0.0008224120162798368,5736
C3_aligned_component,osi_target_t48h,2026-03-19,0.001776487636974233,0.0003538654370533386,5736
v18_rule,osi_target_t01h,2026-03-14,0.02219412048812737,0.007391650829809256,5497
v18_rule,osi_target_t01h,2026-03-15,0.010972327474176445,0.004916542661317327,5736
v18_rule,osi_target_t01h,2026-03-16,0.008966353438794568,0.004248404765140546,5736
v18_rule,osi_target_t01h,2026-03-17,0.008553355680606516,0.003210198285531831,5736
v18_rule,osi_target_t01h,2026-03-18,0.005614963351737464,0.0008224120162798368,5736
v18_rule,osi_target_t01h,2026-03-19,0.001776487636974233,0.0003538654370533386,5736
v18_rule,osi_target_t06h,2026-03-14,0.01888832321739025,0.006819314547828937,4302
v18_rule,osi_target_t06h,2026-03-15,0.010972327474176445,0.004916542661317327,5736
v18_rule,osi_target_t06h,2026-03-16,0.008966353438794568,0.004248404765140546,5736
v18_rule,osi_target_t06h,2026-03-17,0.008553355680606516,0.003210198285531831,5736
v18_rule,osi_target_t06h,2026-03-18,0.005614963351737464,0.0008224120162798368,5736
v18_rule,osi_target_t06h,2026-03-19,0.001776487636974233,0.0003538654370533386,5736
v18_rule,osi_target_t24h,2026-03-15,0.011522118275162656,0.005183018540882375,5736
v18_rule,osi_target_t24h,2026-03-16,0.009252042746389712,0.004424954999078151,5736
v18_rule,osi_target_t24h,2026-03-17,0.008598602276953159,0.003270667270174868,5736
v18_rule,osi_target_t24h,2026-03-18,0.005694385366381572,0.0008481704483433876,5736
v18_rule,osi_target_t24h,2026-03-19,0.0017088750596605075,0.0003637331875313138,5736
v18_rule,osi_target_t48h,2026-03-16,0.00938283107875312,0.004299297116050987,5736
v18_rule,osi_target_t48h,2026-03-17,0.009510544607851758,0.00344729225038862,5736
v18_rule,osi_target_t48h,2026-03-18,0.005777937295531412,0.000925580970915304,5736
v18_rule,osi_target_t48h,2026-03-19,0.002518288602800555,0.00045487692695196543,5736
