model,horizon,fipsCode,rmse,mae,n
C0_direct_osi,osi_target_t01h,18009,0.009001705923683543,0.0047373858103651936,143
C0_direct_osi,osi_target_t01h,18013,0.029464928998303736,0.013353482531242203,143
C0_direct_osi,osi_target_t01h,18023,0.0021480079894513077,0.0007048127332362103,143
C0_direct_osi,osi_target_t01h,18025,0.012392497036120304,0.00226349585782669,143
C0_direct_osi,osi_target_t01h,18027,0.0045503619656323165,0.0022032201434583386,143
C0_direct_osi,osi_target_t01h,18029,0.001720680831659065,0.0007219189347123218,143
C0_direct_osi,osi_target_t01h,18033,0.003604564636221168,0.0014823760310225496,143
C0_direct_osi,osi_target_t01h,18035,0.0018708751856227046,0.001020651644732894,143
C0_direct_osi,osi_target_t01h,18037,0.0027483517342501347,0.0010165349347597422,143
C0_direct_osi,osi_target_t01h,18039,0.002349967143828063,0.0016784261131243237,143
C0_direct_osi,osi_target_t01h,18041,0.00522565751634595,0.0019676252091314823,143
C0_direct_osi,osi_target_t01h,18043,0.001722497431741601,0.0005883157659243755,143
C0_direct_osi,osi_target_t01h,18045,0.0022771290061161156,0.0009630316185778138,143
C0_direct_osi,osi_target_t01h,18047,0.003498065114347977,0.00123922610076507,143
C0_direct_osi,osi_target_t01h,18051,0.0012989292040306508,0.00040621763511993365,143
C0_direct_osi,osi_target_t01h,18059,0.001579900384511706,0.0008654217746558552,143
C0_direct_osi,osi_target_t01h,18061,0.0036067798316512913,0.001438968104195891,143
C0_direct_osi,osi_target_t01h,18065,0.0023266086526383106,0.0009106348825992267,143
C0_direct_osi,osi_target_t01h,18067,0.0016549309799585045,0.0005692091260109872,143
C0_direct_osi,osi_target_t01h,18069,0.000921086755407405,0.0005192898537514903,143
C0_direct_osi,osi_target_t01h,18071,0.004288246357515022,0.0017269186970970836,143
C0_direct_osi,osi_target_t01h,18073,0.002715161677540243,0.0014921432946774051,143
C0_direct_osi,osi_target_t01h,18077,0.004844636831321387,0.001530990851925875,143
C0_direct_osi,osi_target_t01h,18083,0.004476292400330985,0.002297349545183758,143
C0_direct_osi,osi_target_t01h,18085,0.002193420269963071,0.0013865032342061665,143
C0_direct_osi,osi_target_t01h,18087,0.0011182800871728739,0.0007829982294242129,143
C0_direct_osi,osi_target_t01h,18089,0.002646233299188061,0.0016487612357289191,143
C0_direct_osi,osi_target_t01h,18091,0.0017222946721756876,0.0009216182061774403,143
C0_direct_osi,osi_target_t01h,18093,0.008190759913926128,0.0027455021217232555,143
C0_direct_osi,osi_target_t01h,18095,0.001443317282236504,0.00069000108533815,143
C0_direct_osi,osi_target_t01h,18097,0.0009299859214769246,0.0004395632506864223,143
C0_direct_osi,osi_target_t01h,18099,0.008726986274954874,0.0030338764590511972,143
C0_direct_osi,osi_target_t01h,18101,0.004198053119721464,0.002832568435872969,143
C0_direct_osi,osi_target_t01h,18103,0.0062081271107254764,0.0035682525767104854,143
C0_direct_osi,osi_target_t01h,18105,0.0021119103542494885,0.0007496942292288603,143
C0_direct_osi,osi_target_t01h,18107,0.0007812102192944905,0.00037420247218031716,143
C0_direct_osi,osi_target_t01h,18109,0.0013575146650472015,0.0006375757693694902,143
C0_direct_osi,osi_target_t01h,18111,0.0023478941689343003,0.0015581563261856247,143
C0_direct_osi,osi_target_t01h,18113,0.0009157915767707093,0.00047917206658104595,143
C0_direct_osi,osi_target_t01h,18117,0.012625415700995044,0.00346445201655059,143
C0_direct_osi,osi_target_t01h,18121,0.02287927019870332,0.008215481946269356,143
C0_direct_osi,osi_target_t01h,18123,0.003422950323067376,0.0014350535008225153,143
