split_seed,horizon,model,fipsCode,countyName,fold,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions,fraction_of_total_sse_reduction
42,osi_target_t01h,v18_rule,39117,Morrow County,4,143,0.0510551383193077,0.020320683181241972,0.37274768227892074,-0.0175387148055379,0.049467221782080226,0.019994027754621065,0.3499218624097643,-0.017212059378916997,-0.0015879165372274726,-3.1101992659316013,0.02282581986915644,2,0.9960991004281617
42,osi_target_t01h,v18_rule,39037,Darke County,0,143,0.002032242463387343,0.0011153471061475992,0.0005905913484892359,0.00042344611977866085,0.0019769336632137367,0.0010960814155950975,0.0005588821393509187,0.0004427118103311628,-5.53088001736062e-05,-2.721565028289852,3.1709209138317115e-05,4,0.001383762549561091
42,osi_target_t01h,v18_rule,54023,Grant County,4,143,0.001562956420502051,0.0010909733058772331,0.0003493250864515675,0.0008965677114716388,0.0015012497132907347,0.001054858279043129,0.00032228635033673843,0.0009326827383057433,-6.170670721131633e-05,-3.9480759925151987,2.7038736114829093e-05,1,0.0011799471333377813
42,osi_target_t01h,v18_rule,39099,Mahoning County,0,143,0.002158932952168816,0.001207326864210555,0.0006665217833503313,0.0005676479723569618,0.002122545520883927,0.001201854645227743,0.0006442435268160922,0.0005731201913397737,-3.6387431284889016e-05,-1.6854359116773354,2.227825653423909e-05,1,0.0009722039085592541
42,osi_target_t01h,v18_rule,42063,Indiana County,2,143,0.0082081473333188,0.004928829451951917,0.009634436618302001,-0.0007337438924986683,0.008200622837197158,0.0049235241431637026,0.009616780733268219,-0.0007284385837104539,-7.524496121642105e-06,-0.09167106554116566,1.7655885033782473e-05,1,0.0007704876013316107
42,osi_target_t01h,v18_rule,39131,Pike County,3,143,0.005476503810232094,0.0021017119057572162,0.004288869439638589,-0.0014670961400946108,0.005469324506010895,0.002083345304396301,0.004277632008943338,-0.0014487295387336956,-7.179304221198966e-06,-0.13109283714520803,1.1237430695251044e-05,3,0.0004903917874945122
42,osi_target_t01h,v18_rule,18111,Newton County,2,143,0.004422207291970968,0.002865006946950168,0.0027964961786420524,0.0024559200032192737,0.004413845765517454,0.0028430148859863165,0.0027859309251740184,0.0024779120641831255,-8.361526453514595e-06,-0.1890803822945153,1.0565253468034028e-05,3,0.0004610585527981363
42,osi_target_t01h,v18_rule,18073,Jasper County,2,143,0.003574259843561082,0.00216602373232049,0.0018268726803889405,0.0017931025743024775,0.0035646069462091316,0.0021476045801939207,0.0018170184433776216,0.0018115217264290467,-9.65289735195031e-06,-0.2700670285440965,9.854237011318887e-06,3,0.00043003040761065104
42,osi_target_t01h,v18_rule,18127,Porter County,2,143,0.0029522070935958204,0.0021613925125495955,0.0012463203214572798,0.0019613251662489437,0.0029415573750715845,0.002155274091992115,0.0012373446500898381,0.0019674435868064235,-1.0649718524235931e-05,-0.3607375155807446,8.975671367441717e-06,1,0.0003916905603434046
42,osi_target_t01h,v18_rule,42113,Sullivan County,2,143,0.004683345605073343,0.0033207066049744352,0.003136522826088052,0.002815117056983557,0.004678418091236994,0.0033118228129539774,0.003129926204607144,0.0028286994323300824,-4.927513836349394e-06,-0.10521354287865714,6.596621480907741e-06,2,0.0002878708743284289
42,osi_target_t01h,v18_rule,39113,Montgomery County,4,143,0.001306898495537672,0.0006572766337730364,0.0002442416659023242,-0.0005738100186126341,0.0012898320676212392,0.0006477005803001392,0.00023790434706096356,-0.0005642339651397368,-1.70664279164328e-05,-1.3058724893100004,6.3373188413606255e-06,1,0.0002765551306893342
42,osi_target_t01h,v18_rule,39141,Ross County,3,143,0.0022015084601413417,0.0013881487310703747,0.0006930694485105678,0.0012406407360314603,0.0021928458875346323,0.0013771136194816963,0.0006876259513662894,0.0012516758476201386,-8.662572606709436e-06,-0.3934835029502093,5.443497144278376e-06,1,0.00023754952241281072
42,osi_target_t01h,v18_rule,39027,Clinton County,0,143,0.001070243443605987,0.0005309756702519751,0.000163795207087169,0.00012538443520138272,0.0010527355990098896,0.000511811606835385,0.00015848007052344766,0.0001570813954437957,-1.7507844596097426e-05,-1.635874968512585,5.315136563721336e-06,3,0.00023194797733989633
42,osi_target_t01h,v18_rule,39135,Preble County,0,143,0.005503484515575349,0.002743280616908326,0.004331232879284402,-0.0027186042076265235,0.005500177680800669,0.0027383869397054755,0.004326029496414028,-0.0027137105304236736,-3.306834774680599e-06,-0.06008620112080143,5.203382870373925e-06,2,0.0002270711425076326
42,osi_target_t01h,v18_rule,42055,Franklin County,1,143,0.001122333617486214,0.0005916138451892476,0.00018012748309837584,0.0003594613897747228,0.0011089342074424818,0.0005839580150750237,0.0001758521159303602,0.00036711721988894676,-1.3399410043732135e-05,-1.1938883265159572,4.275367168015646e-06,1,0.00018657333732029788
42,osi_target_t01h,v18_rule,42027,Centre County,0,143,0.0013140591829988726,0.0009163382088415791,0.00024692546970858404,0.00014447781456734847,0.0013032902922036427,0.0009077673645924472,0.00024289487876257265,0.00015304865881648024,-1.0768890795229873e-05,-0.8195133776740304,4.030590946011391e-06,2,0.00017589151401921647
42,osi_target_t01h,v18_rule,18103,Miami County,0,143,0.002717165274695309,0.0013941953758272972,0.0010557671595914351,0.0012591006942414547,0.0027129379357874015,0.0013845038629177117,0.0010524846108111202,0.0012687922071510404,-4.227338907907691e-06,-0.1555790127040324,3.2825487803148784e-06,1,0.00014324759881249549
42,osi_target_t01h,v18_rule,42041,Cumberland County,3,143,0.0023488419599417116,0.0011097648133198226,0.0007889393730479435,0.0010112907807318845,0.0023451205647017997,0.0011031056481546624,0.0007864414362071822,0.0010194279663827887,-3.721395239911912e-06,-0.15843531848367398,2.4979368407612853e-06,3,0.00010900781020229068
42,osi_target_t01h,v18_rule,39165,Warren County,2,143,0.000983982103272618,0.0005445465239340282,0.00013845557147719518,0.00018885770550681525,0.0009819655786839979,0.0005409083687386701,0.00013788866487398843,0.00019780696289886982,-2.01652458862024e-06,-0.2049350879364087,5.669066032067539e-07,2,2.4739315420782803e-05
42,osi_target_t01h,v18_rule,54013,Calhoun County,2,143,0.04323218845011549,0.021721188879455868,0.26727016290064076,-0.02031790720779565,0.04323215983607627,0.021718426937590636,0.2672698091051626,-0.020311643007006358,-2.8614039221386278e-08,-6.618688584980603e-05,3.537954781362984e-07,1,1.543932965068747e-05
42,osi_target_t01h,v18_rule,54035,Jackson County,0,143,0.0026896005485870017,0.001543162515675342,0.0010344550088672085,0.0005332128327347732,0.0026895206687011113,0.001542808371458695,0.0010343935641139775,0.0005335669769514203,-7.987988589032782e-08,-0.002969953509723844,6.144475323097316e-08,1,2.681396058071349e-06
42,osi_target_t01h,v18_rule,18045,Fountain County,3,143,0.002546973545969776,0.0010075762979344634,0.0009276516168733891,0.0009930714340163134,0.002546973545969776,0.0010075762979344634,0.0009276516168733891,0.0009930714340163134,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18051,Gibson County,1,143,0.0012877101112537715,0.00041431358365292057,0.00023712221827940368,4.195611367003742e-05,0.0012877101112537715,0.00041431358365292057,0.00023712221827940368,4.195611367003742e-05,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18097,Marion County,1,143,0.000608544929270335,0.0002927434028432061,5.2956751124511086e-05,5.8812203873522575e-05,0.000608544929270335,0.0002927434028432061,5.2956751124511086e-05,5.8812203873522575e-05,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18085,Kosciusko County,3,143,0.004819558616956791,0.0039171030164857614,0.0033216247725063913,0.003828641642252193,0.004819558616956791,0.0039171030164857614,0.0033216247725063913,0.003828641642252193,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18087,LaGrange County,2,143,0.0020548851375130645,0.0017953208967724159,0.0006038250687572083,0.0017761971264783581,0.0020548851375130645,0.0017953208967724159,0.0006038250687572083,0.0017761971264783581,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18089,Lake County,4,143,0.002666588801372231,0.0018684565683089454,0.001016829504491342,0.0008076570119802725,0.002666588801372231,0.0018684565683089454,0.001016829504491342,0.0008076570119802725,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18091,LaPorte County,0,143,0.0013567005747205023,0.0006964284731915872,0.00026321101227091254,-0.00013733611710053855,0.0013567005747205023,0.0006964284731915872,0.00026321101227091254,-0.00013733611710053855,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18069,Huntington County,0,143,0.0010085021388563764,0.0005046825106802173,0.0001454419486631377,-0.0001379387742153211,0.0010085021388563764,0.0005046825106802173,0.0001454419486631377,-0.0001379387742153211,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18071,Jackson County,0,143,0.004377859432385411,0.001737908860189057,0.002740688408990805,0.0017122084258923032,0.004377859432385411,0.001737908860189057,0.002740688408990805,0.0017122084258923032,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18077,Jefferson County,2,143,0.004902422436455644,0.001465355072439098,0.0034368256416013087,-0.0010469793993557214,0.004902422436455644,0.001465355072439098,0.0034368256416013087,-0.0010469793993557214,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18113,Noble County,1,143,0.0010750999625395888,0.0006566215851654795,0.00016528510991172543,-4.904784857953888e-05,0.0010750999625395888,0.0006566215851654795,0.00016528510991172543,-4.904784857953888e-05,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18095,Madison County,0,143,0.0013511919934091027,0.0005945652023232817,0.00026107793183655965,1.581241005846223e-05,0.0013511919934091027,0.0005945652023232817,0.00026107793183655965,1.581241005846223e-05,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18093,Lawrence County,1,143,0.00759809764556843,0.002369020550069405,0.00825554555991773,-0.0019840282407314618,0.00759809764556843,0.002369020550069405,0.00825554555991773,-0.0019840282407314618,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18047,Franklin County,4,143,0.003133017406813968,0.0013443630146591195,0.0014036591242101027,0.0005386855286127294,0.003133017406813968,0.0013443630146591195,0.0014036591242101027,0.0005386855286127294,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18067,Howard County,2,143,0.0017147532179353413,0.0005405031905384785,0.000420474139574004,-3.388530011660312e-05,0.0017147532179353413,0.0005405031905384785,0.000420474139574004,-3.388530011660312e-05,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18059,Hancock County,3,143,0.001166791794824792,0.0003684387001700024,0.0001946806422232757,0.0001947458340239661,0.001166791794824792,0.0003684387001700024,0.0001946806422232757,0.0001947458340239661,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18065,Henry County,3,143,0.002168768717974655,0.0009686588796847146,0.0006726087585453565,1.9050357280140544e-05,0.002168768717974655,0.0009686588796847146,0.0006726087585453565,1.9050357280140544e-05,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18061,Harrison County,3,143,0.0040043079626979694,0.0016439056622595289,0.0022929309631980694,-0.0002888900456780019,0.0040043079626979694,0.0016439056622595289,0.0022929309631980694,-0.0002888900456780019,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18083,Knox County,2,143,0.0034690614212734357,0.0016595885668859607,0.0017209173616731768,0.0015532948605922546,0.0034690614212734357,0.0016595885668859607,0.0017209173616731768,0.0015532948605922546,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18037,Dubois County,3,143,0.0029844865185504367,0.0012519829849771153,0.0012737238484555307,0.0009009340339281644,0.0029844865185504367,0.0012519829849771153,0.0012737238484555307,0.0009009340339281644,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18039,Elkhart County,4,143,0.00213333861052811,0.0016099138936730172,0.0006508121086853109,0.0015689466760975394,0.00213333861052811,0.0016099138936730172,0.0006508121086853109,0.0015689466760975394,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18041,Fayette County,2,143,0.005062929384058546,0.0020156218367130964,0.0036655553145587727,-0.0014916613028071004,0.005062929384058546,0.0020156218367130964,0.0036655553145587727,-0.0014916613028071004,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18043,Floyd County,4,143,0.0021709599166620727,0.0009219697400114928,0.0006739685752447353,0.0005461902251235786,0.0021709599166620727,0.0009219697400114928,0.0006739685752447353,0.0005461902251235786,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18009,Blackford County,0,143,0.006313173576272718,0.0036093058841331275,0.005699430966393172,0.00177291302281424,0.006313173576272718,0.0036093058841331275,0.005699430966393172,0.00177291302281424,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18023,Clinton County,3,143,0.0018648830251016303,0.0007643397442438763,0.0004973237837156458,0.0007178056835917629,0.0018648830251016303,0.0007643397442438763,0.0004973237837156458,0.0007178056835917629,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18025,Crawford County,2,143,0.012037539538196055,0.0021921528092682533,0.020721037213109562,-0.001391868843360201,0.012037539538196055,0.0021921528092682533,0.020721037213109562,-0.001391868843360201,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,39105,Meigs County,1,143,0.0034433763217460683,0.0016940893777064147,0.0016955281905220922,-0.00014001818069203672,0.0034433763217460683,0.0016940893777064147,0.0016955281905220922,-0.00014001818069203672,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,39033,Crawford County,4,143,0.005579044467658285,0.002931075319116207,0.0044509804156115185,-0.0005060208384522549,0.005579044467658285,0.002931075319116207,0.0044509804156115185,-0.0005060208384522549,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,39029,Columbiana County,2,143,0.010089912176557142,0.00533037018693782,0.014558304865480957,0.0047058966069235125,0.010089912176557142,0.00533037018693782,0.014558304865480957,0.0047058966069235125,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18129,Posey County,4,143,0.0011171851717835647,0.0005802096305885361,0.0001784786872515894,0.0002847957701842768,0.0011171851717835647,0.0005802096305885361,0.0001784786872515894,0.0002847957701842768,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18143,Scott County,2,143,0.003950799903066207,0.0017378314434960342,0.002232061241991718,-0.0012725265092607975,0.003950799903066207,0.0017378314434960342,0.002232061241991718,-0.0012725265092607975,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18135,Randolph County,0,143,0.003999304984220535,0.0024621810731705975,0.002287204971024004,0.001852886915429396,0.003999304984220535,0.0024621810731705975,0.002287204971024004,0.001852886915429396,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18139,Rush County,2,143,0.002818015432870795,0.000836744172788814,0.0011355931701254101,-0.0002825255148966842,0.002818015432870795,0.000836744172788814,0.0011355931701254101,-0.0002825255148966842,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18137,Ripley County,0,143,0.003663335927987237,0.0012468098970218745,0.001919064307343342,-0.00015364052117061407,0.003663335927987237,0.0012468098970218745,0.001919064307343342,-0.00015364052117061407,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18151,Steuben County,1,143,0.011085901731296957,0.008324869982503189,0.017574302059024122,-0.008237814484799402,0.011085901731296957,0.008324869982503189,0.017574302059024122,-0.008237814484799402,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18153,Sullivan County,3,143,0.0020168468147815357,0.0007954059525761572,0.0005816769636241029,0.00045542461760929065,0.0020168468147815357,0.0007954059525761572,0.0005816769636241029,0.00045542461760929065,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18155,Switzerland County,4,143,0.0032318534906286625,0.0011212325032938987,0.0014936174088390796,0.0010429108249722203,0.0032318534906286625,0.0011212325032938987,0.0014936174088390796,0.0010429108249722203,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18157,Tippecanoe County,1,143,0.0010165714960748196,0.0004033585120540013,0.00014777871774834697,0.0003488130575085468,0.0010165714960748196,0.0004033585120540013,0.00014777871774834697,0.0003488130575085468,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18159,Tipton County,0,143,0.004325140722928542,0.0018871108814392773,0.00267507844505828,0.001059016279057176,0.004325140722928542,0.0018871108814392773,0.00267507844505828,0.001059016279057176,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18145,Shelby County,4,143,0.0013336107922280165,0.0005010223454951894,0.0002543280375560264,-0.00028354720964137597,0.0013336107922280165,0.0005010223454951894,0.0002543280375560264,-0.00028354720964137597,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18147,Spencer County,0,143,0.0018151288177174726,0.0007264730429850888,0.0004711410453619055,0.0007222772387892848,0.0018151288177174726,0.0007264730429850888,0.0004711410453619055,0.0007222772387892848,0.0,0.0,0.0,0,0.0
