split_seed,horizon,model,fipsCode,countyName,fold,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions,fraction_of_total_sse_reduction
42,osi_target_t01h,v18_rule,18141,St. Joseph County,4,143,0.0016490173949076639,0.0011658729715753786,0.0003888539467252523,0.0008167777607282057,0.0016490173949076639,0.0011658729715753786,0.0003888539467252523,0.0008167777607282057,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18165,Vermillion County,4,143,0.013855789254341857,0.003475407209759836,0.027453554108085143,-0.0015696760837097428,0.013855789254341857,0.003475407209759836,0.027453554108085143,-0.0015696760837097428,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18167,Vigo County,3,143,0.0014384992094931453,0.0006045678380955801,0.0002959070365268738,-2.9312385129343205e-05,0.0014384992094931453,0.0006045678380955801,0.0002959070365268738,-2.9312385129343205e-05,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18171,Warren County,0,143,0.0045883246071451046,0.002252512647351638,0.0030105393461762582,0.0016265715830644752,0.0045883246071451046,0.002252512647351638,0.0030105393461762582,0.0016265715830644752,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18169,Wabash County,3,143,0.0016831344411932657,0.0005960865382165822,0.00040511064123972823,0.00025908959456684877,0.0016831344411932657,0.0005960865382165822,0.00040511064123972823,0.00025908959456684877,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18175,Washington County,4,143,0.003939195051290296,0.0012343207592928616,0.0022189678442517246,-0.00012003301366974647,0.003939195051290296,0.0012343207592928616,0.0022189678442517246,-0.00012003301366974647,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18179,Wells County,0,143,0.004647570952138405,0.0014123321625214215,0.0030887879529879762,-0.0008898741643614266,0.004647570952138405,0.0014123321625214215,0.0030887879529879762,-0.0008898741643614266,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18181,White County,2,143,0.001856453178784769,0.0007638121989182578,0.0004928378319178705,0.00027654923298300855,0.001856453178784769,0.0007638121989182578,0.0004928378319178705,0.00027654923298300855,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18173,Warrick County,3,143,0.001302050701914294,0.0005479459109171918,0.00024243305234083733,0.0002993917804943003,0.001302050701914294,0.0005479459109171918,0.00024243305234083733,0.0002993917804943003,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,39025,Clermont County,1,143,0.0017823925425573951,0.0006043485225858509,0.00045430001413428287,-0.0002922242584671055,0.0017823925425573951,0.0006043485225858509,0.00045430001413428287,-0.0002922242584671055,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18183,Whitley County,1,143,0.002737055545446444,0.0007141225724101569,0.001071280647416856,-9.878320805616055e-06,0.002737055545446444,0.0007141225724101569,0.001071280647416856,-9.878320805616055e-06,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,39023,Clark County,1,143,0.002949874417945844,0.0017698076640799217,0.0012443515486761404,0.0007753641655579912,0.002949874417945844,0.0017698076640799217,0.0012443515486761404,0.0007753641655579912,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,39017,Butler County,1,143,0.0008202703653224183,0.00029433474473248135,9.62166165283428e-05,-5.382686502197101e-05,0.0008202703653224183,0.00029433474473248135,9.62166165283428e-05,-5.382686502197101e-05,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,39031,Coshocton County,2,143,0.012216788676034743,0.008103305647778732,0.021342739354349372,0.005529510293708279,0.012216788676034743,0.008103305647778732,0.021342739354349372,0.005529510293708279,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18161,Union County,0,143,0.0030476475064214756,0.0016327286747289595,0.0013282062112457767,0.0015141283286322874,0.0030476475064214756,0.0016327286747289595,0.0013282062112457767,0.0015141283286322874,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18163,Vanderburgh County,4,143,0.0005955853730856585,0.0002669367402041601,5.072523693860238e-05,0.0001176469496120593,0.0005955853730856585,0.0002669367402041601,5.072523693860238e-05,0.0001176469496120593,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18149,Starke County,3,143,0.005505395798792347,0.0035683095180867133,0.004334241754894541,0.0034420509168312206,0.005505395798792347,0.0035683095180867133,0.004334241754894541,0.0034420509168312206,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,39109,Miami County,1,143,0.0019199639610837814,0.001173208481436373,0.0005271354104960549,0.0005343769939155653,0.0019199639610837814,0.001173208481436373,0.0005271354104960549,0.0005343769939155653,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,39077,Huron County,1,143,0.0050106106428791965,0.0030347379055776277,0.0035901893190784014,0.002850008360109132,0.0050106106428791965,0.0030347379055776277,0.0035901893190784014,0.002850008360109132,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,39081,Jefferson County,4,143,0.011987116244380307,0.006772360378110589,0.020547806687448933,0.000761380832378597,0.011987116244380307,0.006772360378110589,0.020547806687448933,0.000761380832378597,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,39035,Cuyahoga County,4,143,0.0060185464882701045,0.004121197374898593,0.0051798749618999825,-0.00397800821411176,0.0060185464882701045,0.004121197374898593,0.0051798749618999825,-0.00397800821411176,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,39049,Franklin County,1,143,0.005681226317545632,0.0029501221008148065,0.004615515543377754,-0.0011316663739368942,0.005681226317545632,0.0029501221008148065,0.004615515543377754,-0.0011316663739368942,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,39051,Fulton County,2,143,0.003450970689524436,0.0019179709519163248,0.001703015414093817,-0.0009113427033638166,0.003450970689524436,0.0019179709519163248,0.001703015414093817,-0.0009113427033638166,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,39039,Defiance County,1,143,0.009243399891516691,0.004980240771613128,0.012217983142292181,-0.004853045590668527,0.009243399891516691,0.004980240771613128,0.012217983142292181,-0.004853045590668527,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,39045,Fairfield County,2,143,0.004320988589939077,0.0025772663211067297,0.0026699447623968683,0.00232885128439619,0.004320988589939077,0.0025772663211067297,0.0026699447623968683,0.00232885128439619,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,39059,Guernsey County,0,143,0.014947913150611494,0.008707154157409861,0.03195193538082604,-0.007749432265172449,0.014947913150611494,0.008707154157409861,0.03195193538082604,-0.007749432265172449,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,39061,Hamilton County,2,143,0.0013600361060788113,0.0006773289024143297,0.0002645068440068363,0.0005458603709457983,0.0013600361060788113,0.0006773289024143297,0.0002645068440068363,0.0005458603709457983,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,39065,Hardin County,3,143,0.0030448978549114125,0.001667567501995327,0.0013258106213987094,0.0004048578453252025,0.0030448978549114125,0.001667567501995327,0.0013258106213987094,0.0004048578453252025,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,39069,Henry County,0,143,0.002716315337386064,0.0012825981666660493,0.0010551067687329834,-0.0008501344557058611,0.002716315337386064,0.0012825981666660493,0.0010551067687329834,-0.0008501344557058611,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,39075,Holmes County,3,143,0.013570669915981281,0.006831717621791496,0.026335320721498273,-0.0048276508068191,0.013570669915981281,0.006831717621791496,0.026335320721498273,-0.0048276508068191,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,39073,Hocking County,2,143,0.004542211041439297,0.0031914314240043587,0.002950330403731148,0.002830722643668809,0.004542211041439297,0.0031914314240043587,0.002950330403731148,0.002830722643668809,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,39053,Gallia County,4,143,0.0027183520695311693,0.0009935896573569978,0.0010566896302711879,-0.0004908232921608463,0.0027183520695311693,0.0009935896573569978,0.0010566896302711879,-0.0004908232921608463,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,39055,Geauga County,0,143,0.012909731508378937,0.0054660036517594325,0.02383254696943576,-0.0023084255190590607,0.012909731508378937,0.0054660036517594325,0.02383254696943576,-0.0023084255190590607,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,39111,Monroe County,2,143,0.02511920575845465,0.013051160120987037,0.09022935320478812,0.012252891930634434,0.02511920575845465,0.013051160120987037,0.09022935320478812,0.012252891930634434,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,39097,Madison County,4,143,0.009513803095092395,0.0035351777300597345,0.01294328025450312,0.0009835038464491236,0.009513803095092395,0.0035351777300597345,0.01294328025450312,0.0009835038464491236,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,39103,Medina County,4,143,0.006001752768800309,0.004125440529719314,0.005151008190585712,0.0037617176798010496,0.006001752768800309,0.004125440529719314,0.005151008190585712,0.0037617176798010496,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18101,Martin County,4,143,0.0037072511133093766,0.002133896020570128,0.0019653506468501067,0.0007233672721760544,0.0037072511133093766,0.002133896020570128,0.0019653506468501067,0.0007233672721760544,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18105,Monroe County,3,143,0.0021668165591976936,0.0007155430560301235,0.0006713984421735064,-0.0004643482927251261,0.0021668165591976936,0.0007155430560301235,0.0006713984421735064,-0.0004643482927251261,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18107,Montgomery County,1,143,0.0009997191439423908,0.0004847861551597475,0.00014291968644738166,0.00022395978776851289,0.0009997191439423908,0.0004847861551597475,0.00014291968644738166,0.00022395978776851289,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18109,Morgan County,2,143,0.0029454431436053076,0.0011874753736656383,0.001240615849646247,0.0008979648841551488,0.0029454431436053076,0.0011874753736656383,0.001240615849646247,0.0008979648841551488,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18099,Marshall County,3,143,0.008864381662862707,0.002868723523485451,0.011236548503880214,-0.0014557352790170108,0.008864381662862707,0.002868723523485451,0.011236548503880214,-0.0014557352790170108,0.0,0.0,0.0,0,0.0
42,osi_target_t01h,v18_rule,18133,Putnam County,4,143,0.0010509507888348923,0.0004152617055474653,0.00015794315115903358,-0.0002449475831680604,0.0010509507888348923,0.0004152617055474653,0.00015794315115903358,-0.0002449475831680604,0.0,0.0,0.0,0,0.0
