split_seed,horizon,model,fipsCode,countyName,fold,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
42,osi_target_t01h,C0_direct_osi,18041,Fayette County,2,143,0.004866868611556829,0.002226921810287457,0.0033871566417484657,-0.000951151173087513,0.004866868611556829,0.002226921810287457,0.0033871566417484657,-0.000951151173087513,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18043,Floyd County,4,143,0.001923213673855933,0.0007486141872344565,0.0005289213694488203,0.00020812578171266734,0.001923213673855933,0.0007486141872344565,0.0005289213694488203,0.00020812578171266734,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18045,Fountain County,3,143,0.0019252362346122989,0.000769503774337913,0.0005300344419461724,0.000574692439795763,0.0019252362346122989,0.000769503774337913,0.0005300344419461724,0.000574692439795763,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18047,Franklin County,4,143,0.0033684332124266744,0.0012397412001327584,0.0016225269498408093,0.00026517617389234556,0.0033684332124266744,0.0012397412001327584,0.0016225269498408093,0.00026517617389234556,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18051,Gibson County,1,143,0.0010429801914877464,0.00036820045493992363,0.00015555649821652172,1.1753864196711473e-05,0.0010429801914877464,0.00036820045493992363,0.00015555649821652172,1.1753864196711473e-05,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18059,Hancock County,3,143,0.0012672177077736194,0.00039053540696883896,0.00022963522280198878,0.00020569362755300274,0.0012672177077736194,0.00039053540696883896,0.00022963522280198878,0.00020569362755300274,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18061,Harrison County,3,143,0.0039044456258637396,0.001599895914812649,0.002179991477281688,-0.00034721583161165687,0.0039044456258637396,0.001599895914812649,0.002179991477281688,-0.00034721583161165687,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18065,Henry County,3,143,0.0022038812832675713,0.0011410222938286715,0.0006945642576354077,0.0004489217961334792,0.0022038812832675713,0.0011410222938286715,0.0006945642576354077,0.0004489217961334792,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18067,Howard County,2,143,0.0016747202469727916,0.0005358030096486535,0.00040107037050374694,-2.0434832913269288e-05,0.0016747202469727916,0.0005358030096486535,0.00040107037050374694,-2.0434832913269288e-05,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18069,Huntington County,0,143,0.0014070791746336705,0.0007737414133148754,0.00028312166792735134,-0.00023967901453403784,0.0014070791746336705,0.0007737414133148754,0.00028312166792735134,-0.00023967901453403784,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18071,Jackson County,0,143,0.004163887581562179,0.0015706084085396629,0.002479328250239946,0.001545456872180862,0.004163887581562179,0.0015706084085396629,0.002479328250239946,0.001545456872180862,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18073,Jasper County,2,143,0.0033822343339045343,0.0019501305011188545,0.0016358497997902989,0.0016194735958739602,0.0033822343339045343,0.0019501305011188545,0.0016358497997902989,0.0016194735958739602,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18077,Jefferson County,2,143,0.0047467552140876765,0.0014145191370428124,0.003222030963933001,-0.000930649205722483,0.0047467552140876765,0.0014145191370428124,0.003222030963933001,-0.000930649205722483,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18083,Knox County,2,143,0.004237644836191765,0.0021488415016431223,0.0025679416273514904,0.002042547795349416,0.004237644836191765,0.0021488415016431223,0.0025679416273514904,0.002042547795349416,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18085,Kosciusko County,3,143,0.004289675233377182,0.002863463370659908,0.0026313878459224894,0.002594921719459992,0.004289675233377182,0.002863463370659908,0.0026313878459224894,0.002594921719459992,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18087,LaGrange County,2,143,0.0017382327037223806,0.0014895638520676798,0.0004320677693174725,0.0014386511806380575,0.0017382327037223806,0.0014895638520676798,0.0004320677693174725,0.0014386511806380575,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18089,Lake County,4,143,0.003005078205274103,0.002270039371777264,0.0012913607878333195,0.0013012984136159579,0.003005078205274103,0.002270039371777264,0.0012913607878333195,0.0013012984136159579,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18091,LaPorte County,0,143,0.0014167929930036557,0.0007385840907153373,0.00028704424105846873,-0.00014852920072455896,0.0014167929930036557,0.0007385840907153373,0.00028704424105846873,-0.00014852920072455896,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18093,Lawrence County,1,143,0.007661893232568975,0.0025269849276704716,0.008394758930741934,-0.0020770235359720414,0.007661893232568975,0.0025269849276704716,0.008394758930741934,-0.0020770235359720414,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18095,Madison County,0,143,0.0015526487384638279,0.0007865464209952289,0.0003447326890226242,1.1596382837292087e-05,0.0015526487384638279,0.0007865464209952289,0.0003447326890226242,1.1596382837292087e-05,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18097,Marion County,1,143,0.0008312561565956696,0.00038025063685313354,9.881111209658324e-05,0.00014705196602141638,0.0008312561565956696,0.00038025063685313354,9.881111209658324e-05,0.00014705196602141638,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18099,Marshall County,3,143,0.008772900662822793,0.0032209099262026654,0.011005821403685195,-0.0008663145200255116,0.008772900662822793,0.0032209099262026654,0.011005821403685195,-0.0008663145200255116,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18101,Martin County,4,143,0.0030948744861468845,0.0016783733694947238,0.001369689476155421,0.0005348370840053876,0.0030948744861468845,0.0016783733694947238,0.001369689476155421,0.0005348370840053876,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18103,Miami County,0,143,0.004849671362725657,0.0026338757182607867,0.0033632616626811094,0.0024621127352096083,0.004849671362725657,0.0026338757182607867,0.0033632616626811094,0.0024621127352096083,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18105,Monroe County,3,143,0.0018874785518754285,0.0006312062376955655,0.0005094482655819363,-0.00038716603777094185,0.0018874785518754285,0.0006312062376955655,0.0005094482655819363,-0.00038716603777094185,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18107,Montgomery County,1,143,0.001636206204539548,0.0008023078511833083,0.000382835416359641,0.00039288523677094296,0.001636206204539548,0.0008023078511833083,0.000382835416359641,0.00039288523677094296,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18109,Morgan County,2,143,0.001462930183416913,0.0005608869923645471,0.0003060435551819707,0.0002574688804092095,0.001462930183416913,0.0005608869923645471,0.0003060435551819707,0.0002574688804092095,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18111,Newton County,2,143,0.004732373123040628,0.0031242587035447446,0.003202535818721854,0.0027044134984095802,0.004732373123040628,0.0031242587035447446,0.003202535818721854,0.0027044134984095802,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18113,Noble County,1,143,0.0013812223620779476,0.000839216770970988,0.0002728118555310984,1.1542241684573817e-05,0.0013812223620779476,0.000839216770970988,0.0002728118555310984,1.1542241684573817e-05,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18117,Orange County,4,143,0.013174503577104247,0.003770329286136163,0.024820158863947964,-0.003628155426230745,0.013174503577104247,0.003770329286136163,0.024820158863947964,-0.003628155426230745,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18121,Parke County,1,143,0.024462463009621096,0.009075902863094898,0.0855729297990825,-0.005641106425083935,0.024462463009621096,0.009075902863094898,0.0855729297990825,-0.005641106425083935,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18123,Perry County,3,143,0.0058759474545173225,0.002126960862163149,0.00493732646381955,0.0020738140090162957,0.0058759474545173225,0.002126960862163149,0.00493732646381955,0.0020738140090162957,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18125,Pike County,0,143,0.0027676018466622865,0.0008627596424888459,0.001095325657375735,0.0006069250908745536,0.0027676018466622865,0.0008627596424888459,0.001095325657375735,0.0006069250908745536,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18127,Porter County,2,143,0.003119038472055068,0.0023771374824042278,0.0013911613415928247,0.0021885149678006724,0.003119038472055068,0.0023771374824042278,0.0013911613415928247,0.0021885149678006724,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18129,Posey County,4,143,0.0013745325109527186,0.0006083592944290774,0.00027017556618423594,0.00027257751436371875,0.0013745325109527186,0.0006083592944290774,0.00027017556618423594,0.00027257751436371875,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18131,Pulaski County,4,143,0.017481557851831798,0.004317545010150827,0.04370149568455269,-0.0030977678849383535,0.017481557851831798,0.004317545010150827,0.04370149568455269,-0.0030977678849383535,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18133,Putnam County,4,143,0.0011144901764834373,0.000492039066979429,0.00017761863454736592,-0.00026617747463351216,0.0011144901764834373,0.000492039066979429,0.00017761863454736592,-0.00026617747463351216,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18135,Randolph County,0,143,0.004976868758202251,0.0029994540373904457,0.0035419988370008542,0.0026006778677444657,0.004976868758202251,0.0029994540373904457,0.0035419988370008542,0.0026006778677444657,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18137,Ripley County,0,143,0.0033057830560524323,0.0013450630139015267,0.0015627328307567202,0.00013272693876506062,0.0033057830560524323,0.0013450630139015267,0.0015627328307567202,0.00013272693876506062,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18139,Rush County,2,143,0.00277623293034985,0.0009126233126321231,0.0011021681075489248,-0.00028636125362980813,0.00277623293034985,0.0009126233126321231,0.0011021681075489248,-0.00028636125362980813,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18141,St. Joseph County,4,143,0.0016792803779749994,0.0011597259136983205,0.00040325751006281546,0.0006893118578023018,0.0016792803779749994,0.0011597259136983205,0.00040325751006281546,0.0006893118578023018,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18143,Scott County,2,143,0.0037988064073493457,0.001643328225003195,0.0020636230072341374,-0.0012359136724637684,0.0037988064073493457,0.001643328225003195,0.0020636230072341374,-0.0012359136724637684,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18145,Shelby County,4,143,0.0015199265011232826,0.0005631302655101615,0.00033035524934081157,-0.00016761786667790723,0.0015199265011232826,0.0005631302655101615,0.00033035524934081157,-0.00016761786667790723,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18147,Spencer County,0,143,0.0023867105332859265,0.0009193345990259651,0.0008145833652668128,0.0009137401934315591,0.0023867105332859265,0.0009193345990259651,0.0008145833652668128,0.0009137401934315591,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18149,Starke County,3,143,0.006248491138468028,0.0041052394052442445,0.0055832407355744275,0.003992345548462461,0.006248491138468028,0.0041052394052442445,0.0055832407355744275,0.003992345548462461,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18151,Steuben County,1,143,0.011327280194539165,0.008506576196776958,0.01834794055460069,-0.008471212701112781,0.011327280194539165,0.008506576196776958,0.01834794055460069,-0.008471212701112781,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18153,Sullivan County,3,143,0.0024757157884706523,0.0008911227776078371,0.0008764711191354495,0.0004247300134302935,0.0024757157884706523,0.0008911227776078371,0.0008764711191354495,0.0004247300134302935,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18155,Switzerland County,4,143,0.003819277735892815,0.0014808043818500386,0.002085924186615776,0.0014405963420025952,0.003819277735892815,0.0014808043818500386,0.002085924186615776,0.0014405963420025952,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18157,Tippecanoe County,1,143,0.0011934239553890926,0.0004117292358185238,0.0002036692854334062,0.00035298797707726515,0.0011934239553890926,0.0004117292358185238,0.0002036692854334062,0.00035298797707726515,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18159,Tipton County,0,143,0.004100059597470064,0.0012750285879440477,0.002403899884501313,0.00022366343445790965,0.004100059597470064,0.0012750285879440477,0.002403899884501313,0.00022366343445790965,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18161,Union County,0,143,0.0024594748021591166,0.0011545406974602611,0.0008650093312511547,0.0009548983358340611,0.0024594748021591166,0.0011545406974602611,0.0008650093312511547,0.0009548983358340611,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18163,Vanderburgh County,4,143,0.0006513187942787767,0.00028042193312566115,6.06629125646486e-05,0.0001257837204974229,0.0006513187942787767,0.00028042193312566115,6.06629125646486e-05,0.0001257837204974229,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18165,Vermillion County,4,143,0.013697436556354626,0.00315445253804725,0.026829626854796493,-0.0019637574293570686,0.013697436556354626,0.00315445253804725,0.026829626854796493,-0.0019637574293570686,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18167,Vigo County,3,143,0.0017511502929590114,0.0006833161702704169,0.00043851341083985164,-0.0003244507054078979,0.0017511502929590114,0.0006833161702704169,0.00043851341083985164,-0.0003244507054078979,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18169,Wabash County,3,143,0.0014383516553464128,0.0004766351040783099,0.0002958463342746005,0.00017041128733385162,0.0014383516553464128,0.0004766351040783099,0.0002958463342746005,0.00017041128733385162,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18171,Warren County,0,143,0.0041880046941922865,0.0016033737593482502,0.0025081318145564573,0.0007601644159877702,0.0041880046941922865,0.0016033737593482502,0.0025081318145564573,0.0007601644159877702,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18173,Warrick County,3,143,0.0018420068795599693,0.0006532403618983402,0.0004851974762415145,-7.327345246682167e-05,0.0018420068795599693,0.0006532403618983402,0.0004851974762415145,-7.327345246682167e-05,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18175,Washington County,4,143,0.004678976534382083,0.0013598600270910053,0.003130673461529638,-0.0006696812112756667,0.004678976534382083,0.0013598600270910053,0.003130673461529638,-0.0006696812112756667,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18177,Wayne County,1,143,0.0016128280122588955,0.0009140413584461724,0.0003719736301891581,0.0007755798199846339,0.0016128280122588955,0.0009140413584461724,0.0003719736301891581,0.0007755798199846339,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18179,Wells County,0,143,0.004920028240406454,0.0016019025608538123,0.0034615549377547757,-0.001204332027015367,0.004920028240406454,0.0016019025608538123,0.0034615549377547757,-0.001204332027015367,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18181,White County,2,143,0.0025942371867050023,0.0011726632027236818,0.0009623995210662812,0.0008023029636841222,0.0025942371867050023,0.0011726632027236818,0.0009623995210662812,0.0008023029636841222,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,18183,Whitley County,1,143,0.0025705468764501017,0.0008748159230064916,0.0009449027078959147,0.000261850228778319,0.0025705468764501017,0.0008748159230064916,0.0009449027078959147,0.000261850228778319,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39017,Butler County,1,143,0.0010190286948688534,0.00040341858995182774,0.00014849398577815496,0.0001278751075960779,0.0010190286948688534,0.00040341858995182774,0.00014849398577815496,0.0001278751075960779,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39023,Clark County,1,143,0.003671039019991608,0.002127260109482486,0.0019271434305410352,0.0014071870618241231,0.003671039019991608,0.002127260109482486,0.0019271434305410352,0.0014071870618241231,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39025,Clermont County,1,143,0.0018432970404974925,0.0006436481389171119,0.00048587738906947456,-0.0003080779168421752,0.0018432970404974925,0.0006436481389171119,0.00048587738906947456,-0.0003080779168421752,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39027,Clinton County,0,143,0.0011086408112286608,0.0005147480028883179,0.00017575907611000921,-2.9642713365046977e-05,0.0011086408112286608,0.0005147480028883179,0.00017575907611000921,-2.9642713365046977e-05,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39029,Columbiana County,2,143,0.010154214307153167,0.0060368263326414685,0.014744453751969954,0.005353533514142276,0.010154214307153167,0.0060368263326414685,0.014744453751969954,0.005353533514142276,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39031,Coshocton County,2,143,0.011384398485927278,0.006991740083335485,0.018533447630752813,0.004577710144314337,0.011384398485927278,0.006991740083335485,0.018533447630752813,0.004577710144314337,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39033,Crawford County,4,143,0.005534307640833507,0.002622460172653968,0.0043798842320645045,-0.0012665588841946,0.005534307640833507,0.002622460172653968,0.0043798842320645045,-0.0012665588841946,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39035,Cuyahoga County,4,143,0.005792538334416133,0.004177737667573893,0.004798150550862301,-0.0034580051527227525,0.005792538334416133,0.004177737667573893,0.004798150550862301,-0.0034580051527227525,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39037,Darke County,0,143,0.002323776951441533,0.0011508100258416543,0.0007721913227672791,0.00014034872444953394,0.002323776951441533,0.0011508100258416543,0.0007721913227672791,0.00014034872444953394,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39039,Defiance County,1,143,0.009587015166855756,0.005260250868529225,0.013143252952761687,-0.005030584516815169,0.009587015166855756,0.005260250868529225,0.013143252952761687,-0.005030584516815169,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39045,Fairfield County,2,143,0.004665908219824718,0.0028536832441033127,0.003113210030763386,0.002743947742757508,0.004665908219824718,0.0028536832441033127,0.003113210030763386,0.002743947742757508,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39049,Franklin County,1,143,0.0065483130399990215,0.0037808436421547615,0.0061318977247844355,-0.0006208724328990443,0.0065483130399990215,0.0037808436421547615,0.0061318977247844355,-0.0006208724328990443,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39051,Fulton County,2,143,0.003888378400125525,0.0019971273984304484,0.0021620865813064714,-0.00143471846224327,0.003888378400125525,0.0019971273984304484,0.0021620865813064714,-0.00143471846224327,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39053,Gallia County,4,143,0.0026103067682317687,0.0009478122399317183,0.000974359303671551,-0.0005497725288021337,0.0026103067682317687,0.0009478122399317183,0.000974359303671551,-0.0005497725288021337,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39055,Geauga County,0,143,0.014162905994989554,0.00626558574536327,0.02868407058987628,-0.001726751386733317,0.014162905994989554,0.00626558574536327,0.02868407058987628,-0.001726751386733317,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39059,Guernsey County,0,143,0.01513820439688125,0.008801049645647182,0.03277062822773094,-0.0075378600008606704,0.01513820439688125,0.008801049645647182,0.03277062822773094,-0.0075378600008606704,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39061,Hamilton County,2,143,0.0011081831482952361,0.0005711611543927496,0.0001756139942936724,0.0004438884271200222,0.0011081831482952361,0.0005711611543927496,0.0001756139942936724,0.0004438884271200222,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39063,Hancock County,0,143,0.002313405895193915,0.00130428503454811,0.0007653140975362679,0.0011895997198627954,0.002313405895193915,0.00130428503454811,0.0007653140975362679,0.0011895997198627954,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39065,Hardin County,3,143,0.00274568384109757,0.0014205018879271253,0.001078045505002796,0.00033145572825489533,0.00274568384109757,0.0014205018879271253,0.001078045505002796,0.00033145572825489533,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39069,Henry County,0,143,0.0025058924522099735,0.0010562273947372774,0.0008979680684321368,-0.0005701998424958006,0.0025058924522099735,0.0010562273947372774,0.0008979680684321368,-0.0005701998424958006,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39073,Hocking County,2,143,0.005278194950827562,0.0037100599152350045,0.0039838858972686434,0.0035390726930124884,0.005278194950827562,0.0037100599152350045,0.0039838858972686434,0.0035390726930124884,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39075,Holmes County,3,143,0.013846164631870888,0.007352541159903666,0.027415427326840738,-0.006599330853578326,0.013846164631870888,0.007352541159903666,0.027415427326840738,-0.006599330853578326,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39077,Huron County,1,143,0.005259187805807195,0.0030129116236041384,0.003955245061875406,0.0025726007944322335,0.005259187805807195,0.0030129116236041384,0.003955245061875406,0.0025726007944322335,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39081,Jefferson County,4,143,0.012220862953739165,0.006959299160553571,0.021356977260772632,0.0013251023263198879,0.012220862953739165,0.006959299160553571,0.021356977260772632,0.0013251023263198879,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39085,Lake County,2,143,0.002524117290383842,0.0012763479677241312,0.0009110770376728977,-0.0008561531574021208,0.002524117290383842,0.0012763479677241312,0.0009110770376728977,-0.0008561531574021208,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39087,Lawrence County,3,143,0.0036091815851145817,0.0012699410400216148,0.001862745415149219,0.00014563062215782133,0.0036091815851145817,0.0012699410400216148,0.001862745415149219,0.00014563062215782133,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39089,Licking County,1,143,0.025156467709687384,0.01142258562058026,0.09049724507088179,-0.010353878269524757,0.025156467709687384,0.01142258562058026,0.09049724507088179,-0.010353878269524757,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39091,Logan County,3,143,0.014831569114609722,0.009885002303142548,0.031456488263406635,0.00926304704462983,0.014831569114609722,0.009885002303142548,0.031456488263406635,0.00926304704462983,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39093,Lorain County,3,143,0.00357569280878538,0.0018802116006496686,0.0018283378059803256,0.0002474132305967267,0.00357569280878538,0.0018802116006496686,0.0018283378059803256,0.0002474132305967267,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39095,Lucas County,1,143,0.002535896383392797,0.0016363378737821184,0.0009196001768245674,-0.001538937981018695,0.002535896383392797,0.0016363378737821184,0.0009196001768245674,-0.001538937981018695,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39097,Madison County,4,143,0.009999675258659056,0.003623977247121287,0.014299071254845244,0.0016185536459687368,0.009999675258659056,0.003623977247121287,0.014299071254845244,0.0016185536459687368,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39099,Mahoning County,0,143,0.0028276216212876934,0.0016997423205203977,0.0011433484967438312,0.0011217218345564584,0.0028276216212876934,0.0016997423205203977,0.0011433484967438312,0.0011217218345564584,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39101,Marion County,0,143,0.00786849786338012,0.006022776766803745,0.008853595983520503,-0.0047661342288412,0.00786849786338012,0.006022776766803745,0.008853595983520503,-0.0047661342288412,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39103,Medina County,4,143,0.005480861177574627,0.0035512841626862217,0.004295697012441796,0.003156557383254923,0.005480861177574627,0.0035512841626862217,0.004295697012441796,0.003156557383254923,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39105,Meigs County,1,143,0.003994145926416769,0.0023220179577164587,0.0022813078404561684,0.00028577934409648894,0.003994145926416769,0.0023220179577164587,0.0022813078404561684,0.00028577934409648894,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39107,Mercer County,3,143,0.02601038332430841,0.013488443814046703,0.09674522581687693,0.013304639163588861,0.02601038332430841,0.013488443814046703,0.09674522581687693,0.013304639163588861,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39109,Miami County,1,143,0.0019673240888788126,0.0011222656128321287,0.0005534620621076476,0.0008389667395425284,0.0019673240888788126,0.0011222656128321287,0.0005534620621076476,0.0008389667395425284,0.0,0.0,0.0,0
42,osi_target_t01h,C0_direct_osi,39111,Monroe County,2,143,0.026033043734191946,0.013579031566190483,0.09691386934748811,0.012331125877631651,0.026033043734191946,0.013579031566190483,0.09691386934748811,0.012331125877631651,0.0,0.0,0.0,0
