split_seed,model,window,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
42,v18_rule,first_four_target_hours,956,0.029981630423492518,0.008922195022052718,0.8593466436854529,-0.000910959623174227,0.0295791865696395,0.008854293317505832,0.8364314338841938,-0.0008063834675021734,-0.0004024438538530184,-1.3423014298037605,0.02291520980125905,54
42,v18_rule,remaining_scoreable_hours,33221,0.01081582309020784,0.003336718389620443,3.886259989351438,-9.02610431654454e-05,0.01081582309020784,0.003336718389620443,3.886259989351438,-9.02610431654454e-05,0.0,0.0,0.0,0
42,v18_rule,changed_final_predictions,54,0.05029183755049481,0.012631486308335906,0.1365805219070894,-0.010889353836369194,0.04587933289777666,0.01142937465006139,0.11366531210583063,-0.009037968561878764,-0.004412504652718148,-8.773798826276401,0.022915209801258787,54
20260917,C0_direct_osi,first_four_target_hours,956,0.03445346613620243,0.010173586350774033,1.1348115103313159,-7.708011479969907e-05,0.03445346613620243,0.010173586350774033,1.1348115103313159,-7.708011479969907e-05,0.0,0.0,0.0,0
20260917,C0_direct_osi,remaining_scoreable_hours,33221,0.011547299401417454,0.0035088023357094456,4.429692241663185,-0.00013774099797377097,0.011547299401417454,0.0035088023357094456,4.429692241663185,-0.00013774099797377097,0.0,0.0,0.0,0
20260917,C1_component_osi,first_four_target_hours,956,0.03371568131840141,0.009821323727800514,1.0867302914263854,-0.00012052603258804539,0.033338653882732,0.009759186646446266,1.062561345633247,-3.130191217753219e-05,-0.00037702743566940533,-1.1182554257434862,0.02416894579313844,55
20260917,C1_component_osi,remaining_scoreable_hours,33221,0.01138148210466317,0.003435242141574476,4.303386379471972,-0.00015509039510747162,0.01138148210466317,0.003435242141574476,4.303386379471972,-0.00015509039510747162,0.0,0.0,0.0,0
20260917,C1_component_osi,changed_final_predictions,55,0.05144381691329869,0.011997541714746512,0.1455556464234948,-0.009845682148434492,0.04697904767608573,0.010917486264298169,0.12138670063035648,-0.0082948047100263,-0.004464769237212958,-8.67892295926972,0.02416894579313833,55
20260917,C2_equal_blend,first_four_target_hours,956,0.03404140468414499,0.009943151784304766,1.1078292746234601,-0.00010580506589177482,0.03384673908642124,0.009909510292408854,1.0951952699257672,-6.209007496021348e-05,-0.00019466559772374908,-0.5718494860302181,0.012634004697692935,50
20260917,C2_equal_blend,remaining_scoreable_hours,33221,0.011441181090398418,0.0034472403673746865,4.348649654596848,-0.0001572947831921087,0.011441181090398418,0.0034472403673746865,4.348649654596848,-0.0001572947831921087,0.0,0.0,0.0,0
20260917,C2_equal_blend,changed_final_predictions,50,0.05444755563969181,0.013234885706765032,0.14822681575686678,-0.011272813201415148,0.052075485798823595,0.012591660381715166,0.1355928110591739,-0.010436982574803686,-0.002372069840868213,-4.356614016918314,0.01263400469769288,50
20260917,C3_aligned_component,first_four_target_hours,956,0.03371568131840141,0.009821323727800514,1.0867302914263854,-0.00012052603258804539,0.033338653882732,0.009759186646446266,1.062561345633247,-3.130191217753219e-05,-0.00037702743566940533,-1.1182554257434862,0.02416894579313844,55
20260917,C3_aligned_component,remaining_scoreable_hours,33221,0.011319418517030942,0.003401208855414232,4.256581334661776,-0.00017749213712022868,0.011319418517030942,0.003401208855414232,4.256581334661776,-0.00017749213712022868,0.0,0.0,0.0,0
20260917,C3_aligned_component,changed_final_predictions,55,0.05144381691329869,0.011997541714746512,0.1455556464234948,-0.009845682148434492,0.04697904767608573,0.010917486264298169,0.12138670063035648,-0.0082948047100263,-0.004464769237212958,-8.67892295926972,0.02416894579313833,55
20260917,v18_rule,first_four_target_hours,956,0.03371568131840141,0.009821323727800514,1.0867302914263854,-0.00012052603258804539,0.033338653882732,0.009759186646446266,1.062561345633247,-3.130191217753219e-05,-0.00037702743566940533,-1.1182554257434862,0.02416894579313844,55
20260917,v18_rule,remaining_scoreable_hours,33221,0.011319418517030942,0.003401208855414232,4.256581334661776,-0.00017749213712022868,0.011319418517030942,0.003401208855414232,4.256581334661776,-0.00017749213712022868,0.0,0.0,0.0,0
20260917,v18_rule,changed_final_predictions,55,0.05144381691329869,0.011997541714746512,0.1455556464234948,-0.009845682148434492,0.04697904767608573,0.010917486264298169,0.12138670063035648,-0.0082948047100263,-0.004464769237212958,-8.67892295926972,0.02416894579313833,55
20260918,C0_direct_osi,first_four_target_hours,956,0.03022888984155932,0.009410172493059704,0.8735792066867907,-0.00047979201728371633,0.03022888984155932,0.009410172493059704,0.8735792066867907,-0.00047979201728371633,0.0,0.0,0.0,0
20260918,C0_direct_osi,remaining_scoreable_hours,33221,0.010377823084731784,0.003317403322974414,3.5778755211208693,-5.748298268474809e-05,0.010377823084731784,0.003317403322974414,3.5778755211208693,-5.748298268474809e-05,0.0,0.0,0.0,0
20260918,C1_component_osi,first_four_target_hours,956,0.030141415259013732,0.009273127615715991,0.8685306976083884,-0.0007710066104482866,0.029864530029571866,0.009246820262887843,0.8526469871161629,-0.0006882297404808824,-0.00027688522944186583,-0.9186205327869068,0.015883710492225478,51
20260918,C1_component_osi,remaining_scoreable_hours,33221,0.010339664462248595,0.0033032390322839567,3.5516126334556626,-2.9289802418921148e-05,0.010339664462248595,0.0033032390322839567,3.5516126334556626,-2.9289802418921148e-05,0.0,0.0,0.0,0
20260918,C1_component_osi,changed_final_predictions,51,0.04747449943760387,0.011406557161682526,0.11494523293940358,-0.010124901682584033,0.04407247205548971,0.01091342325376667,0.099061522447178,-0.008573241139665639,-0.0034020273821141617,-7.166010010459356,0.015883710492225575,51
20260918,C2_equal_blend,first_four_target_hours,956,0.03014433740147443,0.009298085322674787,0.8686991099694772,-0.0006379285255299065,0.02999839289841108,0.009280359933965423,0.8603078191219931,-0.0005961717324576853,-0.00014594450306334994,-0.4841523007110826,0.008391290847484134,45
20260918,C2_equal_blend,remaining_scoreable_hours,33221,0.010331149804084063,0.0032843868702360705,3.5457655740927114,-5.3268140578619064e-05,0.010331149804084063,0.0032843868702360705,3.5457655740927114,-5.3268140578619064e-05,0.0,0.0,0.0,0
20260918,C2_equal_blend,changed_final_predictions,45,0.05123343174975946,0.013034292901869502,0.11811890379857672,-0.011653989872379094,0.04938007086784268,0.012657726866177218,0.10972761295109242,-0.010766890001778133,-0.001853360881916781,-3.6174833865691314,0.0083912908474843,45
20260918,C3_aligned_component,first_four_target_hours,956,0.030141415259013732,0.009273127615715991,0.8685306976083884,-0.0007710066104482866,0.029864530029571866,0.009246820262887843,0.8526469871161629,-0.0006882297404808824,-0.00027688522944186583,-0.9186205327869068,0.015883710492225478,51
20260918,C3_aligned_component,remaining_scoreable_hours,33221,0.010423563126414997,0.003296040392737395,3.6094838499451556,-6.420700715770924e-05,0.010423563126414997,0.003296040392737395,3.6094838499451556,-6.420700715770924e-05,0.0,0.0,0.0,0
20260918,C3_aligned_component,changed_final_predictions,51,0.04747449943760387,0.011406557161682526,0.11494523293940358,-0.010124901682584033,0.04407247205548971,0.01091342325376667,0.099061522447178,-0.008573241139665639,-0.0034020273821141617,-7.166010010459356,0.015883710492225575,51
20260918,v18_rule,first_four_target_hours,956,0.030141415259013732,0.009273127615715991,0.8685306976083884,-0.0007710066104482866,0.029864530029571866,0.009246820262887843,0.8526469871161629,-0.0006882297404808824,-0.00027688522944186583,-0.9186205327869068,0.015883710492225478,51
20260918,v18_rule,remaining_scoreable_hours,33221,0.010423563126414997,0.003296040392737395,3.6094838499451556,-6.420700715770924e-05,0.010423563126414997,0.003296040392737395,3.6094838499451556,-6.420700715770924e-05,0.0,0.0,0.0,0
20260918,v18_rule,changed_final_predictions,51,0.04747449943760387,0.011406557161682526,0.11494523293940358,-0.010124901682584033,0.04407247205548971,0.01091342325376667,0.099061522447178,-0.008573241139665639,-0.0034020273821141617,-7.166010010459356,0.015883710492225575,51
