case,reference,pair,horizon,fipsCode,countyName,stateAbbr,fold,n,rmse,sse,mae,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
NR_both,B0,NR_both_minus_B0,1,54041,Lewis County,WV,4,143,0.014385235656868358,0.029591705701220064,0.003340893267018221,-0.0028074267371894137,0.014323462381127942,6.177327574041595e-05,0.43127334785901805,-0.0002536005357670762
NR_both,B0,NR_both_minus_B0,1,54087,Roane County,WV,0,143,0.009105830112152923,0.011857008310488902,0.00408505986838994,-0.0018693083675088127,0.009062930107034578,4.2900005118345214e-05,0.47335690126359964,-0.00011145990661479144
NR_both,B0,NR_both_minus_B0,1,54109,Wyoming County,WV,3,143,0.009259702520636362,0.012261118980207153,0.00560607873853824,0.005585099717559219,0.009298337940537171,-3.863541990080897e-05,-0.4155088807040852,0.00010253066906277218
NR_both,N_only,NR_both_minus_N_only,1,18013,Brown County,IN,1,143,0.02874754126608406,0.11817822142486444,0.012957979700241862,-0.008838862590026827,0.02874540649201352,2.1347740705376927e-06,0.007426487675976645,-1.755102693810906e-05
NR_both,N_only,NR_both_minus_N_only,1,39115,Morgan County,OH,2,143,0.03168552071163554,0.14356802785575032,0.0067414335409538406,-0.005173347469614313,0.03168624471952796,-7.240078924233839e-07,-0.0022849280463255184,6.561077141004068e-06
NR_both,N_only,NR_both_minus_N_only,1,39117,Morrow County,OH,4,143,0.01557059202178064,0.03466939703494966,0.009760928477060574,-0.0003125328036655927,0.015581401855154298,-1.080983337365879e-05,-0.06937651357783459,4.8154944418572765e-05
NR_both,N_only,NR_both_minus_N_only,1,39119,Muskingum County,OH,1,143,0.021968567710964778,0.06901436931978792,0.014788820202138972,0.014760848174166943,0.02196429193741523,4.275773549548834e-06,0.019466930970191143,-2.686211517140269e-05
NR_both,N_only,NR_both_minus_N_only,1,42053,Forest County,PA,3,143,0.09424475854278531,1.2701366553286706,0.03408410912655083,-0.025861960375091197,0.09428395379860838,-3.9195255823062936e-05,-0.04157150208908833,0.0010566886487601845
NR_both,N_only,NR_both_minus_N_only,1,54007,Braxton County,WV,4,143,0.023896981718346505,0.08166240014031917,0.012420173282391101,-0.011156285676324349,0.02388159926462407,1.5382453722435907e-05,0.06441132167065433,-0.0001050981089578823
NR_both,N_only,NR_both_minus_N_only,1,54013,Calhoun County,WV,2,143,0.04358217048073935,0.27161499848514864,0.021798764509523914,-0.020374164161127098,0.04358590729281259,-3.7368120732392263e-06,-0.008573441062353915,4.657949373576553e-05
NR_both,N_only,NR_both_minus_N_only,1,54015,Clay County,WV,2,143,0.05046945279267243,0.3642446901224261,0.02641645153586353,-0.024278197949411925,0.05045961391773097,9.838874941464626e-06,0.019498514113691634,-0.00014200307054101913
NR_both,N_only,NR_both_minus_N_only,1,54041,Lewis County,WV,4,143,0.014385235656868358,0.029591705701220064,0.003340893267018221,-0.0028074267371894137,0.014384238780304235,9.96876564123006e-07,0.006930339375954553,-4.101184920477646e-06
NR_both,N_only,NR_both_minus_N_only,1,54087,Roane County,WV,0,143,0.009105830112152923,0.011857008310488902,0.00408505986838994,-0.0018693083675088127,0.009095202463858712,1.0627648294210881e-05,0.11684894686447844,-2.766108671173502e-05
NR_both,N_only,NR_both_minus_N_only,1,54109,Wyoming County,WV,3,143,0.009259702520636362,0.012261118980207153,0.00560607873853824,0.005585099717559219,0.009276850722898782,-1.714820226242017e-05,-0.18484939312531923,4.5455204690361684e-05
NR_both,R_only,NR_both_minus_R_only,1,18013,Brown County,IN,1,143,0.02874754126608406,0.11817822142486444,0.012957979700241862,-0.008838862590026827,0.028705131934801627,4.240933128243224e-05,0.14774128674537312,-0.00034842371146977247
NR_both,R_only,NR_both_minus_R_only,1,39115,Morgan County,OH,2,143,0.03168552071163554,0.14356802785575032,0.0067414335409538406,-0.005173347469614313,0.03168588265645854,-3.619448230018918e-07,-0.001142290486033648,3.2799840467001573e-06
NR_both,R_only,NR_both_minus_R_only,1,39117,Morrow County,OH,4,143,0.01557059202178064,0.03466939703494966,0.009760928477060574,-0.0003125328036655927,0.015583111899395064,-1.2519877614424607e-05,-0.0803426022687459,5.577580012706973e-05
NR_both,R_only,NR_both_minus_R_only,1,39119,Muskingum County,OH,1,143,0.021968567710964778,0.06901436931978792,0.014788820202138972,0.014760848174166943,0.02197485439294179,-6.286681977010766e-06,-0.02860852620270027,3.9504939724085975e-05
NR_both,R_only,NR_both_minus_R_only,1,42053,Forest County,PA,3,143,0.09424475854278531,1.2701366553286706,0.03408410912655083,-0.025861960375091197,0.09424307898093821,1.679561847101052e-06,0.0017821593535138902,-4.52705082181204e-05
NR_both,R_only,NR_both_minus_R_only,1,54007,Braxton County,WV,4,143,0.023896981718346505,0.08166240014031917,0.012420173282391101,-0.011156285676324349,0.023911965242104462,-1.4983523757956807e-05,-0.06266119746433096,0.00010243754844532771
NR_both,R_only,NR_both_minus_R_only,1,54013,Calhoun County,WV,2,143,0.04358217048073935,0.27161499848514864,0.021798764509523914,-0.020374164161127098,0.043542835127399246,3.9335353340101686e-05,0.09033714324069297,-0.00049007428189074
NR_both,R_only,NR_both_minus_R_only,1,54015,Clay County,WV,2,143,0.05046945279267243,0.3642446901224261,0.02641645153586353,-0.024278197949411925,0.05038894318380818,8.050960886425013e-05,0.1597763393659024,-0.0011611700115360946
NR_both,R_only,NR_both_minus_R_only,1,54041,Lewis County,WV,4,143,0.014385235656868358,0.029591705701220064,0.003340893267018221,-0.0028074267371894137,0.0143819562796898,3.279377178557613e-06,0.02280202438933454,-1.3490401600091406e-05
NR_both,R_only,NR_both_minus_R_only,1,54087,Roane County,WV,0,143,0.009105830112152923,0.011857008310488902,0.00408505986838994,-0.0018693083675088127,0.00907388101543653,3.194909671639344e-05,0.3520995774800362,-8.305802492007859e-05
NR_both,R_only,NR_both_minus_R_only,1,54109,Wyoming County,WV,3,143,0.009259702520636362,0.012261118980207153,0.00560607873853824,0.005585099717559219,0.009281183909566466,-2.148138893010368e-05,-0.2314509564664724,5.6954610929797755e-05
N_only,B0,N_only_minus_B0,6,18013,Brown County,IN,1,138,0.029247250276221663,0.11804542752335286,0.013279611057214537,-0.00931293177959636,0.029200675924885806,4.6574351335856856e-05,0.15949751113866206,-0.0003756600464644849
N_only,B0,N_only_minus_B0,6,39115,Morgan County,OH,2,138,0.03224728345680303,0.14350444606738952,0.00686502229321771,-0.005489900492762549,0.03224672449298572,5.58963817308411e-07,0.0017333971933597425,-4.974874729057888e-06
N_only,B0,N_only_minus_B0,6,39117,Morrow County,OH,4,138,0.01394274382395307,0.02682721453697264,0.008766776916423812,0.0010072685975011098,0.013941592886685233,1.1509372678363688e-06,0.008255421580516398,-4.428850878663432e-06
N_only,B0,N_only_minus_B0,6,39119,Muskingum County,OH,1,138,0.022037254967087277,0.06701840369484899,0.014633773028882599,0.014604787521636225,0.022056063626532847,-1.8808659445569698e-05,-0.08527659225168183,0.00011444839742882906
N_only,B0,N_only_minus_B0,6,42053,Forest County,PA,3,138,0.06916279371856862,0.660121900824104,0.023783699315098432,-0.01527055958987377,0.0692097173899623,-4.692367139368103e-05,-0.06779925299982281,0.0008960265812819612
N_only,B0,N_only_minus_B0,6,54007,Braxton County,WV,4,138,0.024310372634300775,0.08155720203136128,0.01285267747634091,-0.011538996371315977,0.024325552039500584,-1.5179405199808316e-05,-0.06240107182422516,0.00010188048828896346
N_only,B0,N_only_minus_B0,6,54013,Calhoun County,WV,2,138,0.044368138376787346,0.27165737501700155,0.022559470255562552,-0.021142067652929523,0.044327752462951925,4.038591383542095e-05,0.09110751525056582,-0.0004943249154913398
N_only,B0,N_only_minus_B0,6,54015,Clay County,WV,2,138,0.05135541940636272,0.3639583161316715,0.027173758591229936,-0.02534992949608345,0.05126996609107798,8.545331528474198e-05,0.16667324322574562,-0.001210215760392097
N_only,B0,N_only_minus_B0,6,54041,Lewis County,WV,4,138,0.01463928346007432,0.029574589590967967,0.003407369091017601,-0.0028517597692682183,0.014577249991013426,6.203346906089383e-05,0.4255498746274844,-0.000250111603498835
N_only,B0,N_only_minus_B0,6,54087,Roane County,WV,0,138,0.009256170185425754,0.011823382737215919,0.004201291545883266,-0.001954010252665553,0.00922512454199856,3.104564342719385e-05,0.33653359676451,-7.917938869290639e-05
N_only,B0,N_only_minus_B0,6,54109,Wyoming County,WV,3,138,0.009443414308585914,0.012306574184897515,0.005821822432546991,0.005800083302112208,0.0094652873239614,-2.1873015375485985e-05,-0.23108664984858862,5.70754643724105e-05
R_only,B0,R_only_minus_B0,6,18013,Brown County,IN,1,138,0.029203337035855353,0.117691215376107,0.0132650089033232,-0.00928001266073837,0.029200675924885806,2.661110969547076e-06,0.009113182778341944,-2.1447899218624e-05
R_only,B0,R_only_minus_B0,6,39115,Morgan County,OH,2,138,0.0322452210299708,0.1434860905394906,0.006848899550095672,-0.005483358225136613,0.03224672449298572,-1.503463014917994e-06,-0.004662374360675514,1.3380653169858814e-05
R_only,B0,R_only_minus_B0,6,39117,Morrow County,OH,4,138,0.013943334802450153,0.026829488787024035,0.00875981236002538,0.0010508067324100918,0.013941592886685233,1.7419157649200406e-06,0.012494381230876428,-6.703100930059713e-06
R_only,B0,R_only_minus_B0,6,39119,Muskingum County,OH,1,138,0.0220611342002017,0.06716372262350465,0.01466179677278944,0.014628463439456108,0.022056063626532847,5.070573668851386e-06,0.022989476974277778,-3.08705312268287e-05
R_only,B0,R_only_minus_B0,6,42053,Forest County,PA,3,138,0.06919372260200726,0.6607124321582473,0.023750293159341785,-0.015329841869608814,0.0692097173899623,-1.5994787955039835e-05,-0.023110610125620656,0.0003054952471387429
R_only,B0,R_only_minus_B0,6,54007,Braxton County,WV,4,138,0.024341283844406102,0.08176473768876448,0.012895196503601864,-0.011568658680848106,0.024325552039500584,1.5731804905518704e-05,0.0646719337755286,-0.00010565516911423267
R_only,B0,R_only_minus_B0,6,54013,Calhoun County,WV,2,138,0.044324315273359706,0.271120999574402,0.0225460434864675,-0.021148284602362316,0.044327752462951925,-3.437189592218892e-06,-0.0077540353418337205,4.2050527108206115e-05
R_only,B0,R_only_minus_B0,6,54015,Clay County,WV,2,138,0.05127989115827152,0.362888558734176,0.02715900583058558,-0.02525994608001838,0.05126996609107798,9.925067193543302e-06,0.01935844306180101,-0.00014045836289661162
R_only,B0,R_only_minus_B0,6,54041,Lewis County,WV,4,138,0.014637003925284303,0.02956537997941276,0.003413010979986937,-0.002862082705052453,0.014577249991013426,5.975393427087687e-05,0.40991225579387613,-0.00024090199194362616
R_only,B0,R_only_minus_B0,6,54087,Roane County,WV,0,138,0.009236280676199906,0.011772625540677043,0.004180095990267028,-0.0019858624498818303,0.00922512454199856,1.115613420134623e-05,0.12093207143770712,-2.8422192154030704e-05
R_only,B0,R_only_minus_B0,6,54109,Wyoming County,WV,3,138,0.009447825296560353,0.012318073591136949,0.005819891121740408,0.005798151991305626,0.0094652873239614,-1.7462027401047783e-05,-0.18448491634102115,4.557605813297616e-05
NR_both,B0,NR_both_minus_B0,6,18013,Brown County,IN,1,138,0.029249922587725418,0.11806700005153428,0.013267309119771939,-0.009319273833187647,0.029200675924885806,4.9246662839612376e-05,0.16864905102296213,-0.00039723257464591155
NR_both,B0,NR_both_minus_B0,6,39115,Morgan County,OH,2,138,0.032245776232747755,0.1434910317096367,0.006856620974551751,-0.005489855000167422,0.03224672449298572,-9.482602379637384e-07,-0.0029406404925547136,8.439483023758854e-06
NR_both,B0,NR_both_minus_B0,6,39117,Morrow County,OH,4,138,0.013944452252613935,0.026833789310309313,0.008767857904289897,0.0010228709456773667,0.013941592886685233,2.859365928701424e-06,0.020509607129848284,-1.1003624215338154e-05
NR_both,B0,NR_both_minus_B0,6,39119,Muskingum County,OH,1,138,0.022042326610223678,0.06704925441006493,0.01464222438988252,0.014613238882636142,0.022056063626532847,-1.373701630916907e-05,-0.062282266417856835,8.35976822128881e-05
NR_both,B0,NR_both_minus_B0,6,42053,Forest County,PA,3,138,0.06914677919085974,0.6598162360007929,0.023777316328784815,-0.015257263637054907,0.0692097173899623,-6.293819910256626e-05,-0.09093838477614025,0.0012016914045931415
NR_both,B0,NR_both_minus_B0,6,54007,Braxton County,WV,4,138,0.024326031285810984,0.08166230014031915,0.012865831734651648,-0.01155615109937958,0.024325552039500584,4.792463104003053e-07,0.001970135393514205,-3.2176206689049636e-06
NR_both,B0,NR_both_minus_B0,6,54013,Calhoun County,WV,2,138,0.04436436813366497,0.27161120806611,0.022559557740177615,-0.021141375592453503,0.044327752462951925,3.661567071304439e-05,0.08260213676216654,-0.0004481579645997935
NR_both,B0,NR_both_minus_B0,6,54015,Clay County,WV,2,138,0.05136532960548983,0.36409879779632426,0.027180696103888784,-0.025350716043896642,0.05126996609107798,9.536351441185448e-05,0.1860026867239295,-0.0013506974250448445
NR_both,B0,NR_both_minus_B0,6,54041,Lewis County,WV,4,138,0.014640481930158817,0.029579432138328345,0.0034074970951515154,-0.002854702067865143,0.014577249991013426,6.323193914539033e-05,0.4337713847561986,-0.0002549541508592122
NR_both,B0,NR_both_minus_B0,6,54087,Roane County,WV,0,138,0.009267364472844429,0.011851998109610396,0.004205329981090975,-0.001963326959007008,0.00922512454199856,4.2239930845868606e-05,0.45787924763038834,-0.00010779476108738369
NR_both,B0,NR_both_minus_B0,6,54109,Wyoming County,WV,3,138,0.009425958214546183,0.012261118980207153,0.005809197533412814,0.005787458402978032,0.0094652873239614,-3.932910941521761e-05,-0.4155088807040852,0.00010253066906277218
NR_both,N_only,NR_both_minus_N_only,6,18013,Brown County,IN,1,138,0.029249922587725418,0.11806700005153428,0.013267309119771939,-0.009319273833187647,0.029247250276221663,2.67231150375552e-06,0.009136966649925249,-2.157252818142663e-05
NR_both,N_only,NR_both_minus_N_only,6,39115,Morgan County,OH,2,138,0.032245776232747755,0.1434910317096367,0.006856620974551751,-0.005489855000167422,0.03224728345680303,-1.5072240552721494e-06,-0.00467395666766679,1.3414357752816741e-05
NR_both,N_only,NR_both_minus_N_only,6,39117,Morrow County,OH,4,138,0.013944452252613935,0.026833789310309313,0.008767857904289897,0.0010228709456773667,0.01394274382395307,1.708428660865055e-06,0.01225317399815573,-6.574773336674722e-06
NR_both,N_only,NR_both_minus_N_only,6,39119,Muskingum County,OH,1,138,0.022042326610223678,0.06704925441006493,0.01464222438988252,0.014613238882636142,0.022037254967087277,5.071643136400628e-06,0.023013951347272688,-3.085071521594096e-05
NR_both,N_only,NR_both_minus_N_only,6,42053,Forest County,PA,3,138,0.06914677919085974,0.6598162360007929,0.023777316328784815,-0.015257263637054907,0.06916279371856862,-1.601452770888523e-05,-0.023154830578486774,0.0003056648233111803
NR_both,N_only,NR_both_minus_N_only,6,54007,Braxton County,WV,4,138,0.024326031285810984,0.08166230014031915,0.012865831734651648,-0.01155615109937958,0.024310372634300775,1.565865151020862e-05,0.06441140062212192,-0.00010509810895786842
NR_both,N_only,NR_both_minus_N_only,6,54013,Calhoun County,WV,2,138,0.04436436813366497,0.27161120806611,0.022559557740177615,-0.021141375592453503,0.044368138376787346,-3.7702431223765598e-06,-0.008497636502935446,4.616695089154632e-05
NR_both,N_only,NR_both_minus_N_only,6,54015,Clay County,WV,2,138,0.05136532960548983,0.36409879779632426,0.027180696103888784,-0.025350716043896642,0.05135541940636272,9.910199127112496e-06,0.019297280095598168,-0.00014048166465274736
NR_both,N_only,NR_both_minus_N_only,6,54041,Lewis County,WV,4,138,0.014640481930158817,0.029579432138328345,0.0034074970951515154,-0.002854702067865143,0.01463928346007432,1.1984700844965002e-06,0.008186671757304254,-4.842547360377203e-06
NR_both,N_only,NR_both_minus_N_only,6,54087,Roane County,WV,0,138,0.009267364472844429,0.011851998109610396,0.004205329981090975,-0.001963326959007008,0.009256170185425754,1.1194287418674759e-05,0.12093865167150941,-2.8615372394477298e-05
NR_both,N_only,NR_both_minus_N_only,6,54109,Wyoming County,WV,3,138,0.009425958214546183,0.012261118980207153,0.005809197533412814,0.005787458402978032,0.009443414308585914,-1.7456094039731626e-05,-0.18484939312533033,4.5455204690361684e-05
NR_both,R_only,NR_both_minus_R_only,6,18013,Brown County,IN,1,138,0.029249922587725418,0.11806700005153428,0.013267309119771939,-0.009319273833187647,0.029203337035855353,4.65855518700653e-05,0.15952133077417052,-0.00037578467542728755
NR_both,R_only,NR_both_minus_R_only,6,39115,Morgan County,OH,2,138,0.032245776232747755,0.1434910317096367,0.006856620974551751,-0.005489855000167422,0.0322452210299708,5.552027769542556e-07,0.0017218141455277447,-4.94117014609996e-06
NR_both,R_only,NR_both_minus_R_only,6,39117,Morrow County,OH,4,138,0.013944452252613935,0.026833789310309313,0.008767857904289897,0.0010228709456773667,0.013943334802450153,1.1174501637813833e-06,0.008014224571195605,-4.30052328527844e-06
NR_both,R_only,NR_both_minus_R_only,6,39119,Muskingum County,OH,1,138,0.022042326610223678,0.06704925441006493,0.01464222438988252,0.014613238882636142,0.0220611342002017,-1.8807589978020456e-05,-0.08525214437001827,0.0001144682134397168
NR_both,R_only,NR_both_minus_R_only,6,42053,Forest County,PA,3,138,0.06914677919085974,0.6598162360007929,0.023777316328784815,-0.015257263637054907,0.06919372260200726,-4.6943411147526426e-05,-0.06784345368660016,0.0008961961574543986
NR_both,R_only,NR_both_minus_R_only,6,54007,Braxton County,WV,4,138,0.024326031285810984,0.08166230014031915,0.012865831734651648,-0.01155615109937958,0.024341283844406102,-1.5252558595118398e-05,-0.06266127412430933,0.00010243754844532771
NR_both,R_only,NR_both_minus_R_only,6,54013,Calhoun County,WV,2,138,0.04436436813366497,0.27161120806611,0.022559557740177615,-0.021141375592453503,0.044324315273359706,4.005286030526328e-05,0.0903631788968351,-0.0004902084917079996
NR_both,R_only,NR_both_minus_R_only,6,54015,Clay County,WV,2,138,0.05136532960548983,0.36409879779632426,0.027180696103888784,-0.025350716043896642,0.05127989115827152,8.543844721831118e-05,0.16661199017489192,-0.0012102390621482328
NR_both,R_only,NR_both_minus_R_only,6,54041,Lewis County,WV,4,138,0.014640481930158817,0.029579432138328345,0.0034074970951515154,-0.002854702067865143,0.014637003925284303,3.4780048745134545e-06,0.023761726732240973,-1.405215891558606e-05
NR_both,R_only,NR_both_minus_R_only,6,54087,Roane County,WV,0,138,0.009267364472844429,0.011851998109610396,0.004205329981090975,-0.001963326959007008,0.009236280676199906,3.108379664452238e-05,0.3365401911682886,-7.937256893335298e-05
NR_both,R_only,NR_both_minus_R_only,6,54109,Wyoming County,WV,3,138,0.009425958214546183,0.012261118980207153,0.005809197533412814,0.005787458402978032,0.009447825296560353,-2.1867082014169828e-05,-0.2314509564664724,5.695461092979602e-05
N_only,B0,N_only_minus_B0,24,18013,Brown County,IN,1,120,0.030400863198123913,0.1109054979829254,0.01403860742882846,-0.010705458345168712,0.030400863198123913,0.0,0.0,0.0
N_only,B0,N_only_minus_B0,24,39115,Morgan County,OH,2,120,0.03451116753766287,0.14292248217751624,0.007066114566536833,-0.0065750859865224606,0.03451116753766287,0.0,0.0,0.0
N_only,B0,N_only_minus_B0,24,39117,Morrow County,OH,4,120,0.011330229924000883,0.01540489321568701,0.007581132172894789,-0.004280596054620325,0.011330229924000883,0.0,0.0,0.0
N_only,B0,N_only_minus_B0,24,39119,Muskingum County,OH,1,120,0.02607074080881269,0.08156202315843494,0.015412205291621704,0.01537053862495504,0.02607074080881269,0.0,0.0,0.0
N_only,B0,N_only_minus_B0,24,42053,Forest County,PA,3,120,0.009420788088410027,0.01065014978480739,0.0059551520910854005,0.0001813638859353032,0.009420788088410027,0.0,0.0,0.0
N_only,B0,N_only_minus_B0,24,54007,Braxton County,WV,4,120,0.024531206107337403,0.07221360876968014,0.013903152169714706,-0.012622676239722082,0.024531206107337403,0.0,0.0,0.0
N_only,B0,N_only_minus_B0,24,54013,Calhoun County,WV,2,120,0.046786156192012304,0.26267332934680454,0.02572349032745772,-0.023933260089335464,0.046786156192012304,0.0,0.0,0.0
N_only,B0,N_only_minus_B0,24,54015,Clay County,WV,2,120,0.05244663794168919,0.3300779797663958,0.028600955178801037,-0.026018137753872222,0.05244663794168919,0.0,0.0,0.0
N_only,B0,N_only_minus_B0,24,54041,Lewis County,WV,4,120,0.0159750068985108,0.030624101448896122,0.004154973810196466,-0.003773404273699783,0.0159750068985108,0.0,0.0,0.0
N_only,B0,N_only_minus_B0,24,54087,Roane County,WV,0,120,0.010599423318769768,0.013481732962857639,0.005640835161364835,-0.001517705813311446,0.010599423318769768,0.0,0.0,0.0
N_only,B0,N_only_minus_B0,24,54109,Wyoming County,WV,3,120,0.01076216016428548,0.013898890968207993,0.007269331133586036,0.007269331133586036,0.01076216016428548,0.0,0.0,0.0
R_only,B0,R_only_minus_B0,24,18013,Brown County,IN,1,120,0.030400863198123913,0.1109054979829254,0.01403860742882846,-0.010705458345168712,0.030400863198123913,0.0,0.0,0.0
