component,n,truth_mean,old_source_mean,new_clipped_m_mean,new_product_mean,mean_q,old_bias,new_bias
N_t,426,0.02721008561502347,0.0038555646892552494,0.00472994515659003,0.003408622523932558,0.6586124851222026,-0.023354520925768223,-0.023801463091090914
R_t,659,0.023922645898330805,0.005680062537031494,0.006378889089579828,0.005465388827184242,0.7908023474961333,-0.01824258336129931,-0.018457257071146562
