horizon,fipsCode,outer_fold,n,sse,rmse
osi_target_t06h,42047,4,138,0.022187504661264186,0.012679866690329323
osi_target_t06h,42049,0,138,0.010739269432448673,0.008821609433020627
osi_target_t06h,42051,4,138,0.001323394391535907,0.0030967425516854994
osi_target_t06h,42053,3,138,1.2224472027051252,0.09411861167208438
osi_target_t06h,42055,1,138,0.00011556456131519568,0.0009151089319619224
osi_target_t06h,42057,4,138,0.01186186687294431,0.009271221982582506
osi_target_t06h,42059,3,138,0.01850472380605675,0.01157981871590246
osi_target_t06h,42061,2,138,0.0006492123216768362,0.002168971441398033
osi_target_t06h,42063,2,138,0.01987020733970041,0.011999458725624836
osi_target_t06h,42065,0,138,0.006681246010094682,0.006958076326119626
osi_target_t06h,42067,4,138,0.0011961786059978452,0.0029441400973846104
osi_target_t06h,42069,2,138,0.00021396159295167412,0.001245169195626349
osi_target_t06h,42075,1,138,0.003547441881940442,0.005070118400370085
osi_target_t06h,42077,4,138,0.001457963537442096,0.0032503773888381427
osi_target_t06h,42079,1,138,0.00029738201614395803,0.0014679721202974906
osi_target_t06h,42081,0,138,0.00017199442447650415,0.0011163943789047085
osi_target_t06h,42083,2,138,0.003632227262967339,0.005130349638456116
osi_target_t06h,42085,4,138,0.0029877637105210925,0.0046530056598335125
osi_target_t06h,42089,1,138,0.0039400667701633765,0.005343333087076339
osi_target_t06h,42091,1,138,0.0006342701442992719,0.002143865776100909
osi_target_t06h,42095,0,138,0.0011016023457866497,0.0028253540829613123
osi_target_t06h,42097,3,138,0.0001851192628966972,0.0011582072068650055
osi_target_t06h,42101,0,138,0.03613521433540457,0.016181760696601037
osi_target_t06h,42103,0,138,0.0007028943756708021,0.0022568645295765726
osi_target_t06h,42109,2,138,0.00579442616061596,0.006479860752113606
osi_target_t06h,42113,2,138,0.0007058113612618386,0.002261542633161605
osi_target_t06h,42115,3,138,0.0029811199620763396,0.004647829446717099
osi_target_t06h,42119,4,138,0.0007171380811978425,0.002279616801636452
osi_target_t06h,42121,1,138,0.010215029213510852,0.008603601038085298
osi_target_t06h,42125,4,138,0.006124926205414415,0.006662096008587739
osi_target_t06h,42127,3,138,0.0015351055529772514,0.00333525910274507
osi_target_t06h,42129,3,138,0.015675634993367535,0.010657934036338992
osi_target_t06h,42131,3,138,0.03720673165337803,0.016419926841744654
osi_target_t06h,42133,3,138,0.0011967220705988017,0.0029448088328973337
osi_target_t06h,54007,4,138,0.031656045034329276,0.015145680264799777
osi_target_t06h,54009,0,138,0.10203839817672167,0.02719207021247209
osi_target_t06h,54013,2,138,0.14304569632646225,0.032195698732259595
osi_target_t06h,54015,2,138,0.35118377281124985,0.0504461093436115
osi_target_t06h,54019,2,138,0.00431263716998773,0.005590258847801087
osi_target_t06h,54023,4,138,7.998307021349066e-05,0.0007613064201194876
osi_target_t06h,54025,0,138,0.00031450529432036693,0.00150964362413343
osi_target_t06h,54027,4,138,0.012614551125680683,0.009560846759874465
osi_target_t06h,54029,4,138,0.057942462083710455,0.020490800707880494
osi_target_t06h,54031,4,138,0.0008447856196091829,0.0024741937928756154
osi_target_t06h,54033,4,138,0.002100526637730956,0.003901436596920362
osi_target_t06h,54035,0,138,0.0021606257983249086,0.003956855908864238
osi_target_t06h,54037,1,138,0.001257214481509984,0.0030183190464254067
osi_target_t06h,54039,3,138,0.0019346862510266401,0.0037442576817240513
osi_target_t06h,54041,4,138,0.029886333007605806,0.01471623696771349
osi_target_t06h,54043,2,138,0.017678028450969212,0.011318200185621647
osi_target_t06h,54045,4,138,0.006938191024786983,0.007090609745037969
osi_target_t06h,54047,3,138,0.006431218035313241,0.006826641139052228
osi_target_t06h,54053,1,138,0.00028563562351305484,0.0014386880686202456
osi_target_t06h,54055,0,138,0.0007948446912623698,0.0023999466951543716
osi_target_t06h,54057,0,138,0.00023238441112735268,0.0012976690672776407
osi_target_t06h,54059,1,138,0.032864408634580296,0.01543204097507452
osi_target_t06h,54063,2,138,0.0011022612017284356,0.002826198862876584
osi_target_t06h,54067,3,138,0.004910766114928704,0.0059653383560684895
osi_target_t06h,54069,3,138,0.0053299103211508865,0.006214703416822431
osi_target_t06h,54071,0,138,0.0001273049224417886,0.0009604683430410267
osi_target_t06h,54073,2,138,0.01051242900878213,0.00872794487853636
osi_target_t06h,54075,4,138,0.0003268231240900002,0.0015389228401380469
osi_target_t06h,54077,0,138,0.002927738670337084,0.004606028398863634
osi_target_t06h,54079,2,138,0.0004172181004930526,0.0017387695559763624
osi_target_t06h,54081,1,138,0.0003262390736214157,0.001537547156391049
osi_target_t06h,54083,0,138,0.0006961056381188018,0.0022459393924333915
osi_target_t06h,54085,3,138,0.005957790247142282,0.006570570226033196
osi_target_t06h,54087,0,138,0.019006222429632083,0.011735682744948739
osi_target_t06h,54089,1,138,0.003695929604575517,0.005175142373295691
osi_target_t06h,54091,1,138,0.00422519679830106,0.005533296314461288
osi_target_t06h,54093,2,138,0.0004545209231557262,0.0018148360471238292
osi_target_t06h,54095,4,138,0.01878776780249372,0.011668043749729715
osi_target_t06h,54097,3,138,0.0009027490798633221,0.002557666905406093
osi_target_t06h,54099,1,138,0.04771061769371813,0.018593792343752663
osi_target_t06h,54101,1,138,0.002682969717014019,0.004409286738643774
osi_target_t06h,54103,3,138,0.013524733383252408,0.009899763349262156
osi_target_t06h,54105,2,138,0.009018971992297651,0.008084235864285706
osi_target_t06h,54107,3,138,0.00023257839242787757,0.001298210564495309
osi_target_t06h,54109,3,138,0.0034955362089520367,0.005032889083681256
osi_target_t24h,18009,0,120,0.00035112583043801364,0.0017105696673867005
osi_target_t24h,18013,1,120,0.0750471604553209,0.025007858840659286
osi_target_t24h,18023,3,120,0.00012138270633011267,0.0010057447751546805
osi_target_t24h,18025,2,120,0.014133043114333844,0.01085243563842308
osi_target_t24h,18027,2,120,0.00028014313508282606,0.0015279156147150984
osi_target_t24h,18029,1,120,0.0003734597053383291,0.001764132707919884
osi_target_t24h,18033,1,120,0.0017055344180464606,0.003769984988969298
osi_target_t24h,18035,1,120,0.0005156599117596464,0.0020729606680615982
osi_target_t24h,18037,3,120,0.00041170954905369754,0.0018522723635526208
osi_target_t24h,18039,4,120,0.0001136249246876959,0.0009730747003172294
osi_target_t24h,18041,2,120,0.005085695175517461,0.006510053235520596
osi_target_t24h,18043,4,120,0.00044712134002412813,0.001930287845599131
osi_target_t24h,18045,3,120,0.0002294959689275192,0.0013829195232295068
osi_target_t24h,18047,4,120,0.0018450006697699165,0.0039210974970556355
osi_target_t24h,18051,1,120,0.00028615670478456933,0.0015442277055337655
osi_target_t24h,18059,3,120,0.00018948910030458483,0.0012566128424743798
osi_target_t24h,18061,3,120,0.0020321468367416693,0.004115161840419796
osi_target_t24h,18065,3,120,0.0008926274249391018,0.002727372705460791
osi_target_t24h,18067,2,120,0.0004159554221050479,0.001861798910787288
osi_target_t24h,18069,0,120,7.680296817702164e-05,0.0008000154591059561
osi_target_t24h,18071,0,120,0.01010615175456147,0.009177032815023179
osi_target_t24h,18073,2,120,0.0002906123543905437,0.0015562035920538152
osi_target_t24h,18077,2,120,0.00316117302638107,0.005132553804216336
osi_target_t24h,18083,2,120,0.00011784276571412294,0.0009909707602233737
osi_target_t24h,18085,3,120,0.00021233015670138507,0.0013301947122551427
osi_target_t24h,18087,2,120,0.0025255932462300377,0.00458765848611798
osi_target_t24h,18089,4,120,2.0028960611618264e-05,0.0004085437615443649
osi_target_t24h,18091,0,120,0.0003341224093414959,0.0016686381906150694
osi_target_t24h,18093,1,120,0.007456881041385761,0.007882935705996932
osi_target_t24h,18095,0,120,0.00032372761193951897,0.001642476818556655
osi_target_t24h,18097,1,120,4.6601886904155826e-05,0.000623176586157272
osi_target_t24h,18099,3,120,0.011209744692054206,0.009665119714750134
osi_target_t24h,18101,4,120,0.0022980653381911883,0.004376133508581128
osi_target_t24h,18103,0,120,0.00014911837512004088,0.0011147435247626876
osi_target_t24h,18105,3,120,0.0005287921153509824,0.0020991905490588955
osi_target_t24h,18107,1,120,7.343646799502325e-05,0.0007822854764248111
osi_target_t24h,18109,2,120,0.0002171047735305685,0.0013450674503860656
osi_target_t24h,18111,2,120,0.5000770064832152,0.06455469299253251
osi_target_t24h,18113,1,120,0.00012244036011031405,0.0010101169903791428
osi_target_t24h,18117,4,120,0.019495260935649916,0.01274599967821601
osi_target_t24h,18121,1,120,0.08217222197967705,0.02616808201793377
osi_target_t24h,18123,3,120,0.004624258154674482,0.006207695596780446
osi_target_t24h,18125,0,120,0.0009028481595600528,0.0027429427013702713
osi_target_t24h,18127,2,120,8.519348536461767e-05,0.0008425827623277217
osi_target_t24h,18129,4,120,0.000153479669947779,0.001130927605801903
osi_target_t24h,18131,4,120,0.04110901846621612,0.018508785856590763
osi_target_t24h,18133,4,120,0.014741267165726041,0.011083496427017829
osi_target_t24h,18135,0,120,0.0005491413998981085,0.002139200395588089
osi_target_t24h,18137,0,120,0.0016358052561428818,0.0036921146336289924
osi_target_t24h,18139,2,120,0.0009563851332018392,0.0028230969005713083
osi_target_t24h,18141,4,120,8.680622274917372e-05,0.0008505205403612823
osi_target_t24h,18143,2,120,0.003555937982921069,0.005443603266618743
osi_target_t24h,18145,4,120,0.0002636679648165515,0.0014823066619758306
osi_target_t24h,18147,0,120,0.0001484880942579277,0.0011123851785612442
osi_target_t24h,18149,3,120,0.12912934005696503,0.03280362531501727
osi_target_t24h,18151,1,120,0.018066531104217923,0.01227006217867223
osi_target_t24h,18153,3,120,0.0037567158167941994,0.005595173378900037
osi_target_t24h,18155,4,120,0.0024057188177317914,0.004477460978549294
osi_target_t24h,18157,1,120,5.237372233834169e-05,0.0006606418743561806
osi_target_t24h,18159,0,120,0.002052479940903275,0.00413569818864086
osi_target_t24h,18161,0,120,0.0008939903340003299,0.0027294540571335415
osi_target_t24h,18163,4,120,4.1416006133845145e-05,0.0005874805396340457
osi_target_t24h,18165,4,120,0.03363181274864514,0.01674112022054407
osi_target_t24h,18167,3,120,0.0007961182036463738,0.002575717058164538
osi_target_t24h,18169,3,120,0.00027571333661694896,0.0015157872998790346
osi_target_t24h,18171,0,120,0.0010779116893132464,0.002997098165049607
osi_target_t24h,18173,3,120,0.00029721678075869136,0.0015737873129245984
osi_target_t24h,18175,4,120,0.0036074146584905466,0.00548286319551697
osi_target_t24h,18177,1,120,0.00024575907603896713,0.0014310808154415061
osi_target_t24h,18179,0,120,0.003177666535472841,0.005145926006296017
osi_target_t24h,18181,2,120,0.0011352906405217643,0.0030758340881265637
osi_target_t24h,18183,1,120,0.0011655730827039232,0.0031165861166559624
osi_target_t24h,39017,1,120,0.00010730634804751468,0.0009456318348398717
osi_target_t24h,39023,1,120,0.0002870611811906074,0.0015466662567993551
osi_target_t24h,39025,1,120,0.00046791748121767144,0.0019746676539308065
osi_target_t24h,39027,0,120,0.00016521835430895098,0.0011733795716822662
osi_target_t24h,39029,2,120,0.0014830718220534074,0.003515527250704375
osi_target_t24h,39031,2,120,0.00810479299420672,0.008218268772581567
osi_target_t24h,39033,4,120,0.0006066669778071682,0.00224845683712031
osi_target_t24h,39035,4,120,0.008137839842447757,0.008235006497896524
osi_target_t24h,39037,0,120,7.901925115916548e-05,0.0008114762841018291
osi_target_t24h,39039,1,120,0.003562217692167245,0.005448407788953305
osi_target_t24h,39045,2,120,0.0001059995346682434,0.0009398560823704313
osi_target_t24h,39049,1,120,0.0007231861126400557,0.0024549034479317373
osi_target_t24h,39051,2,120,0.0004262973454673616,0.0018848018142220365
osi_target_t24h,39053,4,120,0.000986646763203199,0.0028674128339021324
osi_target_t24h,39055,0,120,0.010732732001065035,0.009457242375143435
osi_target_t24h,39059,0,120,0.0881785761520727,0.027107590596250696
osi_target_t24h,39061,2,120,0.0016699488887385561,0.0037304477934274817
osi_target_t24h,39063,0,120,9.03693082417577e-05,0.0008678004198439375
osi_target_t24h,39065,3,120,0.000510842700099239,0.002063255316442197
osi_target_t24h,39069,0,120,0.0008810051375356441,0.0027095589086535287
osi_target_t24h,39073,2,120,0.0005724601845973939,0.002184147783075041
osi_target_t24h,39075,3,120,0.0414078235317563,0.018575930558062743
osi_target_t24h,39077,1,120,0.001144837754329035,0.0030887399727734647
osi_target_t24h,39081,4,120,0.003828298694098197,0.005648228847832298
osi_target_t24h,39085,2,120,0.0011192301405141864,0.0030540003008543105
osi_target_t24h,39087,3,120,0.002185283288625184,0.004267398982035373
osi_target_t24h,39089,1,120,0.008271661588252825,0.008302440197643113
osi_target_t24h,39091,3,120,0.18278868278629656,0.03902869486953334
osi_target_t24h,39093,3,120,0.0009868907446821823,0.002867767343948631
osi_target_t24h,39095,1,120,0.00022256211554310735,0.0013618679437421828
osi_target_t24h,39097,4,120,0.001020394115757686,0.0029160391454815414
osi_target_t24h,39099,0,120,0.0018078138182275154,0.0038813805729271075
osi_target_t24h,39101,0,120,0.008345940214534175,0.008339634391733537
osi_target_t24h,39103,4,120,0.0023057071330813547,0.00438340348462371
osi_target_t24h,39105,1,120,0.001727980312410718,0.003794711574910007
osi_target_t24h,39107,3,120,0.0005368573004286024,0.002115138491187993
osi_target_t24h,39109,1,120,0.00038694767500863775,0.0017957070914838295
osi_target_t24h,39111,2,120,0.009063582692282697,0.008690791435135379
osi_target_t24h,39113,4,120,0.000161255576159347,0.001159222354854563
osi_target_t24h,39115,2,120,0.1443442991279449,0.03468240417559804
osi_target_t24h,39117,4,120,0.07121627308014161,0.02436121799776262
osi_target_t24h,39119,1,120,0.002596973878851537,0.00465203707964903
osi_target_t24h,39121,1,120,0.010866623754388367,0.00951604949300057
osi_target_t24h,39123,0,120,0.00023768906329856194,0.001407388430446507
osi_target_t24h,39125,1,120,0.01541365909056654,0.011333453096389225
osi_target_t24h,39127,0,120,0.0028210606311057313,0.004848591402928046
osi_target_t24h,39129,2,120,6.69718897323307e-05,0.0007470602928162865
osi_target_t24h,39131,3,120,0.004805829626757879,0.006328394758782224
osi_target_t24h,39133,0,120,0.004198710133332268,0.005915171266421813
osi_target_t24h,39135,0,120,0.004100607117724369,0.005845658729436437
osi_target_t24h,39137,0,120,0.0006338716122833068,0.0022983175228184255
osi_target_t24h,39139,2,120,0.013013746748794026,0.010413831647058808
osi_target_t24h,39141,3,120,8.741121485273748e-05,0.0008534792267181897
osi_target_t24h,39143,4,120,6.573896303572568e-05,0.000740151803324413
osi_target_t24h,39145,3,120,0.00014969972779413344,0.0011169143797166274
osi_target_t24h,39147,4,120,0.00012316495094311396,0.0010131014713209217
osi_target_t24h,39149,3,120,0.216158659146639,0.042441985810696053
osi_target_t24h,39151,4,120,0.0008274197997145648,0.002625864619058144
osi_target_t24h,39153,0,120,0.0003588530386437685,0.0017292894461882519
osi_target_t24h,39155,1,120,0.002320761290785253,0.004397690009904113
osi_target_t24h,39157,2,120,0.029996195376173117,0.015810385662640952
osi_target_t24h,39159,3,120,0.0007409392903560669,0.002484852930517329
osi_target_t24h,39161,3,120,0.0016912557599129247,0.0037541707472189345
osi_target_t24h,39163,2,120,0.0016726778169771767,0.0037334945839177453
osi_target_t24h,39165,2,120,0.00010371155886188632,0.0009296574586995575
osi_target_t24h,39167,4,120,0.00143280461193101,0.003455436069841029
osi_target_t24h,39169,4,120,0.00068616650044285,0.002391245317895486
osi_target_t24h,39171,3,120,0.0011287441033425672,0.0030669530255920223
osi_target_t24h,39173,1,120,7.06372707345461e-05,0.0007672313359006422
osi_target_t24h,39175,2,120,0.0010926712505866356,0.00301754763920781
osi_target_t24h,42005,3,120,0.006676653692898683,0.007459140753073084
osi_target_t24h,42007,0,120,0.003227448045169738,0.005186077552101828
osi_target_t24h,42009,0,120,8.238188319110086e-05,0.0008285624256863051
osi_target_t24h,42013,0,120,0.0002758164060498835,0.0015160705954590952
osi_target_t24h,42015,4,120,0.0021602664764789697,0.0042429023836667214
osi_target_t24h,42019,1,120,0.0009899787000530475,0.0028722504243958364
osi_target_t24h,42021,2,120,0.0020798762418344514,0.004163208139798813
osi_target_t24h,42023,2,120,0.012092300171076296,0.010038384735220228
osi_target_t24h,42025,1,120,0.001206185032453866,0.003170416681938756
osi_target_t24h,42027,0,120,0.0004494126104830996,0.0019352273993924237
osi_target_t24h,42029,1,120,0.013918911660338526,0.010769908565202447
osi_target_t24h,42031,4,120,0.0020940321171006755,0.00417735174991353
osi_target_t24h,42033,2,120,0.0023709473182602627,0.004444985300182164
osi_target_t24h,42035,3,120,0.0003076264544249461,0.0016011101732468476
osi_target_t24h,42039,1,120,0.0074614737742221895,0.007885362903412768
osi_target_t24h,42041,3,120,7.631032335869325e-05,0.0007974455224794003
osi_target_t24h,42043,0,120,0.00016230334492948106,0.001162982319045454
osi_target_t24h,42045,2,120,0.0021414250330167636,0.004224358958288587
osi_target_t24h,42047,4,120,0.016089014946836632,0.011579081334759331
osi_target_t24h,42049,0,120,0.00397310939243568,0.005754063341410485
osi_target_t24h,42051,4,120,0.00033621689753204285,0.0016738600537182582
osi_target_t24h,42053,3,120,0.19930788172687902,0.040754128801762636
osi_target_t24h,42055,1,120,4.646683525251787e-05,0.0006222729522519162
osi_target_t24h,42057,4,120,0.00022931103361516659,0.0013823622101773428
osi_target_t24h,42059,3,120,0.014294338029217275,0.01091418726139563
osi_target_t24h,42061,2,120,1.9156158557130913e-05,0.00039954305730766695
osi_target_t24h,42063,2,120,0.003499156517345514,0.005399966448464837
osi_target_t24h,42065,0,120,0.004281442262838508,0.005973163778405397
osi_target_t24h,42067,4,120,0.001219671589945522,0.0031880918926863893
osi_target_t24h,42069,2,120,0.0011284851357723734,0.003066601180150936
osi_target_t24h,42075,1,120,0.004923556524444753,0.006405438135186872
osi_target_t24h,42077,4,120,0.0005041908973439518,0.002049778234638957
osi_target_t24h,42079,1,120,0.0004591565366690444,0.0019560941879781853
osi_target_t24h,42081,0,120,0.0001512604295749994,0.0011227215058916711
osi_target_t24h,42083,2,120,0.0035128895604808687,0.00541055262156038
osi_target_t24h,42085,4,120,0.0009158082530543665,0.0027625595816415834
osi_target_t24h,42089,1,120,0.0040683335033982635,0.005822609311553157
osi_target_t24h,42091,1,120,0.0009099672907208378,0.0027537357818075035
osi_target_t24h,42095,0,120,0.0008929777573735466,0.002727907863445212
osi_target_t24h,42097,3,120,0.0005271727928516149,0.0020959739042022423
osi_target_t24h,42101,0,120,0.0023212958824851138,0.004398196488794312
osi_target_t24h,42103,0,120,0.005699994441212244,0.006892021015403878
osi_target_t24h,42109,2,120,0.005214249212835729,0.00659181892755187
osi_target_t24h,42113,2,120,0.000700836700208218,0.0024166724716163926
osi_target_t24h,42115,3,120,0.003905783968974808,0.005705102956253877
osi_target_t24h,42119,4,120,0.00038932581830213617,0.0018012167607438223
osi_target_t24h,42121,1,120,0.003555370538709296,0.005443168913654753
osi_target_t24h,42125,4,120,0.0011752164234795392,0.003129452059971973
osi_target_t24h,42127,3,120,0.0002923755692099045,0.0015609173830633074
osi_target_t24h,42129,3,120,0.002537615441608654,0.004598564487613367
osi_target_t24h,42131,3,120,0.0010654650995546577,0.0029797442557411113
osi_target_t24h,42133,3,120,0.0033587206905723267,0.00529049516473673
osi_target_t24h,54007,4,120,0.021815857200199032,0.01348327890394835
osi_target_t24h,54009,0,120,0.0022967148182332702,0.004374847443276613
osi_target_t24h,54013,2,120,0.0863625000260321,0.026826992008366017
osi_target_t24h,54015,2,120,0.4548370826910816,0.061565485642733946
osi_target_t24h,54019,2,120,0.005602223886859719,0.00683265680809188
osi_target_t24h,54023,4,120,1.4835769480925344e-05,0.0003516125884280091
osi_target_t24h,54025,0,120,7.956781239894321e-05,0.0008142880960228552
osi_target_t24h,54027,4,120,6.142552557218266e-05,0.0007154574618858824
osi_target_t24h,54029,4,120,0.0020907855649919204,0.004174112245927191
osi_target_t24h,54031,4,120,2.123082112755604e-05,0.0004206227637638034
osi_target_t24h,54033,4,120,0.0015858707708020277,0.0036353252614702257
osi_target_t24h,54035,0,120,0.0019337063286336414,0.004014252035595217
osi_target_t24h,54037,1,120,0.0010722355219347816,0.0029891965502661716
osi_target_t24h,54039,3,120,0.0009730556278578923,0.002847594932362356
osi_target_t24h,54041,4,120,0.030213214931199064,0.01586747588916793
osi_target_t24h,54043,2,120,0.015971546016670883,0.01153673336805487
osi_target_t24h,54045,4,120,0.009905561757919318,0.009085502076531653
osi_target_t24h,54047,3,120,0.006671077625629438,0.007456025318285339
osi_target_t24h,54053,1,120,0.00015346618821782392,0.001130877934091562
osi_target_t24h,54055,0,120,0.00022544604772719613,0.001370663001759842
osi_target_t24h,54057,0,120,0.00016218375116746077,0.0011625537663819423
osi_target_t24h,54059,1,120,0.02125439394539011,0.01330864191211551
osi_target_t24h,54063,2,120,0.0007426503359471235,0.002487720402207483
osi_target_t24h,54067,3,120,0.006557376147889234,0.00739221220152738
osi_target_t24h,54069,3,120,0.007023862253008306,0.007650633009217988
osi_target_t24h,54071,0,120,4.534967770232807e-05,0.0006147470869005675
osi_target_t24h,54073,2,120,0.001911451911414078,0.003991085808204411
osi_target_t24h,54075,4,120,0.0003259233430236536,0.001648037578009205
osi_target_t24h,54077,0,120,9.531627868479537e-05,0.0008912364009471868
osi_target_t24h,54079,2,120,0.00022369535707658108,0.0013653307202425996
osi_target_t24h,54081,1,120,0.0004605301723266289,0.0019590179774711717
osi_target_t24h,54083,0,120,0.0002733980686102476,0.0015094095661611297
osi_target_t24h,54085,3,120,0.005650593712758066,0.006862090129082433
osi_target_t24h,54087,0,120,0.10398422240162461,0.02943696972652255
osi_target_t24h,54089,1,120,0.0006926811508790127,0.0024025700664063415
osi_target_t24h,54091,1,120,0.0001942223507438996,0.0012722105130568984
osi_target_t24h,54093,2,120,0.0004163934631146713,0.001862778979362714
osi_target_t24h,54095,4,120,0.021285951736872394,0.013318518353803597
osi_target_t24h,54097,3,120,0.0002989257851245194,0.0015783054867074989
osi_target_t24h,54099,1,120,0.012096642847136213,0.010040187102811802
osi_target_t24h,54101,1,120,0.002757735842022232,0.004793863996490924
osi_target_t24h,54103,3,120,0.0059938400334241335,0.007067437084629838
osi_target_t24h,54105,2,120,0.021429532754980458,0.01336336183843112
osi_target_t24h,54107,3,120,7.616620510067864e-05,0.0007966921462139493
osi_target_t24h,54109,3,120,0.002709469200197744,0.004751727054624231
osi_target_t48h,18009,0,96,0.00013811913808521427,0.0011994753110093521
osi_target_t48h,18013,1,96,0.026395568577185717,0.01658173209727152
osi_target_t48h,18023,3,96,5.314688065582682e-05,0.0007440519741018518
osi_target_t48h,18025,2,96,0.00022039646998927513,0.0015151886227094905
osi_target_t48h,18027,2,96,0.000102029424217426,0.0010309250711205225
osi_target_t48h,18029,1,96,0.0003389487157125173,0.00187901990108462
osi_target_t48h,18033,1,96,0.0014762547516629515,0.003921435153506398
osi_target_t48h,18035,1,96,8.845924314833525e-05,0.0009599221059345521
osi_target_t48h,18037,3,96,0.00025566468502985333,0.0016319233445215207
osi_target_t48h,18039,4,96,8.768552258359955e-06,0.00030222356960466016
osi_target_t48h,18041,2,96,0.001119982970508547,0.003415624287905609
osi_target_t48h,18043,4,96,0.0002852402074658537,0.0017237320444612738
osi_target_t48h,18045,3,96,0.0028686147265511003,0.005466388515425332
osi_target_t48h,18047,4,96,5.6969991355237446e-05,0.0007703488884592423
osi_target_t48h,18051,1,96,1.7255336956429627e-05,0.0004239611931487857
osi_target_t48h,18059,3,96,1.8372554196493563e-05,0.000437470882322631
osi_target_t48h,18061,3,96,0.001471301201380696,0.0039148504672655016
osi_target_t48h,18065,3,96,0.000637209270424617,0.002576353346674926
osi_target_t48h,18067,2,96,0.0004406183850697728,0.0021423759811192806
osi_target_t48h,18069,0,96,5.545264105171021e-05,0.0007600208402550429
osi_target_t48h,18071,0,96,0.0014610774544919249,0.003901225040628164
osi_target_t48h,18073,2,96,0.0001124049549416586,0.0010820743723556822
osi_target_t48h,18077,2,96,0.00038201153359519974,0.001994814980965235
osi_target_t48h,18083,2,96,9.970879928637813e-05,0.0010191336153320487
osi_target_t48h,18085,3,96,8.868599205736732e-05,0.0009611516099264689
osi_target_t48h,18087,2,96,0.0006790226244199278,0.0026595398733065805
osi_target_t48h,18089,4,96,6.9759252904172895e-06,0.0002695661114492079
osi_target_t48h,18091,0,96,0.00029879724752355434,0.0017642197505895795
osi_target_t48h,18093,1,96,0.002093151209387687,0.004669438770465005
osi_target_t48h,18095,0,96,2.7577707232655283e-05,0.0005359736781535942
osi_target_t48h,18097,1,96,1.8049084341760507e-05,0.0004336026928268227
osi_target_t48h,18099,3,96,0.00960049475842375,0.010000257683359002
osi_target_t48h,18101,4,96,0.00015642632798029444,0.001276495560690048
osi_target_t48h,18103,0,96,0.00012418647254421926,0.0011373693722807397
osi_target_t48h,18105,3,96,0.0005598156246254095,0.0024148318277914683
osi_target_t48h,18107,1,96,3.428821652040007e-05,0.0005976361117666006
osi_target_t48h,18109,2,96,5.433926449165405e-05,0.0007523523144919515
osi_target_t48h,18111,2,96,0.13865976646167932,0.03800490188527211
osi_target_t48h,18113,1,96,3.7577626818614845e-05,0.0006256465557276765
osi_target_t48h,18117,4,96,0.0023420683350120473,0.0049392858953876614
osi_target_t48h,18121,1,96,0.0005303819985630422,0.0023504919665958634
osi_target_t48h,18123,3,96,0.0004951831617065862,0.002271157840055069
osi_target_t48h,18125,0,96,5.2748943520214165e-05,0.0007412611966566829
osi_target_t48h,18127,2,96,5.383288889506733e-05,0.000748838606993268
osi_target_t48h,18129,4,96,0.00021691559414469772,0.0015031757844667629
osi_target_t48h,18131,4,96,0.023299922497324155,0.01557907333617097
osi_target_t48h,18133,4,96,5.8080087062778346e-05,0.0007778180422849171
osi_target_t48h,18135,0,96,0.00010441485717538412,0.0010429068809072
osi_target_t48h,18137,0,96,0.00017044288990468407,0.0013324589186314373
osi_target_t48h,18139,2,96,8.645677607756674e-05,0.0009489949512377047
osi_target_t48h,18141,4,96,3.9745290489507685e-05,0.0006434387636745539
osi_target_t48h,18143,2,96,0.0007961872861636451,0.0028798641572485044
osi_target_t48h,18145,4,96,0.0002470154288503545,0.0016040814766893417
osi_target_t48h,18147,0,96,0.00011776949533355286,0.0011075944999823608
osi_target_t48h,18149,3,96,0.012858302906548678,0.01157327331728361
osi_target_t48h,18151,1,96,0.008300347969753985,0.009298492244351806
osi_target_t48h,18153,3,96,0.00020377246775559886,0.0014569247998624207
osi_target_t48h,18155,4,96,0.0002761854293503363,0.0016961519848565075
osi_target_t48h,18157,1,96,3.33771248910683e-06,0.00018646135907526831
osi_target_t48h,18159,0,96,0.0019805752350559487,0.0045421351842313985
osi_target_t48h,18161,0,96,0.00017507794243881258,0.0013504549481826353
osi_target_t48h,18163,4,96,1.4655091837297105e-05,0.00039071371442337614
osi_target_t48h,18165,4,96,0.009646293786795506,0.010024082349311908
osi_target_t48h,18167,3,96,7.987018884263446e-05,0.0009121299982883154
osi_target_t48h,18169,3,96,8.513129904290208e-05,0.0009416922878680859
osi_target_t48h,18171,0,96,0.001005004095796558,0.0032355513694805526
osi_target_t48h,18173,3,96,3.45716415633196e-05,0.0006001010467284482
osi_target_t48h,18175,4,96,0.00017666857759637367,0.001356575719705892
osi_target_t48h,18177,1,96,0.0002937586691438011,0.001749281605949881
osi_target_t48h,18179,0,96,0.0028309383844301508,0.0054303721331489556
osi_target_t48h,18181,2,96,0.0031086424322448176,0.0056904913674084585
osi_target_t48h,18183,1,96,0.0006343578746342286,0.0025705825268681577
osi_target_t48h,39017,1,96,6.482516463896558e-05,0.0008217433490183486
osi_target_t48h,39023,1,96,0.0001715737129236455,0.0013368717875278744
osi_target_t48h,39025,1,96,0.0001304261663027668,0.001165592509836587
osi_target_t48h,39027,0,96,2.7535258608476816e-05,0.000535561024071923
osi_target_t48h,39029,2,96,0.0007585540640429711,0.002810979337131625
osi_target_t48h,39031,2,96,0.008210639456820271,0.009248107608688268
