horizon,kind,supported_rows,all_valid_rows,raw_label_rmse,clipped_label_rmse,raw_P_contribution_rmse,clipped_P_contribution_rmse,clip_low_rows,clip_high_rows
osi_target_t24h,direct,28680,28680,0.013621352299165385,0.013607485838050146,0.013621352299165385,0.013607485838050146,6013,0
