horizon,rmse,mae,rmse_std,mae_std,valid_rows,direct_rmse,direct_mae,rmse_change_pct_vs_direct,mae_change_pct_vs_direct
osi_target_t01h,0.012206272879944944,0.003415460584551735,0.003436007183627398,0.0005197172850456631,34177,0.012179441878483195,0.003533583868609779,0.22029746296625685,-3.3428747823811333
osi_target_t06h,0.010913104015047121,0.00321394916714288,0.0023979845424686166,0.0004586233379137057,32982,0.010936939206295635,0.003266998432346011,-0.21793292253826646,-1.6237921842232605
osi_target_t24h,0.008528884367518884,0.0025845820046818623,0.002656416372259779,0.0005078776710541032,28680,0.008668708121215557,0.0026494241071311543,-1.612971064909574,-2.447403655562874
osi_target_t48h,0.0076466231902674745,0.002047390266492951,0.0034232078699485005,0.0007065139250028538,22944,0.007786785421239254,0.0020983768939278635,-1.8000011993328124,-2.429812660559405
