query_fips,query_name,query_state,window,variant,k,query_peak,query_mean,query_oof_peak,query_oof_mean,neighbors_low_count,neighbors_moderate_count,neighbors_high_count,neighbors_ge010_count,neighbor_peak_median,neighbor_peak_max,neighbor_mean_median,pool_high_fraction,pool_peak_max,query_above_all_matched_peaks,nearest_low_rank_in_full_ranking,excluded_fold,candidate_count,nearest_distance,fifth_distance,nearest_distance_percentile,fifth_distance_percentile,reference_d5_q95,is_focus
39117,Morrow County,OH,early,context,10,0.5087,0.29458260869565217,0.24654275190486313,0.20032125269431933,0,0,10,8,0.1484,0.3293,0.0776,0.20418848167539266,0.5447,True,18.0,4,191,0.8813824539064072,0.9410502334101538,0.9581151832460733,0.9109947643979057,1.0684133132991014,True
39117,Morrow County,OH,early,context_dem,5,0.5087,0.29458260869565217,0.24654275190486313,0.20032125269431933,0,0,5,5,0.2157,0.3293,0.16290000000000002,0.20418848167539266,0.5447,True,18.0,4,191,0.8045798051515572,0.8789098786355435,0.9528795811518325,0.900523560209424,1.0066580711214062,True
39117,Morrow County,OH,early,context_dem,10,0.5087,0.29458260869565217,0.24654275190486313,0.20032125269431933,0,0,10,8,0.1484,0.3293,0.0776,0.20418848167539266,0.5447,True,18.0,4,191,0.8045798051515572,0.8789098786355435,0.9528795811518325,0.900523560209424,1.0066580711214062,True
39117,Morrow County,OH,early,weather_only,5,0.5087,0.29458260869565217,0.24654275190486313,0.20032125269431933,0,3,2,1,0.0479,0.3293,0.02062173913043478,0.20418848167539266,0.5447,True,14.0,4,191,0.24377358144970962,0.341611728242565,0.42408376963350786,0.2931937172774869,0.8259661868042527,True
39117,Morrow County,OH,early,weather_only,10,0.5087,0.29458260869565217,0.24654275190486313,0.20032125269431933,0,4,6,4,0.05915,0.3293,0.03246739130434782,0.20418848167539266,0.5447,True,14.0,4,191,0.24377358144970962,0.341611728242565,0.42408376963350786,0.2931937172774869,0.8259661868042527,True
39117,Morrow County,OH,early,context_rank,5,0.5087,0.29458260869565217,0.24654275190486313,0.20032125269431933,0,0,5,4,0.2697,0.3293,0.21376521739130433,0.20418848167539266,0.5447,True,19.0,4,191,0.09536984051756921,0.2206811532218454,0.05235602094240838,0.774869109947644,0.252686690680506,True
39117,Morrow County,OH,early,context_rank,10,0.5087,0.29458260869565217,0.24654275190486313,0.20032125269431933,0,0,10,8,0.1859,0.3293,0.10061086956521739,0.20418848167539266,0.5447,True,19.0,4,191,0.09536984051756921,0.2206811532218454,0.05235602094240838,0.774869109947644,0.252686690680506,True
39117,Morrow County,OH,early,full_cache_rank,5,0.5087,0.29458260869565217,0.24654275190486313,0.20032125269431933,0,2,3,1,0.0533,0.1101,0.032230434782608695,0.20418848167539266,0.5447,True,12.0,4,191,0.19999612673935394,0.230956245585292,0.8848167539267016,0.7643979057591623,0.2604549430192506,True
39117,Morrow County,OH,early,full_cache_rank,10,0.5087,0.29458260869565217,0.24654275190486313,0.20032125269431933,0,3,7,5,0.08755,0.3293,0.037819565217391306,0.20418848167539266,0.5447,True,12.0,4,191,0.19999612673935394,0.230956245585292,0.8848167539267016,0.7643979057591623,0.2604549430192506,True
18013,Brown County,IN,renewed,context,5,0.1379,0.0486625,0.009927411677865998,0.004461507938191061,3,2,0,0,0.0097,0.0366,0.0032375000000000004,0.06770833333333333,0.1505,True,1.0,1,192,0.971905726500086,1.1270519207902876,0.9739583333333334,0.9635416666666666,1.0220163972484184,True
18013,Brown County,IN,renewed,context,10,0.1379,0.0486625,0.009927411677865998,0.004461507938191061,5,4,1,1,0.01025,0.1505,0.0022625,0.06770833333333333,0.1505,False,1.0,1,192,0.971905726500086,1.1270519207902876,0.9739583333333334,0.9635416666666666,1.0220163972484184,True
18013,Brown County,IN,renewed,context_dem,5,0.1379,0.0486625,0.009927411677865998,0.004461507938191061,2,2,1,1,0.0319,0.1505,0.006945833333333334,0.06770833333333333,0.1505,False,1.0,1,192,0.9374142785897491,1.0219426343251725,0.9791666666666666,0.9635416666666666,0.9709894641694925,True
18013,Brown County,IN,renewed,context_dem,10,0.1379,0.0486625,0.009927411677865998,0.004461507938191061,4,5,1,1,0.01375,0.1505,0.003854166666666667,0.06770833333333333,0.1505,False,1.0,1,192,0.9374142785897491,1.0219426343251725,0.9791666666666666,0.9635416666666666,0.9709894641694925,True
18013,Brown County,IN,renewed,weather_only,5,0.1379,0.0486625,0.009927411677865998,0.004461507938191061,2,3,0,0,0.0101,0.0167,0.0021791666666666665,0.06770833333333333,0.1505,True,2.0,1,192,0.43687261763824004,0.6477618054822305,0.9322916666666666,0.8802083333333334,0.8529093277826896,True
18013,Brown County,IN,renewed,weather_only,10,0.1379,0.0486625,0.009927411677865998,0.004461507938191061,4,6,0,0,0.012799999999999999,0.0366,0.00263125,0.06770833333333333,0.1505,True,2.0,1,192,0.43687261763824004,0.6477618054822305,0.9322916666666666,0.8802083333333334,0.8529093277826896,True
18013,Brown County,IN,renewed,context_rank,5,0.1379,0.0486625,0.009927411677865998,0.004461507938191061,1,4,0,0,0.0297,0.0366,0.006945833333333334,0.06770833333333333,0.1505,True,2.0,1,192,0.23156679226371643,0.2892871072984681,0.9947916666666666,1.0,0.2560105179013135,True
18013,Brown County,IN,renewed,context_rank,10,0.1379,0.0486625,0.009927411677865998,0.004461507938191061,4,5,1,1,0.01675,0.1505,0.004214583333333333,0.06770833333333333,0.1505,False,2.0,1,192,0.23156679226371643,0.2892871072984681,0.9947916666666666,1.0,0.2560105179013135,True
18013,Brown County,IN,renewed,full_cache_rank,5,0.1379,0.0486625,0.009927411677865998,0.004461507938191061,3,2,0,0,0.0097,0.0319,0.0033624999999999996,0.06770833333333333,0.1505,True,2.0,1,192,0.23343973580952898,0.28154680000718213,1.0,0.9895833333333334,0.24675469145693604,True
18013,Brown County,IN,renewed,full_cache_rank,10,0.1379,0.0486625,0.009927411677865998,0.004461507938191061,7,3,0,0,0.00805,0.0366,0.0033,0.06770833333333333,0.1505,True,2.0,1,192,0.23343973580952898,0.28154680000718213,1.0,0.9895833333333334,0.24675469145693604,True
54013,Calhoun County,WV,second_wave,context,5,0.191,0.07716875,0.061932949881020403,0.028486092778605535,0,1,4,1,0.0712,0.1154,0.023518749999999995,0.07329842931937172,0.1199,True,7.0,2,191,0.40974173529853697,0.5265665020275442,0.35602094240837695,0.16230366492146597,1.029095207766797,True
54013,Calhoun County,WV,second_wave,context,10,0.191,0.07716875,0.061932949881020403,0.028486092778605535,3,2,5,2,0.0463,0.1199,0.012842708333333334,0.07329842931937172,0.1199,True,7.0,2,191,0.40974173529853697,0.5265665020275442,0.35602094240837695,0.16230366492146597,1.029095207766797,True
54015,Clay County,WV,second_wave,context,5,0.1817,0.08848541666666666,0.0495276275736078,0.027382723993682894,0,2,3,2,0.0846,0.1199,0.01315625,0.07329842931937172,0.1199,True,6.0,2,191,0.3601009094023396,0.6705314327668269,0.15706806282722513,0.5445026178010471,1.029095207766797,True
54015,Clay County,WV,second_wave,context,10,0.1817,0.08848541666666666,0.0495276275736078,0.027382723993682894,1,5,4,2,0.0313,0.1199,0.010401041666666666,0.07329842931937172,0.1199,True,6.0,2,191,0.3601009094023396,0.6705314327668269,0.15706806282722513,0.5445026178010471,1.029095207766797,True
54013,Calhoun County,WV,second_wave,context_dem,5,0.191,0.07716875,0.061932949881020403,0.028486092778605535,0,0,5,2,0.0846,0.1199,0.023518749999999995,0.07329842931937172,0.1199,True,8.0,2,191,0.3793429489389632,0.5232848184019095,0.2356020942408377,0.21465968586387435,0.9851011050435492,True
54013,Calhoun County,WV,second_wave,context_dem,10,0.191,0.07716875,0.061932949881020403,0.028486092778605535,1,4,5,2,0.049100000000000005,0.1199,0.013951041666666667,0.07329842931937172,0.1199,True,8.0,2,191,0.3793429489389632,0.5232848184019095,0.2356020942408377,0.21465968586387435,0.9851011050435492,True
54015,Clay County,WV,second_wave,context_dem,5,0.1817,0.08848541666666666,0.0495276275736078,0.027382723993682894,0,2,3,2,0.0846,0.1199,0.01315625,0.07329842931937172,0.1199,True,7.0,2,191,0.4011565367921188,0.7030284147379392,0.35602094240837695,0.6701570680628273,0.9851011050435492,True
54015,Clay County,WV,second_wave,context_dem,10,0.1817,0.08848541666666666,0.0495276275736078,0.027382723993682894,2,3,5,2,0.04215,0.1199,0.008751041666666667,0.07329842931937172,0.1199,True,7.0,2,191,0.4011565367921188,0.7030284147379392,0.35602094240837695,0.6701570680628273,0.9851011050435492,True
54013,Calhoun County,WV,second_wave,weather_only,5,0.191,0.07716875,0.061932949881020403,0.028486092778605535,3,1,1,1,0.0037,0.1199,0.0013125,0.07329842931937172,0.1199,True,3.0,2,191,0.2632527952095528,0.3152189118641108,0.4031413612565445,0.03664921465968586,0.7679842600382507,True
54013,Calhoun County,WV,second_wave,weather_only,10,0.191,0.07716875,0.061932949881020403,0.028486092778605535,5,2,3,2,0.00885,0.1199,0.002754166666666667,0.07329842931937172,0.1199,True,3.0,2,191,0.2632527952095528,0.3152189118641108,0.4031413612565445,0.03664921465968586,0.7679842600382507,True
54015,Clay County,WV,second_wave,weather_only,5,0.1817,0.08848541666666666,0.0495276275736078,0.027382723993682894,0,2,3,2,0.0846,0.1199,0.01315625,0.07329842931937172,0.1199,True,7.0,2,191,0.23861109175107062,0.42197451361963745,0.29842931937172773,0.41361256544502617,0.7679842600382507,True
54015,Clay County,WV,second_wave,weather_only,10,0.1817,0.08848541666666666,0.0495276275736078,0.027382723993682894,3,4,3,2,0.01685,0.1199,0.005544791666666667,0.07329842931937172,0.1199,True,7.0,2,191,0.23861109175107062,0.42197451361963745,0.29842931937172773,0.41361256544502617,0.7679842600382507,True
54013,Calhoun County,WV,second_wave,context_rank,5,0.191,0.07716875,0.061932949881020403,0.028486092778605535,0,2,3,1,0.0712,0.1154,0.023518749999999995,0.07329842931937172,0.1199,True,6.0,2,191,0.13929069153140033,0.18328101850077505,0.33507853403141363,0.20418848167539266,0.25248735707594416,True
54013,Calhoun County,WV,second_wave,context_rank,10,0.191,0.07716875,0.061932949881020403,0.028486092778605535,2,4,4,2,0.02435,0.1199,0.0084375,0.07329842931937172,0.1199,True,6.0,2,191,0.13929069153140033,0.18328101850077505,0.33507853403141363,0.20418848167539266,0.25248735707594416,True
54015,Clay County,WV,second_wave,context_rank,5,0.1817,0.08848541666666666,0.0495276275736078,0.027382723993682894,2,1,2,1,0.0187,0.1154,0.003679166666666667,0.07329842931937172,0.1199,True,3.0,2,191,0.10088728100807924,0.2579755003162134,0.041884816753926704,0.9581151832460733,0.25248735707594416,True
54015,Clay County,WV,second_wave,context_rank,10,0.1817,0.08848541666666666,0.0495276275736078,0.027382723993682894,3,3,4,2,0.023600000000000003,0.1199,0.0083625,0.07329842931937172,0.1199,True,3.0,2,191,0.10088728100807924,0.2579755003162134,0.041884816753926704,0.9581151832460733,0.25248735707594416,True
54013,Calhoun County,WV,second_wave,full_cache_rank,5,0.191,0.07716875,0.061932949881020403,0.028486092778605535,0,1,4,2,0.0846,0.1199,0.023518749999999995,0.07329842931937172,0.1199,True,10.0,2,191,0.12975743669238152,0.20671336848116237,0.16753926701570682,0.4293193717277487,0.2576771798579716,True
54013,Calhoun County,WV,second_wave,full_cache_rank,10,0.191,0.07716875,0.061932949881020403,0.028486092778605535,1,4,5,2,0.0463,0.1199,0.012842708333333334,0.07329842931937172,0.1199,True,10.0,2,191,0.12975743669238152,0.20671336848116237,0.16753926701570682,0.4293193717277487,0.2576771798579716,True
54015,Clay County,WV,second_wave,full_cache_rank,5,0.1817,0.08848541666666666,0.0495276275736078,0.027382723993682894,1,1,3,1,0.0712,0.1154,0.023518749999999995,0.07329842931937172,0.1199,True,5.0,2,191,0.18024830017654753,0.24893920533566571,0.774869109947644,0.9162303664921466,0.2576771798579716,True
54015,Clay County,WV,second_wave,full_cache_rank,10,0.1817,0.08848541666666666,0.0495276275736078,0.027382723993682894,1,4,5,2,0.05475,0.1199,0.0090375,0.07329842931937172,0.1199,True,5.0,2,191,0.18024830017654753,0.24893920533566571,0.774869109947644,0.9162303664921466,0.2576771798579716,True
54007,Braxton County,WV,second_wave,context,5,0.1154,0.04259166666666667,0.026871956818930866,0.01262215195990674,1,2,2,1,0.0285,0.191,0.012529166666666668,0.07853403141361257,0.191,False,5.0,4,191,0.33993257201423543,0.4682526168975803,0.16230366492146597,0.041884816753926704,1.0778824870978339,True
54007,Braxton County,WV,second_wave,context,10,0.1154,0.04259166666666667,0.026871956818930866,0.01262215195990674,2,5,3,1,0.0348,0.191,0.009129166666666667,0.07853403141361257,0.191,False,5.0,4,191,0.33993257201423543,0.4682526168975803,0.16230366492146597,0.041884816753926704,1.0778824870978339,True
54007,Braxton County,WV,second_wave,context_dem,5,0.1154,0.04259166666666667,0.026871956818930866,0.01262215195990674,0,1,4,2,0.0846,0.191,0.028629166666666667,0.07853403141361257,0.191,False,6.0,4,191,0.45738295609985435,0.5557904171694368,0.4397905759162304,0.2617801047120419,1.001632891329975,True
54007,Braxton County,WV,second_wave,context_dem,10,0.1154,0.04259166666666667,0.026871956818930866,0.01262215195990674,3,2,5,2,0.040350000000000004,0.191,0.01215625,0.07853403141361257,0.191,False,6.0,4,191,0.45738295609985435,0.5557904171694368,0.4397905759162304,0.2617801047120419,1.001632891329975,True
54007,Braxton County,WV,second_wave,weather_only,5,0.1154,0.04259166666666667,0.026871956818930866,0.01262215195990674,0,2,3,2,0.0846,0.191,0.028629166666666667,0.07853403141361257,0.191,False,6.0,4,191,0.18195840427785356,0.3611155787323262,0.10471204188481675,0.193717277486911,0.7709136616742533,True
54007,Braxton County,WV,second_wave,weather_only,10,0.1154,0.04259166666666667,0.026871956818930866,0.01262215195990674,4,3,3,2,0.01685,0.191,0.0033177083333333335,0.07853403141361257,0.191,False,6.0,4,191,0.18195840427785356,0.3611155787323262,0.10471204188481675,0.193717277486911,0.7709136616742533,True
54007,Braxton County,WV,second_wave,context_rank,5,0.1154,0.04259166666666667,0.026871956818930866,0.01262215195990674,0,2,3,2,0.0846,0.191,0.028629166666666667,0.07853403141361257,0.191,False,6.0,4,191,0.12103244103648621,0.17163407822888999,0.19895287958115182,0.06806282722513089,0.2584706575373694,True
54007,Braxton County,WV,second_wave,context_rank,10,0.1154,0.04259166666666667,0.026871956818930866,0.01262215195990674,2,4,4,2,0.0348,0.191,0.010884375,0.07853403141361257,0.191,False,6.0,4,191,0.12103244103648621,0.17163407822888999,0.19895287958115182,0.06806282722513089,0.2584706575373694,True
54007,Braxton County,WV,second_wave,full_cache_rank,5,0.1154,0.04259166666666667,0.026871956818930866,0.01262215195990674,0,1,4,2,0.0846,0.191,0.028629166666666667,0.07853403141361257,0.191,False,6.0,4,191,0.15325280175295594,0.23262990421757004,0.39790575916230364,0.7591623036649214,0.26893185599626285,True
54007,Braxton County,WV,second_wave,full_cache_rank,10,0.1154,0.04259166666666667,0.026871956818930866,0.01262215195990674,2,3,5,2,0.04385,0.191,0.010884375,0.07853403141361257,0.191,False,6.0,4,191,0.15325280175295594,0.23262990421757004,0.39790575916230364,0.7591623036649214,0.26893185599626285,True
39115,Morgan County,OH,late,context,5,0.3277,0.030245833333333333,0.0,0.0,5,0,0,0,0.0004,0.0035,7.916666666666668e-05,0.0,0.0337,True,1.0,2,191,0.6056358557701111,0.7872662593067205,0.7696335078534031,0.7801047120418848,1.0819834395442816,True
39115,Morgan County,OH,late,context,10,0.3277,0.030245833333333333,0.0,0.0,10,0,0,0,0.00030000000000000003,0.0035,6.875e-05,0.0,0.0337,True,1.0,2,191,0.6056358557701111,0.7872662593067205,0.7696335078534031,0.7801047120418848,1.0819834395442816,True
39115,Morgan County,OH,late,context_dem,5,0.3277,0.030245833333333333,0.0,0.0,5,0,0,0,0.0002,0.0035,1.6666666666666667e-05,0.0,0.0337,True,1.0,2,191,0.6441601876758247,0.7575120664996955,0.8481675392670157,0.7539267015706806,1.011876104687433,True
39115,Morgan County,OH,late,context_dem,10,0.3277,0.030245833333333333,0.0,0.0,10,0,0,0,0.00075,0.0099,0.00016666666666666666,0.0,0.0337,True,1.0,2,191,0.6441601876758247,0.7575120664996955,0.8481675392670157,0.7539267015706806,1.011876104687433,True
39115,Morgan County,OH,late,weather_only,5,0.3277,0.030245833333333333,0.0,0.0,5,0,0,0,0.0001,0.0099,3.7500000000000003e-05,0.0,0.0337,True,1.0,2,191,0.3955524015591076,0.4679662375528136,0.8429319371727748,0.6387434554973822,0.8653648432866858,True
39115,Morgan County,OH,late,weather_only,10,0.3277,0.030245833333333333,0.0,0.0,10,0,0,0,0.0001,0.0099,3.3333333333333335e-05,0.0,0.0337,True,1.0,2,191,0.3955524015591076,0.4679662375528136,0.8429319371727748,0.6387434554973822,0.8653648432866858,True
39115,Morgan County,OH,late,context_rank,5,0.3277,0.030245833333333333,0.0,0.0,5,0,0,0,0.0005,0.0035,0.0001,0.0,0.0337,True,1.0,2,191,0.15878928917866802,0.2361542672086375,0.6178010471204188,0.8900523560209425,0.24746491039296858,True
39115,Morgan County,OH,late,context_rank,10,0.3277,0.030245833333333333,0.0,0.0,10,0,0,0,0.00025,0.0035,7.083333333333334e-05,0.0,0.0337,True,1.0,2,191,0.15878928917866802,0.2361542672086375,0.6178010471204188,0.8900523560209425,0.24746491039296858,True
39115,Morgan County,OH,late,full_cache_rank,5,0.3277,0.030245833333333333,0.0,0.0,5,0,0,0,0.0006,0.0029,0.00019166666666666667,0.0,0.0337,True,1.0,2,191,0.16518063849310072,0.20647616008530878,0.5706806282722513,0.4607329842931937,0.24767112190824067,True
39115,Morgan County,OH,late,full_cache_rank,10,0.3277,0.030245833333333333,0.0,0.0,10,0,0,0,0.0015500000000000002,0.0099,0.0002458333333333333,0.0,0.0337,True,1.0,2,191,0.16518063849310072,0.20647616008530878,0.5706806282722513,0.4607329842931937,0.24767112190824067,True
